OBS_STATUS;RESITUR;TEMPORAL;PARQUES_TURISMO;INDICATOR;OBS_VALUE;FREQ
A;516712;2014;55541;PERNOCTACIONES;2782.9330049;A
A;516712;2015;55538;PERNOCTACIONES;42.625;A
A;516712;2015;55540;PERNOCTACIONES;42.89137931;A
A;516712;2015;55541;PERNOCTACIONES;3300.3131026;A
A;516712;2016;55538;PERNOCTACIONES;266.1802827;A
A;516712;2016;55541;PERNOCTACIONES;7498.7034986;A
A;516712;2017;55537;PERNOCTACIONES;60.992152466;A
A;516712;2017;55538;PERNOCTACIONES;220.71004636;A
A;516712;2017;55539;PERNOCTACIONES;261.91836735;A
A;516712;2017;55540;PERNOCTACIONES;131.40233723;A
A;516712;2017;55541;PERNOCTACIONES;5656.299984;A
A;516712;2018;55538;PERNOCTACIONES;202.68557746;A
A;516712;2018;55539;PERNOCTACIONES;101.26666667;A
A;516712;2018;55541;PERNOCTACIONES;4130.2808726;A
A;516712;2019;55537;PERNOCTACIONES;121.137961985;A
A;516712;2019;55538;PERNOCTACIONES;104.930848824;A
A;516712;2019;55540;PERNOCTACIONES;138.293413174;A
A;516712;2019;55541;PERNOCTACIONES;8387.56651896;A
A;516712;2020;55538;PERNOCTACIONES;94.470369767;A
A;516712;2020;55541;PERNOCTACIONES;2247.49859353;A
A;55571;2014;55537;PERNOCTACIONES;8085.6766472;A
A;55571;2014;55538;PERNOCTACIONES;4617.6023218;A
A;55571;2014;55539;PERNOCTACIONES;2773.8186615;A
A;55571;2014;55540;PERNOCTACIONES;406.91034407;A
A;55571;2014;55541;PERNOCTACIONES;324758.60042;A
A;55571;2015;55537;PERNOCTACIONES;7055.993007;A
A;55571;2015;55538;PERNOCTACIONES;6130.5036069;A
A;55571;2015;55539;PERNOCTACIONES;3686.2489744;A
A;55571;2015;55540;PERNOCTACIONES;913.38459771;A
A;55571;2015;55541;PERNOCTACIONES;488040.33342;A
A;55571;2016;55537;PERNOCTACIONES;10568.626377;A
A;55571;2016;55538;PERNOCTACIONES;6687.8695256;A
A;55571;2016;55539;PERNOCTACIONES;2844.8613026;A
A;55571;2016;55540;PERNOCTACIONES;807.58051718;A
A;55571;2016;55541;PERNOCTACIONES;454597.96387;A
A;55571;2017;55537;PERNOCTACIONES;13132.77409;A
A;55571;2017;55538;PERNOCTACIONES;10156.243804;A
A;55571;2017;55539;PERNOCTACIONES;3616.0892816;A
A;55571;2017;55540;PERNOCTACIONES;890.96472247;A
A;55571;2017;55541;PERNOCTACIONES;540537.9754;A
A;55571;2018;55537;PERNOCTACIONES;11533.583865;A
A;55571;2018;55538;PERNOCTACIONES;9846.6304936;A
A;55571;2018;55539;PERNOCTACIONES;1880.5818182;A
A;55571;2018;55540;PERNOCTACIONES;1315.4457785;A
A;55571;2018;55541;PERNOCTACIONES;471904.9132;A
A;55571;2019;55537;PERNOCTACIONES;11388.045983802;A
A;55571;2019;55538;PERNOCTACIONES;5509.353029596;A
A;55571;2019;55539;PERNOCTACIONES;531.694444444;A
A;55571;2019;55540;PERNOCTACIONES;1433.977103064;A
A;55571;2019;55541;PERNOCTACIONES;338001.76477501;A
A;55571;2020;55537;PERNOCTACIONES;5908.249824129;A
A;55571;2020;55538;PERNOCTACIONES;764.697422584;A
A;55571;2020;55539;PERNOCTACIONES;271.46720575;A
A;55571;2020;55540;PERNOCTACIONES;2134.13884392;A
A;55571;2020;55541;PERNOCTACIONES;88947.746194059;A
A;516713;2014;55537;PERNOCTACIONES;495.71666667;A
A;516713;2014;55538;PERNOCTACIONES;1721.2856023;A
A;516713;2014;55539;PERNOCTACIONES;178.95452196;A
A;516713;2014;55540;PERNOCTACIONES;183.02734807;A
A;516713;2014;55541;PERNOCTACIONES;27126.91038;A
A;516713;2015;55537;PERNOCTACIONES;1212.8275752;A
A;516713;2015;55538;PERNOCTACIONES;2022.484657;A
A;516713;2015;55539;PERNOCTACIONES;789.02906504;A
A;516713;2015;55540;PERNOCTACIONES;191.68917221;A
A;516713;2015;55541;PERNOCTACIONES;21948.004327;A
A;516713;2016;55537;PERNOCTACIONES;3182.7483242;A
A;516713;2016;55538;PERNOCTACIONES;1826.8705958;A
A;516713;2016;55539;PERNOCTACIONES;954.75714286;A
A;516713;2016;55540;PERNOCTACIONES;342.20318212;A
A;516713;2016;55541;PERNOCTACIONES;23668.280808;A
A;516713;2017;55537;PERNOCTACIONES;10595.785423;A
A;516713;2017;55538;PERNOCTACIONES;1849.2259131;A
A;516713;2017;55539;PERNOCTACIONES;370.6;A
A;516713;2017;55540;PERNOCTACIONES;824.0990513;A
A;516713;2017;55541;PERNOCTACIONES;34489.679696;A
A;516713;2018;55537;PERNOCTACIONES;11279.137878;A
A;516713;2018;55538;PERNOCTACIONES;1872.9174193;A
A;516713;2018;55539;PERNOCTACIONES;578.33333333;A
A;516713;2018;55540;PERNOCTACIONES;754.96043689;A
A;516713;2018;55541;PERNOCTACIONES;37608.038738;A
A;516713;2019;55537;PERNOCTACIONES;5850.954157711;A
A;516713;2019;55538;PERNOCTACIONES;2641.853346759;A
A;516713;2019;55539;PERNOCTACIONES;1095.2;A
A;516713;2019;55540;PERNOCTACIONES;1189.273309818;A
A;516713;2019;55541;PERNOCTACIONES;43266.141285292;A
A;516713;2020;55537;PERNOCTACIONES;460.76092677;A
A;516713;2020;55538;PERNOCTACIONES;404.903689059;A
A;516713;2020;55540;PERNOCTACIONES;120.963375823;A
A;516713;2020;55541;PERNOCTACIONES;8302.558801708;A
A;516715;2014;55537;PERNOCTACIONES;2158.6685339;A
A;516715;2014;55538;PERNOCTACIONES;2996.1899393;A
A;516715;2014;55539;PERNOCTACIONES;353.39166667;A
A;516715;2014;55540;PERNOCTACIONES;9467.8295306;A
A;516715;2014;55541;PERNOCTACIONES;32098.220507;A
A;516715;2015;55537;PERNOCTACIONES;3955.3925621;A
A;516715;2015;55538;PERNOCTACIONES;4308.9839522;A
A;516715;2015;55539;PERNOCTACIONES;214.33333333;A
A;516715;2015;55540;PERNOCTACIONES;12610.950013;A
A;516715;2015;55541;PERNOCTACIONES;32084.965888;A
A;516715;2016;55537;PERNOCTACIONES;4298.5929691;A
A;516715;2016;55538;PERNOCTACIONES;2474.2059985;A
A;516715;2016;55539;PERNOCTACIONES;1706.8095238;A
A;516715;2016;55540;PERNOCTACIONES;18266.12737;A
A;516715;2016;55541;PERNOCTACIONES;39506.231895;A
A;516715;2017;55537;PERNOCTACIONES;5667.2987463;A
A;516715;2017;55538;PERNOCTACIONES;2443.0054146;A
A;516715;2017;55539;PERNOCTACIONES;1314.585034;A
A;516715;2017;55540;PERNOCTACIONES;20010.038356;A
A;516715;2017;55541;PERNOCTACIONES;34611.666875;A
A;516715;2018;55537;PERNOCTACIONES;4817.4944845;A
A;516715;2018;55538;PERNOCTACIONES;2899.6551224;A
A;516715;2018;55539;PERNOCTACIONES;489.0;A
A;516715;2018;55540;PERNOCTACIONES;32677.09182;A
A;516715;2018;55541;PERNOCTACIONES;31135.107623;A
A;516715;2019;55537;PERNOCTACIONES;6408.381034419;A
A;516715;2019;55538;PERNOCTACIONES;3338.677559537;A
A;516715;2019;55539;PERNOCTACIONES;725.066666667;A
A;516715;2019;55540;PERNOCTACIONES;28383.157529754;A
A;516715;2019;55541;PERNOCTACIONES;44171.33616689;A
A;516715;2020;55537;PERNOCTACIONES;1508.338285624;A
A;516715;2020;55538;PERNOCTACIONES;1262.144793502;A
A;516715;2020;55539;PERNOCTACIONES;35.133333333;A
A;516715;2020;55540;PERNOCTACIONES;2840.392992561;A
A;516715;2020;55541;PERNOCTACIONES;13677.961157258;A
A;55574;2014;55537;PERNOCTACIONES;42185.411613;A
A;55574;2014;55538;PERNOCTACIONES;8594.2217432;A
A;55574;2014;55539;PERNOCTACIONES;4444.3040891;A
A;55574;2014;55540;PERNOCTACIONES;337.69975402;A
A;55574;2014;55541;PERNOCTACIONES;1590450.6187;A
A;55574;2015;55537;PERNOCTACIONES;52715.29687;A
A;55574;2015;55538;PERNOCTACIONES;10415.543601;A
A;55574;2015;55539;PERNOCTACIONES;6728.6635038;A
A;55574;2015;55540;PERNOCTACIONES;592.65898466;A
A;55574;2015;55541;PERNOCTACIONES;1758412.2704;A
A;55574;2016;55537;PERNOCTACIONES;53296.065923;A
A;55574;2016;55538;PERNOCTACIONES;11526.396019;A
A;55574;2016;55539;PERNOCTACIONES;7576.5931628;A
A;55574;2016;55540;PERNOCTACIONES;1711.2118717;A
A;55574;2016;55541;PERNOCTACIONES;1878596.4133;A
A;55574;2017;55537;PERNOCTACIONES;90384.452746;A
A;55574;2017;55538;PERNOCTACIONES;26704.859509;A
A;55574;2017;55539;PERNOCTACIONES;6736.7405947;A
A;55574;2017;55540;PERNOCTACIONES;1190.0233925;A
A;55574;2017;55541;PERNOCTACIONES;1824152.8384;A
A;55574;2018;55537;PERNOCTACIONES;85724.761586;A
A;55574;2018;55538;PERNOCTACIONES;23000.571693;A
A;55574;2018;55539;PERNOCTACIONES;2117.930303;A
A;55574;2018;55540;PERNOCTACIONES;1286.3416663;A
A;55574;2018;55541;PERNOCTACIONES;1807193.0615;A
A;55574;2019;55537;PERNOCTACIONES;89131.821983458;A
A;55574;2019;55538;PERNOCTACIONES;15476.224697598;A
A;55574;2019;55539;PERNOCTACIONES;5672.050462963;A
A;55574;2019;55540;PERNOCTACIONES;1463.969566006;A
A;55574;2019;55541;PERNOCTACIONES;1800396.952464753;A
A;55574;2020;55537;PERNOCTACIONES;5130.061808502;A
A;55574;2020;55538;PERNOCTACIONES;5273.387800807;A
A;55574;2020;55539;PERNOCTACIONES;1039.3988072;A
A;55574;2020;55540;PERNOCTACIONES;2026.099131315;A
A;55574;2020;55541;PERNOCTACIONES;345066.395035355;A
A;516716;2014;55537;PERNOCTACIONES;1765.6282531;A
A;516716;2014;55538;PERNOCTACIONES;447.17151435;A
A;516716;2014;55540;PERNOCTACIONES;46.0;A
A;516716;2014;55541;PERNOCTACIONES;7234.33382;A
A;516716;2015;55537;PERNOCTACIONES;1676.8372605;A
A;516716;2015;55538;PERNOCTACIONES;367.62830865;A
A;516716;2015;55539;PERNOCTACIONES;20.533333333;A
A;516716;2015;55540;PERNOCTACIONES;118.03819968;A
A;516716;2015;55541;PERNOCTACIONES;6564.476533;A
A;516716;2016;55537;PERNOCTACIONES;2423.9125455;A
A;516716;2016;55538;PERNOCTACIONES;350.24666982;A
A;516716;2016;55539;PERNOCTACIONES;189.80952381;A
A;516716;2016;55540;PERNOCTACIONES;218.90343242;A
A;516716;2016;55541;PERNOCTACIONES;6104.718698;A
A;516716;2017;55537;PERNOCTACIONES;4431.2820316;A
A;516716;2017;55538;PERNOCTACIONES;400.47731571;A
A;516716;2017;55539;PERNOCTACIONES;62.666666667;A
A;516716;2017;55540;PERNOCTACIONES;125.1585299;A
A;516716;2017;55541;PERNOCTACIONES;20901.274382;A
A;516716;2018;55537;PERNOCTACIONES;2065.3981171;A
A;516716;2018;55538;PERNOCTACIONES;1598.3627069;A
A;516716;2018;55540;PERNOCTACIONES;112.0;A
A;516716;2018;55541;PERNOCTACIONES;14494.699299;A
A;516716;2019;55537;PERNOCTACIONES;2199.018010831;A
A;516716;2019;55538;PERNOCTACIONES;320.835010069;A
A;516716;2019;55539;PERNOCTACIONES;128.0;A
A;516716;2019;55540;PERNOCTACIONES;140.533333333;A
A;516716;2019;55541;PERNOCTACIONES;15702.346239324;A
A;516716;2020;55537;PERNOCTACIONES;188.853004907;A
A;516716;2020;55538;PERNOCTACIONES;140.313065919;A
A;516716;2020;55541;PERNOCTACIONES;4064.175962888;A
A;516717;2014;55537;PERNOCTACIONES;40581.095833;A
A;516717;2014;55538;PERNOCTACIONES;10243.978259;A
A;516717;2014;55539;PERNOCTACIONES;14693.615452;A
A;516717;2014;55540;PERNOCTACIONES;4559.8286364;A
A;516717;2014;55541;PERNOCTACIONES;207522.13615;A
A;516717;2015;55537;PERNOCTACIONES;35723.072715;A
A;516717;2015;55538;PERNOCTACIONES;7296.3150097;A
A;516717;2015;55539;PERNOCTACIONES;18214.411222;A
A;516717;2015;55540;PERNOCTACIONES;3201.2873823;A
A;516717;2015;55541;PERNOCTACIONES;218163.2415;A
A;516717;2016;55537;PERNOCTACIONES;44910.846109;A
A;516717;2016;55538;PERNOCTACIONES;5414.1788644;A
A;516717;2016;55539;PERNOCTACIONES;15636.362899;A
A;516717;2016;55540;PERNOCTACIONES;4873.8361868;A
A;516717;2016;55541;PERNOCTACIONES;179356.81209;A
A;516717;2017;55537;PERNOCTACIONES;43705.519229;A
A;516717;2017;55538;PERNOCTACIONES;5855.5715676;A
A;516717;2017;55539;PERNOCTACIONES;18293.033568;A
A;516717;2017;55540;PERNOCTACIONES;5646.1040033;A
A;516717;2017;55541;PERNOCTACIONES;200590.60145;A
A;516717;2018;55537;PERNOCTACIONES;35872.136949;A
A;516717;2018;55538;PERNOCTACIONES;7196.8557499;A
A;516717;2018;55539;PERNOCTACIONES;15393.54697;A
A;516717;2018;55540;PERNOCTACIONES;7317.1663289;A
A;516717;2018;55541;PERNOCTACIONES;190342.92864;A
A;516717;2019;55537;PERNOCTACIONES;38254.711482857;A
A;516717;2019;55538;PERNOCTACIONES;5467.113058046;A
A;516717;2019;55539;PERNOCTACIONES;12630.513888889;A
A;516717;2019;55540;PERNOCTACIONES;6345.520553216;A
A;516717;2019;55541;PERNOCTACIONES;232327.739286744;A
A;516717;2020;55537;PERNOCTACIONES;21699.432607174;A
A;516717;2020;55538;PERNOCTACIONES;1363.522357595;A
A;516717;2020;55539;PERNOCTACIONES;3575.851922422;A
A;516717;2020;55540;PERNOCTACIONES;1284.768421053;A
A;516717;2020;55541;PERNOCTACIONES;52095.400849133;A
A;516718;2014;55537;PERNOCTACIONES;1194.3684359;A
A;516718;2014;55538;PERNOCTACIONES;2257.9690199;A
A;516718;2014;55539;PERNOCTACIONES;574.66046512;A
A;516718;2014;55540;PERNOCTACIONES;67.526754766;A
A;516718;2014;55541;PERNOCTACIONES;31313.206234;A
A;516718;2015;55537;PERNOCTACIONES;2319.7740609;A
A;516718;2015;55538;PERNOCTACIONES;3525.3015521;A
A;516718;2015;55539;PERNOCTACIONES;1962.603252;A
A;516718;2015;55540;PERNOCTACIONES;255.04550061;A
A;516718;2015;55541;PERNOCTACIONES;39410.678463;A
A;516718;2016;55537;PERNOCTACIONES;2493.6298579;A
A;516718;2016;55538;PERNOCTACIONES;1485.8142859;A
A;516718;2016;55539;PERNOCTACIONES;467.2;A
A;516718;2016;55540;PERNOCTACIONES;260.61176338;A
A;516718;2016;55541;PERNOCTACIONES;38673.329226;A
A;516718;2017;55537;PERNOCTACIONES;4817.2377997;A
A;516718;2017;55538;PERNOCTACIONES;2617.2337862;A
A;516718;2017;55539;PERNOCTACIONES;132.46666667;A
A;516718;2017;55540;PERNOCTACIONES;352.91919064;A
A;516718;2017;55541;PERNOCTACIONES;49572.425489;A
A;516718;2018;55537;PERNOCTACIONES;5791.4037991;A
A;516718;2018;55538;PERNOCTACIONES;1053.9549579;A
A;516718;2018;55539;PERNOCTACIONES;2395.5333333;A
A;516718;2018;55540;PERNOCTACIONES;5170.8986794;A
A;516718;2018;55541;PERNOCTACIONES;50806.839612;A
A;516718;2019;55537;PERNOCTACIONES;7069.435220608;A
A;516718;2019;55538;PERNOCTACIONES;1495.679567344;A
A;516718;2019;55539;PERNOCTACIONES;359.133333333;A
A;516718;2019;55540;PERNOCTACIONES;955.945288274;A
A;516718;2019;55541;PERNOCTACIONES;67187.21683774;A
A;516718;2020;55537;PERNOCTACIONES;3228.78693725;A
A;516718;2020;55538;PERNOCTACIONES;737.814882708;A
A;516718;2020;55540;PERNOCTACIONES;304.823103489;A
A;516718;2020;55541;PERNOCTACIONES;16261.216673825;A
A;516719;2014;55537;PERNOCTACIONES;1544.5791667;A
A;516719;2014;55538;PERNOCTACIONES;1683.460054;A
A;516719;2014;55539;PERNOCTACIONES;360.14056848;A
A;516719;2014;55540;PERNOCTACIONES;176.01638655;A
A;516719;2014;55541;PERNOCTACIONES;101609.22812;A
A;516719;2015;55537;PERNOCTACIONES;1206.236508;A
A;516719;2015;55538;PERNOCTACIONES;812.26705271;A
A;516719;2015;55539;PERNOCTACIONES;802.98604651;A
A;516719;2015;55540;PERNOCTACIONES;130.22380317;A
A;516719;2015;55541;PERNOCTACIONES;108035.00013;A
A;516719;2016;55537;PERNOCTACIONES;2308.9113658;A
A;516719;2016;55538;PERNOCTACIONES;2807.2737717;A
A;516719;2016;55539;PERNOCTACIONES;857.67142857;A
A;516719;2016;55540;PERNOCTACIONES;417.48800213;A
A;516719;2016;55541;PERNOCTACIONES;141183.56971;A
A;516719;2017;55537;PERNOCTACIONES;1509.4216696;A
A;516719;2017;55538;PERNOCTACIONES;2729.313408;A
A;516719;2017;55539;PERNOCTACIONES;1991.2843537;A
A;516719;2017;55540;PERNOCTACIONES;106.0;A
A;516719;2017;55541;PERNOCTACIONES;153090.36993;A
A;516719;2018;55537;PERNOCTACIONES;2633.3937765;A
A;516719;2018;55538;PERNOCTACIONES;6145.2312966;A
A;516719;2018;55539;PERNOCTACIONES;2785.8;A
A;516719;2018;55540;PERNOCTACIONES;526.02774695;A
A;516719;2018;55541;PERNOCTACIONES;136187.40627;A
A;516719;2019;55537;PERNOCTACIONES;1179.653487472;A
A;516719;2019;55538;PERNOCTACIONES;2117.396470583;A
A;516719;2019;55539;PERNOCTACIONES;2115.896296296;A
A;516719;2019;55540;PERNOCTACIONES;541.260987522;A
A;516719;2019;55541;PERNOCTACIONES;132980.74542323;A
A;516719;2020;55538;PERNOCTACIONES;148.033178901;A
A;516719;2020;55540;PERNOCTACIONES;27.0;A
A;516719;2020;55541;PERNOCTACIONES;27804.954020012;A
A;516720;2014;55537;PERNOCTACIONES;879.49417941;A
A;516720;2014;55538;PERNOCTACIONES;3501.0664415;A
A;516720;2014;55539;PERNOCTACIONES;2257.5883426;A
A;516720;2014;55540;PERNOCTACIONES;247.49286273;A
A;516720;2014;55541;PERNOCTACIONES;90853.999046;A
A;516720;2015;55537;PERNOCTACIONES;1582.0627969;A
A;516720;2015;55538;PERNOCTACIONES;2027.5529826;A
A;516720;2015;55539;PERNOCTACIONES;1714.7121951;A
A;516720;2015;55540;PERNOCTACIONES;366.34988394;A
A;516720;2015;55541;PERNOCTACIONES;85491.386082;A
A;516720;2016;55537;PERNOCTACIONES;2039.4754946;A
A;516720;2016;55538;PERNOCTACIONES;2707.0025316;A
A;516720;2016;55539;PERNOCTACIONES;1556.2954299;A
A;516720;2016;55540;PERNOCTACIONES;624.54020354;A
A;516720;2016;55541;PERNOCTACIONES;72060.085898;A
A;516720;2017;55537;PERNOCTACIONES;1984.987834;A
A;516720;2017;55538;PERNOCTACIONES;2833.7887545;A
A;516720;2017;55539;PERNOCTACIONES;1685.8715986;A
A;516720;2017;55540;PERNOCTACIONES;298.52550679;A
A;516720;2017;55541;PERNOCTACIONES;79359.892396;A
A;516720;2018;55537;PERNOCTACIONES;1595.0178748;A
A;516720;2018;55538;PERNOCTACIONES;3054.7912368;A
A;516720;2018;55539;PERNOCTACIONES;432.66666667;A
A;516720;2018;55540;PERNOCTACIONES;497.06046682;A
A;516720;2018;55541;PERNOCTACIONES;59759.327543;A
A;516720;2019;55537;PERNOCTACIONES;2026.068097061;A
A;516720;2019;55538;PERNOCTACIONES;3223.776700799;A
A;516720;2019;55539;PERNOCTACIONES;1053.866666667;A
A;516720;2019;55540;PERNOCTACIONES;251.950995204;A
A;516720;2019;55541;PERNOCTACIONES;64416.359258367;A
A;516720;2020;55537;PERNOCTACIONES;163.307806572;A
A;516720;2020;55538;PERNOCTACIONES;510.737776454;A
A;516720;2020;55539;PERNOCTACIONES;82.533333333;A
A;516720;2020;55540;PERNOCTACIONES;24.4;A
A;516720;2020;55541;PERNOCTACIONES;9094.019642732;A
A;516721;2014;55537;PERNOCTACIONES;1688.6211312;A
A;516721;2014;55538;PERNOCTACIONES;2633.8994275;A
A;516721;2014;55539;PERNOCTACIONES;430.37757106;A
A;516721;2014;55540;PERNOCTACIONES;115.6875;A
A;516721;2014;55541;PERNOCTACIONES;44488.832678;A
A;516721;2015;55537;PERNOCTACIONES;564.27233618;A
A;516721;2015;55538;PERNOCTACIONES;2377.5098281;A
A;516721;2015;55539;PERNOCTACIONES;184.86718346;A
A;516721;2015;55540;PERNOCTACIONES;159.970444;A
A;516721;2015;55541;PERNOCTACIONES;51206.426486;A
A;516721;2016;55537;PERNOCTACIONES;755.32955504;A
A;516721;2016;55538;PERNOCTACIONES;2968.8171222;A
A;516721;2016;55539;PERNOCTACIONES;283.06666667;A
A;516721;2016;55540;PERNOCTACIONES;244.40006008;A
A;516721;2016;55541;PERNOCTACIONES;57090.291555;A
A;516721;2017;55537;PERNOCTACIONES;994.85065557;A
A;516721;2017;55538;PERNOCTACIONES;6636.2263017;A
A;516721;2017;55539;PERNOCTACIONES;181.73333333;A
A;516721;2017;55540;PERNOCTACIONES;596.12529574;A
A;516721;2017;55541;PERNOCTACIONES;65829.746422;A
A;516721;2018;55537;PERNOCTACIONES;514.78794157;A
A;516721;2018;55538;PERNOCTACIONES;3655.3910331;A
A;516721;2018;55539;PERNOCTACIONES;1206.1878788;A
A;516721;2018;55540;PERNOCTACIONES;228.95263819;A
A;516721;2018;55541;PERNOCTACIONES;68849.805227;A
A;516721;2019;55537;PERNOCTACIONES;1257.220493675;A
A;516721;2019;55538;PERNOCTACIONES;5613.704160267;A
A;516721;2019;55539;PERNOCTACIONES;402.655555556;A
A;516721;2019;55540;PERNOCTACIONES;110.279239544;A
A;516721;2019;55541;PERNOCTACIONES;56704.755955174;A
A;516721;2020;55537;PERNOCTACIONES;281.818701041;A
A;516721;2020;55538;PERNOCTACIONES;556.548232152;A
A;516721;2020;55539;PERNOCTACIONES;813.807726864;A
A;516721;2020;55540;PERNOCTACIONES;34.0;A
A;516721;2020;55541;PERNOCTACIONES;12564.04539119;A
A;516722;2014;55537;PERNOCTACIONES;3751.6190779;A
A;516722;2014;55538;PERNOCTACIONES;908.0629106;A
A;516722;2014;55539;PERNOCTACIONES;50.866666667;A
A;516722;2014;55540;PERNOCTACIONES;168.01798905;A
A;516722;2014;55541;PERNOCTACIONES;25279.459779;A
A;516722;2015;55537;PERNOCTACIONES;1941.9424666;A
A;516722;2015;55538;PERNOCTACIONES;3325.0525945;A
A;516722;2015;55539;PERNOCTACIONES;1103.5479675;A
A;516722;2015;55540;PERNOCTACIONES;247.65889659;A
A;516722;2015;55541;PERNOCTACIONES;22524.906001;A
A;516722;2016;55537;PERNOCTACIONES;3615.5742792;A
A;516722;2016;55538;PERNOCTACIONES;2304.0082937;A
A;516722;2016;55539;PERNOCTACIONES;284.67619048;A
A;516722;2016;55540;PERNOCTACIONES;264.96490281;A
A;516722;2016;55541;PERNOCTACIONES;24340.707796;A
A;516722;2017;55537;PERNOCTACIONES;2918.7404044;A
A;516722;2017;55538;PERNOCTACIONES;2156.300966;A
A;516722;2017;55539;PERNOCTACIONES;192.0;A
A;516722;2017;55540;PERNOCTACIONES;33.064765039;A
A;516722;2017;55541;PERNOCTACIONES;25923.612538;A
A;516722;2018;55537;PERNOCTACIONES;3150.6109543;A
A;516722;2018;55538;PERNOCTACIONES;5923.5522753;A
A;516722;2018;55539;PERNOCTACIONES;1445.9515152;A
A;516722;2018;55540;PERNOCTACIONES;89.0;A
A;516722;2018;55541;PERNOCTACIONES;25882.729706;A
A;516722;2019;55537;PERNOCTACIONES;5297.648306759;A
A;516722;2019;55538;PERNOCTACIONES;1195.907185067;A
A;516722;2019;55539;PERNOCTACIONES;261.942592593;A
A;516722;2019;55540;PERNOCTACIONES;318.114285714;A
A;516722;2019;55541;PERNOCTACIONES;34907.279383198;A
A;516722;2020;55537;PERNOCTACIONES;1487.557667238;A
A;516722;2020;55538;PERNOCTACIONES;663.398342918;A
A;516722;2020;55539;PERNOCTACIONES;80.6;A
A;516722;2020;55540;PERNOCTACIONES;1007.739889327;A
A;516722;2020;55541;PERNOCTACIONES;13533.228634995;A
A;516724;2014;55537;PERNOCTACIONES;622.54003456;A
A;516724;2014;55538;PERNOCTACIONES;2760.7299808;A
A;516724;2014;55539;PERNOCTACIONES;279.79714286;A
A;516724;2014;55540;PERNOCTACIONES;154.46729097;A
A;516724;2014;55541;PERNOCTACIONES;135422.24153;A
A;516724;2015;55537;PERNOCTACIONES;702.4799685;A
A;516724;2015;55538;PERNOCTACIONES;3354.7431285;A
A;516724;2015;55539;PERNOCTACIONES;458.32103659;A
A;516724;2015;55540;PERNOCTACIONES;229.26570989;A
A;516724;2015;55541;PERNOCTACIONES;131484.27305;A
A;516724;2016;55537;PERNOCTACIONES;707.61107381;A
A;516724;2016;55538;PERNOCTACIONES;3387.4527669;A
A;516724;2016;55539;PERNOCTACIONES;1911.1794181;A
A;516724;2016;55540;PERNOCTACIONES;318.98097032;A
A;516724;2016;55541;PERNOCTACIONES;121699.52015;A
A;516724;2017;55537;PERNOCTACIONES;1274.2126453;A
A;516724;2017;55538;PERNOCTACIONES;3557.3947571;A
A;516724;2017;55539;PERNOCTACIONES;115.46666667;A
A;516724;2017;55540;PERNOCTACIONES;383.42484317;A
A;516724;2017;55541;PERNOCTACIONES;142004.29285;A
A;516724;2018;55537;PERNOCTACIONES;782.67416725;A
A;516724;2018;55538;PERNOCTACIONES;4016.1344653;A
A;516724;2018;55539;PERNOCTACIONES;202.93333333;A
A;516724;2018;55540;PERNOCTACIONES;257.66085148;A
A;516724;2018;55541;PERNOCTACIONES;141630.53055;A
A;516724;2019;55537;PERNOCTACIONES;949.483971927;A
A;516724;2019;55538;PERNOCTACIONES;3632.423125424;A
A;516724;2019;55539;PERNOCTACIONES;607.077777778;A
A;516724;2019;55540;PERNOCTACIONES;404.024334601;A
A;516724;2019;55541;PERNOCTACIONES;132613.628272212;A
A;516724;2020;55537;PERNOCTACIONES;789.590088271;A
A;516724;2020;55538;PERNOCTACIONES;890.527598219;A
A;516724;2020;55541;PERNOCTACIONES;31548.045415623;A
A;516725;2014;55537;PERNOCTACIONES;557.60441003;A
A;516725;2014;55538;PERNOCTACIONES;2133.3902584;A
A;516725;2014;55539;PERNOCTACIONES;680.75119048;A
A;516725;2014;55540;PERNOCTACIONES;783.10066527;A
A;516725;2014;55541;PERNOCTACIONES;102716.82309;A
A;516725;2015;55537;PERNOCTACIONES;1486.9897731;A
A;516725;2015;55538;PERNOCTACIONES;1912.680395;A
A;516725;2015;55539;PERNOCTACIONES;212.69333333;A
A;516725;2015;55540;PERNOCTACIONES;656.75441176;A
A;516725;2015;55541;PERNOCTACIONES;125313.59212;A
A;516725;2016;55537;PERNOCTACIONES;917.63151046;A
A;516725;2016;55538;PERNOCTACIONES;3042.8834506;A
A;516725;2016;55539;PERNOCTACIONES;814.43586405;A
A;516725;2016;55540;PERNOCTACIONES;882.20699904;A
A;516725;2016;55541;PERNOCTACIONES;162380.07774;A
A;516725;2017;55537;PERNOCTACIONES;2113.3951345;A
A;516725;2017;55538;PERNOCTACIONES;3503.240003;A
A;516725;2017;55539;PERNOCTACIONES;321.79251701;A
A;516725;2017;55540;PERNOCTACIONES;837.35122179;A
A;516725;2017;55541;PERNOCTACIONES;194841.90463;A
A;516725;2018;55537;PERNOCTACIONES;2579.7311659;A
A;516725;2018;55538;PERNOCTACIONES;4042.0154962;A
A;516725;2018;55539;PERNOCTACIONES;110.4;A
A;516725;2018;55540;PERNOCTACIONES;779.02572473;A
A;516725;2018;55541;PERNOCTACIONES;198400.47762;A
A;516725;2019;55537;PERNOCTACIONES;2689.998509703;A
A;516725;2019;55538;PERNOCTACIONES;4791.263416276;A
A;516725;2019;55539;PERNOCTACIONES;368.637037037;A
A;516725;2019;55540;PERNOCTACIONES;701.73388114;A
