D_TEMPORAL_0;D_CNAE09_0;D_TERRITORIO_0;D_EPD_TAMANOEMPRESA_0;INDICATOR;OBS_VALUE;FREQ
2015;6949;3143;38434;% Servicios web: Recepción de pedidos o reservas online (b);15.208896602657045;A
2016;6949;3143;38434;% Servicios web: Recepción de pedidos o reservas online (b);17.78547613775821;A
2017;6949;3143;38434;% Servicios web: Recepción de pedidos o reservas online (b);16.977691029929797;A
2018;6949;3143;38434;% Servicios web: Recepción de pedidos o reservas online (b);14.077316661837841;A
2019;6949;3143;38434;% Servicios web: Recepción de pedidos o reservas online (b);14.009822131918098;A
2020;6949;3143;38434;% Servicios web: Recepción de pedidos o reservas online (b);14.652939016706496;A
2021;6949;3143;38434;% Servicios web: Recepción de pedidos o reservas online (b);16.55277517590996;A
2009;6949;3143;38434;% Servicios web: Acceso a catálogos de productos o a listas de precios (b);50.1644883044735;A
2010;6949;3143;38434;% Servicios web: Acceso a catálogos de productos o a listas de precios (b);42.987131430974685;A
2011;6949;3143;38434;% Servicios web: Acceso a catálogos de productos o a listas de precios (b);50.41365536345444;A
2012;6949;3143;38434;% Servicios web: Acceso a catálogos de productos o a listas de precios (b);44.37095694410312;A
2013;6949;3143;38434;% Servicios web: Acceso a catálogos de productos o a listas de precios (b);50.21848738692438;A
2014;6949;3143;38434;% Servicios web: Acceso a catálogos de productos o a listas de precios (b);35.669047298207786;A
2015;6949;3143;38434;% Servicios web: Acceso a catálogos de productos o a listas de precios (b);33.90645380813921;A
2016;6949;3143;38434;% Servicios web: Acceso a catálogos de productos o a listas de precios (b);54.258582527636975;A
2017;6949;3143;38434;% Servicios web: Acceso a catálogos de productos o a listas de precios (b);50.293928701555224;A
2018;6949;3143;38434;% Servicios web: Acceso a catálogos de productos o a listas de precios (b);35.67433028783865;A
2019;6949;3143;38434;% Servicios web: Acceso a catálogos de productos o a listas de precios (b);40.334742796906575;A
2020;6949;3143;38434;% Servicios web: Acceso a catálogos de productos o a listas de precios (b);42.83302532330333;A
2021;6949;3143;38434;% Servicios web: Acceso a catálogos de productos o a listas de precios (b);40.48140091618989;A
2009;6949;3143;38434;% Servicios web: Posibilidad de personalizar o diseñar los productos por parte de los clientes (b);4.224805613899526;A
2010;6949;3143;38434;% Servicios web: Posibilidad de personalizar o diseñar los productos por parte de los clientes (b);7.845497127011774;A
2011;6949;3143;38434;% Servicios web: Posibilidad de personalizar o diseñar los productos por parte de los clientes (b);7.569274296299076;A
2012;6949;3143;38434;% Servicios web: Posibilidad de personalizar o diseñar los productos por parte de los clientes (b);3.691933309708307;A
2013;6949;3143;38434;% Servicios web: Posibilidad de personalizar o diseñar los productos por parte de los clientes (b);12.831305599939402;A
2014;6949;3143;38434;% Servicios web: Posibilidad de personalizar o diseñar los productos por parte de los clientes (b);6.485456330490693;A
2015;6949;3143;38434;% Servicios web: Posibilidad de personalizar o diseñar los productos por parte de los clientes (b);4.868957107000371;A
2016;6949;3143;38434;% Servicios web: Posibilidad de personalizar o diseñar los productos por parte de los clientes (b);5.868792973624659;A
2017;6949;3143;38434;% Servicios web: Posibilidad de personalizar o diseñar los productos por parte de los clientes (b);8.071146624829318;A
2018;6949;3143;38434;% Servicios web: Posibilidad de personalizar o diseñar los productos por parte de los clientes (b);6.977535224171919;A
2019;6949;3143;38434;% Servicios web: Posibilidad de personalizar o diseñar los productos por parte de los clientes (b);6.2902765657711885;A
2020;6949;3143;38434;% Servicios web: Posibilidad de personalizar o diseñar los productos por parte de los clientes (b);2.4251088559132112;A
2021;6949;3143;38434;% Servicios web: Posibilidad de personalizar o diseñar los productos por parte de los clientes (b);2.0923802414025907;A
2009;6949;3143;38434;% Servicios web: Seguimiento online de pedidos (b);5.951814269379634;A
2010;6949;3143;38434;% Servicios web: Seguimiento online de pedidos (b);12.093361797233799;A
2011;6949;3143;38434;% Servicios web: Seguimiento online de pedidos (b);5.272784216969727;A
2012;6949;3143;38434;% Servicios web: Seguimiento online de pedidos (b);11.605649594406508;A
2013;6949;3143;38434;% Servicios web: Seguimiento online de pedidos (b);7.446433817425575;A
2014;6949;3143;38434;% Servicios web: Seguimiento online de pedidos (b);7.688605694265309;A
2015;6949;3143;38434;% Servicios web: Seguimiento online de pedidos (b);11.16123431574865;A
2016;6949;3143;38434;% Servicios web: Seguimiento online de pedidos (b);9.716699556856122;A
2017;6949;3143;38434;% Servicios web: Seguimiento online de pedidos (b);9.30305122884525;A
2018;6949;3143;38434;% Servicios web: Seguimiento online de pedidos (b);6.475437107194727;A
2019;6949;3143;38434;% Servicios web: Seguimiento online de pedidos (b);11.145859789550883;A
2020;6949;3143;38434;% Servicios web: Seguimiento online de pedidos (b);7.3077493105936;A
2021;6949;3143;38434;% Servicios web: Seguimiento online de pedidos (b);6.665644972909858;A
2009;6949;3143;38434;% Servicios web: Personalización de la página web para usuarios habituales (b);1.7047919951877537;A
2010;6949;3143;38434;% Servicios web: Personalización de la página web para usuarios habituales (b);4.3996319988031125;A
2011;6949;3143;38434;% Servicios web: Personalización de la página web para usuarios habituales (b);7.057091561215374;A
2012;6949;3143;38434;% Servicios web: Personalización de la página web para usuarios habituales (b);4.34811723569882;A
2013;6949;3143;38434;% Servicios web: Personalización de la página web para usuarios habituales (b);11.481064255452177;A
2014;6949;3143;38434;% Servicios web: Personalización de la página web para usuarios habituales (b);8.741602017440853;A
2015;6949;3143;38434;% Servicios web: Personalización de la página web para usuarios habituales (b);7.875869614152746;A
2016;6949;3143;38434;% Servicios web: Personalización de la página web para usuarios habituales (b);7.630954518928784;A
2017;6949;3143;38434;% Servicios web: Personalización de la página web para usuarios habituales (b);3.944524645477033;A
2018;6949;3143;38434;% Servicios web: Personalización de la página web para usuarios habituales (b);2.214282300172038;A
2019;6949;3143;38434;% Servicios web: Personalización de la página web para usuarios habituales (b);8.91813854162901;A
2020;6949;3143;38434;% Servicios web: Personalización de la página web para usuarios habituales (b);4.179204185126024;A
2021;6949;3143;38434;% Servicios web: Personalización de la página web para usuarios habituales (b);1.863172900241403;A
2009;6949;3143;38434;% Servicios web: Vínculos o referencias a los perfiles de la empresa en medios sociales (b);;A
2010;6949;3143;38434;% Servicios web: Vínculos o referencias a los perfiles de la empresa en medios sociales (b);;A
2011;6949;3143;38434;% Servicios web: Vínculos o referencias a los perfiles de la empresa en medios sociales (b);;A
2012;6949;3143;38434;% Servicios web: Vínculos o referencias a los perfiles de la empresa en medios sociales (b);;A
2013;6949;3143;38434;% Servicios web: Vínculos o referencias a los perfiles de la empresa en medios sociales (b);;A
2014;6949;3143;38434;% Servicios web: Vínculos o referencias a los perfiles de la empresa en medios sociales (b);34.298419542995745;A
2015;6949;3143;38434;% Servicios web: Vínculos o referencias a los perfiles de la empresa en medios sociales (b);29.08957709967794;A
2016;6949;3143;38434;% Servicios web: Vínculos o referencias a los perfiles de la empresa en medios sociales (b);56.066365409440024;A
2017;6949;3143;38434;% Servicios web: Vínculos o referencias a los perfiles de la empresa en medios sociales (b);49.78274486637695;A
2018;6949;3143;38434;% Servicios web: Vínculos o referencias a los perfiles de la empresa en medios sociales (b);51.474925908462424;A
2019;6949;3143;38434;% Servicios web: Vínculos o referencias a los perfiles de la empresa en medios sociales (b);49.252563954580445;A
2020;6949;3143;38434;% Servicios web: Vínculos o referencias a los perfiles de la empresa en medios sociales (b);48.88473151035025;A
2021;6949;3143;38434;% Servicios web: Vínculos o referencias a los perfiles de la empresa en medios sociales (b);39.62718194219717;A
2009;6949;3143;38434;% Servicios web: Declaración de política de intimidad o certificación relacionada con la seguridad del sitio web (b);24.82128220010336;A
2010;6949;3143;38434;% Servicios web: Declaración de política de intimidad o certificación relacionada con la seguridad del sitio web (b);31.640555048744528;A
2011;6949;3143;38434;% Servicios web: Declaración de política de intimidad o certificación relacionada con la seguridad del sitio web (b);40.02770734975745;A
2012;6949;3143;38434;% Servicios web: Declaración de política de intimidad o certificación relacionada con la seguridad del sitio web (b);40.58017890823103;A
2013;6949;3143;38434;% Servicios web: Declaración de política de intimidad o certificación relacionada con la seguridad del sitio web (b);56.31653869709358;A
2014;6949;3143;38434;% Servicios web: Declaración de política de intimidad o certificación relacionada con la seguridad del sitio web (b);43.798486919360116;A
2015;6949;3143;38434;% Servicios web: Declaración de política de intimidad o certificación relacionada con la seguridad del sitio web (b);49.319877634137335;A
2016;6949;3143;38434;% Servicios web: Declaración de política de intimidad o certificación relacionada con la seguridad del sitio web (b);63.435053516992255;A
2017;6949;3143;38434;% Servicios web: Declaración de política de intimidad o certificación relacionada con la seguridad del sitio web (b);63.23239618027514;A
2018;6949;3143;38434;% Servicios web: Declaración de política de intimidad o certificación relacionada con la seguridad del sitio web (b);55.93385786016265;A
2019;6949;3143;38434;% Servicios web: Declaración de política de intimidad o certificación relacionada con la seguridad del sitio web (b);69.84505481221618;A
2020;6949;3143;38434;% Servicios web: Declaración de política de intimidad o certificación relacionada con la seguridad del sitio web (b);59.40675228953537;A
2021;6949;3143;38434;% Servicios web: Declaración de política de intimidad o certificación relacionada con la seguridad del sitio web (b);57.3512739543874;A
2009;6949;3143;38434;% Servicios web: Anuncios de ofertas de trabajo o recepción de solicitudes de trabajo online (b);6.378776504140291;A
2010;6949;3143;38434;% Servicios web: Anuncios de ofertas de trabajo o recepción de solicitudes de trabajo online (b);14.059442414359452;A
2011;6949;3143;38434;% Servicios web: Anuncios de ofertas de trabajo o recepción de solicitudes de trabajo online (b);13.559212307512238;A
2012;6949;3143;38434;% Servicios web: Anuncios de ofertas de trabajo o recepción de solicitudes de trabajo online (b);5.2583701530992135;A
2013;6949;3143;38434;% Servicios web: Anuncios de ofertas de trabajo o recepción de solicitudes de trabajo online (b);11.887184664312867;A
2014;6949;3143;38434;% Servicios web: Anuncios de ofertas de trabajo o recepción de solicitudes de trabajo online (b);6.3045026661789905;A
2015;6949;3143;38434;% Servicios web: Anuncios de ofertas de trabajo o recepción de solicitudes de trabajo online (b);3.6403305285524836;A
2016;6949;3143;38434;% Servicios web: Anuncios de ofertas de trabajo o recepción de solicitudes de trabajo online (b);9.580635027267508;A
2017;6949;3143;38434;% Servicios web: Anuncios de ofertas de trabajo o recepción de solicitudes de trabajo online (b);3.0104580343842664;A
2018;6949;3143;38434;% Servicios web: Anuncios de ofertas de trabajo o recepción de solicitudes de trabajo online (b);8.939167700561404;A
2019;6949;3143;38434;% Servicios web: Anuncios de ofertas de trabajo o recepción de solicitudes de trabajo online (b);5.80493924237546;A
2020;6949;3143;38434;% Servicios web: Anuncios de ofertas de trabajo o recepción de solicitudes de trabajo online (b);0.8234367733252632;A
2021;6949;3143;38434;% Servicios web: Anuncios de ofertas de trabajo o recepción de solicitudes de trabajo online (b);5.994397147806563;A
2009;6949;3143;38434;% Servicios web: Posibilidad de envío electrónico de hojas de reclamaciones (b);;A
2010;6949;3143;38434;% Servicios web: Posibilidad de envío electrónico de hojas de reclamaciones (b);;A
2011;6949;3143;38434;% Servicios web: Posibilidad de envío electrónico de hojas de reclamaciones (b);;A
2012;6949;3143;38434;% Servicios web: Posibilidad de envío electrónico de hojas de reclamaciones (b);;A
2013;6949;3143;38434;% Servicios web: Posibilidad de envío electrónico de hojas de reclamaciones (b);;A
2014;6949;3143;38434;% Servicios web: Posibilidad de envío electrónico de hojas de reclamaciones (b);24.505746241361386;A
2015;6949;3143;38434;% Servicios web: Posibilidad de envío electrónico de hojas de reclamaciones (b);18.175712040800523;A
2016;6949;3143;38434;% Servicios web: Posibilidad de envío electrónico de hojas de reclamaciones (b);30.923726288971803;A
2017;6949;3143;38434;% Servicios web: Posibilidad de envío electrónico de hojas de reclamaciones (b);15.785162104225222;A
2018;6949;3143;38434;% Servicios web: Posibilidad de envío electrónico de hojas de reclamaciones (b);22.920924094591328;A
2019;6949;3143;38434;% Servicios web: Posibilidad de envío electrónico de hojas de reclamaciones (b);29.876055036488225;A
2020;6949;3143;38434;% Servicios web: Posibilidad de envío electrónico de hojas de reclamaciones (b);21.213371506159394;A
2021;6949;3143;38434;% Servicios web: Posibilidad de envío electrónico de hojas de reclamaciones (b);15.378838769617229;A
2009;6949;3143;38434;% Servicios web: Realización de pedidos o reservas online (b);14.622021077123263;A
2010;6949;3143;38434;% Servicios web: Realización de pedidos o reservas online (b);8.884470237833824;A
2011;6949;3143;38434;% Servicios web: Realización de pedidos o reservas online (b);17.922979650465013;A
2012;6949;3143;38434;% Servicios web: Realización de pedidos o reservas online (b);14.131145668650436;A
2013;6949;3143;38434;% Servicios web: Realización de pedidos o reservas online (b);15.58993493594726;A
2014;6949;3143;38434;% Servicios web: Realización de pedidos o reservas online (b);11.519433268523688;A
2015;6949;3143;38434;% Servicios web: Realización de pedidos o reservas online (b);;A
2016;6949;3143;38434;% Servicios web: Realización de pedidos o reservas online (b);;A
2017;6949;3143;38434;% Servicios web: Realización de pedidos o reservas online (b);;A
2018;6949;3143;38434;% Servicios web: Realización de pedidos o reservas online (b);;A
2019;6949;3143;38434;% Servicios web: Realización de pedidos o reservas online (b);;A
2020;6949;3143;38434;% Servicios web: Realización de pedidos o reservas online (b);;A
2021;6949;3143;38434;% Servicios web: Realización de pedidos o reservas online (b);;A
2009;6949;3143;38434;% Servicios web: Pagos online (b);3.3307033634417107;A
2010;6949;3143;38434;% Servicios web: Pagos online (b);4.27794799514474;A
2011;6949;3143;38434;% Servicios web: Pagos online (b);2.9515289902469934;A
2012;6949;3143;38434;% Servicios web: Pagos online (b);8.486396911537481;A
2013;6949;3143;38434;% Servicios web: Pagos online (b);6.643989560514549;A
2014;6949;3143;38434;% Servicios web: Pagos online (b);;A
2015;6949;3143;38434;% Servicios web: Pagos online (b);;A
2016;6949;3143;38434;% Servicios web: Pagos online (b);;A
2017;6949;3143;38434;% Servicios web: Pagos online (b);;A
2018;6949;3143;38434;% Servicios web: Pagos online (b);;A
2019;6949;3143;38434;% Servicios web: Pagos online (b);;A
2020;6949;3143;38434;% Servicios web: Pagos online (b);;A
2021;6949;3143;38434;% Servicios web: Pagos online (b);;A
2009;6949;3143;38434;% de empresas que utilizan información acerca del comportamiento de visitantes de su página web (a);;A
2010;6949;3143;38434;% de empresas que utilizan información acerca del comportamiento de visitantes de su página web (a);;A
2011;6949;3143;38434;% de empresas que utilizan información acerca del comportamiento de visitantes de su página web (a);;A
2012;6949;3143;38434;% de empresas que utilizan información acerca del comportamiento de visitantes de su página web (a);;A
2013;6949;3143;38434;% de empresas que utilizan información acerca del comportamiento de visitantes de su página web (a);;A
2014;6949;3143;38434;% de empresas que utilizan información acerca del comportamiento de visitantes de su página web (a);;A
2015;6949;3143;38434;% de empresas que utilizan información acerca del comportamiento de visitantes de su página web (a);;A
2016;6949;3143;38434;% de empresas que utilizan información acerca del comportamiento de visitantes de su página web (a);;A
2017;6949;3143;38434;% de empresas que utilizan información acerca del comportamiento de visitantes de su página web (a);;A
2018;6949;3143;38434;% de empresas que utilizan información acerca del comportamiento de visitantes de su página web (a);;A
2019;6949;3143;38434;% de empresas que utilizan información acerca del comportamiento de visitantes de su página web (a);6.501319249957136;A
2020;6949;3143;38434;% de empresas que utilizan información acerca del comportamiento de visitantes de su página web (a);;A
2021;6949;3143;38434;% de empresas que utilizan información acerca del comportamiento de visitantes de su página web (a);;A
2009;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Buscar información (a);;A
2010;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Buscar información (a);93.3913345388207;A
2011;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Buscar información (a);93.08835274840432;A
2012;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Buscar información (a);94.56722034798085;A
2013;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Buscar información (a);98.18682859923878;A
2014;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Buscar información (a);96.54211100004521;A
2015;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Buscar información (a);;A
2016;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Buscar información (a);;A
2017;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Buscar información (a);;A
2018;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Buscar información (a);;A
2019;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Buscar información (a);;A
2020;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Buscar información (a);;A
2021;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Buscar información (a);;A
2009;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios bancarios y financieros (a);;A
2010;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios bancarios y financieros (a);65.4197370040788;A
2011;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios bancarios y financieros (a);72.58623569628256;A
2012;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios bancarios y financieros (a);78.07984851309239;A
2013;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios bancarios y financieros (a);70.51908763200184;A
2014;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios bancarios y financieros (a);73.9317162361049;A
2015;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios bancarios y financieros (a);;A
2016;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios bancarios y financieros (a);;A
2017;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios bancarios y financieros (a);;A
2018;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios bancarios y financieros (a);;A
2019;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios bancarios y financieros (a);;A
2020;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios bancarios y financieros (a);;A
2021;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios bancarios y financieros (a);;A
2009;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Formación y aprendizaje (a);;A
2010;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Formación y aprendizaje (a);39.24492831843502;A
2011;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Formación y aprendizaje (a);38.51470890729472;A
2012;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Formación y aprendizaje (a);37.576245164029935;A
2013;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Formación y aprendizaje (a);33.8163458488736;A
2014;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Formación y aprendizaje (a);39.22272843716879;A
2015;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Formación y aprendizaje (a);;A
2016;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Formación y aprendizaje (a);;A
2017;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Formación y aprendizaje (a);;A
2018;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Formación y aprendizaje (a);;A
2019;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Formación y aprendizaje (a);;A
2020;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Formación y aprendizaje (a);;A
2021;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Formación y aprendizaje (a);;A
2009;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Observar el comportamiento del mercado (a);;A
2010;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Observar el comportamiento del mercado (a);33.601335258759576;A
2011;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Observar el comportamiento del mercado (a);33.831899298598174;A
2012;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Observar el comportamiento del mercado (a);39.205829278615745;A
2013;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Observar el comportamiento del mercado (a);38.35049679952402;A
2014;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Observar el comportamiento del mercado (a);44.358326510314896;A
2015;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Observar el comportamiento del mercado (a);;A
2016;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Observar el comportamiento del mercado (a);;A
2017;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Observar el comportamiento del mercado (a);;A
2018;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Observar el comportamiento del mercado (a);;A
2019;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Observar el comportamiento del mercado (a);;A
2020;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Observar el comportamiento del mercado (a);;A
2021;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Observar el comportamiento del mercado (a);;A
2009;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios posventa/preventa (a);;A
2010;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios posventa/preventa (a);31.55019196124684;A
2011;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios posventa/preventa (a);34.168029917163096;A
2012;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios posventa/preventa (a);37.020196141139245;A
2013;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios posventa/preventa (a);35.771910813018096;A
2014;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios posventa/preventa (a);47.766989315906585;A
2015;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios posventa/preventa (a);;A
2016;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios posventa/preventa (a);;A
2017;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios posventa/preventa (a);;A
2018;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios posventa/preventa (a);;A
2019;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios posventa/preventa (a);;A
2020;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios posventa/preventa (a);;A
2021;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Obtener servicios posventa/preventa (a);;A
2009;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Como plataforma de comunicación (email, VoIP...) (a);;A
2010;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Como plataforma de comunicación (email, VoIP...) (a);77.36264274506011;A
2011;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Como plataforma de comunicación (email, VoIP...) (a);79.82558282014267;A
2012;6949;3143;38434;% de empresas con conexión a Internet que, como usuarios de servicios de Internet, lo utilizaban para: Como plataforma de comunicación (email, VoIP...) (a);79.24066473872757;A
