D_TEMPORAL_0;D_SEXO_0;D_CNO11_0;D_EDAD_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
2015;3690;6333;4306;3143;Ocupados;87.58568;M
2015;3690;6375;4191;3143;Ocupados;16.850825;M
2015;3690;6375;4210;3143;Ocupados;72.5859125;M
2015;3690;6375;4235;3143;Ocupados;59.05351;M
2015;3690;6375;4305;3143;Ocupados;0.4283925;M
2015;3690;6375;4306;3143;Ocupados;148.91864;M
2015;3690;6463;4191;3143;Ocupados;91.158145;M
2015;3690;6463;4210;3143;Ocupados;173.4088675;M
2015;3690;6463;4235;3143;Ocupados;125.3695475;M
2015;3690;6463;4305;3143;Ocupados;3.1700725;M
2015;3690;6463;4306;3143;Ocupados;393.1066325;M
2015;3690;6489;4191;3143;Ocupados;0.856105;M
2015;3690;6489;4210;3143;Ocupados;5.1273375;M
2015;3690;6489;4235;3143;Ocupados;7.328395;M
2015;3690;6489;4305;3143;Ocupados;0.4005625;M
2015;3690;6489;4306;3143;Ocupados;13.7124;M
2015;3690;6601;4191;3143;Ocupados;5.99716;M
2015;3690;6601;4210;3143;Ocupados;12.0759725;M
2015;3690;6601;4235;3143;Ocupados;8.7172075;M
2015;3690;6601;4305;3143;Ocupados;0.137555;M
2015;3690;6601;4306;3143;Ocupados;26.927895;M
2015;3690;6667;4191;3143;Ocupados;2.642845;M
2015;3690;6667;4210;3143;Ocupados;5.5492575;M
2015;3690;6667;4235;3143;Ocupados;4.0174825;M
2015;3690;6667;4305;3143;Ocupados;0.0758825;M
2015;3690;6667;4306;3143;Ocupados;12.2854675;M
2015;3690;6726;4191;3143;Ocupados;27.6715825;M
2015;3690;6726;4210;3143;Ocupados;105.0773825;M
2015;3690;6726;4235;3143;Ocupados;118.5046925;M
2015;3690;6726;4305;3143;Ocupados;1.900215;M
2015;3690;6726;4306;3143;Ocupados;253.1538725;M
2015;3690;5989;4191;3143;Ocupados;0.445865;M
2015;3690;5989;4210;3143;Ocupados;1.0900025;M
2015;3690;5989;4235;3143;Ocupados;0.057385;M
2015;3690;5989;4305;3143;Ocupados;;M
2015;3690;5989;4306;3143;Ocupados;1.5932525;M
2015;3690;6727;4191;3143;Ocupados;190.667305;M
2015;3690;6727;4210;3143;Ocupados;539.93924;M
2015;3690;6727;4235;3143;Ocupados;460.88685;M
2015;3690;6727;4305;3143;Ocupados;10.5261075;M
2015;3690;6727;4306;3143;Ocupados;1202.0195025;M
2015;3691;6038;4191;3143;Ocupados;4.1264275;M
2015;3691;6038;4210;3143;Ocupados;46.3461175;M
2015;3691;6038;4235;3143;Ocupados;45.03685;M
2015;3691;6038;4305;3143;Ocupados;2.983925;M
2015;3691;6038;4306;3143;Ocupados;98.49332;M
2015;3691;6203;4191;3143;Ocupados;46.0814625;M
2015;3691;6203;4210;3143;Ocupados;198.97271;M
2015;3691;6203;4235;3143;Ocupados;173.12845;M
2015;3691;6203;4305;3143;Ocupados;6.5882175;M
2015;3691;6203;4306;3143;Ocupados;424.77084;M
2015;3691;6333;4191;3143;Ocupados;29.6950125;M
2015;3691;6333;4210;3143;Ocupados;114.499625;M
2015;3691;6333;4235;3143;Ocupados;106.08319;M
2015;3691;6333;4305;3143;Ocupados;0.27801;M
2015;3691;6333;4306;3143;Ocupados;250.5558375;M
2015;3691;6375;4191;3143;Ocupados;29.5741225;M
2015;3691;6375;4210;3143;Ocupados;112.8812875;M
2015;3691;6375;4235;3143;Ocupados;99.1317425;M
2015;3691;6375;4305;3143;Ocupados;0.653755;M
2015;3691;6375;4306;3143;Ocupados;242.2409075;M
2015;3691;6463;4191;3143;Ocupados;140.1696925;M
2015;3691;6463;4210;3143;Ocupados;325.637395;M
2015;3691;6463;4235;3143;Ocupados;259.5028925;M
2015;3691;6463;4305;3143;Ocupados;4.5329375;M
2015;3691;6463;4306;3143;Ocupados;729.8429175;M
2015;3691;6489;4191;3143;Ocupados;8.082425;M
2015;3691;6489;4210;3143;Ocupados;28.2713525;M
2015;3691;6489;4235;3143;Ocupados;40.6692175;M
2015;3691;6489;4305;3143;Ocupados;1.63791;M
2015;3691;6489;4306;3143;Ocupados;78.660905;M
2015;3691;6601;4191;3143;Ocupados;41.0058925;M
2015;3691;6601;4210;3143;Ocupados;132.7474525;M
2015;3691;6601;4235;3143;Ocupados;114.0674075;M
2015;3691;6601;4305;3143;Ocupados;0.7848625;M
2015;3691;6601;4306;3143;Ocupados;288.605615;M
2015;3691;6667;4191;3143;Ocupados;17.9038675;M
2015;3691;6667;4210;3143;Ocupados;83.27186;M
2015;3691;6667;4235;3143;Ocupados;72.567175;M
2015;3691;6667;4305;3143;Ocupados;1.12008;M
2015;3691;6667;4306;3143;Ocupados;174.8629825;M
2015;3691;6726;4191;3143;Ocupados;81.6354375;M
2015;3691;6726;4210;3143;Ocupados;188.12111;M
2015;3691;6726;4235;3143;Ocupados;184.5522;M
2015;3691;6726;4305;3143;Ocupados;2.3228925;M
2015;3691;6726;4306;3143;Ocupados;456.63164;M
2015;3691;5989;4191;3143;Ocupados;5.79391;M
2015;3691;5989;4210;3143;Ocupados;14.058605;M
2015;3691;5989;4235;3143;Ocupados;2.8952;M
2015;3691;5989;4305;3143;Ocupados;;M
2015;3691;5989;4306;3143;Ocupados;22.747715;M
2015;3691;6727;4191;3143;Ocupados;404.06825;M
2015;3691;6727;4210;3143;Ocupados;1244.807515;M
2015;3691;6727;4235;3143;Ocupados;1097.634325;M
2015;3691;6727;4305;3143;Ocupados;20.90259;M
2015;3691;6727;4306;3143;Ocupados;2767.41268;M
2016;3689;6038;4191;3143;Ocupados;3.9820925;M
2016;3689;6038;4210;3143;Ocupados;28.9622725;M
2016;3689;6038;4235;3143;Ocupados;37.610165;M
2016;3689;6038;4305;3143;Ocupados;2.38497;M
2016;3689;6038;4306;3143;Ocupados;72.9395;M
2016;3689;6203;4191;3143;Ocupados;18.3366175;M
2016;3689;6203;4210;3143;Ocupados;86.2143325;M
2016;3689;6203;4235;3143;Ocupados;91.197435;M
2016;3689;6203;4305;3143;Ocupados;2.9920625;M
2016;3689;6203;4306;3143;Ocupados;198.7404475;M
2016;3689;6333;4191;3143;Ocupados;15.710655;M
2016;3689;6333;4210;3143;Ocupados;74.259185;M
2016;3689;6333;4235;3143;Ocupados;70.056235;M
2016;3689;6333;4305;3143;Ocupados;0.719655;M
2016;3689;6333;4306;3143;Ocupados;160.74573;M
2016;3689;6375;4191;3143;Ocupados;6.8049875;M
2016;3689;6375;4210;3143;Ocupados;38.919;M
2016;3689;6375;4235;3143;Ocupados;41.859115;M
2016;3689;6375;4305;3143;Ocupados;0.228705;M
2016;3689;6375;4306;3143;Ocupados;87.8118075;M
2016;3689;6463;4191;3143;Ocupados;53.5086375;M
2016;3689;6463;4210;3143;Ocupados;145.1876425;M
2016;3689;6463;4235;3143;Ocupados;132.071025;M
2016;3689;6463;4305;3143;Ocupados;2.884675;M
2016;3689;6463;4306;3143;Ocupados;333.65198;M
2016;3689;6489;4191;3143;Ocupados;5.982025;M
2016;3689;6489;4210;3143;Ocupados;20.759825;M
2016;3689;6489;4235;3143;Ocupados;37.0155375;M
2016;3689;6489;4305;3143;Ocupados;0.5389825;M
2016;3689;6489;4306;3143;Ocupados;64.29637;M
2016;3689;6601;4191;3143;Ocupados;33.277665;M
2016;3689;6601;4210;3143;Ocupados;139.5075425;M
2016;3689;6601;4235;3143;Ocupados;117.3089225;M
2016;3689;6601;4305;3143;Ocupados;0.921495;M
2016;3689;6601;4306;3143;Ocupados;291.015625;M
2016;3689;6667;4191;3143;Ocupados;17.760745;M
2016;3689;6667;4210;3143;Ocupados;69.946805;M
2016;3689;6667;4235;3143;Ocupados;68.70121;M
2016;3689;6667;4305;3143;Ocupados;0.5215225;M
2016;3689;6667;4306;3143;Ocupados;156.9302825;M
2016;3689;6726;4191;3143;Ocupados;51.3677725;M
2016;3689;6726;4210;3143;Ocupados;95.886665;M
2016;3689;6726;4235;3143;Ocupados;76.2592875;M
2016;3689;6726;4305;3143;Ocupados;0.5071125;M
2016;3689;6726;4306;3143;Ocupados;224.0208375;M
2016;3689;5989;4191;3143;Ocupados;4.847445;M
2016;3689;5989;4210;3143;Ocupados;12.73292;M
2016;3689;5989;4235;3143;Ocupados;2.412035;M
2016;3689;5989;4305;3143;Ocupados;;M
2016;3689;5989;4306;3143;Ocupados;19.9924;M
2016;3689;6727;4191;3143;Ocupados;211.5786425;M
2016;3689;6727;4210;3143;Ocupados;712.37619;M
2016;3689;6727;4235;3143;Ocupados;674.4909675;M
2016;3689;6727;4305;3143;Ocupados;11.69918;M
2016;3689;6727;4306;3143;Ocupados;1610.14498;M
2016;3690;6038;4191;3143;Ocupados;1.95308;M
2016;3690;6038;4210;3143;Ocupados;13.1684725;M
2016;3690;6038;4235;3143;Ocupados;16.0509725;M
2016;3690;6038;4305;3143;Ocupados;0.08347;M
2016;3690;6038;4306;3143;Ocupados;31.255995;M
2016;3690;6203;4191;3143;Ocupados;26.78688;M
2016;3690;6203;4210;3143;Ocupados;120.8556225;M
2016;3690;6203;4235;3143;Ocupados;95.02213;M
2016;3690;6203;4305;3143;Ocupados;1.0000425;M
2016;3690;6203;4306;3143;Ocupados;243.664675;M
2016;3690;6333;4191;3143;Ocupados;11.9107;M
2016;3690;6333;4210;3143;Ocupados;46.14975;M
2016;3690;6333;4235;3143;Ocupados;40.4422375;M
2016;3690;6333;4305;3143;Ocupados;0.1980825;M
2016;3690;6333;4306;3143;Ocupados;98.70077;M
2016;3690;6375;4191;3143;Ocupados;14.9177675;M
2016;3690;6375;4210;3143;Ocupados;74.52525;M
2016;3690;6375;4235;3143;Ocupados;58.684775;M
2016;3690;6375;4305;3143;Ocupados;0.7045625;M
2016;3690;6375;4306;3143;Ocupados;148.832355;M
2016;3690;6463;4191;3143;Ocupados;88.26335;M
2016;3690;6463;4210;3143;Ocupados;166.3361825;M
2016;3690;6463;4235;3143;Ocupados;127.8766125;M
2016;3690;6463;4305;3143;Ocupados;2.6765725;M
2016;3690;6463;4306;3143;Ocupados;385.1527175;M
2016;3690;6489;4191;3143;Ocupados;1.044435;M
2016;3690;6489;4210;3143;Ocupados;5.0481025;M
2016;3690;6489;4235;3143;Ocupados;7.3802725;M
2016;3690;6489;4305;3143;Ocupados;0.28995;M
2016;3690;6489;4306;3143;Ocupados;13.76276;M
2016;3690;6601;4191;3143;Ocupados;3.7516675;M
2016;3690;6601;4210;3143;Ocupados;13.14295;M
2016;3690;6601;4235;3143;Ocupados;11.8713275;M
2016;3690;6601;4305;3143;Ocupados;0.0735775;M
2016;3690;6601;4306;3143;Ocupados;28.8395225;M
2016;3690;6667;4191;3143;Ocupados;1.3716525;M
2016;3690;6667;4210;3143;Ocupados;5.1417125;M
2016;3690;6667;4235;3143;Ocupados;6.5964825;M
2016;3690;6667;4305;3143;Ocupados;;M
2016;3690;6667;4306;3143;Ocupados;13.1098475;M
2016;3690;6726;4191;3143;Ocupados;29.06715;M
2016;3690;6726;4210;3143;Ocupados;99.2286625;M
2016;3690;6726;4235;3143;Ocupados;126.4008175;M
2016;3690;6726;4305;3143;Ocupados;4.242845;M
2016;3690;6726;4306;3143;Ocupados;258.939475;M
2016;3690;5989;4191;3143;Ocupados;0.087245;M
2016;3690;5989;4210;3143;Ocupados;0.8733525;M
2016;3690;5989;4235;3143;Ocupados;;M
2016;3690;5989;4305;3143;Ocupados;;M
2016;3690;5989;4306;3143;Ocupados;0.9605975;M
2016;3690;6727;4191;3143;Ocupados;179.1539275;M
2016;3690;6727;4210;3143;Ocupados;544.4700575;M
2016;3690;6727;4235;3143;Ocupados;490.3256275;M
2016;3690;6727;4305;3143;Ocupados;9.2691025;M
2016;3690;6727;4306;3143;Ocupados;1223.218715;M
2016;3691;6038;4191;3143;Ocupados;5.9351725;M
2016;3691;6038;4210;3143;Ocupados;42.130745;M
2016;3691;6038;4235;3143;Ocupados;53.6611375;M
2016;3691;6038;4305;3143;Ocupados;2.46844;M
2016;3691;6038;4306;3143;Ocupados;104.195495;M
2016;3691;6203;4191;3143;Ocupados;45.1234975;M
2016;3691;6203;4210;3143;Ocupados;207.069955;M
2016;3691;6203;4235;3143;Ocupados;186.219565;M
2016;3691;6203;4305;3143;Ocupados;3.992105;M
2016;3691;6203;4306;3143;Ocupados;442.4051225;M
2016;3691;6333;4191;3143;Ocupados;27.621355;M
2016;3691;6333;4210;3143;Ocupados;120.408935;M
2016;3691;6333;4235;3143;Ocupados;110.4984725;M
2016;3691;6333;4305;3143;Ocupados;0.9177375;M
2016;3691;6333;4306;3143;Ocupados;259.4465;M
2016;3691;6375;4191;3143;Ocupados;21.722755;M
2016;3691;6375;4210;3143;Ocupados;113.44425;M
2016;3691;6375;4235;3143;Ocupados;100.54389;M
2016;3691;6375;4305;3143;Ocupados;0.9332675;M
2016;3691;6375;4306;3143;Ocupados;236.6441625;M
2016;3691;6463;4191;3143;Ocupados;141.7719875;M
2016;3691;6463;4210;3143;Ocupados;311.523825;M
2016;3691;6463;4235;3143;Ocupados;259.9476375;M
2016;3691;6463;4305;3143;Ocupados;5.5612475;M
2016;3691;6463;4306;3143;Ocupados;718.8046975;M
2016;3691;6489;4191;3143;Ocupados;7.02646;M
2016;3691;6489;4210;3143;Ocupados;25.8079275;M
2016;3691;6489;4235;3143;Ocupados;44.39581;M
2016;3691;6489;4305;3143;Ocupados;0.8289325;M
2016;3691;6489;4306;3143;Ocupados;78.05913;M
2016;3691;6601;4191;3143;Ocupados;37.0293325;M
2016;3691;6601;4210;3143;Ocupados;152.6504925;M
2016;3691;6601;4235;3143;Ocupados;129.18025;M
2016;3691;6601;4305;3143;Ocupados;0.9950725;M
2016;3691;6601;4306;3143;Ocupados;319.8551475;M
2016;3691;6667;4191;3143;Ocupados;19.1323975;M
2016;3691;6667;4210;3143;Ocupados;75.0885175;M
2016;3691;6667;4235;3143;Ocupados;75.2976925;M
2016;3691;6667;4305;3143;Ocupados;0.5215225;M
2016;3691;6667;4306;3143;Ocupados;170.04013;M
2016;3691;6726;4191;3143;Ocupados;80.4349225;M
2016;3691;6726;4210;3143;Ocupados;195.1153275;M
2016;3691;6726;4235;3143;Ocupados;202.660105;M
2016;3691;6726;4305;3143;Ocupados;4.7499575;M
2016;3691;6726;4306;3143;Ocupados;482.9603125;M
2016;3691;5989;4191;3143;Ocupados;4.93469;M
2016;3691;5989;4210;3143;Ocupados;13.6062725;M
2016;3691;5989;4235;3143;Ocupados;2.412035;M
2016;3691;5989;4305;3143;Ocupados;;M
2016;3691;5989;4306;3143;Ocupados;20.9529975;M
2016;3691;6727;4191;3143;Ocupados;390.73257;M
2016;3691;6727;4210;3143;Ocupados;1256.8462475;M
2016;3691;6727;4235;3143;Ocupados;1164.816595;M
2016;3691;6727;4305;3143;Ocupados;20.9682825;M
2016;3691;6727;4306;3143;Ocupados;2833.363695;M
2017;3689;6038;4191;3143;Ocupados;2.286775;M
2017;3689;6038;4210;3143;Ocupados;30.9250825;M
2017;3689;6038;4235;3143;Ocupados;41.54509;M
2017;3689;6038;4305;3143;Ocupados;3.4703175;M
2017;3689;6038;4306;3143;Ocupados;78.227265;M
2017;3689;6203;4191;3143;Ocupados;22.2079775;M
2017;3689;6203;4210;3143;Ocupados;89.1307525;M
2017;3689;6203;4235;3143;Ocupados;96.17921;M
2017;3689;6203;4305;3143;Ocupados;4.72412;M
2017;3689;6203;4306;3143;Ocupados;212.24206;M
2017;3689;6333;4191;3143;Ocupados;19.74822;M
2017;3689;6333;4210;3143;Ocupados;73.220345;M
2017;3689;6333;4235;3143;Ocupados;74.97841;M
2017;3689;6333;4305;3143;Ocupados;1.398855;M
2017;3689;6333;4306;3143;Ocupados;169.34583;M
2017;3689;6375;4191;3143;Ocupados;9.279875;M
2017;3689;6375;4210;3143;Ocupados;37.0578275;M
2017;3689;6375;4235;3143;Ocupados;41.6708475;M
2017;3689;6375;4305;3143;Ocupados;1.0231725;M
2017;3689;6375;4306;3143;Ocupados;89.0317225;M
2017;3689;6463;4191;3143;Ocupados;53.47333;M
2017;3689;6463;4210;3143;Ocupados;143.0972825;M
2017;3689;6463;4235;3143;Ocupados;137.548515;M
2017;3689;6463;4305;3143;Ocupados;3.0366375;M
2017;3689;6463;4306;3143;Ocupados;337.155765;M
2017;3689;6489;4191;3143;Ocupados;8.03454;M
2017;3689;6489;4210;3143;Ocupados;28.0327125;M
2017;3689;6489;4235;3143;Ocupados;41.8631425;M
2017;3689;6489;4305;3143;Ocupados;0.208075;M
2017;3689;6489;4306;3143;Ocupados;78.13847;M
2017;3689;6601;4191;3143;Ocupados;25.999855;M
2017;3689;6601;4210;3143;Ocupados;128.0379575;M
2017;3689;6601;4235;3143;Ocupados;125.3606775;M
2017;3689;6601;4305;3143;Ocupados;0.743415;M
2017;3689;6601;4306;3143;Ocupados;280.141905;M
2017;3689;6667;4191;3143;Ocupados;24.5031025;M
2017;3689;6667;4210;3143;Ocupados;70.29486;M
2017;3689;6667;4235;3143;Ocupados;80.79747;M
2017;3689;6667;4305;3143;Ocupados;0.332935;M
2017;3689;6667;4306;3143;Ocupados;175.9283675;M
2017;3689;6726;4191;3143;Ocupados;55.1290225;M
2017;3689;6726;4210;3143;Ocupados;102.1996225;M
2017;3689;6726;4235;3143;Ocupados;76.3603625;M
2017;3689;6726;4305;3143;Ocupados;0.40037;M
2017;3689;6726;4306;3143;Ocupados;234.0893775;M
2017;3689;5989;4191;3143;Ocupados;5.6124625;M
2017;3689;5989;4210;3143;Ocupados;12.4740625;M
2017;3689;5989;4235;3143;Ocupados;4.4171575;M
2017;3689;5989;4305;3143;Ocupados;;M
2017;3689;5989;4306;3143;Ocupados;22.5036825;M
2017;3689;6727;4191;3143;Ocupados;226.27516;M
2017;3689;6727;4210;3143;Ocupados;714.470505;M
2017;3689;6727;4235;3143;Ocupados;720.7208825;M
2017;3689;6727;4305;3143;Ocupados;15.3378975;M
2017;3689;6727;4306;3143;Ocupados;1676.804445;M
2017;3690;6038;4191;3143;Ocupados;2.478925;M
2017;3690;6038;4210;3143;Ocupados;17.4028925;M
2017;3690;6038;4235;3143;Ocupados;17.211245;M
2017;3690;6038;4305;3143;Ocupados;1.135215;M
2017;3690;6038;4306;3143;Ocupados;38.2282775;M
2017;3690;6203;4191;3143;Ocupados;28.7282125;M
2017;3690;6203;4210;3143;Ocupados;120.5576075;M
2017;3690;6203;4235;3143;Ocupados;99.70378;M
2017;3690;6203;4305;3143;Ocupados;0.9518975;M
2017;3690;6203;4306;3143;Ocupados;249.9414975;M
2017;3690;6333;4191;3143;Ocupados;13.8162;M
2017;3690;6333;4210;3143;Ocupados;38.954755;M
2017;3690;6333;4235;3143;Ocupados;36.175995;M
2017;3690;6333;4305;3143;Ocupados;0.3811325;M
2017;3690;6333;4306;3143;Ocupados;89.3280825;M
2017;3690;6375;4191;3143;Ocupados;17.47216;M
2017;3690;6375;4210;3143;Ocupados;76.2605125;M
2017;3690;6375;4235;3143;Ocupados;60.8413325;M
2017;3690;6375;4305;3143;Ocupados;0.3969875;M
2017;3690;6375;4306;3143;Ocupados;154.9709925;M
2017;3690;6463;4191;3143;Ocupados;87.82987;M
2017;3690;6463;4210;3143;Ocupados;179.5195425;M
2017;3690;6463;4235;3143;Ocupados;133.1986875;M
2017;3690;6463;4305;3143;Ocupados;3.6849425;M
2017;3690;6463;4306;3143;Ocupados;404.2330425;M
2017;3690;6489;4191;3143;Ocupados;1.356525;M
2017;3690;6489;4210;3143;Ocupados;6.724475;M
2017;3690;6489;4235;3143;Ocupados;8.10217;M
2017;3690;6489;4305;3143;Ocupados;0.657915;M
2017;3690;6489;4306;3143;Ocupados;16.841085;M
2017;3690;6601;4191;3143;Ocupados;4.2751975;M
2017;3690;6601;4210;3143;Ocupados;13.587605;M
2017;3690;6601;4235;3143;Ocupados;12.43897;M
2017;3690;6601;4305;3143;Ocupados;0.0863775;M
2017;3690;6601;4306;3143;Ocupados;30.38815;M
2017;3690;6667;4191;3143;Ocupados;3.2424175;M
2017;3690;6667;4210;3143;Ocupados;7.183935;M
2017;3690;6667;4235;3143;Ocupados;7.3211525;M
2017;3690;6667;4305;3143;Ocupados;0.05402;M
2017;3690;6667;4306;3143;Ocupados;17.801525;M
2017;3690;6726;4191;3143;Ocupados;30.96645;M
2017;3690;6726;4210;3143;Ocupados;108.0459525;M
2017;3690;6726;4235;3143;Ocupados;126.9565825;M
2017;3690;6726;4305;3143;Ocupados;2.177265;M
2017;3690;6726;4306;3143;Ocupados;268.14625;M
2017;3690;5989;4191;3143;Ocupados;0.6265175;M
2017;3690;5989;4210;3143;Ocupados;1.2526625;M
2017;3690;5989;4235;3143;Ocupados;;M
2017;3690;5989;4305;3143;Ocupados;;M
2017;3690;5989;4306;3143;Ocupados;1.87918;M
2017;3690;6727;4191;3143;Ocupados;190.792475;M
2017;3690;6727;4210;3143;Ocupados;569.48994;M
2017;3690;6727;4235;3143;Ocupados;501.949915;M
2017;3690;6727;4305;3143;Ocupados;9.5257525;M
2017;3690;6727;4306;3143;Ocupados;1271.7580825;M
2017;3691;6038;4191;3143;Ocupados;4.7657;M
2017;3691;6038;4210;3143;Ocupados;48.327975;M
2017;3691;6038;4235;3143;Ocupados;58.756335;M
2017;3691;6038;4305;3143;Ocupados;4.6055325;M
2017;3691;6038;4306;3143;Ocupados;116.4555425;M
2017;3691;6203;4191;3143;Ocupados;50.93619;M
2017;3691;6203;4210;3143;Ocupados;209.68836;M
2017;3691;6203;4235;3143;Ocupados;195.88299;M
2017;3691;6203;4305;3143;Ocupados;5.6760175;M
2017;3691;6203;4306;3143;Ocupados;462.1835575;M
2017;3691;6333;4191;3143;Ocupados;33.56442;M
2017;3691;6333;4210;3143;Ocupados;112.1751;M
2017;3691;6333;4235;3143;Ocupados;111.154405;M
2017;3691;6333;4305;3143;Ocupados;1.7799875;M
2017;3691;6333;4306;3143;Ocupados;258.6739125;M
2017;3691;6375;4191;3143;Ocupados;26.752035;M
2017;3691;6375;4210;3143;Ocupados;113.31834;M
2017;3691;6375;4235;3143;Ocupados;102.51218;M
2017;3691;6375;4305;3143;Ocupados;1.42016;M
2017;3691;6375;4306;3143;Ocupados;244.002715;M
2017;3691;6463;4191;3143;Ocupados;141.3032;M
2017;3691;6463;4210;3143;Ocupados;322.616825;M
2017;3691;6463;4235;3143;Ocupados;270.7472025;M
2017;3691;6463;4305;3143;Ocupados;6.72158;M
2017;3691;6463;4306;3143;Ocupados;741.3888075;M
2017;3691;6489;4191;3143;Ocupados;9.391065;M
2017;3691;6489;4210;3143;Ocupados;34.7571875;M
2017;3691;6489;4235;3143;Ocupados;49.9653125;M
2017;3691;6489;4305;3143;Ocupados;0.86599;M
2017;3691;6489;4306;3143;Ocupados;94.979555;M
2017;3691;6601;4191;3143;Ocupados;30.2750525;M
2017;3691;6601;4210;3143;Ocupados;141.6255625;M
2017;3691;6601;4235;3143;Ocupados;137.7996475;M
2017;3691;6601;4305;3143;Ocupados;0.8297925;M
2017;3691;6601;4306;3143;Ocupados;310.530055;M
2017;3691;6667;4191;3143;Ocupados;27.74552;M
2017;3691;6667;4210;3143;Ocupados;77.478795;M
2017;3691;6667;4235;3143;Ocupados;88.1186225;M
2017;3691;6667;4305;3143;Ocupados;0.386955;M
2017;3691;6667;4306;3143;Ocupados;193.7298925;M
2017;3691;6726;4191;3143;Ocupados;86.0954725;M
2017;3691;6726;4210;3143;Ocupados;210.245575;M
2017;3691;6726;4235;3143;Ocupados;203.316945;M
2017;3691;6726;4305;3143;Ocupados;2.577635;M
2017;3691;6726;4306;3143;Ocupados;502.2356275;M
2017;3691;5989;4191;3143;Ocupados;6.23898;M
2017;3691;5989;4210;3143;Ocupados;13.726725;M
2017;3691;5989;4235;3143;Ocupados;4.4171575;M
2017;3691;5989;4305;3143;Ocupados;;M
2017;3691;5989;4306;3143;Ocupados;24.3828625;M
2017;3691;6727;4191;3143;Ocupados;417.067635;M
2017;3691;6727;4210;3143;Ocupados;1283.960445;M
2017;3691;6727;4235;3143;Ocupados;1222.6707975;M
2017;3691;6727;4305;3143;Ocupados;24.86365;M
2017;3691;6727;4306;3143;Ocupados;2948.5625275;M
2018;3689;6038;4191;3143;Ocupados;1.9261725;M
2018;3689;6038;4210;3143;Ocupados;27.9486825;M
2018;3689;6038;4235;3143;Ocupados;41.79356;M
2018;3689;6038;4305;3143;Ocupados;2.17104;M
2018;3689;6038;4306;3143;Ocupados;73.839455;M
2018;3689;6203;4191;3143;Ocupados;25.543785;M
2018;3689;6203;4210;3143;Ocupados;90.7960825;M
2018;3689;6203;4235;3143;Ocupados;101.0909325;M
2018;3689;6203;4305;3143;Ocupados;5.4348375;M
2018;3689;6203;4306;3143;Ocupados;222.8656375;M
2018;3689;6333;4191;3143;Ocupados;19.7842475;M
2018;3689;6333;4210;3143;Ocupados;80.391035;M
2018;3689;6333;4235;3143;Ocupados;80.5638275;M
2018;3689;6333;4305;3143;Ocupados;0.6980725;M
2018;3689;6333;4306;3143;Ocupados;181.4371825;M
2018;3689;6375;4191;3143;Ocupados;12.4311775;M
2018;3689;6375;4210;3143;Ocupados;37.98458;M
2018;3689;6375;4235;3143;Ocupados;45.5809525;M
2018;3689;6375;4305;3143;Ocupados;0.178395;M
2018;3689;6375;4306;3143;Ocupados;96.175105;M
2018;3689;6463;4191;3143;Ocupados;50.813805;M
2018;3689;6463;4210;3143;Ocupados;145.609965;M
2018;3689;6463;4235;3143;Ocupados;137.747995;M
2018;3689;6463;4305;3143;Ocupados;2.2358925;M
2018;3689;6463;4306;3143;Ocupados;336.4076575;M
2018;3689;6489;4191;3143;Ocupados;5.6866825;M
2018;3689;6489;4210;3143;Ocupados;26.5595475;M
2018;3689;6489;4235;3143;Ocupados;37.506205;M
2018;3689;6489;4305;3143;Ocupados;0.6385075;M
2018;3689;6489;4306;3143;Ocupados;70.3909425;M
2018;3689;6601;4191;3143;Ocupados;32.23359;M
2018;3689;6601;4210;3143;Ocupados;131.3521625;M
2018;3689;6601;4235;3143;Ocupados;147.71676;M
2018;3689;6601;4305;3143;Ocupados;0.6192825;M
2018;3689;6601;4306;3143;Ocupados;311.921795;M
2018;3689;6667;4191;3143;Ocupados;22.401095;M
2018;3689;6667;4210;3143;Ocupados;75.69844;M
2018;3689;6667;4235;3143;Ocupados;85.7472375;M
2018;3689;6667;4305;3143;Ocupados;0.5146775;M
2018;3689;6667;4306;3143;Ocupados;184.36145;M
2018;3689;6726;4191;3143;Ocupados;53.03263;M
2018;3689;6726;4210;3143;Ocupados;104.432965;M
2018;3689;6726;4235;3143;Ocupados;75.3463825;M
2018;3689;6726;4305;3143;Ocupados;1.1337475;M
2018;3689;6726;4306;3143;Ocupados;233.945725;M
2018;3689;5989;4191;3143;Ocupados;5.3589025;M
2018;3689;5989;4210;3143;Ocupados;13.71787;M
2018;3689;5989;4235;3143;Ocupados;7.2879425;M
2018;3689;5989;4305;3143;Ocupados;;M
2018;3689;5989;4306;3143;Ocupados;26.364715;M
2018;3689;6727;4191;3143;Ocupados;229.2120875;M
2018;3689;6727;4210;3143;Ocupados;734.49133;M
2018;3689;6727;4235;3143;Ocupados;760.381795;M
2018;3689;6727;4305;3143;Ocupados;13.6244525;M
2018;3689;6727;4306;3143;Ocupados;1737.709665;M
2018;3690;6038;4191;3143;Ocupados;0.9995;M
2018;3690;6038;4210;3143;Ocupados;17.7071875;M
2018;3690;6038;4235;3143;Ocupados;14.4811025;M
2018;3690;6038;4305;3143;Ocupados;0.772365;M
2018;3690;6038;4306;3143;Ocupados;33.960155;M
2018;3690;6203;4191;3143;Ocupados;34.4961475;M
2018;3690;6203;4210;3143;Ocupados;116.32584;M
2018;3690;6203;4235;3143;Ocupados;105.994445;M
2018;3690;6203;4305;3143;Ocupados;1.5678675;M
