TIME_PERIOD,REF_AREA,D_REL_RESIDENANT_0,INDICATOR,OBS_VALUE,FREQ
1999,2377,61634,MARRIAGE,2.0,A
1999,2377,61636,MARRIAGE,36.0,A
1999,2378,61638,MARRIAGE,31.0,A
1999,2378,61631,MARRIAGE,2.0,A
1999,2378,61635,MARRIAGE,9.0,A
1999,2378,61633,MARRIAGE,6.0,A
1999,2378,61634,MARRIAGE,3.0,A
1999,2378,61636,MARRIAGE,20.0,A
1999,2379,61638,MARRIAGE,34.0,A
1999,2379,61631,MARRIAGE,1.0,A
1999,2379,61635,MARRIAGE,10.0,A
1999,2379,61633,MARRIAGE,5.0,A
1999,2379,61634,MARRIAGE,5.0,A
1999,2379,61636,MARRIAGE,23.0,A
1999,2380,61638,MARRIAGE,448.0,A
1999,2380,61631,MARRIAGE,65.0,A
1999,2380,61635,MARRIAGE,61.0,A
1999,2380,61633,MARRIAGE,21.0,A
1999,2380,61634,MARRIAGE,40.0,A
1999,2380,61636,MARRIAGE,322.0,A
1999,2381,61638,MARRIAGE,229.0,A
1999,2381,61631,MARRIAGE,55.0,A
1999,2381,61635,MARRIAGE,28.0,A
1999,2381,61633,MARRIAGE,14.0,A
1999,2381,61634,MARRIAGE,14.0,A
1999,2381,61636,MARRIAGE,146.0,A
1999,2382,61638,MARRIAGE,29.0,A
1999,2382,61635,MARRIAGE,6.0,A
1999,2382,61633,MARRIAGE,3.0,A
1999,2382,61634,MARRIAGE,3.0,A
1999,2382,61636,MARRIAGE,23.0,A
1999,2383,61638,MARRIAGE,186.0,A
1999,2383,61631,MARRIAGE,9.0,A
1999,2383,61635,MARRIAGE,32.0,A
1999,2383,61633,MARRIAGE,12.0,A
1999,2383,61634,MARRIAGE,20.0,A
1999,2383,61636,MARRIAGE,145.0,A
1999,2384,61638,MARRIAGE,519.0,A
1999,2384,61631,MARRIAGE,80.0,A
1999,2384,61635,MARRIAGE,62.0,A
1999,2384,61633,MARRIAGE,30.0,A
1999,2384,61634,MARRIAGE,32.0,A
1999,2384,61636,MARRIAGE,377.0,A
1999,2398,61638,MARRIAGE,21.0,A
1999,2398,61631,MARRIAGE,2.0,A
1999,2398,61635,MARRIAGE,6.0,A
1999,2398,61633,MARRIAGE,1.0,A
1999,2398,61634,MARRIAGE,5.0,A
1999,2398,61636,MARRIAGE,13.0,A
1999,2386,61638,MARRIAGE,117.0,A
1999,2386,61631,MARRIAGE,17.0,A
1999,2386,61635,MARRIAGE,25.0,A
1999,2386,61633,MARRIAGE,7.0,A
1999,2386,61634,MARRIAGE,18.0,A
1999,2386,61636,MARRIAGE,75.0,A
1999,2385,61638,MARRIAGE,320.0,A
1999,2385,61631,MARRIAGE,9.0,A
1999,2385,61635,MARRIAGE,31.0,A
1999,2385,61633,MARRIAGE,16.0,A
1999,2385,61634,MARRIAGE,15.0,A
1999,2385,61636,MARRIAGE,280.0,A
1999,2387,61638,MARRIAGE,10.0,A
1999,2387,61631,MARRIAGE,1.0,A
1999,2387,61635,MARRIAGE,4.0,A
1999,2387,61633,MARRIAGE,4.0,A
1999,2387,61636,MARRIAGE,5.0,A
1999,2388,61638,MARRIAGE,74.0,A
1999,2388,61631,MARRIAGE,7.0,A
1999,2388,61635,MARRIAGE,12.0,A
1999,2388,61633,MARRIAGE,2.0,A
1999,2388,61634,MARRIAGE,10.0,A
1999,2388,61636,MARRIAGE,55.0,A
1999,2389,61638,MARRIAGE,4.0,A
1999,2389,61635,MARRIAGE,1.0,A
1999,2389,61634,MARRIAGE,1.0,A
1999,2389,61636,MARRIAGE,3.0,A
1999,2390,61638,MARRIAGE,35.0,A
1999,2390,61631,MARRIAGE,1.0,A
1999,2390,61635,MARRIAGE,8.0,A
1999,2390,61633,MARRIAGE,5.0,A
1999,2390,61634,MARRIAGE,3.0,A
1999,2390,61636,MARRIAGE,26.0,A
1999,2391,61638,MARRIAGE,80.0,A
1999,2391,61631,MARRIAGE,1.0,A
1999,2391,61635,MARRIAGE,7.0,A
1999,2391,61633,MARRIAGE,5.0,A
1999,2391,61634,MARRIAGE,2.0,A
1999,2391,61636,MARRIAGE,72.0,A
1999,2392,61638,MARRIAGE,60.0,A
1999,2392,61631,MARRIAGE,4.0,A
1999,2392,61635,MARRIAGE,15.0,A
1999,2392,61633,MARRIAGE,8.0,A
1999,2392,61634,MARRIAGE,7.0,A
1999,2392,61636,MARRIAGE,41.0,A
1999,2393,61638,MARRIAGE,1.0,A
1999,2393,61635,MARRIAGE,1.0,A
1999,2393,61634,MARRIAGE,1.0,A
1999,2394,61638,MARRIAGE,77.0,A
1999,2394,61631,MARRIAGE,3.0,A
1999,2394,61635,MARRIAGE,15.0,A
1999,2394,61633,MARRIAGE,6.0,A
1999,2394,61634,MARRIAGE,9.0,A
1999,2394,61636,MARRIAGE,59.0,A
1999,2395,61638,MARRIAGE,5.0,A
1999,2395,61636,MARRIAGE,5.0,A
1999,ES613,61638,MARRIAGE,4203.0,A
1999,ES613,61631,MARRIAGE,166.0,A
1999,ES613,61635,MARRIAGE,644.0,A
1999,ES613,61633,MARRIAGE,289.0,A
1999,ES613,61634,MARRIAGE,355.0,A
1999,ES613,61636,MARRIAGE,3393.0,A
1999,2403,61638,MARRIAGE,23.0,A
1999,2403,61635,MARRIAGE,10.0,A
1999,2403,61633,MARRIAGE,5.0,A
1999,2403,61634,MARRIAGE,5.0,A
1999,2403,61636,MARRIAGE,13.0,A
1999,2404,61638,MARRIAGE,60.0,A
1999,2404,61631,MARRIAGE,1.0,A
1999,2404,61635,MARRIAGE,7.0,A
1999,2404,61633,MARRIAGE,2.0,A
1999,2404,61634,MARRIAGE,5.0,A
1999,2404,61636,MARRIAGE,52.0,A
1999,2405,61638,MARRIAGE,4.0,A
1999,2405,61635,MARRIAGE,2.0,A
1999,2405,61633,MARRIAGE,2.0,A
1999,2405,61636,MARRIAGE,2.0,A
1999,2406,61638,MARRIAGE,11.0,A
1999,2406,61635,MARRIAGE,1.0,A
1999,2406,61634,MARRIAGE,1.0,A
1999,2406,61636,MARRIAGE,10.0,A
1999,2407,61638,MARRIAGE,31.0,A
1999,2407,61631,MARRIAGE,1.0,A
1999,2407,61635,MARRIAGE,5.0,A
1999,2407,61633,MARRIAGE,3.0,A
1999,2407,61634,MARRIAGE,2.0,A
1999,2407,61636,MARRIAGE,25.0,A
1999,2408,61638,MARRIAGE,13.0,A
1999,2408,61635,MARRIAGE,7.0,A
1999,2408,61633,MARRIAGE,6.0,A
1999,2408,61634,MARRIAGE,1.0,A
1999,2408,61636,MARRIAGE,6.0,A
1999,2409,61638,MARRIAGE,103.0,A
1999,2409,61631,MARRIAGE,1.0,A
1999,2409,61635,MARRIAGE,10.0,A
1999,2409,61633,MARRIAGE,4.0,A
1999,2409,61634,MARRIAGE,6.0,A
1999,2409,61636,MARRIAGE,92.0,A
1999,2410,61638,MARRIAGE,16.0,A
1999,2410,61635,MARRIAGE,3.0,A
1999,2410,61633,MARRIAGE,1.0,A
1999,2410,61634,MARRIAGE,2.0,A
1999,2410,61636,MARRIAGE,13.0,A
1999,2411,61638,MARRIAGE,9.0,A
1999,2411,61631,MARRIAGE,1.0,A
1999,2411,61635,MARRIAGE,4.0,A
1999,2411,61633,MARRIAGE,2.0,A
1999,2411,61634,MARRIAGE,2.0,A
1999,2411,61636,MARRIAGE,4.0,A
1999,2412,61638,MARRIAGE,26.0,A
1999,2412,61631,MARRIAGE,2.0,A
1999,2412,61635,MARRIAGE,3.0,A
1999,2412,61633,MARRIAGE,2.0,A
1999,2412,61634,MARRIAGE,1.0,A
1999,2412,61636,MARRIAGE,21.0,A
1999,2413,61638,MARRIAGE,5.0,A
1999,2413,61635,MARRIAGE,5.0,A
1999,2413,61633,MARRIAGE,2.0,A
1999,2413,61634,MARRIAGE,3.0,A
1999,2414,61638,MARRIAGE,59.0,A
1999,2414,61635,MARRIAGE,11.0,A
1999,2414,61633,MARRIAGE,6.0,A
1999,2414,61634,MARRIAGE,5.0,A
1999,2414,61636,MARRIAGE,48.0,A
1999,2415,61638,MARRIAGE,91.0,A
1999,2415,61631,MARRIAGE,3.0,A
1999,2415,61635,MARRIAGE,17.0,A
1999,2415,61633,MARRIAGE,5.0,A
1999,2415,61634,MARRIAGE,12.0,A
1999,2415,61636,MARRIAGE,71.0,A
1999,2416,61638,MARRIAGE,21.0,A
1999,2416,61635,MARRIAGE,7.0,A
1999,2416,61633,MARRIAGE,3.0,A
1999,2416,61634,MARRIAGE,4.0,A
1999,2416,61636,MARRIAGE,14.0,A
1999,2417,61638,MARRIAGE,10.0,A
1999,2417,61635,MARRIAGE,5.0,A
1999,2417,61633,MARRIAGE,1.0,A
1999,2417,61634,MARRIAGE,4.0,A
1999,2417,61636,MARRIAGE,5.0,A
1999,2418,61638,MARRIAGE,5.0,A
1999,2418,61635,MARRIAGE,1.0,A
1999,2418,61634,MARRIAGE,1.0,A
1999,2418,61636,MARRIAGE,4.0,A
1999,2419,61638,MARRIAGE,70.0,A
1999,2419,61631,MARRIAGE,7.0,A
1999,2419,61635,MARRIAGE,22.0,A
1999,2419,61633,MARRIAGE,12.0,A
1999,2419,61634,MARRIAGE,10.0,A
1999,2419,61636,MARRIAGE,41.0,A
1999,2420,61638,MARRIAGE,27.0,A
1999,2420,61635,MARRIAGE,8.0,A
1999,2420,61633,MARRIAGE,3.0,A
1999,2420,61634,MARRIAGE,5.0,A
1999,2420,61636,MARRIAGE,19.0,A
1999,2421,61638,MARRIAGE,30.0,A
1999,2421,61631,MARRIAGE,1.0,A
1999,2421,61635,MARRIAGE,7.0,A
1999,2421,61633,MARRIAGE,4.0,A
1999,2421,61634,MARRIAGE,3.0,A
1999,2421,61636,MARRIAGE,22.0,A
1999,2422,61638,MARRIAGE,1.0,A
1999,2422,61635,MARRIAGE,1.0,A
1999,2422,61634,MARRIAGE,1.0,A
1999,2423,61638,MARRIAGE,1918.0,A
1999,2423,61631,MARRIAGE,91.0,A
1999,2423,61635,MARRIAGE,164.0,A
1999,2423,61633,MARRIAGE,64.0,A
1999,2423,61634,MARRIAGE,100.0,A
1999,2423,61636,MARRIAGE,1663.0,A
1999,2424,61638,MARRIAGE,23.0,A
1999,2424,61635,MARRIAGE,4.0,A
1999,2424,61633,MARRIAGE,1.0,A
1999,2424,61634,MARRIAGE,3.0,A
1999,2424,61636,MARRIAGE,19.0,A
1999,2425,61638,MARRIAGE,6.0,A
1999,2425,61635,MARRIAGE,3.0,A
1999,2425,61633,MARRIAGE,1.0,A
1999,2425,61634,MARRIAGE,2.0,A
1999,2425,61636,MARRIAGE,3.0,A
1999,2426,61638,MARRIAGE,17.0,A
1999,2426,61635,MARRIAGE,9.0,A
1999,2426,61633,MARRIAGE,9.0,A
1999,2426,61636,MARRIAGE,8.0,A
1999,2427,61638,MARRIAGE,17.0,A
1999,2427,61635,MARRIAGE,5.0,A
1999,2427,61633,MARRIAGE,4.0,A
1999,2427,61634,MARRIAGE,1.0,A
1999,2427,61636,MARRIAGE,12.0,A
1999,2428,61638,MARRIAGE,9.0,A
1999,2428,61635,MARRIAGE,5.0,A
1999,2428,61633,MARRIAGE,3.0,A
1999,2428,61634,MARRIAGE,2.0,A
1999,2428,61636,MARRIAGE,4.0,A
1999,2429,61638,MARRIAGE,55.0,A
1999,2429,61631,MARRIAGE,1.0,A
1999,2429,61635,MARRIAGE,10.0,A
1999,2429,61633,MARRIAGE,3.0,A
1999,2429,61634,MARRIAGE,7.0,A
1999,2429,61636,MARRIAGE,44.0,A
1999,2431,61638,MARRIAGE,12.0,A
1999,2431,61635,MARRIAGE,2.0,A
1999,2431,61633,MARRIAGE,1.0,A
1999,2431,61634,MARRIAGE,1.0,A
1999,2431,61636,MARRIAGE,10.0,A
1999,2432,61638,MARRIAGE,47.0,A
1999,2432,61631,MARRIAGE,3.0,A
1999,2432,61635,MARRIAGE,14.0,A
1999,2432,61633,MARRIAGE,9.0,A
1999,2432,61634,MARRIAGE,5.0,A
1999,2432,61636,MARRIAGE,30.0,A
1999,2434,61638,MARRIAGE,2.0,A
1999,2434,61635,MARRIAGE,2.0,A
1999,2434,61634,MARRIAGE,2.0,A
1999,2435,61638,MARRIAGE,7.0,A
1999,2435,61631,MARRIAGE,1.0,A
1999,2435,61635,MARRIAGE,3.0,A
1999,2435,61634,MARRIAGE,3.0,A
1999,2435,61636,MARRIAGE,3.0,A
1999,2436,61638,MARRIAGE,1.0,A
1999,2436,61631,MARRIAGE,1.0,A
1999,2437,61638,MARRIAGE,23.0,A
1999,2437,61631,MARRIAGE,1.0,A
1999,2437,61635,MARRIAGE,9.0,A
1999,2437,61633,MARRIAGE,6.0,A
1999,2437,61634,MARRIAGE,3.0,A
1999,2437,61636,MARRIAGE,13.0,A
1999,2438,61638,MARRIAGE,18.0,A
1999,2438,61631,MARRIAGE,1.0,A
1999,2438,61635,MARRIAGE,2.0,A
1999,2438,61634,MARRIAGE,2.0,A
1999,2438,61636,MARRIAGE,15.0,A
1999,2439,61638,MARRIAGE,20.0,A
1999,2439,61635,MARRIAGE,4.0,A
1999,2439,61633,MARRIAGE,1.0,A
1999,2439,61634,MARRIAGE,3.0,A
1999,2439,61636,MARRIAGE,16.0,A
1999,2440,61638,MARRIAGE,245.0,A
1999,2440,61631,MARRIAGE,14.0,A
1999,2440,61635,MARRIAGE,37.0,A
1999,2440,61633,MARRIAGE,15.0,A
1999,2440,61634,MARRIAGE,22.0,A
1999,2440,61636,MARRIAGE,194.0,A
1999,2441,61638,MARRIAGE,17.0,A
1999,2441,61635,MARRIAGE,8.0,A
1999,2441,61633,MARRIAGE,3.0,A
1999,2441,61634,MARRIAGE,5.0,A
1999,2441,61636,MARRIAGE,9.0,A
1999,2442,61638,MARRIAGE,33.0,A
1999,2442,61635,MARRIAGE,7.0,A
1999,2442,61633,MARRIAGE,5.0,A
1999,2442,61634,MARRIAGE,2.0,A
1999,2442,61636,MARRIAGE,26.0,A
1999,2443,61638,MARRIAGE,24.0,A
1999,2443,61631,MARRIAGE,2.0,A
1999,2443,61635,MARRIAGE,9.0,A
1999,2443,61633,MARRIAGE,4.0,A
1999,2443,61634,MARRIAGE,5.0,A
1999,2443,61636,MARRIAGE,13.0,A
1999,2444,61638,MARRIAGE,132.0,A
1999,2444,61631,MARRIAGE,1.0,A
1999,2444,61635,MARRIAGE,21.0,A
1999,2444,61633,MARRIAGE,10.0,A
1999,2444,61634,MARRIAGE,11.0,A
1999,2444,61636,MARRIAGE,110.0,A
1999,2445,61638,MARRIAGE,49.0,A
1999,2445,61631,MARRIAGE,1.0,A
1999,2445,61635,MARRIAGE,10.0,A
1999,2445,61633,MARRIAGE,4.0,A
1999,2445,61634,MARRIAGE,6.0,A
1999,2445,61636,MARRIAGE,38.0,A
1999,2446,61638,MARRIAGE,7.0,A
1999,2446,61635,MARRIAGE,3.0,A
1999,2446,61634,MARRIAGE,3.0,A
1999,2446,61636,MARRIAGE,4.0,A
1999,2447,61638,MARRIAGE,17.0,A
1999,2447,61635,MARRIAGE,5.0,A
1999,2447,61633,MARRIAGE,1.0,A
1999,2447,61634,MARRIAGE,4.0,A
1999,2447,61636,MARRIAGE,12.0,A
1999,2448,61638,MARRIAGE,33.0,A
1999,2448,61631,MARRIAGE,1.0,A
1999,2448,61635,MARRIAGE,5.0,A
1999,2448,61633,MARRIAGE,5.0,A
1999,2448,61636,MARRIAGE,27.0,A
1999,2449,61638,MARRIAGE,3.0,A
1999,2449,61636,MARRIAGE,3.0,A
1999,2450,61638,MARRIAGE,6.0,A
1999,2450,61631,MARRIAGE,2.0,A
1999,2450,61636,MARRIAGE,4.0,A
1999,2451,61638,MARRIAGE,100.0,A
1999,2451,61631,MARRIAGE,4.0,A
1999,2451,61635,MARRIAGE,11.0,A
1999,2451,61633,MARRIAGE,3.0,A
1999,2451,61634,MARRIAGE,8.0,A
1999,2451,61636,MARRIAGE,85.0,A
1999,2452,61638,MARRIAGE,18.0,A
1999,2452,61631,MARRIAGE,1.0,A
1999,2452,61635,MARRIAGE,5.0,A
1999,2452,61634,MARRIAGE,5.0,A
1999,2452,61636,MARRIAGE,12.0,A
1999,2453,61638,MARRIAGE,1.0,A
1999,2453,61636,MARRIAGE,1.0,A
1999,2454,61638,MARRIAGE,52.0,A
1999,2454,61631,MARRIAGE,2.0,A
1999,2454,61635,MARRIAGE,10.0,A
1999,2454,61633,MARRIAGE,5.0,A
1999,2454,61634,MARRIAGE,5.0,A
1999,2454,61636,MARRIAGE,40.0,A
1999,2455,61638,MARRIAGE,36.0,A
1999,2455,61635,MARRIAGE,10.0,A
1999,2455,61633,MARRIAGE,4.0,A
1999,2455,61634,MARRIAGE,6.0,A
1999,2455,61636,MARRIAGE,26.0,A
1999,2456,61638,MARRIAGE,81.0,A
1999,2456,61631,MARRIAGE,8.0,A
1999,2456,61635,MARRIAGE,18.0,A
1999,2456,61633,MARRIAGE,6.0,A
1999,2456,61634,MARRIAGE,12.0,A
1999,2456,61636,MARRIAGE,55.0,A
1999,2457,61638,MARRIAGE,119.0,A
1999,2457,61631,MARRIAGE,5.0,A
1999,2457,61635,MARRIAGE,25.0,A
1999,2457,61633,MARRIAGE,15.0,A
1999,2457,61634,MARRIAGE,10.0,A
1999,2457,61636,MARRIAGE,89.0,A
1999,2458,61638,MARRIAGE,145.0,A
1999,2458,61631,MARRIAGE,1.0,A
1999,2458,61635,MARRIAGE,12.0,A
1999,2458,61633,MARRIAGE,9.0,A
1999,2458,61634,MARRIAGE,3.0,A
1999,2458,61636,MARRIAGE,132.0,A
1999,2459,61638,MARRIAGE,31.0,A
1999,2459,61631,MARRIAGE,1.0,A
1999,2459,61635,MARRIAGE,9.0,A
1999,2459,61633,MARRIAGE,7.0,A
1999,2459,61634,MARRIAGE,2.0,A
1999,2459,61636,MARRIAGE,21.0,A
1999,2460,61638,MARRIAGE,49.0,A
1999,2460,61635,MARRIAGE,10.0,A
1999,2460,61633,MARRIAGE,3.0,A
1999,2460,61634,MARRIAGE,7.0,A
1999,2460,61636,MARRIAGE,39.0,A
1999,2461,61638,MARRIAGE,3.0,A
1999,2461,61635,MARRIAGE,2.0,A
1999,2461,61633,MARRIAGE,1.0,A
1999,2461,61634,MARRIAGE,1.0,A
1999,2461,61636,MARRIAGE,1.0,A
1999,2463,61638,MARRIAGE,2.0,A
1999,2463,61635,MARRIAGE,1.0,A
1999,2463,61634,MARRIAGE,1.0,A
1999,2463,61636,MARRIAGE,1.0,A
1999,2462,61638,MARRIAGE,28.0,A
1999,2462,61631,MARRIAGE,1.0,A
1999,2462,61635,MARRIAGE,3.0,A
1999,2462,61633,MARRIAGE,2.0,A
1999,2462,61634,MARRIAGE,1.0,A
1999,2462,61636,MARRIAGE,24.0,A
1999,2464,61638,MARRIAGE,5.0,A
1999,2464,61635,MARRIAGE,2.0,A
1999,2464,61633,MARRIAGE,1.0,A
1999,2464,61634,MARRIAGE,1.0,A
1999,2464,61636,MARRIAGE,3.0,A
1999,2465,61638,MARRIAGE,3.0,A
1999,2465,61635,MARRIAGE,2.0,A
1999,2465,61633,MARRIAGE,2.0,A
1999,2465,61636,MARRIAGE,1.0,A
1999,2466,61638,MARRIAGE,3.0,A
1999,2466,61635,MARRIAGE,1.0,A
1999,2466,61634,MARRIAGE,1.0,A
1999,2466,61636,MARRIAGE,2.0,A
1999,2467,61638,MARRIAGE,5.0,A
1999,2467,61635,MARRIAGE,5.0,A
1999,2467,61633,MARRIAGE,1.0,A
1999,2467,61634,MARRIAGE,4.0,A
1999,2468,61638,MARRIAGE,42.0,A
1999,2468,61635,MARRIAGE,6.0,A
1999,2468,61633,MARRIAGE,2.0,A
1999,2468,61634,MARRIAGE,4.0,A
1999,2468,61636,MARRIAGE,36.0,A
1999,2469,61638,MARRIAGE,28.0,A
1999,2469,61631,MARRIAGE,2.0,A
1999,2469,61635,MARRIAGE,12.0,A
1999,2469,61633,MARRIAGE,6.0,A
1999,2469,61634,MARRIAGE,6.0,A
1999,2469,61636,MARRIAGE,14.0,A
1999,2471,61638,MARRIAGE,59.0,A
1999,2471,61631,MARRIAGE,2.0,A
1999,2471,61635,MARRIAGE,13.0,A
1999,2471,61633,MARRIAGE,4.0,A
1999,2471,61634,MARRIAGE,9.0,A
1999,2471,61636,MARRIAGE,44.0,A
1999,2472,61638,MARRIAGE,2.0,A
1999,2472,61635,MARRIAGE,1.0,A
1999,2472,61633,MARRIAGE,1.0,A
1999,2472,61636,MARRIAGE,1.0,A
1999,2473,61638,MARRIAGE,9.0,A
1999,2473,61631,MARRIAGE,2.0,A
1999,2473,61635,MARRIAGE,3.0,A
1999,2473,61633,MARRIAGE,1.0,A
1999,2473,61634,MARRIAGE,2.0,A
1999,2473,61636,MARRIAGE,4.0,A
1999,2474,61638,MARRIAGE,4.0,A
1999,2474,61635,MARRIAGE,2.0,A
1999,2474,61633,MARRIAGE,1.0,A
1999,2474,61634,MARRIAGE,1.0,A
1999,2474,61636,MARRIAGE,2.0,A
1999,2475,61638,MARRIAGE,11.0,A
1999,2475,61635,MARRIAGE,1.0,A
1999,2475,61633,MARRIAGE,1.0,A
1999,2475,61636,MARRIAGE,10.0,A
1999,2476,61638,MARRIAGE,8.0,A
1999,2476,61635,MARRIAGE,3.0,A
1999,2476,61633,MARRIAGE,2.0,A
1999,2476,61634,MARRIAGE,1.0,A
1999,2476,61636,MARRIAGE,5.0,A
1999,2477,61638,MARRIAGE,3.0,A
1999,2477,61636,MARRIAGE,3.0,A
1999,ES614,61638,MARRIAGE,4205.0,A
1999,ES614,61631,MARRIAGE,559.0,A
1999,ES614,61635,MARRIAGE,1122.0,A
1999,ES614,61633,MARRIAGE,566.0,A
1999,ES614,61634,MARRIAGE,556.0,A
1999,ES614,61636,MARRIAGE,2524.0,A
1999,2483,61638,MARRIAGE,2.0,A
1999,2483,61635,MARRIAGE,2.0,A
1999,2483,61633,MARRIAGE,2.0,A
1999,2485,61638,MARRIAGE,78.0,A
1999,2485,61631,MARRIAGE,28.0,A
1999,2485,61635,MARRIAGE,23.0,A
1999,2485,61633,MARRIAGE,12.0,A
1999,2485,61634,MARRIAGE,11.0,A
1999,2485,61636,MARRIAGE,27.0,A
1999,2486,61638,MARRIAGE,4.0,A
1999,2486,61635,MARRIAGE,2.0,A
1999,2486,61633,MARRIAGE,1.0,A
1999,2486,61634,MARRIAGE,1.0,A
1999,2486,61636,MARRIAGE,2.0,A
1999,2487,61638,MARRIAGE,2.0,A
1999,2487,61636,MARRIAGE,2.0,A
1999,2488,61638,MARRIAGE,29.0,A
1999,2488,61635,MARRIAGE,7.0,A
1999,2488,61633,MARRIAGE,5.0,A
1999,2488,61634,MARRIAGE,2.0,A
1999,2488,61636,MARRIAGE,22.0,A
1999,2489,61638,MARRIAGE,4.0,A
1999,2489,61635,MARRIAGE,3.0,A
1999,2489,61634,MARRIAGE,3.0,A
1999,2489,61636,MARRIAGE,1.0,A
1999,2493,61638,MARRIAGE,3.0,A
1999,2493,61635,MARRIAGE,2.0,A
1999,2493,61633,MARRIAGE,2.0,A
1999,2493,61636,MARRIAGE,1.0,A
1999,2494,61638,MARRIAGE,32.0,A
1999,2494,61631,MARRIAGE,3.0,A
1999,2494,61635,MARRIAGE,5.0,A
1999,2494,61633,MARRIAGE,1.0,A
1999,2494,61634,MARRIAGE,4.0,A
1999,2494,61636,MARRIAGE,24.0,A
1999,2495,61638,MARRIAGE,14.0,A
1999,2495,61631,MARRIAGE,1.0,A
1999,2495,61635,MARRIAGE,6.0,A
1999,2495,61633,MARRIAGE,1.0,A
1999,2495,61634,MARRIAGE,5.0,A
1999,2495,61636,MARRIAGE,7.0,A
1999,2496,61638,MARRIAGE,26.0,A
1999,2496,61631,MARRIAGE,2.0,A
1999,2496,61635,MARRIAGE,6.0,A
1999,2496,61633,MARRIAGE,2.0,A
1999,2496,61634,MARRIAGE,4.0,A
1999,2496,61636,MARRIAGE,18.0,A
1999,2497,61638,MARRIAGE,27.0,A
1999,2497,61631,MARRIAGE,6.0,A
1999,2497,61635,MARRIAGE,10.0,A
1999,2497,61633,MARRIAGE,6.0,A
1999,2497,61634,MARRIAGE,4.0,A
1999,2497,61636,MARRIAGE,11.0,A
1999,2498,61638,MARRIAGE,5.0,A
1999,2498,61636,MARRIAGE,5.0,A
1999,2499,61638,MARRIAGE,1.0,A
1999,2499,61635,MARRIAGE,1.0,A
1999,2499,61633,MARRIAGE,1.0,A
1999,2500,61638,MARRIAGE,98.0,A
1999,2500,61631,MARRIAGE,7.0,A
1999,2500,61635,MARRIAGE,18.0,A
1999,2500,61633,MARRIAGE,8.0,A
1999,2500,61634,MARRIAGE,10.0,A
1999,2500,61636,MARRIAGE,73.0,A
1999,2699,61638,MARRIAGE,4.0,A
1999,2699,61635,MARRIAGE,1.0,A
1999,2699,61633,MARRIAGE,1.0,A
1999,2699,61636,MARRIAGE,3.0,A
1999,2501,61638,MARRIAGE,1.0,A
1999,2501,61636,MARRIAGE,1.0,A
1999,2503,61638,MARRIAGE,9.0,A
1999,2503,61635,MARRIAGE,3.0,A
1999,2503,61633,MARRIAGE,1.0,A
1999,2503,61634,MARRIAGE,2.0,A
1999,2503,61636,MARRIAGE,6.0,A
1999,2504,61638,MARRIAGE,85.0,A
1999,2504,61631,MARRIAGE,26.0,A
1999,2504,61635,MARRIAGE,28.0,A
1999,2504,61633,MARRIAGE,16.0,A
1999,2504,61634,MARRIAGE,12.0,A
1999,2504,61636,MARRIAGE,31.0,A
1999,2505,61638,MARRIAGE,53.0,A
1999,2505,61631,MARRIAGE,7.0,A
1999,2505,61635,MARRIAGE,23.0,A
1999,2505,61633,MARRIAGE,13.0,A
1999,2505,61634,MARRIAGE,10.0,A
1999,2505,61636,MARRIAGE,23.0,A
1999,2506,61638,MARRIAGE,85.0,A
1999,2506,61631,MARRIAGE,5.0,A
1999,2506,61635,MARRIAGE,28.0,A
1999,2506,61633,MARRIAGE,19.0,A
1999,2506,61634,MARRIAGE,9.0,A
1999,2506,61636,MARRIAGE,52.0,A
1999,2507,61638,MARRIAGE,2.0,A
1999,2507,61635,MARRIAGE,1.0,A
1999,2507,61633,MARRIAGE,1.0,A
1999,2507,61636,MARRIAGE,1.0,A
1999,2511,61638,MARRIAGE,9.0,A
1999,2511,61631,MARRIAGE,1.0,A
1999,2511,61635,MARRIAGE,4.0,A
1999,2511,61633,MARRIAGE,2.0,A
1999,2511,61634,MARRIAGE,2.0,A
1999,2511,61636,MARRIAGE,4.0,A
1999,2512,61638,MARRIAGE,4.0,A
1999,2512,61635,MARRIAGE,4.0,A
1999,2512,61633,MARRIAGE,2.0,A
1999,2512,61634,MARRIAGE,2.0,A
1999,2513,61638,MARRIAGE,8.0,A
1999,2513,61635,MARRIAGE,2.0,A
1999,2513,61634,MARRIAGE,2.0,A
1999,2513,61636,MARRIAGE,6.0,A
1999,2514,61638,MARRIAGE,1.0,A
1999,2514,61636,MARRIAGE,1.0,A
1999,2516,61638,MARRIAGE,1.0,A
1999,2516,61636,MARRIAGE,1.0,A
1999,2518,61638,MARRIAGE,3.0,A
1999,2518,61636,MARRIAGE,3.0,A
1999,2519,61638,MARRIAGE,6.0,A
1999,2519,61631,MARRIAGE,3.0,A
1999,2519,61635,MARRIAGE,1.0,A
1999,2519,61633,MARRIAGE,1.0,A
1999,2519,61636,MARRIAGE,2.0,A
1999,2520,61638,MARRIAGE,23.0,A
1999,2520,61631,MARRIAGE,10.0,A
1999,2520,61635,MARRIAGE,1.0,A
1999,2520,61633,MARRIAGE,1.0,A
1999,2520,61636,MARRIAGE,12.0,A
1999,2602,61638,MARRIAGE,3.0,A
1999,2602,61636,MARRIAGE,3.0,A
1999,2521,61638,MARRIAGE,3.0,A
1999,2521,61635,MARRIAGE,2.0,A
1999,2521,61633,MARRIAGE,2.0,A
