D_TEMPORAL_0;D_TERRITORIO_0;D_CUSTODIA_0;INDICATOR;OBS_VALUE;FREQ
2014;2482;5107;Separaciones;51.62957;A
2014;2713;5105;Separaciones;138.23355;A
2014;2713;5101;Separaciones;3.0381;A
2014;2713;5102;Separaciones;57.7239;A
2014;2713;5103;Separaciones;3.0381;A
2014;2713;5104;Separaciones;;A
2014;2713;5107;Separaciones;74.43345;A
2014;2797;5105;Separaciones;57.99901;A
2014;2797;5101;Separaciones;;A
2014;2797;5102;Separaciones;25.46298;A
2014;2797;5103;Separaciones;2.82922;A
2014;2797;5104;Separaciones;;A
2014;2797;5107;Separaciones;29.70681;A
2014;2911;5105;Separaciones;74.8578;A
2014;2911;5101;Separaciones;1.4678;A
2014;2911;5102;Separaciones;23.4848;A
2014;2911;5103;Separaciones;7.339;A
2014;2911;5104;Separaciones;;A
2014;2911;5107;Separaciones;42.5662;A
2014;3023;5105;Separaciones;207.69645;A
2014;3023;5101;Separaciones;3.2201;A
2014;3023;5102;Separaciones;111.09345;A
2014;3023;5103;Separaciones;16.1005;A
2014;3023;5104;Separaciones;;A
2014;3023;5107;Separaciones;77.2824;A
2014;3142;5105;Separaciones;221.40356;A
2014;3142;5101;Separaciones;3.86169;A
2014;3142;5102;Separaciones;92.68056;A
2014;3142;5103;Separaciones;7.72338;A
2014;3142;5104;Separaciones;;A
2014;3142;5107;Separaciones;117.13793;A
2013;3143;5105;Separaciones;974.08657;A
2013;3143;5101;Separaciones;11.59809;A
2013;3143;5102;Separaciones;453.31149;A
2013;3143;5103;Separaciones;69.48535;A
2013;3143;5104;Separaciones;;A
2013;3143;5107;Separaciones;439.69164;A
2013;2352;5105;Separaciones;64.0302;A
2013;2352;5101;Separaciones;1.6418;A
2013;2352;5102;Separaciones;32.836;A
2013;2352;5103;Separaciones;6.5672;A
2013;2352;5104;Separaciones;;A
2013;2352;5107;Separaciones;22.9852;A
2013;2402;5105;Separaciones;161.1555;A
2013;2402;5101;Separaciones;5.8602;A
2013;2402;5102;Separaciones;74.71755;A
2013;2402;5103;Separaciones;11.7204;A
2013;2402;5104;Separaciones;;A
2013;2402;5107;Separaciones;68.85735;A
2013;2482;5105;Separaciones;97.66512;A
2013;2482;5101;Separaciones;1.35646;A
2013;2482;5102;Separaciones;55.61486;A
2013;2482;5103;Separaciones;5.42584;A
2013;2482;5104;Separaciones;;A
2013;2482;5107;Separaciones;35.26796;A
2013;2713;5105;Separaciones;103.65564;A
2013;2713;5101;Separaciones;;A
2013;2713;5102;Separaciones;42.28059;A
2013;2713;5103;Separaciones;6.81945;A
2013;2713;5104;Separaciones;;A
2013;2713;5107;Separaciones;54.5556;A
2013;2797;5105;Separaciones;66.06842;A
2013;2797;5101;Separaciones;;A
2013;2797;5102;Separaciones;40.21556;A
2013;2797;5103;Separaciones;1.43627;A
2013;2797;5104;Separaciones;;A
2013;2797;5107;Separaciones;24.41659;A
2013;2911;5105;Separaciones;88.90119;A
2013;2911;5101;Separaciones;1.41113;A
2013;2911;5102;Separaciones;43.74503;A
2013;2911;5103;Separaciones;4.23339;A
2013;2911;5104;Separaciones;;A
2013;2911;5107;Separaciones;39.51164;A
2013;3023;5105;Separaciones;186.693;A
2013;3023;5101;Separaciones;;A
2013;3023;5102;Separaciones;77.5494;A
2013;3023;5103;Separaciones;18.6693;A
2013;3023;5104;Separaciones;;A
2013;3023;5107;Separaciones;90.4743;A
2013;3142;5105;Separaciones;205.9175;A
2013;3142;5101;Separaciones;1.3285;A
2013;3142;5102;Separaciones;86.3525;A
2013;3142;5103;Separaciones;14.6135;A
2013;3142;5104;Separaciones;;A
2013;3142;5107;Separaciones;103.623;A
2012;3143;5105;Separaciones;1325.99833;A
2012;3143;5101;Separaciones;46.42835;A
2012;3143;5102;Separaciones;623.89905;A
2012;3143;5103;Separaciones;37.59087;A
2012;3143;5104;Separaciones;2.59863;A
2012;3143;5107;Separaciones;615.48143;A
2012;2352;5105;Separaciones;81.0995;A
2012;2352;5101;Separaciones;;A
2012;2352;5102;Separaciones;49.26599;A
2012;2352;5103;Separaciones;2.10157;A
2012;2352;5104;Separaciones;;A
2012;2352;5107;Separaciones;29.73194;A
2012;2402;5105;Separaciones;217.75166;A
2012;2402;5101;Separaciones;5.63976;A
2012;2402;5102;Separaciones;117.5635;A
2012;2402;5103;Separaciones;9.70364;A
2012;2402;5107;Separaciones;84.84476;A
2012;2482;5105;Separaciones;108.2448;A
2012;2482;5101;Separaciones;;A
2012;2482;5102;Separaciones;55.305;A
2012;2482;5103;Separaciones;5.05944;A
2012;2482;5104;Separaciones;;A
2012;2482;5107;Separaciones;47.88036;A
2012;2713;5105;Separaciones;139.01817;A
2012;2713;5101;Separaciones;;A
2012;2713;5102;Separaciones;75.12131;A
2012;2713;5103;Separaciones;2.24489;A
2012;2713;5104;Separaciones;;A
2012;2713;5107;Separaciones;61.65197;A
2012;2797;5105;Separaciones;60.6245;A
2012;2797;5101;Separaciones;4.64866;A
2012;2797;5102;Separaciones;24.08205;A
2012;2797;5103;Separaciones;;A
2012;2797;5104;Separaciones;;A
2012;2797;5107;Separaciones;31.89379;A
2012;2911;5105;Separaciones;141.41699;A
2012;2911;5101;Separaciones;7.49754;A
2012;2911;5102;Separaciones;66.44159;A
2012;2911;5103;Separaciones;1.63297;A
2012;2911;5104;Separaciones;2.59863;A
2012;2911;5107;Separaciones;63.24626;A
2012;3023;5105;Separaciones;271.91439;A
2012;3023;5101;Separaciones;11.82708;A
2012;3023;5102;Separaciones;112.02402;A
2012;3023;5103;Separaciones;8.12904;A
2012;3023;5104;Separaciones;;A
2012;3023;5107;Separaciones;139.93425;A
2012;3142;5105;Separaciones;305.92832;A
2012;3142;5101;Separaciones;16.81531;A
2012;3142;5102;Separaciones;124.09559;A
2012;3142;5103;Separaciones;8.71932;A
2012;3142;5104;Separaciones;;A
2012;3142;5107;Separaciones;156.2981;A
2011;3143;5105;Separaciones;1399.03667512;A
2011;3143;5101;Separaciones;34.06864707;A
2011;3143;5102;Separaciones;697.32245802;A
2011;3143;5103;Separaciones;70.03230069;A
2011;3143;5104;Separaciones;;A
2011;3143;5107;Separaciones;597.61326934;A
2011;2352;5105;Separaciones;85.45557379;A
2011;2352;5101;Separaciones;;A
2011;2352;5102;Separaciones;35.19885202;A
2011;2352;5103;Separaciones;2.15112425;A
2011;2352;5104;Separaciones;;A
2011;2352;5107;Separaciones;48.10559752;A
2011;2402;5105;Separaciones;246.54489022;A
2011;2402;5101;Separaciones;4.2119112;A
2011;2402;5102;Separaciones;119.06053391;A
2011;2402;5103;Separaciones;12.66883105;A
2011;2402;5104;Separaciones;;A
2011;2402;5107;Separaciones;110.60361406;A
2011;2482;5105;Separaciones;180.74680224;A
2011;2482;5101;Separaciones;7.13570151;A
2011;2482;5102;Separaciones;93.0705023;A
2011;2482;5103;Separaciones;;A
2011;2482;5104;Separaciones;;A
2011;2482;5107;Separaciones;80.54059843;A
2011;2713;5105;Separaciones;166.89356225;A
2011;2713;5101;Separaciones;10.71297247;A
2011;2713;5102;Separaciones;96.87772732;A
2011;2713;5103;Separaciones;2.01861499;A
2011;2713;5104;Separaciones;;A
2011;2713;5107;Separaciones;57.28424747;A
2011;2797;5105;Separaciones;59.07766582;A
2011;2797;5101;Separaciones;1.50783566;A
2011;2797;5102;Separaciones;27.27707942;A
2011;2797;5103;Separaciones;3.01567132;A
2011;2797;5107;Separaciones;27.27707942;A
2011;2911;5105;Separaciones;112.55728429;A
2011;2911;5101;Separaciones;1.50676476;A
2011;2911;5102;Separaciones;52.98403964;A
2011;2911;5103;Separaciones;4.20542135;A
2011;2911;5104;Separaciones;;A
2011;2911;5107;Separaciones;53.86105854;A
2011;3023;5105;Separaciones;242.68781176;A
2011;3023;5101;Separaciones;5.75719072;A
2011;3023;5102;Separaciones;117.67647466;A
2011;3023;5103;Separaciones;25.87276473;A
2011;3023;5104;Separaciones;;A
2011;3023;5107;Separaciones;93.38138165;A
2011;3142;5105;Separaciones;305.07308475;A
2011;3142;5101;Separaciones;3.23627075;A
2011;3142;5102;Separaciones;155.17724875;A
2011;3142;5103;Separaciones;20.099873;A
2011;3142;5104;Separaciones;;A
2011;3142;5107;Separaciones;126.55969225;A
2010;3143;5105;Separaciones;1530.47424568;A
2010;3143;5101;Separaciones;44.16218901;A
2010;3143;5102;Separaciones;839.81120331;A
2010;3143;5103;Separaciones;51.46062972;A
2010;3143;5104;Separaciones;;A
2010;3143;5107;Separaciones;595.04022364;A
2010;2352;5105;Separaciones;67.26164627;A
2010;2352;5101;Separaciones;1.55149012;A
2010;2352;5102;Separaciones;54.84972531;A
2010;2352;5103;Separaciones;;A
2010;2352;5107;Separaciones;10.86043084;A
2010;2402;5105;Separaciones;276.67635717;A
2010;2402;5101;Separaciones;7.50743623;A
2010;2402;5102;Separaciones;155.49540358;A
2010;2402;5103;Separaciones;7.50743623;A
2010;2402;5104;Separaciones;;A
2010;2402;5107;Separaciones;106.16608113;A
2010;2482;5105;Separaciones;201.9348937;A
2010;2482;5101;Separaciones;6.42960298;A
2010;2482;5102;Separaciones;126.00320836;A
2010;2482;5103;Separaciones;7.73820364;A
2010;2482;5104;Separaciones;;A
2010;2482;5107;Separaciones;61.76387872;A
2010;2713;5105;Separaciones;185.5777762;A
2010;2713;5101;Separaciones;5.24007438;A
2010;2713;5102;Separaciones;91.1879967;A
2010;2713;5103;Separaciones;1.29290843;A
2010;2713;5104;Separaciones;;A
2010;2713;5107;Separaciones;87.85679669;A
2010;2797;5105;Separaciones;67.9660588;A
2010;2797;5101;Separaciones;5.43265294;A
2010;2797;5102;Separaciones;33.2638758;A
2010;2797;5103;Separaciones;1.05313268;A
2010;2797;5104;Separaciones;;A
2010;2797;5107;Separaciones;28.21639738;A
2010;2911;5105;Separaciones;120.14646873;A
2010;2911;5101;Separaciones;3.96547842;A
2010;2911;5102;Separaciones;64.99833874;A
2010;2911;5103;Separaciones;1.51247779;A
2010;2911;5104;Separaciones;;A
2010;2911;5107;Separaciones;49.67017378;A
2010;3023;5105;Separaciones;269.07493748;A
2010;3023;5101;Separaciones;6.84455129;A
2010;3023;5102;Separaciones;144.56123394;A
2010;3023;5103;Separaciones;10.84942205;A
2010;3023;5104;Separaciones;;A
2010;3023;5107;Separaciones;106.8197302;A
2010;3142;5105;Separaciones;341.83610733;A
2010;3142;5101;Separaciones;7.19090265;A
2010;3142;5102;Separaciones;169.45142088;A
2010;3142;5103;Separaciones;21.5070489;A
2010;3142;5104;Separaciones;;A
2010;3142;5107;Separaciones;143.6867349;A
2009;3143;5105;Separaciones;1592.640000016;A
2009;3143;5101;Separaciones;65.0094417393;A
2009;3143;5102;Separaciones;817.3133701379;A
2009;3143;5103;Separaciones;80.9405019825;A
2009;3143;5104;Separaciones;4.6322916667;A
2009;3143;5107;Separaciones;622.7443944896;A
2009;3143;5106;Separaciones;2.0;A
2009;2352;5105;Separaciones;82.4700000021;A
2009;2352;5101;Separaciones;;A
2009;2352;5102;Separaciones;33.0831914903;A
2009;2352;5103;Separaciones;10.8308936172;A
2009;2352;5104;Separaciones;;A
2009;2352;5107;Separaciones;38.5559148946;A
2009;2402;5105;Separaciones;275.3500000001;A
2009;2402;5101;Separaciones;7.0325531915;A
2009;2402;5102;Separaciones;153.5655319152;A
2009;2402;5103;Separaciones;14.0534042553;A
2009;2402;5104;Separaciones;;A
2009;2402;5107;Separaciones;100.6985106381;A
2009;2402;5106;Separaciones;;A
2009;2482;5105;Separaciones;191.580000002;A
2009;2482;5101;Separaciones;14.90454433;A
2009;2482;5102;Separaciones;116.92918763;A
2009;2482;5103;Separaciones;1.217628866;A
2009;2482;5104;Separaciones;;A
2009;2482;5107;Separaciones;58.528639176;A
2009;2713;5105;Separaciones;187.1600000002;A
2009;2713;5101;Separaciones;13.5055769231;A
2009;2713;5102;Separaciones;109.8235096155;A
2009;2713;5103;Separaciones;1.143125;A
2009;2713;5104;Separaciones;1.143125;A
2009;2713;5107;Separaciones;61.5446634616;A
2009;2797;5105;Separaciones;80.0000000014;A
2009;2797;5101;Separaciones;;A
2009;2797;5102;Separaciones;30.1878985514;A
2009;2797;5103;Separaciones;5.1469927537;A
2009;2797;5104;Separaciones;3.4891666667;A
2009;2797;5107;Separaciones;41.1759420296;A
2009;2911;5105;Separaciones;140.120000003;A
2009;2911;5101;Separaciones;5.0633333335;A
2009;2911;5102;Separaciones;78.5850000017;A
2009;2911;5103;Separaciones;5.4870000001;A
2009;2911;5104;Separaciones;;A
2009;2911;5107;Separaciones;50.9846666677;A
2009;2911;5106;Separaciones;;A
2009;3023;5105;Separaciones;262.8999999998;A
2009;3023;5101;Separaciones;4.2282051282;A
2009;3023;5102;Separaciones;106.6512820512;A
2009;3023;5103;Separaciones;32.6846153846;A
2009;3023;5104;Separaciones;;A
2009;3023;5107;Separaciones;118.3358974358;A
2009;3023;5106;Separaciones;1.0;A
2009;3142;5105;Separaciones;373.0600000074;A
2009;3142;5101;Separaciones;20.275228833;A
2009;3142;5102;Separaciones;188.4877688826;A
2009;3142;5103;Separaciones;10.3768421056;A
2009;3142;5104;Separaciones;;A
2009;3142;5107;Separaciones;152.9201601862;A
2009;3142;5106;Separaciones;1.0;A
2008;3143;5105;Separaciones;1692.7371674121;A
2008;3143;5101;Separaciones;13.8357344666;A
2008;3143;5102;Separaciones;866.3739132522;A
2008;3143;5103;Separaciones;109.6470406983;A
2008;3143;5104;Separaciones;1.164925775;A
2008;3143;5107;Separaciones;701.71555322;A
2008;2352;5105;Separaciones;96.2877203913;A
2008;2352;5101;Separaciones;;A
2008;2352;5102;Separaciones;34.2450609213;A
2008;2352;5103;Separaciones;8.819809134;A
2008;2352;5107;Separaciones;53.222850336;A
2008;2402;5105;Separaciones;285.8106521385;A
2008;2402;5101;Separaciones;2.32985155;A
2008;2402;5102;Separaciones;141.2968408848;A
2008;2402;5103;Separaciones;26.4617879183;A
2008;2402;5104;Separaciones;1.164925775;A
2008;2402;5107;Separaciones;114.5572460104;A
2008;2482;5105;Separaciones;227.038028358;A
2008;2482;5101;Separaciones;2.0841581138;A
2008;2482;5102;Separaciones;121.7018817326;A
2008;2482;5103;Separaciones;4.4758460308;A
2008;2482;5107;Separaciones;98.7761424808;A
2008;2713;5105;Separaciones;182.40095509;A
2008;2713;5101;Separaciones;2.061022525;A
2008;2713;5102;Separaciones;101.1139681926;A
2008;2713;5103;Separaciones;3.0915337875;A
2008;2713;5107;Separaciones;76.1344305849;A
2008;2797;5105;Separaciones;100.3696713296;A
2008;2797;5101;Separaciones;;A
2008;2797;5102;Separaciones;62.2464475531;A
2008;2797;5103;Separaciones;7.8246447553;A
2008;2797;5104;Separaciones;;A
2008;2797;5107;Separaciones;30.2985790212;A
2008;2911;5105;Separaciones;135.4196187528;A
2008;2911;5101;Separaciones;2.3418610854;A
2008;2911;5102;Separaciones;82.7718074256;A
2008;2911;5103;Separaciones;4.4628142368;A
2008;2911;5104;Separaciones;;A
2008;2911;5107;Separaciones;45.843136005;A
2008;3023;5105;Separaciones;266.3862143614;A
2008;3023;5101;Separaciones;;A
2008;3023;5102;Separaciones;108.2765383626;A
2008;3023;5103;Separaciones;37.5554250908;A
2008;3023;5104;Separaciones;;A
2008;3023;5107;Separaciones;120.554250908;A
2008;3142;5105;Separaciones;399.0243069905;A
2008;3142;5101;Separaciones;5.0188411924;A
2008;3142;5102;Separaciones;214.7213681796;A
2008;3142;5103;Separaciones;16.9551797448;A
2008;3142;5104;Separaciones;;A
2008;3142;5107;Separaciones;162.3289178737;A
2007;3143;5105;Separaciones;2252.190000142;A
2007;3143;5101;Separaciones;36.487350812;A
2007;3143;5102;Separaciones;1191.829035206;A
2007;3143;5103;Separaciones;138.078203544;A
2007;3143;5107;Separaciones;885.79541058;A
2007;2352;5105;Separaciones;121.410000006;A
2007;2352;5101;Separaciones;;A
2007;2352;5102;Separaciones;62.580000002;A
2007;2352;5103;Separaciones;12.962727274;A
2007;2352;5107;Separaciones;45.86727273;A
2007;2402;5105;Separaciones;345.03999999;A
2007;2402;5101;Separaciones;4.482872444;A
2007;2402;5102;Separaciones;191.268013625;A
2007;2402;5103;Separaciones;9.503544303;A
2007;2402;5107;Separaciones;139.785569618;A
2007;2482;5105;Separaciones;269.900000005;A
2007;2482;5101;Separaciones;2.0;A
2007;2482;5102;Separaciones;170.952727276;A
2007;2482;5103;Separaciones;3.0;A
2007;2482;5107;Separaciones;93.947272729;A
2007;2713;5105;Separaciones;229.899999993;A
2007;2713;5101;Separaciones;6.088617886;A
2007;2713;5102;Separaciones;114.803252029;A
2007;2713;5103;Separaciones;8.201626016;A
2007;2713;5107;Separaciones;100.806504062;A
2007;2797;5105;Separaciones;120.089999991;A
2007;2797;5101;Separaciones;3.743207547;A
2007;2797;5102;Separaciones;68.482641504;A
2007;2797;5103;Separaciones;5.216037735;A
2007;2797;5107;Separaciones;42.648113205;A
2007;2911;5105;Separaciones;213.10999998;A
2007;2911;5101;Separaciones;1.40525641;A
2007;2911;5102;Separaciones;124.37730768;A
2007;2911;5103;Separaciones;18.55852564;A
2007;2911;5107;Separaciones;68.76891025;A
2007;3023;5105;Separaciones;424.9200001;A
2007;3023;5101;Separaciones;7.343384166;A
2007;3023;5102;Separaciones;195.01746339;A
2007;3023;5103;Separaciones;43.224739014;A
2007;3023;5107;Separaciones;179.33441353;A
2007;3142;5105;Separaciones;527.820000077;A
2007;3142;5101;Separaciones;11.424012359;A
2007;3142;5102;Separaciones;264.3476297;A
2007;3142;5103;Separaciones;37.411003562;A
2007;3142;5107;Separaciones;214.637354456;A
2006;3143;5105;Separaciones;4085.709783;A
2006;3143;5106;Separaciones;4085.709783;A
2006;2352;5105;Separaciones;267.840027;A
2006;2352;5106;Separaciones;267.840027;A
2006;2402;5105;Separaciones;640.770013;A
2006;2402;5106;Separaciones;640.770013;A
2006;2482;5105;Separaciones;451.979978;A
2006;2482;5106;Separaciones;451.979978;A
2006;2713;5105;Separaciones;537.299946;A
2006;2713;5106;Separaciones;537.299946;A
2006;2797;5105;Separaciones;286.899984;A
2006;2797;5106;Separaciones;286.899984;A
2006;2911;5105;Separaciones;326.429937;A
2006;2911;5106;Separaciones;326.429937;A
2006;3023;5105;Separaciones;657.509904;A
2006;3023;5106;Separaciones;657.509904;A
2006;3142;5105;Separaciones;916.979994;A
2006;3142;5106;Separaciones;916.979994;A
2005;3143;5105;Separaciones;11613.00000646;A
2005;3143;5106;Separaciones;11613.00000646;A
2005;2352;5105;Separaciones;808.99999851;A
2005;2352;5106;Separaciones;808.99999851;A
2005;2402;5105;Separaciones;1853.00000467;A
2005;2402;5106;Separaciones;1853.00000467;A
2005;2482;5105;Separaciones;1087.99999705;A
2005;2482;5106;Separaciones;1087.99999705;A
2005;2713;5105;Separaciones;1255.99999686;A
2005;2713;5106;Separaciones;1255.99999686;A
2005;2797;5105;Separaciones;779.00000184;A
2005;2797;5106;Separaciones;779.00000184;A
2005;2911;5105;Separaciones;816.99999969;A
2005;2911;5106;Separaciones;816.99999969;A
2005;3023;5105;Separaciones;2263.00000248;A
2005;3023;5106;Separaciones;2263.00000248;A
2005;3142;5105;Separaciones;2748.00000536;A
2005;3142;5106;Separaciones;2748.00000536;A
2004;3143;5105;Separaciones;14276.001079;A
2004;3143;5106;Separaciones;14276.001079;A
2004;2352;5105;Separaciones;1112.00024;A
2004;2352;5106;Separaciones;1112.00024;A
2004;2402;5105;Separaciones;2093.000459;A
2004;2402;5106;Separaciones;2093.000459;A
2004;2482;5105;Separaciones;1267.00032;A
2004;2482;5106;Separaciones;1267.00032;A
2004;2713;5105;Separaciones;1612.9995;A
2004;2713;5106;Separaciones;1612.9995;A
2004;2797;5105;Separaciones;935.999804;A
2004;2797;5106;Separaciones;935.999804;A
2004;2911;5105;Separaciones;895.000176;A
2004;2911;5106;Separaciones;895.000176;A
2004;3023;5105;Separaciones;2906.000692;A
2004;3023;5106;Separaciones;2906.000692;A
2004;3142;5105;Separaciones;3453.999888;A
2004;3142;5106;Separaciones;3453.999888;A
2003;3143;5105;Separaciones;12967.001106;A
2003;3143;5106;Separaciones;12967.001106;A
2003;2352;5105;Separaciones;910.999995;A
2003;2352;5106;Separaciones;910.999995;A
2003;2402;5105;Separaciones;1905.00024;A
2003;2402;5106;Separaciones;1905.00024;A
2003;2482;5105;Separaciones;1177.00044;A
2003;2482;5106;Separaciones;1177.00044;A
2003;2713;5105;Separaciones;1573.999476;A
2003;2713;5106;Separaciones;1573.999476;A
2003;2797;5105;Separaciones;761.00001;A
2003;2797;5106;Separaciones;761.00001;A
2003;2911;5105;Separaciones;810.000224;A
2003;2911;5106;Separaciones;810.000224;A
2003;3023;5105;Separaciones;2759.000618;A
2003;3023;5106;Separaciones;2759.000618;A
2003;3142;5105;Separaciones;3070.000103;A
2003;3142;5106;Separaciones;3070.000103;A
2002;3143;5105;Separaciones;12611.000178;A
2002;3143;5106;Separaciones;12611.000178;A
2002;2352;5105;Separaciones;1013.99996;A
2002;2352;5106;Separaciones;1013.99996;A
2002;2402;5105;Separaciones;1800.000576;A
2002;2402;5106;Separaciones;1800.000576;A
2002;2482;5105;Separaciones;1117.999998;A
2002;2482;5106;Separaciones;1117.999998;A
2002;2713;5105;Separaciones;1362.000035;A
2002;2713;5106;Separaciones;1362.000035;A
2002;2797;5105;Separaciones;693.999885;A
2002;2797;5106;Separaciones;693.999885;A
2002;2911;5105;Separaciones;793.999797;A
2002;2911;5106;Separaciones;793.999797;A
2002;3023;5105;Separaciones;2621.999218;A
2002;3023;5106;Separaciones;2621.999218;A
2002;3142;5105;Separaciones;3207.000709;A
2002;3142;5106;Separaciones;3207.000709;A
2001;3143;5105;Separaciones;10770.998593;A
2001;3143;5106;Separaciones;10770.998593;A
2001;2352;5105;Separaciones;733.999794;A
2001;2352;5106;Separaciones;733.999794;A
2001;2402;5105;Separaciones;1631.99998;A
2001;2402;5106;Separaciones;1631.99998;A
2001;2482;5105;Separaciones;1051.99975;A
2001;2482;5106;Separaciones;1051.99975;A
2001;2713;5105;Separaciones;1143.999663;A
2001;2713;5106;Separaciones;1143.999663;A
2001;2797;5105;Separaciones;718.99982;A
2001;2797;5106;Separaciones;718.99982;A
2001;2911;5105;Separaciones;708.0;A
2001;2911;5106;Separaciones;708.0;A
2001;3023;5105;Separaciones;2181.999582;A
2001;3023;5106;Separaciones;2181.999582;A
2001;3142;5105;Separaciones;2600.000004;A
2001;3142;5106;Separaciones;2600.000004;A
2000;3143;5105;Separaciones;10759.000045;A
2000;3143;5106;Separaciones;10759.000045;A
2000;2352;5105;Separaciones;759.000089;A
2000;2352;5106;Separaciones;759.000089;A
2000;2402;5105;Separaciones;1694.00028;A
2000;2402;5106;Separaciones;1694.00028;A
2000;2482;5105;Separaciones;904.999872;A
2000;2482;5106;Separaciones;904.999872;A
2000;2713;5105;Separaciones;1188.000051;A
2000;2713;5106;Separaciones;1188.000051;A
2000;2797;5105;Separaciones;655.000038;A
2000;2797;5106;Separaciones;655.000038;A
2000;2911;5105;Separaciones;667.000116;A
2000;2911;5106;Separaciones;667.000116;A
2000;3023;5105;Separaciones;2343.999334;A
2000;3023;5106;Separaciones;2343.999334;A
2000;3142;5105;Separaciones;2547.000265;A
2000;3142;5106;Separaciones;2547.000265;A
1999;3143;5105;Separaciones;9376.389167;A
1999;3143;5106;Separaciones;9376.389167;A
1999;2352;5105;Separaciones;638.000217;A
1999;2352;5106;Separaciones;638.000217;A
1999;2402;5105;Separaciones;1402.999689;A
1999;2402;5106;Separaciones;1402.999689;A
1999;2482;5105;Separaciones;865.999735;A
1999;2482;5106;Separaciones;865.999735;A
1999;2713;5105;Separaciones;1033.000086;A
1999;2713;5106;Separaciones;1033.000086;A
1999;2797;5105;Separaciones;549.999954;A
1999;2797;5106;Separaciones;549.999954;A
1999;2911;5105;Separaciones;601.0002;A
1999;2911;5106;Separaciones;601.0002;A
1999;3023;5105;Separaciones;2020.999806;A
1999;3023;5106;Separaciones;2020.999806;A
1999;3142;5105;Separaciones;2264.38948;A
1999;3142;5106;Separaciones;2264.38948;A
1998;3143;5105;Separaciones;9329.556592;A
1998;3143;5106;Separaciones;9329.556592;A
1998;2352;5105;Separaciones;673.999758;A
1998;2352;5106;Separaciones;673.999758;A
1998;2402;5105;Separaciones;1387.9998;A
1998;2402;5106;Separaciones;1387.9998;A
1998;2482;5105;Separaciones;894.99984;A
1998;2482;5106;Separaciones;894.99984;A
1998;2713;5105;Separaciones;945.99972;A
1998;2713;5106;Separaciones;945.99972;A
1998;2797;5105;Separaciones;570.000144;A
1998;2797;5106;Separaciones;570.000144;A
1998;2911;5105;Separaciones;594.000154;A
1998;2911;5106;Separaciones;594.000154;A
1998;3023;5105;Separaciones;1871.99972;A
1998;3023;5106;Separaciones;1871.99972;A
1998;3142;5105;Separaciones;2390.557456;A
1998;3142;5106;Separaciones;2390.557456;A
2020;3143;5105;Nulidades;5.05742;A
2020;3143;5101;Nulidades;;A
2020;3143;5102;Nulidades;;A
2020;3143;5103;Nulidades;;A
2020;3143;5104;Nulidades;;A
2020;3143;5107;Nulidades;5.05742;A
2020;2352;5105;Nulidades;2.13486;A
2020;2352;5101;Nulidades;;A
2020;2352;5102;Nulidades;;A
2020;2352;5103;Nulidades;;A
2020;2352;5107;Nulidades;2.13486;A
2020;2402;5105;Nulidades;;A
2020;2402;5101;Nulidades;;A
2020;2402;5102;Nulidades;;A
2020;2402;5103;Nulidades;;A
2020;2402;5104;Nulidades;;A
2020;2402;5107;Nulidades;;A
2020;2482;5105;Nulidades;;A
2020;2482;5101;Nulidades;;A
2020;2482;5102;Nulidades;;A
2020;2482;5103;Nulidades;;A
2020;2482;5104;Nulidades;;A
2020;2482;5107;Nulidades;;A
2020;2713;5105;Nulidades;;A
2020;2713;5101;Nulidades;;A
2020;2713;5102;Nulidades;;A
2020;2713;5103;Nulidades;;A
2020;2713;5104;Nulidades;;A
2020;2713;5107;Nulidades;;A
2020;2797;5105;Nulidades;;A
2020;2797;5101;Nulidades;;A
2020;2797;5102;Nulidades;;A
2020;2797;5103;Nulidades;;A
2020;2797;5107;Nulidades;;A
2020;2911;5105;Nulidades;2.92256;A
2020;2911;5101;Nulidades;;A
2020;2911;5102;Nulidades;;A
2020;2911;5103;Nulidades;;A
2020;2911;5107;Nulidades;2.92256;A
2020;3023;5105;Nulidades;;A
2020;3023;5101;Nulidades;;A
2020;3023;5102;Nulidades;;A
2020;3023;5103;Nulidades;;A
2020;3023;5107;Nulidades;;A
2020;3142;5105;Nulidades;;A
2020;3142;5101;Nulidades;;A
2020;3142;5102;Nulidades;;A
2020;3142;5103;Nulidades;;A
2020;3142;5104;Nulidades;;A
2020;3142;5107;Nulidades;;A
2019;3143;5105;Nulidades;13.00912;A
2019;3143;5101;Nulidades;;A
2019;3143;5102;Nulidades;4.12316;A
2019;3143;5103;Nulidades;6.54042;A
2019;3143;5104;Nulidades;;A
2019;3143;5107;Nulidades;2.34554;A
2019;2352;5105;Nulidades;;A
2019;2352;5101;Nulidades;;A
2019;2352;5102;Nulidades;;A
2019;2352;5103;Nulidades;;A
2019;2352;5107;Nulidades;;A
2019;2402;5105;Nulidades;6.54042;A
2019;2402;5101;Nulidades;;A
2019;2402;5102;Nulidades;;A
2019;2402;5103;Nulidades;6.54042;A
2019;2402;5104;Nulidades;;A
2019;2402;5107;Nulidades;;A
2019;2482;5105;Nulidades;;A
2019;2482;5101;Nulidades;;A
2019;2482;5102;Nulidades;;A
2019;2482;5103;Nulidades;;A
2019;2482;5104;Nulidades;;A
2019;2482;5107;Nulidades;;A
2019;2713;5105;Nulidades;2.39728;A
2019;2713;5101;Nulidades;;A
2019;2713;5102;Nulidades;2.39728;A
2019;2713;5103;Nulidades;;A
2019;2713;5104;Nulidades;;A
