D_ESTADO_DATO_0;D_TERRITORIO_0;D_TEMPORAL_0;INDICATOR;OBS_VALUE;FREQ
40123;2797;2018;Plazas medias estimadas;13564.15322584;A
40123;2797;2017;Plazas medias estimadas;13064.10578275;A
40123;2797;2016;Plazas medias estimadas;15740.81541224;A
40123;2797;2015;Plazas medias estimadas;15484.32795703;A
40123;2797;2014;Plazas medias estimadas;14585.65129936;A
40123;2797;2013;Plazas medias estimadas;14488.05564477;A
40123;2797;2012;Plazas medias estimadas;14907.99873691;A
40123;2797;2011;Plazas medias estimadas;14537.27711673;A
40123;2797;2010;Plazas medias estimadas;19265.6388887;A
40123;2797;2009;Plazas medias estimadas;20087.25806456;A
40123;2797;2008;Plazas medias estimadas;20101.7473118;A
40123;2797;2007;Plazas medias estimadas;19820.6182792;A
40123;2911;2020;Plazas medias estimadas;2258.874478851;A
40123;2911;2019;Plazas medias estimadas;3702.648476703;A
40123;2911;2018;Plazas medias estimadas;3697.02652329;A
40123;2911;2017;Plazas medias estimadas;3677.60591403;A
40123;2911;2016;Plazas medias estimadas;3948.91935843;A
40123;2911;2015;Plazas medias estimadas;4288.864785;A
40123;2911;2014;Plazas medias estimadas;4092.10144112;A
40123;2911;2013;Plazas medias estimadas;4605.0722931;A
40123;2911;2012;Plazas medias estimadas;4510.59887622;A
40123;2911;2011;Plazas medias estimadas;3961.61662205;A
40123;2911;2010;Plazas medias estimadas;4164.87568157;A
40123;2911;2009;Plazas medias estimadas;4380.08465157;A
40123;2911;2008;Plazas medias estimadas;4162.27500261;A
40123;2911;2007;Plazas medias estimadas;4267.8593318;A
40123;3023;2020;Plazas medias estimadas;13170.160505126;A
40123;3023;2019;Plazas medias estimadas;15635.003584229;A
40123;3023;2018;Plazas medias estimadas;15688.68100353;A
40123;3023;2017;Plazas medias estimadas;15290.76075276;A
40123;3023;2016;Plazas medias estimadas;15603.76172197;A
40123;3023;2015;Plazas medias estimadas;15057.27700339;A
40123;3023;2014;Plazas medias estimadas;15427.91155917;A
40123;3023;2013;Plazas medias estimadas;15678.25810637;A
40123;3023;2012;Plazas medias estimadas;15222.16711462;A
40123;3023;2011;Plazas medias estimadas;15010.84771752;A
40123;3023;2010;Plazas medias estimadas;14777.83474138;A
40123;3023;2009;Plazas medias estimadas;14804.85038402;A
40123;3023;2008;Plazas medias estimadas;14225.62933204;A
40123;3023;2007;Plazas medias estimadas;13846.01389335;A
40123;3142;2020;Plazas medias estimadas;1210.364596545;A
40123;3142;2019;Plazas medias estimadas;2211.02688172;A
40123;3142;2018;Plazas medias estimadas;2015.7150538;A
40123;3142;2017;Plazas medias estimadas;1921.02956993;A
40123;3142;2016;Plazas medias estimadas;1610.1110691;A
40123;3142;2015;Plazas medias estimadas;1658.87798257;A
40123;3142;2014;Plazas medias estimadas;1911.68133951;A
40123;3142;2013;Plazas medias estimadas;1255.07795698;A
40123;3142;2012;Plazas medias estimadas;1270.28689287;A
40123;3142;2011;Plazas medias estimadas;1270.67795699;A
40123;3142;2010;Plazas medias estimadas;1310.00906556;A
40123;3142;2009;Plazas medias estimadas;1568.56075968;A
40123;3142;2008;Plazas medias estimadas;2898.63752535;A
40123;3142;2007;Plazas medias estimadas;3168.77042535;A
40123;3143;2020;Plazas medias estimadas;54846.683350239;A
40123;3143;2019;Plazas medias estimadas;70892.502299782;A
40123;3143;2018;Plazas medias estimadas;68115.142331834;A
40123;3143;2017;Plazas medias estimadas;67146.442123698;A
40123;3143;2016;Plazas medias estimadas;71106.648000427;A
40123;3143;2015;Plazas medias estimadas;69965.603700217;A
40123;3143;2014;Plazas medias estimadas;69692.59403724;A
40123;3143;2013;Plazas medias estimadas;70615.21774159;A
40123;3143;2012;Plazas medias estimadas;70075.30349812;A
40123;3143;2011;Plazas medias estimadas;67518.5672846;A
40123;3143;2010;Plazas medias estimadas;72111.181392951;A
40123;3143;2009;Plazas medias estimadas;72810.661586253;A
40123;3143;2008;Plazas medias estimadas;73198.913023793;A
40123;3143;2007;Plazas medias estimadas;74713.82934037;A
40124;2352;2021;Plazas medias estimadas;9373.793246712;A
40124;2402;2021;Plazas medias estimadas;14301.969497566;A
40124;2482;2021;Plazas medias estimadas;2739.221368287;A
40124;2713;2021;Plazas medias estimadas;6451.561514178;A
40124;2797;2021;Plazas medias estimadas;13867.127265956;A
40124;2911;2021;Plazas medias estimadas;2943.856317657;A
40124;3023;2021;Plazas medias estimadas;15403.437564855;A
40124;3142;2021;Plazas medias estimadas;1539.060944045;A
40124;3143;2021;Plazas medias estimadas;66620.027719256;A
40123;2352;2020;Parcelas medias estimadas;2402.568975706;A
40123;2352;2019;Parcelas medias estimadas;2667.498656304;A
40123;2352;2018;Parcelas medias estimadas;2654.724846157;A
40123;2352;2017;Parcelas medias estimadas;2589.967580406;A
40123;2352;2016;Parcelas medias estimadas;2565.122563257;A
40123;2352;2015;Parcelas medias estimadas;2498.67058895;A
40123;2352;2014;Parcelas medias estimadas;2550.50000487;A
40123;2352;2013;Parcelas medias estimadas;2637.95471262;A
40123;2352;2012;Parcelas medias estimadas;2624.63751229;A
40123;2352;2011;Parcelas medias estimadas;2585.44411435;A
40123;2352;2010;Parcelas medias estimadas;2576.08998473;A
40123;2352;2009;Parcelas medias estimadas;2595.167785143;A
40123;2352;2008;Parcelas medias estimadas;2509.18629999;A
40123;2352;2007;Parcelas medias estimadas;2892.849994744;A
40123;2402;2020;Parcelas medias estimadas;3597.09380268;A
40123;2402;2019;Parcelas medias estimadas;4944.534413512;A
40123;2402;2018;Parcelas medias estimadas;4941.40127489;A
40123;2402;2017;Parcelas medias estimadas;5059.9626873;A
40123;2402;2016;Parcelas medias estimadas;5287.66004225;A
40123;2402;2015;Parcelas medias estimadas;5088.13377991;A
40123;2402;2014;Parcelas medias estimadas;5060.31562222;A
40123;2402;2013;Parcelas medias estimadas;5124.23994393;A
40123;2402;2012;Parcelas medias estimadas;5051.863261934;A
40123;2402;2011;Parcelas medias estimadas;4642.037920921;A
40123;2402;2010;Parcelas medias estimadas;4665.378721357;A
40123;2402;2009;Parcelas medias estimadas;4569.984156624;A
40123;2402;2008;Parcelas medias estimadas;4625.826480832;A
40123;2402;2007;Parcelas medias estimadas;5032.225498844;A
40123;2482;2020;Parcelas medias estimadas;953.571914086;A
40123;2482;2019;Parcelas medias estimadas;1121.409189845;A
40123;2482;2018;Parcelas medias estimadas;1110.965728963;A
40123;2482;2017;Parcelas medias estimadas;1113.92650537;A
40123;2482;2016;Parcelas medias estimadas;1108.98824237;A
40123;2482;2015;Parcelas medias estimadas;1089.96614704;A
40123;2482;2014;Parcelas medias estimadas;1085.02139152;A
40123;2482;2013;Parcelas medias estimadas;1082.18951613;A
40123;2482;2012;Parcelas medias estimadas;1084.250000003;A
40123;2482;2011;Parcelas medias estimadas;1096.76344086;A
40123;2482;2010;Parcelas medias estimadas;1109.439772146;A
40123;2482;2009;Parcelas medias estimadas;1486.38396624;A
40123;2482;2008;Parcelas medias estimadas;1530.57373758;A
40123;2482;2007;Parcelas medias estimadas;1963.00988171;A
40123;2713;2020;Parcelas medias estimadas;2153.844604543;A
40123;2713;2019;Parcelas medias estimadas;2667.234117906;A
40123;2713;2018;Parcelas medias estimadas;2636.694474644;A
40123;2713;2017;Parcelas medias estimadas;2605.31300847;A
40123;2713;2016;Parcelas medias estimadas;2767.90219532;A
40123;2713;2015;Parcelas medias estimadas;2645.01436774;A
40123;2713;2014;Parcelas medias estimadas;2528.23427983;A
40123;2713;2013;Parcelas medias estimadas;2521.81907578;A
40123;2713;2012;Parcelas medias estimadas;2630.44193889;A
40123;2713;2011;Parcelas medias estimadas;2580.567741274;A
40123;2713;2010;Parcelas medias estimadas;2542.318484982;A
40123;2713;2009;Parcelas medias estimadas;2557.856780226;A
40123;2713;2008;Parcelas medias estimadas;2513.269428816;A
40123;2713;2007;Parcelas medias estimadas;2425.068193103;A
40123;2797;2020;Parcelas medias estimadas;3049.166920929;A
40123;2797;2019;Parcelas medias estimadas;4304.275053443;A
40123;2797;2018;Parcelas medias estimadas;3641.597501737;A
40123;2797;2017;Parcelas medias estimadas;3561.597558169;A
