D_EDCA_LUGDEF_0;D_MES_0;D_G102_0;D_SEXO_0;D_TEMPORAL_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
838403;55917;57731;3691;2020;3143;Defunciones;5817.0;A
838403;55917;583;3689;2020;3143;Defunciones;3576.0;A
838403;55917;583;3690;2020;3143;Defunciones;3322.0;A
838403;55917;583;3691;2020;3143;Defunciones;6898.0;A
838403;55918;838410;3689;2020;3143;Defunciones;1113.0;A
838403;55918;838410;3690;2020;3143;Defunciones;903.0;A
838403;55918;838410;3691;2020;3143;Defunciones;2016.0;A
838403;55918;838411;3689;2020;3143;Defunciones;18.0;A
838403;55918;838411;3690;2020;3143;Defunciones;13.0;A
838403;55918;838411;3691;2020;3143;Defunciones;31.0;A
838403;55918;57731;3689;2020;3143;Defunciones;2962.0;A
838403;55918;57731;3690;2020;3143;Defunciones;2788.0;A
838403;55918;57731;3691;2020;3143;Defunciones;5750.0;A
838403;55918;583;3689;2020;3143;Defunciones;4093.0;A
838403;55918;583;3690;2020;3143;Defunciones;3704.0;A
838403;55918;583;3691;2020;3143;Defunciones;7797.0;A
838403;55919;838410;3689;2020;3143;Defunciones;456.0;A
838403;55919;838410;3690;2020;3143;Defunciones;347.0;A
838403;55919;838410;3691;2020;3143;Defunciones;803.0;A
838403;55919;838411;3689;2020;3143;Defunciones;16.0;A
838403;55919;838411;3690;2020;3143;Defunciones;6.0;A
838403;55919;838411;3691;2020;3143;Defunciones;22.0;A
838403;55919;57731;3689;2020;3143;Defunciones;3231.0;A
838403;55919;57731;3690;2020;3143;Defunciones;3060.0;A
838403;55919;57731;3691;2020;3143;Defunciones;6291.0;A
838403;55919;583;3689;2020;3143;Defunciones;3703.0;A
838403;55919;583;3690;2020;3143;Defunciones;3413.0;A
838403;55919;583;3691;2020;3143;Defunciones;7116.0;A
838403;55920;838410;3689;2020;3143;Defunciones;3165.0;A
838403;55920;838410;3690;2020;3143;Defunciones;2650.0;A
838403;55920;838410;3691;2020;3143;Defunciones;5815.0;A
838403;55920;838411;3689;2020;3143;Defunciones;355.0;A
838403;55920;838411;3690;2020;3143;Defunciones;355.0;A
838403;55920;838411;3691;2020;3143;Defunciones;710.0;A
838403;55920;57731;3689;2020;3143;Defunciones;36760.0;A
838403;55920;57731;3690;2020;3143;Defunciones;35176.0;A
838403;55920;57731;3691;2020;3143;Defunciones;71936.0;A
838403;55920;583;3689;2020;3143;Defunciones;40280.0;A
838403;55920;583;3690;2020;3143;Defunciones;38181.0;A
838403;55920;583;3691;2020;3143;Defunciones;78461.0;A
