TEMPORAL;SEXO;PROCEDENCIA_ECTA;INDICATOR;OBS_VALUE;FREQ
2010;F;6776;TURISTAS;14.75979632140165;A
2010;F;6778;TURISTAS;14.020249496403325;A
2010;F;6779;TURISTAS;5.6579461231747255;A
2011;_T;6782;TURISTAS;100.0;A
2011;_T;6775;TURISTAS;32.59211424808406;A
2011;_T;6776;TURISTAS;28.35455403930271;A
2011;_T;6778;TURISTAS;28.37719345757102;A
2011;_T;6779;TURISTAS;10.6761382550422;A
2011;M;6782;TURISTAS;48.00414759418183;A
2011;M;6775;TURISTAS;15.969833883859183;A
2011;M;6776;TURISTAS;13.400246011604208;A
2011;M;6778;TURISTAS;13.68285341630337;A
2011;M;6779;TURISTAS;4.951214282415069;A
2011;F;6782;TURISTAS;51.99585240581818;A
2011;F;6775;TURISTAS;16.622280364224885;A
2011;F;6776;TURISTAS;14.954308027698508;A
2011;F;6778;TURISTAS;14.694340041267656;A
2011;F;6779;TURISTAS;5.724923972627132;A
2012;_T;6782;TURISTAS;100.0;A
2012;_T;6775;TURISTAS;33.43509694782329;A
2012;_T;6776;TURISTAS;30.229299955374124;A
2012;_T;6778;TURISTAS;26.579661639879713;A
2012;_T;6779;TURISTAS;9.755941456922875;A
2012;M;6782;TURISTAS;47.801021590377005;A
2012;M;6775;TURISTAS;16.117886337832545;A
2012;M;6776;TURISTAS;14.489129703240591;A
2012;M;6778;TURISTAS;12.661157146366902;A
2012;M;6779;TURISTAS;4.532848402936968;A
2012;F;6782;TURISTAS;52.198978409622995;A
2012;F;6775;TURISTAS;17.317210609990745;A
2012;F;6776;TURISTAS;15.740170252133531;A
2012;F;6778;TURISTAS;13.918504493512811;A
2012;F;6779;TURISTAS;5.223093053985908;A
2013;_T;6782;TURISTAS;100.0;A
2013;_T;6775;TURISTAS;33.302135882192175;A
2013;_T;6776;TURISTAS;30.039651440960856;A
2013;_T;6778;TURISTAS;26.848796383066876;A
2013;_T;6779;TURISTAS;9.809416293780098;A
2013;M;6782;TURISTAS;47.575740130977415;A
2013;M;6775;TURISTAS;15.94923554761411;A
2013;M;6776;TURISTAS;14.132101460700191;A
2013;M;6778;TURISTAS;12.531286226013275;A
2013;M;6779;TURISTAS;4.963116896649832;A
2013;F;6782;TURISTAS;52.42425986902259;A
2013;F;6775;TURISTAS;17.352900334578063;A
2013;F;6776;TURISTAS;15.907549980260663;A
2013;F;6778;TURISTAS;14.317510157053597;A
2013;F;6779;TURISTAS;4.846299397130265;A
2014;_T;6782;TURISTAS;100.0;A
2014;_T;6775;TURISTAS;33.84407228841496;A
2014;_T;6776;TURISTAS;30.054954609755768;A
2014;_T;6778;TURISTAS;26.13058978726534;A
2014;_T;6779;TURISTAS;9.970383314563945;A
2014;M;6782;TURISTAS;47.86740656992198;A
2014;M;6775;TURISTAS;17.5914428059189;A
2014;M;6776;TURISTAS;13.262599909167971;A
2014;M;6778;TURISTAS;11.754415750722215;A
2014;M;6779;TURISTAS;5.2589481041129025;A
2014;F;6782;TURISTAS;52.132593430078025;A
2014;F;6775;TURISTAS;16.252629482496054;A
2014;F;6776;TURISTAS;16.792354700587797;A
2014;F;6778;TURISTAS;14.376174036543127;A
2014;F;6779;TURISTAS;4.711435210451043;A
2015;_T;6782;TURISTAS;100.0;A
2015;_T;6775;TURISTAS;33.009872767064294;A
2015;_T;6776;TURISTAS;30.278024185807624;A
2015;_T;6778;TURISTAS;26.390255477516405;A
2015;_T;6779;TURISTAS;10.321847569611672;A
2015;M;6782;TURISTAS;47.57498503175367;A
2015;M;6775;TURISTAS;15.71523232738059;A
2015;M;6776;TURISTAS;14.470945249987205;A
2015;M;6778;TURISTAS;12.503059128774888;A
2015;M;6779;TURISTAS;4.885748325610998;A
2015;F;6782;TURISTAS;52.42501496824633;A
2015;F;6775;TURISTAS;17.29464043968371;A
2015;F;6776;TURISTAS;15.807078935820426;A
2015;F;6778;TURISTAS;13.88719634874153;A
2015;F;6779;TURISTAS;5.436099244000678;A
2016;_T;6782;TURISTAS;100.0;A
2016;_T;6775;TURISTAS;31.87559905377017;A
2016;_T;6776;TURISTAS;29.953314078076826;A
2016;_T;6778;TURISTAS;27.521358239533043;A
2016;_T;6779;TURISTAS;10.649728628619965;A
2016;M;6782;TURISTAS;47.7310714221767;A
2016;M;6775;TURISTAS;15.316008283501855;A
2016;M;6776;TURISTAS;14.369533569354873;A
2016;M;6778;TURISTAS;13.31076333461047;A
2016;M;6779;TURISTAS;4.734766234709492;A
2016;F;6782;TURISTAS;52.2689285778233;A
2016;F;6775;TURISTAS;16.559590770268308;A
2016;F;6776;TURISTAS;15.583780508721953;A
2016;F;6778;TURISTAS;14.21059490492257;A
2016;F;6779;TURISTAS;5.9149623939104705;A
2017;_T;6782;TURISTAS;100.0;A
2017;_T;6775;TURISTAS;31.6742688375028;A
2017;_T;6776;TURISTAS;28.138798181328102;A
2017;_T;6778;TURISTAS;29.30462284498602;A
2017;_T;6779;TURISTAS;10.882310136183088;A
2017;M;6782;TURISTAS;47.84606348415829;A
2017;M;6775;TURISTAS;15.32356482472241;A
2017;M;6776;TURISTAS;13.335180756129827;A
2017;M;6778;TURISTAS;14.47201958774379;A
2017;M;6779;TURISTAS;4.715298315562261;A
2017;F;6782;TURISTAS;52.153936515841714;A
2017;F;6775;TURISTAS;16.350704012780383;A
2017;F;6776;TURISTAS;14.803617425198276;A
2017;F;6778;TURISTAS;14.83260325724223;A
2017;F;6779;TURISTAS;6.167011820620825;A
2018;_T;6782;TURISTAS;100.0;A
2018;_T;6775;TURISTAS;31.914159598769004;A
2018;_T;6776;TURISTAS;28.552187873319607;A
2018;_T;6778;TURISTAS;28.74275720310998;A
2018;_T;6779;TURISTAS;10.790895324801419;A
2018;M;6782;TURISTAS;48.39417407107605;A
2018;M;6775;TURISTAS;15.486799341096555;A
2018;M;6776;TURISTAS;13.581192040498754;A
2018;M;6778;TURISTAS;14.233566300166489;A
2018;M;6779;TURISTAS;5.092616389314252;A
2018;F;6782;TURISTAS;51.605825928923956;A
2018;F;6775;TURISTAS;16.427360257672447;A
2018;F;6776;TURISTAS;14.970995832820847;A
2018;F;6778;TURISTAS;14.50919090294349;A
2018;F;6779;TURISTAS;5.698278935487167;A
2019;_T;6782;TURISTAS;100.0;A
2019;_T;6775;TURISTAS;32.66999416100666;A
2019;_T;6776;TURISTAS;28.514618749942912;A
2019;_T;6778;TURISTAS;27.77739984793354;A
2019;_T;6779;TURISTAS;11.037987241116888;A
2019;M;6782;TURISTAS;49.26751011395572;A
2019;M;6775;TURISTAS;16.286597729881606;A
2019;M;6776;TURISTAS;13.558009297874097;A
2019;M;6778;TURISTAS;14.262592808989687;A
2019;M;6779;TURISTAS;5.160310277210331;A
2019;F;6782;TURISTAS;50.73248988604428;A
2019;F;6775;TURISTAS;16.383396431125057;A
2019;F;6776;TURISTAS;14.956609452068815;A
2019;F;6778;TURISTAS;13.514807038943852;A
2019;F;6779;TURISTAS;5.877676963906556;A
2020;_T;6782;TURISTAS;100.0;A
2020;_T;6775;TURISTAS;38.06187772351471;A
2020;_T;6776;TURISTAS;32.50955136049038;A
2020;_T;6778;TURISTAS;15.292655909216116;A
2020;_T;6779;TURISTAS;5.460422277299055;A
2020;_T;6783;TURISTAS;8.675492729479746;A
2020;M;6782;TURISTAS;44.15470136007881;A
2020;M;6775;TURISTAS;18.0890491425835;A
2020;M;6776;TURISTAS;15.815477299806386;A
2020;M;6778;TURISTAS;7.608771149037246;A
2020;M;6779;TURISTAS;2.6414037686516787;A
2020;F;6782;TURISTAS;47.16980591044145;A
2020;F;6775;TURISTAS;19.97282858093121;A
2020;F;6776;TURISTAS;16.69407406068399;A
2020;F;6778;TURISTAS;7.683884760178869;A
2020;F;6779;TURISTAS;2.819018508647377;A
2020;_U;6782;TURISTAS;8.675492729479746;A
2020;_U;6783;TURISTAS;8.675492729479746;A
2021;_T;6782;TURISTAS;100.0;A
2021;_T;6775;TURISTAS;44.5861909452564;A
2021;_T;6776;TURISTAS;35.408376116836955;A
2021;_T;6778;TURISTAS;15.756857806598601;A
2021;_T;6779;TURISTAS;4.248575131308054;A
2021;M;6782;TURISTAS;48.94637456566204;A
2021;M;6775;TURISTAS;22.477221426987402;A
2021;M;6776;TURISTAS;16.67887496927418;A
2021;M;6778;TURISTAS;7.836778991173434;A
2021;M;6779;TURISTAS;1.9534991782270281;A
2021;F;6782;TURISTAS;51.053625434337945;A
2021;F;6775;TURISTAS;22.10896951826899;A
2021;F;6776;TURISTAS;18.729501147562768;A
2021;F;6778;TURISTAS;7.920078815425165;A
2021;F;6779;TURISTAS;2.295075953081025;A
