OBS_STATUS;TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
A;ES614;2020;ESTA_MEDI_ABIE_ESTI;15.631834475;A
A;ES614;2019;ESTA_MEDI_ABIE_ESTI;21.032828283;A
A;ES614;2018;ESTA_MEDI_ABIE_ESTI;20.772759857;A
A;ES614;2017;ESTA_MEDI_ABIE_ESTI;20.7640745;A
A;ES614;2016;ESTA_MEDI_ABIE_ESTI;22.596326164;A
A;ES614;2015;ESTA_MEDI_ABIE_ESTI;21.630197132;A
A;ES614;2014;ESTA_MEDI_ABIE_ESTI;22.213888888;A
A;ES614;2013;ESTA_MEDI_ABIE_ESTI;22.020250896;A
A;ES614;2012;ESTA_MEDI_ABIE_ESTI;22.267222222;A
A;ES614;2011;ESTA_MEDI_ABIE_ESTI;21.003464755;A
A;ES614;2010;ESTA_MEDI_ABIE_ESTI;20.191173835;A
A;ES614;2009;ESTA_MEDI_ABIE_ESTI;21.083960574;A
A;ES614;2008;ESTA_MEDI_ABIE_ESTI;21.295698925;A
A;ES614;2007;ESTA_MEDI_ABIE_ESTI;19.622401434;A
A;ES615;2020;ESTA_MEDI_ABIE_ESTI;7.340860214;A
A;ES615;2019;ESTA_MEDI_ABIE_ESTI;9.392473119;A
A;ES615;2018;ESTA_MEDI_ABIE_ESTI;8.312634409;A
A;ES615;2017;ESTA_MEDI_ABIE_ESTI;9.4422043;A
A;ES615;2016;ESTA_MEDI_ABIE_ESTI;10.682616487;A
A;ES615;2015;ESTA_MEDI_ABIE_ESTI;10.819892473;A
A;ES615;2014;ESTA_MEDI_ABIE_ESTI;9.693637993;A
A;ES615;2013;ESTA_MEDI_ABIE_ESTI;8.704480287;A
A;ES615;2012;ESTA_MEDI_ABIE_ESTI;9.028109937;A
A;ES615;2011;ESTA_MEDI_ABIE_ESTI;8.65483871;A
A;ES615;2010;ESTA_MEDI_ABIE_ESTI;10.980555556;A
A;ES615;2009;ESTA_MEDI_ABIE_ESTI;11.916666667;A
A;ES615;2008;ESTA_MEDI_ABIE_ESTI;11.459677419;A
