D_TEMPORAL_0;D_TERRITORIO_0;D_DURACMATRIM_0;INDICATOR;OBS_VALUE;FREQ
2020;ES611;47;;9.16518;A
2020;ES611;48;;3.05506;A
2020;ES611;50;;2.13486;A
2020;ES611;51;;3.05506;A
2020;ES611;52;;3.05506;A
2020;ES611;57;;3.05506;A
2020;ES611;62;;3.05506;A
2020;ES612;00;;1956.38358;A
2020;ES612;0;;10.48822;A
2020;ES612;1;;47.15801;A
2020;ES612;2;;62.92932;A
2020;ES612;3;;77.70638;A
2020;ES612;4;;89.22783;A
2020;ES612;5;;87.16137;A
2020;ES612;6;;85.17287;A
2020;ES612;7;;54.70246;A
2020;ES612;8;;74.64567;A
2020;ES612;9;;54.70246;A
2020;ES612;10;;55.77467;A
2020;ES612;11;;58.91334;A
2020;ES612;12;;68.36833;A
2020;ES612;13;;68.32935;A
2020;ES612;14;;66.30187;A
2020;ES612;15;;71.507;A
2020;ES612;16;;41.03659;A
2020;ES612;17;;82.07318;A
2020;ES612;18;;74.68465;A
2020;ES612;19;;46.2807;A
2020;ES612;20;;62.05201;A
2020;ES612;21;;52.59702;A
2020;ES612;22;;53.66923;A
2020;ES612;23;;27.29276;A
2020;ES612;24;;27.29276;A
2020;ES612;25;;24.15409;A
2020;ES612;26;;46.16376;A
2020;ES612;27;;35.67554;A
2020;ES612;28;;41.95288;A
2020;ES612;29;;49.34141;A
2020;ES612;30;;23.08188;A
2020;ES612;31;;39.84744;A
2020;ES612;32;;16.76556;A
2020;ES612;33;;26.18157;A
2020;ES612;34;;10.48822;A
2020;ES612;35;;15.73233;A
2020;ES612;36;;17.83777;A
2020;ES612;37;;5.24411;A
2020;ES612;38;;7.34955;A
2020;ES612;39;;7.34955;A
2020;ES612;40;;13.62689;A
2020;ES612;41;;4.21088;A
2020;ES612;42;;17.83777;A
2020;ES612;43;;5.24411;A
2020;ES612;44;;6.27734;A
2020;ES612;45;;11.52145;A
2020;ES612;46;;4.21088;A
2020;ES612;47;;13.62689;A
2020;ES612;49;;4.21088;A
2020;ES612;55;;2.10544;A
2020;ES612;56;;3.13867;A
2020;ES612;57;;3.13867;A
2020;ES613;00;;1295.68526;A
2020;ES613;0;;5.02571;A
2020;ES613;1;;20.29512;A
2020;ES613;2;;42.06214;A
2020;ES613;3;;31.27477;A
2020;ES613;4;;42.4467;A
2020;ES613;5;;46.54418;A
2020;ES613;6;;45.61595;A
2020;ES613;7;;40.59024;A
2020;ES613;8;;32.58756;A
2020;ES613;9;;49.90571;A
2020;ES613;10;;38.73378;A
2020;ES613;11;;43.75949;A
2020;ES613;12;;56.98016;A
2020;ES613;13;;50.09799;A
2020;ES613;14;;50.09799;A
2020;ES613;15;;36.87732;A
2020;ES613;16;;47.85697;A
2020;ES613;17;;39.85429;A
2020;ES613;18;;43.95177;A
2020;ES613;19;;34.6363;A
2020;ES613;20;;28.2978;A
2020;ES613;21;;47.85697;A
2020;ES613;22;;51.02622;A
2020;ES613;23;;26.24906;A
2020;ES613;24;;32.39528;A
2020;ES613;25;;27.91324;A
2020;ES613;26;;25.32083;A
2020;ES613;27;;19.17461;A
2020;ES613;28;;30.15426;A
2020;ES613;29;;23.07981;A
2020;ES613;30;;19.36689;A
2020;ES613;31;;18.24638;A
2020;ES613;32;;26.98501;A
2020;ES613;33;;19.17461;A
2020;ES613;34;;10.97965;A
2020;ES613;35;;;A
2020;ES613;36;;16.00536;A
2020;ES613;37;;2.97697;A
2020;ES613;38;;12.10016;A
2020;ES613;40;;8.93091;A
2020;ES613;41;;10.05142;A
2020;ES613;42;;5.02571;A
2020;ES613;43;;9.12319;A
2020;ES613;44;;7.07445;A
2020;ES613;45;;5.95394;A
2020;ES613;46;;2.97697;A
2020;ES613;49;;;A
2020;ES613;50;;;A
2020;ES613;51;;2.97697;A
2020;ES613;53;;2.04874;A
2020;ES613;54;;2.97697;A
2020;ES613;64;;2.04874;A
2020;ES614;00;;1333.9225;A
2020;ES614;0;;6.08043;A
2020;ES614;1;;25.20937;A
2020;ES614;2;;36.48258;A
2020;ES614;3;;50.35218;A
2020;ES614;4;;61.62539;A
2020;ES614;5;;61.62539;A
2020;ES614;6;;51.99436;A
2020;ES614;7;;21.65877;A
2020;ES614;8;;50.28562;A
2020;ES614;9;;30.33559;A
2020;ES614;10;;45.09284;A
2020;ES614;11;;30.33559;A
2020;ES614;12;;37.23711;A
2020;ES614;13;;32.04433;A
2020;ES614;14;;57.12058;A
2020;ES614;15;;38.12476;A
2020;ES614;16;;39.8335;A
2020;ES614;17;;54.52419;A
2020;ES614;18;;37.23711;A
2020;ES614;19;;51.9278;A
2020;ES614;20;;32.04433;A
2020;ES614;21;;49.39797;A
2020;ES614;22;;48.51032;A
2020;ES614;23;;37.30367;A
2020;ES614;24;;27.7392;A
2020;ES614;25;;27.80576;A
2020;ES614;26;;12.16086;A
2020;ES614;27;;33.88619;A
2020;ES614;28;;30.40215;A
2020;ES614;29;;34.77384;A
2020;ES614;30;;18.24129;A
2020;ES614;31;;6.08043;A
2020;ES614;32;;26.09702;A
2020;ES614;33;;23.50063;A
2020;ES614;34;;3.48404;A
2020;ES614;35;;2.59639;A
2020;ES614;36;;16.53255;A
2020;ES614;37;;13.8696;A
2020;ES614;38;;6.08043;A
2020;ES614;39;;11.27321;A
2020;ES614;40;;6.96808;A
2020;ES614;41;;13.04851;A
2020;ES614;42;;12.16086;A
2020;ES614;43;;5.19278;A
2020;ES614;44;;6.08043;A
2020;ES614;45;;6.96808;A
2020;ES614;47;;2.59639;A
2020;ES614;53;;;A
2020;ES615;00;;832.55851;A
2020;ES615;1;;29.68635;A
2020;ES615;2;;9.89545;A
2020;ES615;3;;34.06235;A
2020;ES615;4;;43.9578;A
2020;ES615;5;;41.3322;A
2020;ES615;6;;32.31195;A
2020;ES615;7;;38.42426;A
2020;ES615;8;;29.40401;A
2020;ES615;9;;19.21213;A
2020;ES615;10;;33.18715;A
2020;ES615;11;;27.07484;A
2020;ES615;12;;29.40401;A
2020;ES615;13;;34.93755;A
2020;ES615;14;;20.96253;A
2020;ES615;15;;29.40401;A
2020;ES615;16;;26.19964;A
2020;ES615;17;;30.27921;A
2020;ES615;18;;28.52881;A
2020;ES615;19;;13.97502;A
2020;ES615;20;;31.73318;A
2020;ES615;21;;17.75816;A
2020;ES615;22;;25.32444;A
2020;ES615;23;;13.09982;A
2020;ES615;24;;6.11231;A
2020;ES615;25;;12.22462;A
2020;ES615;26;;8.44148;A
2020;ES615;27;;6.11231;A
2020;ES615;28;;19.21213;A
2020;ES615;29;;12.22462;A
2020;ES615;30;;15.42899;A
2020;ES615;31;;16.88296;A
2020;ES615;32;;8.44148;A
2020;ES615;33;;2.32917;A
2020;ES615;34;;17.46173;A
2020;ES615;35;;4.65834;A
2020;ES615;36;;4.65834;A
2020;ES615;37;;4.65834;A
2020;ES615;38;;16.00776;A
2020;ES615;39;;2.32917;A
2020;ES615;40;;13.09982;A
2020;ES615;41;;7.56628;A
2020;ES615;42;;2.32917;A
2020;ES615;43;;3.78314;A
2020;ES615;44;;6.11231;A
2020;ES615;51;;;A
2020;ES615;55;;2.32917;A
2020;ES616;00;;886.77634;A
2020;ES616;0;;12.32101;A
2020;ES616;1;;30.08766;A
2020;ES616;2;;35.30201;A
2020;ES616;3;;33.64099;A
2020;ES616;4;;21.08869;A
2020;ES616;5;;25.27279;A
2020;ES616;6;;44.06969;A
2020;ES616;7;;20.45792;A
2020;ES616;8;;37.5938;A
2020;ES616;9;;15.24357;A
2020;ES616;10;;27.56458;A
2020;ES616;11;;15.24357;A
2020;ES616;12;;24.01125;A
2020;ES616;13;;29.2256;A
2020;ES616;14;;26.30304;A
2020;ES616;15;;24.64202;A
2020;ES616;16;;20.45792;A
2020;ES616;17;;40.91584;A
2020;ES616;18;;32.77893;A
2020;ES616;19;;21.08869;A
2020;ES616;20;;26.30304;A
2020;ES616;21;;26.93381;A
2020;ES616;22;;11.69024;A
2020;ES616;23;;21.08869;A
2020;ES616;24;;15.87434;A
2020;ES616;25;;12.95178;A
2020;ES616;26;;30.71843;A
2020;ES616;27;;23.61177;A
2020;ES616;28;;37.82509;A
2020;ES616;29;;21.71946;A
2020;ES616;30;;19.42767;A
2020;ES616;31;;16.50511;A
2020;ES616;32;;3.55333;A
2020;ES616;33;;3.55333;A
2020;ES616;34;;10.65999;A
2020;ES616;35;;10.02922;A
2020;ES616;36;;12.32101;A
2020;ES616;37;;10.02922;A
2020;ES616;38;;16.50511;A
2020;ES616;40;;2.92256;A
2020;ES616;41;;2.92256;A
2020;ES616;44;;2.92256;A
2020;ES616;46;;3.55333;A
2020;ES616;48;;2.92256;A
2020;ES616;49;;2.92256;A
2020;ES617;00;;3009.31704;A
2020;ES617;0;;23.32037;A
2020;ES617;1;;56.17276;A
2020;ES617;2;;142.78305;A
2020;ES617;3;;121.68641;A
2020;ES617;4;;151.10764;A
2020;ES617;5;;172.14057;A
2020;ES617;6;;117.30266;A
2020;ES617;7;;114.8878;A
2020;ES617;8;;62.27362;A
2020;ES617;9;;96.0786;A
2020;ES617;10;;92.64744;A
2020;ES617;11;;106.75434;A
2020;ES617;12;;118.51009;A
2020;ES617;13;;143.22902;A
2020;ES617;14;;93.91858;A
2020;ES617;15;;85.72141;A
2020;ES617;16;;59.85876;A
2020;ES617;17;;79.87539;A
2020;ES617;18;;90.36;A
2020;ES617;19;;68.05593;A
2020;ES617;20;;79.87539;A
2020;ES617;21;;82.09912;A
2020;ES617;22;;61.00248;A
2020;ES617;23;;53.88532;A
2020;ES617;24;;63.1625;A
2020;ES617;25;;52.55047;A
2020;ES617;26;;31.51754;A
2020;ES617;27;;37.36356;A
2020;ES617;28;;78.34941;A
2020;ES617;29;;56.04534;A
2020;ES617;30;;35.01241;A
2020;ES617;31;;40.79472;A
2020;ES617;32;;35.01241;A
2020;ES617;33;;43.20958;A
2020;ES617;34;;12.89947;A
2020;ES617;35;;35.01241;A
2020;ES617;36;;21.03293;A
2020;ES617;37;;26.81524;A
2020;ES617;38;;25.67152;A
2020;ES617;39;;6.98974;A
2020;ES617;40;;16.33063;A
2020;ES617;41;;19.8255;A
2020;ES617;42;;21.03293;A
2020;ES617;43;;25.67152;A
2020;ES617;44;;14.04319;A
2020;ES617;45;;12.83576;A
2020;ES617;46;;;A
2020;ES617;47;;5.84602;A
2020;ES617;48;;2.35115;A
2020;ES617;49;;9.34089;A
2020;ES617;51;;;A
2020;ES617;52;;2.35115;A
2020;ES617;55;;4.7023;A
2020;ES618;00;;3390.26529;A
2020;ES618;0;;22.1648;A
2020;ES618;1;;87.81359;A
2020;ES618;2;;88.09546;A
2020;ES618;3;;129.42704;A
2020;ES618;4;;132.86066;A
2020;ES618;5;;112.69454;A
2020;ES618;6;;117.5631;A
2020;ES618;7;;164.63444;A
2020;ES618;8;;93.83522;A
2020;ES618;9;;115.71815;A
2020;ES618;10;;94.98829;A
2020;ES618;11;;99.42125;A
2020;ES618;12;;156.92159;A
2020;ES618;13;;146.77446;A
2020;ES618;14;;130.88757;A
2020;ES618;15;;118.30616;A
2020;ES618;16;;96.14136;A
2020;ES618;17;;80.25447;A
2020;ES618;18;;95.70576;A
2020;ES618;19;;102.1374;A
2020;ES618;20;;91.83654;A
2020;ES618;21;;107.44156;A
2020;ES618;22;;95.55203;A
2020;ES618;23;;81.94569;A
2020;ES618;24;;73.2335;A
2020;ES618;25;;74.51471;A
2020;ES618;26;;53.91299;A
2020;ES618;27;;57.34661;A
2020;ES618;28;;54.63046;A
2020;ES618;29;;59.34529;A
2020;ES618;30;;56.91101;A
2020;ES618;31;;51.47871;A
2020;ES618;32;;51.76058;A
2020;ES618;33;;25.59842;A
2020;ES618;34;;18.44931;A
2020;ES618;35;;23.16414;A
2020;ES618;36;;30.31325;A
2020;ES618;37;;18.16744;A
2020;ES618;38;;30.31325;A
2020;ES618;39;;29.59578;A
2020;ES618;40;;20.16612;A
2020;ES618;41;;17.73184;A
2020;ES618;42;;23.16414;A
2020;ES618;43;;9.86526;A
2020;ES618;44;;6.14977;A
2020;ES618;45;;7.86658;A
2020;ES618;46;;6.14977;A
2020;ES618;47;;9.86526;A
2020;ES618;48;;10.58273;A
2020;ES618;50;;3.43362;A
2020;ES618;51;;1.71681;A
2020;ES618;53;;1.71681;A
2020;ES618;54;;;A
2020;ES618;56;;;A
2019;ES61;00;;17078.2748;A
2019;ES61;0;;126.7366;A
2019;ES61;1;;393.41899;A
2019;ES61;2;;622.31534;A
2019;ES61;3;;626.77348;A
2019;ES61;4;;657.48185;A
2019;ES61;5;;644.71006;A
2019;ES61;6;;618.34463;A
2019;ES61;7;;597.63424;A
2019;ES61;8;;568.44209;A
2019;ES61;9;;572.42524;A
2019;ES61;10;;706.60335;A
2019;ES61;11;;684.29556;A
2019;ES61;12;;637.42733;A
2019;ES61;13;;695.26974;A
2019;ES61;14;;516.27551;A
2019;ES61;15;;562.33449;A
2019;ES61;16;;553.66592;A
2019;ES61;17;;601.00969;A
2019;ES61;18;;481.42136;A
2019;ES61;19;;441.81305;A
2019;ES61;20;;402.97659;A
2019;ES61;21;;413.81995;A
2019;ES61;22;;323.85801;A
2019;ES61;23;;380.34659;A
2019;ES61;24;;316.22764;A
2019;ES61;25;;308.22063;A
2019;ES61;26;;301.6424;A
2019;ES61;27;;341.96013;A
2019;ES61;28;;301.01807;A
2019;ES61;29;;297.97442;A
2019;ES61;30;;266.04759;A
2019;ES61;31;;241.78968;A
2019;ES61;32;;207.64769;A
2019;ES61;33;;137.60555;A
2019;ES61;34;;156.56834;A
2019;ES61;35;;153.31437;A
2019;ES61;36;;141.29652;A
2019;ES61;37;;132.59088;A
2019;ES61;38;;121.48298;A
2019;ES61;39;;115.51449;A
2019;ES61;40;;98.66662;A
2019;ES61;41;;101.94362;A
2019;ES61;42;;85.05727;A
2019;ES61;43;;101.67107;A
2019;ES61;44;;78.09538;A
2019;ES61;45;;49.00739;A
2019;ES61;46;;52.00177;A
2019;ES61;47;;32.4453;A
2019;ES61;48;;28.26904;A
2019;ES61;49;;13.50111;A
2019;ES61;50;;5.48302;A
2019;ES61;51;;19.93622;A
2019;ES61;52;;9.60517;A
2019;ES61;53;;9.27437;A
2019;ES61;54;;5.36835;A
2019;ES61;55;;1.72588;A
2019;ES61;56;;7.79002;A
2019;ES61;57;;5.78662;A
2019;ES61;65;;2.34554;A
2019;ES611;00;;1684.43364;A
2019;ES611;0;;11.90667;A
2019;ES611;1;;34.24074;A
2019;ES611;2;;57.46914;A
2019;ES611;3;;50.82693;A
2019;ES611;4;;61.83927;A
2019;ES611;5;;81.55803;A
2019;ES611;6;;65.31507;A
2019;ES611;7;;79.52766;A
2019;ES611;8;;60.36;A
2019;ES611;9;;41.77728;A
2019;ES611;10;;80.6637;A
2019;ES611;11;;88.78518;A
2019;ES611;12;;50.4837;A
2019;ES611;13;;54.81999;A
2019;ES611;14;;49.89876;A
2019;ES611;15;;81.52419;A
2019;ES611;16;;50.4837;A
2019;ES611;17;;60.63555;A
2019;ES611;18;;44.39259;A
2019;ES611;19;;39.16197;A
2019;ES611;20;;24.94938;A
2019;ES611;21;;47.86839;A
2019;ES611;22;;40.91679;A
2019;ES611;23;;24.67383;A
2019;ES611;24;;40.33185;A
2019;ES611;25;;34.55013;A
2019;ES611;26;;22.05852;A
2019;ES611;27;;22.64346;A
2019;ES611;28;;28.73457;A
2019;ES611;29;;25.84371;A
2019;ES611;30;;26.42865;A
2019;ES611;31;;19.16766;A
2019;ES611;32;;23.81334;A
2019;ES611;33;;17.13729;A
2019;ES611;34;;8.70642;A
2019;ES611;35;;6.67605;A
2019;ES611;36;;18.58272;A
2019;ES611;37;;13.3521;A
2019;ES611;38;;13.3521;A
2019;ES611;39;;17.13729;A
2019;ES611;40;;12.49161;A
2019;ES611;41;;4.64568;A
2019;ES611;42;;4.64568;A
2019;ES611;43;;11.90667;A
2019;ES611;44;;9.29136;A
2019;ES611;45;;6.09111;A
2019;ES611;47;;6.67605;A
2019;ES611;56;;2.03037;A
2019;ES611;57;;4.06074;A
2019;ES612;00;;2350.11045;A
2019;ES612;0;;12.66128;A
2019;ES612;1;;66.36683;A
2019;ES612;2;;94.74982;A
2019;ES612;3;;109.17168;A
2019;ES612;4;;91.22866;A
2019;ES612;5;;80.70635;A
2019;ES612;6;;105.14862;A
2019;ES612;7;;86.40765;A
2019;ES612;8;;94.24792;A
2019;ES612;9;;78.98694;A
2019;ES612;10;;118.69019;A
2019;ES612;11;;82.88649;A
2019;ES612;12;;95.08704;A
2019;ES612;13;;105.56818;A
2019;ES612;14;;69.34492;A
2019;ES612;15;;80.24562;A
2019;ES612;16;;72.82491;A
2019;ES612;17;;80.24562;A
2019;ES612;18;;61.08509;A
2019;ES612;19;;51.48424;A
2019;ES612;20;;39.70325;A
2019;ES612;21;;47.54352;A
2019;ES612;22;;35.34297;A
2019;ES612;23;;58.48539;A
2019;ES612;24;;39.28369;A
2019;ES612;25;;39.28369;A
2019;ES612;26;;21.38184;A
2019;ES612;27;;29.68284;A
2019;ES612;28;;52.86643;A
2019;ES612;29;;31.44342;A
2019;ES612;30;;41.92456;A
2019;ES612;31;;21.84257;A
2019;ES612;32;;19.66243;A
2019;ES612;33;;28.38299;A
2019;ES612;34;;25.32256;A
2019;ES612;35;;24.02271;A
2019;ES612;36;;21.84257;A
2019;ES612;37;;9.60085;A
2019;ES612;38;;11.36143;A
2019;ES612;39;;16.602;A
2019;ES612;40;;16.602;A
2019;ES612;41;;7.42071;A
2019;ES612;42;;8.301;A
2019;ES612;43;;19.66243;A
2019;ES612;44;;14.84142;A
2019;ES612;45;;7.42071;A
2019;ES612;46;;6.12086;A
2019;ES612;47;;2.18014;A
2019;ES612;48;;5.24057;A
2019;ES612;49;;3.06043;A
2019;ES612;51;;;A
2019;ES612;53;;4.36028;A
2019;ES612;54;;2.18014;A
2019;ES613;00;;1369.08113;A
2019;ES613;0;;9.94493;A
2019;ES613;1;;23.61853;A
2019;ES613;2;;42.48313;A
2019;ES613;3;;47.01581;A
2019;ES613;4;;37.58351;A
2019;ES613;5;;42.9202;A
2019;ES613;6;;50.74448;A
2019;ES613;7;;24.0556;A
2019;ES613;8;;37.7292;A
2019;ES613;9;;45.84486;A
2019;ES613;10;;52.3525;A
2019;ES613;11;;59.37277;A
2019;ES613;12;;58.05613;A
2019;ES613;13;;61.12648;A
2019;ES613;14;;39.48291;A
2019;ES613;15;;40.14123;A
2019;ES613;16;;45.18654;A
2019;ES613;17;;64.19683;A
2019;ES613;18;;37.87489;A
2019;ES613;19;;43.57852;A
2019;ES613;20;;50.23185;A
2019;ES613;21;;26.98026;A
2019;ES613;22;;18.06059;A
2019;ES613;23;;22.59327;A
2019;ES613;24;;28.80953;A
2019;ES613;25;;29.10091;A
2019;ES613;26;;29.46785;A
2019;ES613;27;;26.83457;A
2019;ES613;28;;21.64357;A
2019;ES613;29;;25.22655;A
2019;ES613;30;;32.90514;A
2019;ES613;31;;20.83956;A
2019;ES613;32;;20.83956;A
2019;ES613;33;;7.96997;A
2019;ES613;34;;22.01051;A
2019;ES613;35;;12.86959;A
2019;ES613;36;;12.21127;A
2019;ES613;37;;8.62829;A
2019;ES613;38;;9.28661;A
2019;ES613;39;;10.74894;A
2019;ES613;40;;7.16596;A
2019;ES613;41;;15.13593;A
2019;ES613;42;;8.77398;A
2019;ES613;43;;14.33192;A
2019;ES613;44;;1.46233;A
2019;ES613;45;;1.46233;A
2019;ES613;46;;5.04531;A
2019;ES613;47;;1.46233;A
2019;ES613;48;;3.58298;A
2019;ES613;49;;1.46233;A
2019;ES613;50;;2.12065;A
2019;ES613;51;;2.12065;A
2019;ES613;52;;1.46233;A
2019;ES613;53;;1.46233;A
2019;ES613;54;;1.46233;A
2019;ES614;00;;1634.5488;A
2019;ES614;0;;19.25936;A
2019;ES614;1;;53.89376;A
2019;ES614;2;;57.20128;A
2019;ES614;3;;64.47424;A
2019;ES614;4;;62.57264;A
2019;ES614;5;;68.19632;A
2019;ES614;6;;66.7904;A
2019;ES614;7;;67.20496;A
2019;ES614;8;;35.54464;A
2019;ES614;9;;69.18768;A
2019;ES614;10;;44.63808;A
2019;ES614;11;;48.44128;A
2019;ES614;12;;59.02176;A
2019;ES614;13;;58.0304;A
2019;ES614;14;;38.85216;A
2019;ES614;15;;39.34784;A
2019;ES614;16;;59.02176;A
2019;ES614;17;;34.0576;A
2019;ES614;18;;38.35648;A
2019;ES614;19;;39.84352;A
2019;ES614;20;;49.92832;A
2019;ES614;21;;40.3392;A
2019;ES614;22;;28.3528;A
2019;ES614;23;;39.84352;A
2019;ES614;24;;32.65168;A
2019;ES614;25;;32.7328;A
2019;ES614;26;;39.42896;A
2019;ES614;27;;44.80032;A
2019;ES614;28;;30.33552;A
2019;ES614;29;;36.04032;A
2019;ES614;30;;17.27664;A
2019;ES614;31;;30.33552;A
2019;ES614;32;;23.55824;A
2019;ES614;33;;4.79456;A
2019;ES614;34;;12.48208;A
2019;ES614;35;;16.86208;A
2019;ES614;36;;14.87936;A
2019;ES614;37;;24.5496;A
2019;ES614;38;;16.3664;A
2019;ES614;39;;11.57184;A
2019;ES614;40;;;A
2019;ES614;41;;2.89296;A
2019;ES614;42;;13.47344;A
2019;ES614;43;;8.1832;A
2019;ES614;44;;8.1832;A
2019;ES614;45;;7.68752;A
2019;ES614;46;;7.19184;A
2019;ES614;47;;2.89296;A
2019;ES614;48;;5.78592;A
2019;ES614;49;;2.39728;A
2019;ES614;51;;2.39728;A
2019;ES614;56;;2.39728;A
2019;ES615;00;;1003.79841;A
2019;ES615;0;;5.05485;A
2019;ES615;1;;14.22552;A
2019;ES615;2;;23.39619;A
2019;ES615;3;;31.50793;A
2019;ES615;4;;21.39823;A
2019;ES615;5;;20.3393;A
2019;ES615;6;;37.62171;A
2019;ES615;7;;37.62171;A
2019;ES615;8;;32.56686;A
2019;ES615;9;;40.6786;A
2019;ES615;10;;59.95897;A
2019;ES615;11;;47.85131;A
2019;ES615;12;;53.96509;A
2019;ES615;13;;36.68268;A
2019;ES615;14;;24.45512;A
2019;ES615;15;;38.68064;A
2019;ES615;16;;48.91024;A
2019;ES615;17;;39.73957;A
2019;ES615;18;;27.51201;A
2019;ES615;19;;36.68268;A
2019;ES615;20;;29.50997;A
2019;ES615;21;;26.45308;A
2019;ES615;22;;21.39823;A
2019;ES615;23;;9.17067;A
2019;ES615;24;;9.17067;A
2019;ES615;25;;17.28241;A
2019;ES615;26;;12.22756;A
2019;ES615;27;;22.33726;A
2019;ES615;28;;8.11174;A
2019;ES615;29;;19.28037;A
2019;ES615;30;;13.16659;A
2019;ES615;31;;16.22348;A
2019;ES615;32;;24.33522;A
2019;ES615;33;;5.05485;A
2019;ES615;34;;16.22348;A
2019;ES615;35;;23.27629;A
2019;ES615;37;;13.16659;A
2019;ES615;38;;3.05689;A
2019;ES615;40;;9.17067;A
2019;ES615;41;;8.11174;A
2019;ES615;42;;3.05689;A
2019;ES615;46;;10.1097;A
2019;ES615;47;;5.05485;A
2019;ES616;00;;1181.24056;A
2019;ES616;0;;3.55202;A
2019;ES616;1;;26.88076;A
2019;ES616;2;;47.16928;A
2019;ES616;3;;22.81694;A
2019;ES616;4;;32.4494;A
2019;ES616;5;;19.77672;A
2019;ES616;6;;25.34536;A
2019;ES616;7;;46.1151;A
2019;ES616;8;;54.24274;A
2019;ES616;9;;30.914;A
2019;ES616;10;;52.70734;A
2019;ES616;11;;50.17892;A
2019;ES616;12;;21.79334;A
2019;ES616;13;;64.35642;A
2019;ES616;14;;31.9376;A
2019;ES616;15;;33.44242;A
2019;ES616;16;;36.99444;A
2019;ES616;17;;43.07488;A
2019;ES616;18;;40.03466;A
2019;ES616;19;;30.914;A
2019;ES616;20;;21.28154;A
2019;ES616;21;;28.38558;A
2019;ES616;22;;38.52984;A
2019;ES616;23;;9.63246;A
2019;ES616;24;;21.79334;A
2019;ES616;25;;39.55344;A
2019;ES616;26;;30.43278;A
2019;ES616;27;;37.02502;A
2019;ES616;28;;26.88076;A
2019;ES616;29;;27.39256;A
2019;ES616;30;;50.2095;A
