OBS_STATUS;PARQUES_TURISMO;TEMPORAL;RESITUR;INDICATOR;OBS_VALUE;FREQ
A;55136;2019;55698;PERNOCTACIONES;64245.939565498;A
A;55136;2019;55565;PERNOCTACIONES;43113.201218458;A
A;55136;2019;55697;PERNOCTACIONES;21132.73834704;A
A;55136;2018;55698;PERNOCTACIONES;67591.968989829;A
A;55136;2018;55565;PERNOCTACIONES;49411.138291869;A
A;55136;2018;55697;PERNOCTACIONES;18180.83069796;A
A;55136;2017;55698;PERNOCTACIONES;55778.787516731;A
A;55136;2017;55565;PERNOCTACIONES;41590.547880764;A
A;55136;2017;55697;PERNOCTACIONES;14188.239635967;A
A;55136;2016;55698;PERNOCTACIONES;48184.256884834;A
A;55136;2016;55565;PERNOCTACIONES;25388.026923531;A
A;55136;2016;55697;PERNOCTACIONES;22796.229961303;A
A;55136;2015;55698;PERNOCTACIONES;55023.122236646;A
A;55136;2015;55565;PERNOCTACIONES;33064.342762642;A
A;55136;2015;55697;PERNOCTACIONES;21958.779474004;A
A;55136;2014;55698;PERNOCTACIONES;41365.447154139;A
A;55136;2014;55565;PERNOCTACIONES;25904.336749395;A
A;55136;2014;55697;PERNOCTACIONES;15461.110404744;A
A;55136;2013;55698;PERNOCTACIONES;29409.443887607;A
A;55136;2013;55565;PERNOCTACIONES;21053.32284467;A
A;55136;2013;55697;PERNOCTACIONES;8356.121042937;A
A;55140;2019;55698;PERNOCTACIONES;24925.871559633;A
A;55140;2019;55565;PERNOCTACIONES;14938.084048535;A
A;55140;2019;55697;PERNOCTACIONES;9987.787511098;A
A;55140;2018;55698;PERNOCTACIONES;25670.166649416;A
A;55140;2018;55565;PERNOCTACIONES;15221.980629152;A
A;55140;2018;55697;PERNOCTACIONES;10448.186020264;A
A;55140;2017;55698;PERNOCTACIONES;25784.697250637;A
A;55140;2017;55565;PERNOCTACIONES;16242.929715407;A
A;55140;2017;55697;PERNOCTACIONES;9541.76753523;A
A;55140;2015;55698;PERNOCTACIONES;14977.511348425;A
A;55140;2015;55565;PERNOCTACIONES;12857.324432567;A
A;55140;2015;55697;PERNOCTACIONES;2120.186915858;A
A;55140;2014;55698;PERNOCTACIONES;23245.052631475;A
A;55140;2014;55565;PERNOCTACIONES;18230.270676617;A
A;55140;2014;55697;PERNOCTACIONES;5014.781954858;A
A;55140;2013;55698;PERNOCTACIONES;15596.287992843;A
A;55140;2013;55565;PERNOCTACIONES;13516.632106829;A
A;55140;2013;55697;PERNOCTACIONES;2079.655886014;A
A;55142;2020;55698;PERNOCTACIONES;32623.010634705;A
A;55142;2020;55565;PERNOCTACIONES;30457.93319705;A
A;55142;2020;55697;PERNOCTACIONES;2165.077437655;A
A;55142;2019;55698;PERNOCTACIONES;55709.948420558;A
A;55142;2019;55565;PERNOCTACIONES;45198.35541727;A
A;55142;2019;55697;PERNOCTACIONES;10511.593003288;A
A;55142;2018;55698;PERNOCTACIONES;56267.259969468;A
A;55142;2018;55565;PERNOCTACIONES;46781.878944577;A
A;55142;2018;55697;PERNOCTACIONES;9485.381024891;A
A;55142;2017;55698;PERNOCTACIONES;54006.577320591;A
A;55142;2017;55565;PERNOCTACIONES;41830.909740061;A
A;55142;2017;55697;PERNOCTACIONES;12175.66758053;A
A;55142;2016;55698;PERNOCTACIONES;52150.446483536;A
A;55142;2016;55565;PERNOCTACIONES;38045.215987476;A
A;55142;2016;55697;PERNOCTACIONES;14105.23049606;A
A;55142;2015;55698;PERNOCTACIONES;57558.063696253;A
A;55142;2015;55565;PERNOCTACIONES;44914.501816615;A
A;55142;2015;55697;PERNOCTACIONES;12643.561879638;A
A;55142;2014;55698;PERNOCTACIONES;46862.397417296;A
A;55142;2014;55565;PERNOCTACIONES;35801.164381485;A
A;55142;2014;55697;PERNOCTACIONES;11061.233035811;A
A;55142;2013;55698;PERNOCTACIONES;33190.902026164;A
A;55142;2013;55565;PERNOCTACIONES;27359.03501674;A
A;55142;2013;55697;PERNOCTACIONES;5831.867009424;A
A;55144;2020;55698;PERNOCTACIONES;41912.499764453;A
A;55144;2020;55565;PERNOCTACIONES;39743.362327009;A
A;55144;2020;55697;PERNOCTACIONES;2169.137437444;A
A;55144;2019;55698;PERNOCTACIONES;50042.952990386;A
A;55144;2019;55565;PERNOCTACIONES;47460.306410173;A
A;55144;2019;55697;PERNOCTACIONES;2582.646580213;A
A;55144;2018;55698;PERNOCTACIONES;46426.373226159;A
A;55144;2018;55565;PERNOCTACIONES;45323.821731135;A
A;55144;2018;55697;PERNOCTACIONES;1102.551495024;A
A;55144;2017;55698;PERNOCTACIONES;43355.683539706;A
A;55144;2017;55565;PERNOCTACIONES;41253.432046742;A
A;55144;2017;55697;PERNOCTACIONES;2102.251492964;A
A;55144;2016;55698;PERNOCTACIONES;43869.87407542;A
A;55144;2016;55565;PERNOCTACIONES;42411.175970431;A
A;55144;2016;55697;PERNOCTACIONES;1458.698104989;A
A;55144;2015;55698;PERNOCTACIONES;42420.84485772;A
A;55144;2015;55565;PERNOCTACIONES;41376.765429246;A
A;55144;2015;55697;PERNOCTACIONES;1044.079428474;A
A;55144;2014;55698;PERNOCTACIONES;32284.70120985;A
A;55144;2014;55565;PERNOCTACIONES;31723.711897106;A
A;55144;2014;55697;PERNOCTACIONES;560.989312744;A
A;55144;2013;55698;PERNOCTACIONES;39451.238374004;A
A;55144;2013;55565;PERNOCTACIONES;37586.614371415;A
A;55144;2013;55697;PERNOCTACIONES;1864.624002589;A
A;55145;2020;55698;PERNOCTACIONES;22426.741335515;A
A;55145;2020;55565;PERNOCTACIONES;22002.770198214;A
A;55145;2020;55697;PERNOCTACIONES;423.971137301;A
A;55145;2019;55698;PERNOCTACIONES;34766.94034677;A
A;55145;2019;55565;PERNOCTACIONES;27573.600062143;A
A;55145;2019;55697;PERNOCTACIONES;7193.340284627;A
A;55145;2018;55698;PERNOCTACIONES;40066.660064387;A
A;55145;2018;55565;PERNOCTACIONES;26892.907110997;A
A;55145;2018;55697;PERNOCTACIONES;13173.75295339;A
A;55145;2017;55698;PERNOCTACIONES;29770.599662032;A
A;55145;2017;55565;PERNOCTACIONES;23573.71181403;A
A;55145;2017;55697;PERNOCTACIONES;6196.887848002;A
A;55145;2016;55698;PERNOCTACIONES;25475.914324685;A
A;55145;2016;55565;PERNOCTACIONES;22626.849832937;A
A;55145;2016;55697;PERNOCTACIONES;2849.064491748;A
A;55145;2015;55698;PERNOCTACIONES;23482.418011739;A
A;55145;2015;55565;PERNOCTACIONES;22461.546189686;A
A;55145;2015;55697;PERNOCTACIONES;1020.871822053;A
A;55145;2014;55698;PERNOCTACIONES;27705.755007884;A
A;55145;2014;55565;PERNOCTACIONES;26933.862818744;A
A;55145;2014;55697;PERNOCTACIONES;771.89218914;A
A;55145;2013;55698;PERNOCTACIONES;23509.394336874;A
A;55145;2013;55565;PERNOCTACIONES;22231.01163079;A
A;55145;2013;55697;PERNOCTACIONES;1278.382706084;A
A;55146;2020;55698;PERNOCTACIONES;24056.390806695;A
A;55146;2020;55565;PERNOCTACIONES;22567.886413311;A
A;55146;2020;55697;PERNOCTACIONES;1488.504393384;A
A;55146;2019;55698;PERNOCTACIONES;57356.973054367;A
A;55146;2019;55565;PERNOCTACIONES;38544.179085505;A
A;55146;2019;55697;PERNOCTACIONES;18812.793968862;A
A;55146;2018;55698;PERNOCTACIONES;45824.114098512;A
A;55146;2018;55565;PERNOCTACIONES;22496.595636799;A
A;55146;2018;55697;PERNOCTACIONES;23327.518461713;A
A;55146;2017;55698;PERNOCTACIONES;43663.257381271;A
A;55146;2017;55565;PERNOCTACIONES;25946.655186261;A
A;55146;2017;55697;PERNOCTACIONES;17716.60219501;A
A;55146;2016;55698;PERNOCTACIONES;35893.789310896;A
A;55146;2016;55565;PERNOCTACIONES;21238.241276965;A
A;55146;2016;55697;PERNOCTACIONES;14655.548033931;A
A;55146;2015;55698;PERNOCTACIONES;35032.642695025;A
A;55146;2015;55565;PERNOCTACIONES;19286.242929053;A
A;55146;2015;55697;PERNOCTACIONES;15746.399765972;A
A;55146;2014;55698;PERNOCTACIONES;27914.693296837;A
A;55146;2014;55565;PERNOCTACIONES;19841.189205247;A
A;55146;2014;55697;PERNOCTACIONES;8073.50409159;A
A;55146;2013;55698;PERNOCTACIONES;26263.091289381;A
A;55146;2013;55565;PERNOCTACIONES;17649.501041242;A
A;55146;2013;55697;PERNOCTACIONES;8613.590248139;A
A;55147;2020;55698;PERNOCTACIONES;92800.087113625;A
A;55147;2020;55565;PERNOCTACIONES;64185.679972219;A
A;55147;2020;55697;PERNOCTACIONES;28614.407141406;A
A;55147;2019;55698;PERNOCTACIONES;279210.945022331;A
A;55147;2019;55565;PERNOCTACIONES;50675.130596288;A
A;55147;2019;55697;PERNOCTACIONES;228535.814426043;A
A;55147;2018;55698;PERNOCTACIONES;260880.81989131;A
A;55147;2018;55565;PERNOCTACIONES;27896.57285098;A
A;55147;2018;55697;PERNOCTACIONES;232984.24704033;A
A;55147;2017;55698;PERNOCTACIONES;233385.904243369;A
A;55147;2017;55565;PERNOCTACIONES;23882.824176856;A
A;55147;2017;55697;PERNOCTACIONES;209503.080066513;A
A;55147;2016;55698;PERNOCTACIONES;120978.994666032;A
A;55147;2016;55565;PERNOCTACIONES;18399.267117744;A
A;55147;2016;55697;PERNOCTACIONES;102579.727548288;A
A;55147;2015;55698;PERNOCTACIONES;68115.031964494;A
A;55147;2015;55565;PERNOCTACIONES;5836.343751946;A
A;55147;2015;55697;PERNOCTACIONES;62278.688212548;A
A;55147;2014;55698;PERNOCTACIONES;67688.11739267;A
A;55147;2014;55565;PERNOCTACIONES;10329.7007431;A
A;55147;2014;55697;PERNOCTACIONES;57358.41664957;A
A;55147;2013;55698;PERNOCTACIONES;52637.370491119;A
A;55147;2013;55565;PERNOCTACIONES;6363.958497194;A
A;55147;2013;55697;PERNOCTACIONES;46273.411993925;A
A;55148;2020;55698;PERNOCTACIONES;20849.525671448;A
A;55148;2020;55565;PERNOCTACIONES;19012.423201884;A
A;55148;2020;55697;PERNOCTACIONES;1837.102469564;A
A;55148;2019;55698;PERNOCTACIONES;38386.404577191;A
A;55148;2019;55565;PERNOCTACIONES;23328.501066596;A
A;55148;2019;55697;PERNOCTACIONES;15057.903510595;A
A;55148;2018;55698;PERNOCTACIONES;45523.55062067;A
A;55148;2018;55565;PERNOCTACIONES;29177.01682914;A
A;55148;2018;55697;PERNOCTACIONES;16346.53379153;A
A;55148;2017;55698;PERNOCTACIONES;41446.526367063;A
A;55148;2017;55565;PERNOCTACIONES;28315.55851668;A
A;55148;2017;55697;PERNOCTACIONES;13130.967850383;A
A;55148;2016;55698;PERNOCTACIONES;41591.372706852;A
A;55148;2016;55565;PERNOCTACIONES;29102.482766478;A
A;55148;2016;55697;PERNOCTACIONES;12488.889940374;A
A;55148;2015;55698;PERNOCTACIONES;40829.483370689;A
A;55148;2015;55565;PERNOCTACIONES;28735.642072179;A
A;55148;2015;55697;PERNOCTACIONES;12093.84129851;A
A;55148;2014;55698;PERNOCTACIONES;33344.471293334;A
A;55148;2014;55565;PERNOCTACIONES;23621.667859467;A
A;55148;2014;55697;PERNOCTACIONES;9722.803433867;A
A;55148;2013;55698;PERNOCTACIONES;27602.731891762;A
A;55148;2013;55565;PERNOCTACIONES;20662.228092038;A
A;55148;2013;55697;PERNOCTACIONES;6940.503799724;A
A;55149;2016;55698;PERNOCTACIONES;5524.136574045;A
A;55149;2016;55565;PERNOCTACIONES;5197.432870339;A
A;55149;2016;55697;PERNOCTACIONES;326.703703706;A
P;55537;2021;55698;PERNOCTACIONES;21058.772178232;A
P;55537;2021;55565;PERNOCTACIONES;17474.73425535;A
P;55537;2021;55697;PERNOCTACIONES;3584.037922882;A
P;55541;2021;55698;PERNOCTACIONES;115788.383066691;A
P;55541;2021;55565;PERNOCTACIONES;50057.509360687;A
P;55541;2021;55697;PERNOCTACIONES;65730.873706004;A
P;55125;2021;55698;PERNOCTACIONES;21098.942382892;A
P;55125;2021;55565;PERNOCTACIONES;18321.329402532;A
P;55125;2021;55697;PERNOCTACIONES;2777.61298036;A
P;55130;2021;55698;PERNOCTACIONES;32621.62059232;A
P;55130;2021;55565;PERNOCTACIONES;25650.996727186;A
P;55130;2021;55697;PERNOCTACIONES;6970.623865134;A
P;55136;2021;55698;PERNOCTACIONES;44934.097969515;A
P;55136;2021;55565;PERNOCTACIONES;40733.892115911;A
P;55136;2021;55697;PERNOCTACIONES;4200.205853604;A
P;55142;2021;55698;PERNOCTACIONES;45658.901739259;A
P;55142;2021;55565;PERNOCTACIONES;41947.822003793;A
P;55142;2021;55697;PERNOCTACIONES;3711.079735466;A
P;55144;2021;55698;PERNOCTACIONES;39831.808633848;A
P;55144;2021;55565;PERNOCTACIONES;39688.24842227;A
P;55144;2021;55697;PERNOCTACIONES;143.560211578;A
P;55145;2021;55698;PERNOCTACIONES;28823.80485258;A
P;55145;2021;55565;PERNOCTACIONES;27999.109522983;A
P;55145;2021;55697;PERNOCTACIONES;824.695329597;A
P;55146;2021;55698;PERNOCTACIONES;30081.800855263;A
P;55146;2021;55565;PERNOCTACIONES;26836.040706278;A
P;55146;2021;55697;PERNOCTACIONES;3245.760148985;A
P;55147;2021;55698;PERNOCTACIONES;144864.470730425;A
P;55147;2021;55565;PERNOCTACIONES;77082.321287736;A
P;55147;2021;55697;PERNOCTACIONES;67782.149442689;A
P;55148;2021;55698;PERNOCTACIONES;33683.014582437;A
P;55148;2021;55565;PERNOCTACIONES;28363.916641317;A
P;55148;2021;55697;PERNOCTACIONES;5319.09794112;A
A;55537;2020;55698;ESTANCIA_MEDIA;4.2443789421417195;A
A;55537;2020;55565;ESTANCIA_MEDIA;4.005078848266172;A
A;55537;2020;55697;ESTANCIA_MEDIA;6.790872675646106;A
A;55537;2019;55698;ESTANCIA_MEDIA;3.9615637919226088;A
A;55537;2019;55565;ESTANCIA_MEDIA;3.2306163651816733;A
A;55537;2019;55697;ESTANCIA_MEDIA;4.966297585434086;A
A;55537;2018;55698;ESTANCIA_MEDIA;3.2720809401814726;A
A;55537;2018;55565;ESTANCIA_MEDIA;2.844826390715708;A
A;55537;2018;55697;ESTANCIA_MEDIA;4.239602979394172;A
A;55537;2017;55698;ESTANCIA_MEDIA;3.2497669542326695;A
A;55537;2017;55565;ESTANCIA_MEDIA;2.937418495608709;A
A;55537;2017;55697;ESTANCIA_MEDIA;3.9535284664317993;A
A;55537;2016;55698;ESTANCIA_MEDIA;3.579614761975162;A
A;55537;2016;55565;ESTANCIA_MEDIA;3.074572593802747;A
A;55537;2016;55697;ESTANCIA_MEDIA;4.723963128278676;A
A;55537;2015;55698;ESTANCIA_MEDIA;3.9371124560002517;A
A;55537;2015;55565;ESTANCIA_MEDIA;3.586752787496035;A
A;55537;2015;55697;ESTANCIA_MEDIA;6.003233284755833;A
A;55537;2014;55698;ESTANCIA_MEDIA;4.552885861427361;A
A;55537;2014;55565;ESTANCIA_MEDIA;4.367385853339369;A
A;55537;2014;55697;ESTANCIA_MEDIA;5.2542121292023465;A
A;55537;2013;55698;ESTANCIA_MEDIA;3.8747876808943595;A
A;55537;2013;55565;ESTANCIA_MEDIA;4.006291427203395;A
A;55537;2013;55697;ESTANCIA_MEDIA;3.3797589188485797;A
A;55538;2016;55698;ESTANCIA_MEDIA;2.473270715794586;A
A;55538;2016;55565;ESTANCIA_MEDIA;2.2492172444347016;A
A;55538;2016;55697;ESTANCIA_MEDIA;3.458178927191488;A
A;55538;2015;55698;ESTANCIA_MEDIA;2.635758382715053;A
A;55538;2015;55565;ESTANCIA_MEDIA;2.436921593354536;A
A;55538;2015;55697;ESTANCIA_MEDIA;3.235586864188325;A
A;55538;2014;55698;ESTANCIA_MEDIA;2.723979718646424;A
A;55538;2014;55565;ESTANCIA_MEDIA;2.425519408239161;A
A;55538;2014;55697;ESTANCIA_MEDIA;3.522016755213238;A
A;55538;2013;55698;ESTANCIA_MEDIA;2.7118798802835116;A
A;55538;2013;55565;ESTANCIA_MEDIA;2.589482645762124;A
A;55538;2013;55697;ESTANCIA_MEDIA;2.9523968058976053;A
A;55541;2020;55698;ESTANCIA_MEDIA;7.101535463031659;A
A;55541;2020;55565;ESTANCIA_MEDIA;6.035712011893751;A
A;55541;2020;55697;ESTANCIA_MEDIA;10.305702909307616;A
A;55541;2019;55698;ESTANCIA_MEDIA;5.933398270968355;A
A;55541;2019;55565;ESTANCIA_MEDIA;3.731987610989783;A
A;55541;2019;55697;ESTANCIA_MEDIA;9.679709683073906;A
A;55541;2018;55698;ESTANCIA_MEDIA;8.030653468237118;A
A;55541;2018;55565;ESTANCIA_MEDIA;4.702425712743764;A
A;55541;2018;55697;ESTANCIA_MEDIA;9.037125726647226;A
A;55541;2017;55698;ESTANCIA_MEDIA;6.743977862885335;A
A;55541;2017;55565;ESTANCIA_MEDIA;3.6482908120503708;A
A;55541;2017;55697;ESTANCIA_MEDIA;7.826726722551367;A
A;55125;2020;55698;ESTANCIA_MEDIA;2.589505018817278;A
A;55125;2020;55565;ESTANCIA_MEDIA;2.582024676032485;A
A;55125;2020;55697;ESTANCIA_MEDIA;2.807439956722546;A
A;55125;2019;55698;ESTANCIA_MEDIA;2.567539931954777;A
A;55125;2019;55565;ESTANCIA_MEDIA;2.4930709118060026;A
A;55125;2019;55697;ESTANCIA_MEDIA;2.7949789285342193;A
A;55125;2018;55698;ESTANCIA_MEDIA;2.954333190722131;A
A;55125;2018;55565;ESTANCIA_MEDIA;2.4217203233389473;A
A;55125;2018;55697;ESTANCIA_MEDIA;3.829180522051993;A
A;55125;2017;55698;ESTANCIA_MEDIA;2.690706278987452;A
A;55125;2017;55565;ESTANCIA_MEDIA;2.442761812793124;A
A;55125;2017;55697;ESTANCIA_MEDIA;3.302736490736828;A
A;55125;2016;55698;ESTANCIA_MEDIA;2.717290830158657;A
A;55125;2016;55565;ESTANCIA_MEDIA;2.336964347794961;A
A;55125;2016;55697;ESTANCIA_MEDIA;3.5250379500200824;A
A;55125;2015;55698;ESTANCIA_MEDIA;2.8776893667729833;A
A;55125;2015;55565;ESTANCIA_MEDIA;2.272596463761327;A
A;55125;2015;55697;ESTANCIA_MEDIA;4.148340856372458;A
A;55125;2014;55698;ESTANCIA_MEDIA;2.4377742683443;A
A;55125;2014;55565;ESTANCIA_MEDIA;2.2326620952065004;A
A;55125;2014;55697;ESTANCIA_MEDIA;3.158013923949315;A
A;55125;2013;55698;ESTANCIA_MEDIA;2.726922682187931;A
A;55125;2013;55565;ESTANCIA_MEDIA;2.51164430635329;A
A;55125;2013;55697;ESTANCIA_MEDIA;3.4750747829289206;A
A;55128;2016;55698;ESTANCIA_MEDIA;4.939338092089833;A
A;55128;2016;55565;ESTANCIA_MEDIA;2.885282157128337;A
A;55128;2016;55697;ESTANCIA_MEDIA;6.488172802231757;A
A;55128;2015;55698;ESTANCIA_MEDIA;4.28396599900881;A
A;55128;2015;55565;ESTANCIA_MEDIA;2.5480724684659215;A
A;55128;2015;55697;ESTANCIA_MEDIA;6.4331986970738315;A
A;55128;2014;55698;ESTANCIA_MEDIA;4.808101867234294;A
A;55128;2014;55565;ESTANCIA_MEDIA;2.4364091370736336;A
A;55128;2014;55697;ESTANCIA_MEDIA;7.78235601130378;A
A;55128;2013;55698;ESTANCIA_MEDIA;3.4919920886417697;A
A;55128;2013;55565;ESTANCIA_MEDIA;2.4729013307808625;A
A;55128;2013;55697;ESTANCIA_MEDIA;6.709435181277878;A
A;55130;2020;55698;ESTANCIA_MEDIA;3.993910579950693;A
A;55130;2020;55565;ESTANCIA_MEDIA;3.794235950202185;A
A;55130;2020;55697;ESTANCIA_MEDIA;8.183053113292539;A
A;55130;2019;55698;ESTANCIA_MEDIA;3.4963885320070878;A
A;55130;2019;55565;ESTANCIA_MEDIA;2.8392513935902897;A
A;55130;2019;55697;ESTANCIA_MEDIA;4.460964372082749;A
A;55130;2018;55698;ESTANCIA_MEDIA;3.106424520200396;A
A;55130;2018;55565;ESTANCIA_MEDIA;2.712573813457125;A
A;55130;2018;55697;ESTANCIA_MEDIA;4.024333199305606;A
A;55130;2017;55698;ESTANCIA_MEDIA;3.3338186600199506;A
A;55130;2017;55565;ESTANCIA_MEDIA;2.547699493264826;A
A;55130;2017;55697;ESTANCIA_MEDIA;4.652434564861738;A
A;55130;2016;55698;ESTANCIA_MEDIA;3.344217216705143;A
A;55130;2016;55565;ESTANCIA_MEDIA;2.5735130815882896;A
A;55130;2016;55697;ESTANCIA_MEDIA;4.650696089545421;A
A;55130;2015;55698;ESTANCIA_MEDIA;3.905022321831208;A
A;55130;2015;55565;ESTANCIA_MEDIA;2.892760206709291;A
A;55130;2015;55697;ESTANCIA_MEDIA;6.479731043370663;A
A;55130;2014;55698;ESTANCIA_MEDIA;3.796200135445652;A
A;55130;2014;55565;ESTANCIA_MEDIA;2.7138061222175645;A
A;55130;2014;55697;ESTANCIA_MEDIA;5.6999897721042;A
A;55130;2013;55698;ESTANCIA_MEDIA;4.105328402985862;A
A;55130;2013;55565;ESTANCIA_MEDIA;2.5800051932826826;A
A;55130;2013;55697;ESTANCIA_MEDIA;6.308583451101884;A
A;55132;2013;55698;ESTANCIA_MEDIA;2.4581926163981245;A
A;55132;2013;55565;ESTANCIA_MEDIA;2.395856015763881;A
A;55132;2013;55697;ESTANCIA_MEDIA;2.5521128196930944;A
A;55133;2017;55698;ESTANCIA_MEDIA;3.216325105118723;A
A;55133;2017;55565;ESTANCIA_MEDIA;2.947430475149421;A
A;55133;2017;55697;ESTANCIA_MEDIA;3.9527789518443845;A
A;55133;2016;55698;ESTANCIA_MEDIA;4.011764346889043;A
A;55133;2016;55565;ESTANCIA_MEDIA;3.2706803618768285;A
A;55133;2016;55697;ESTANCIA_MEDIA;6.1089210152279145;A
A;55133;2015;55698;ESTANCIA_MEDIA;4.051855772920789;A
A;55133;2015;55565;ESTANCIA_MEDIA;3.711170137142103;A
A;55133;2015;55697;ESTANCIA_MEDIA;6.360522415258369;A
A;55133;2014;55698;ESTANCIA_MEDIA;4.94330766964316;A
A;55133;2014;55565;ESTANCIA_MEDIA;4.582160313780327;A
A;55133;2014;55697;ESTANCIA_MEDIA;6.760788879899837;A
A;55133;2013;55698;ESTANCIA_MEDIA;4.4249610532317325;A
A;55133;2013;55565;ESTANCIA_MEDIA;4.387534174521631;A
A;55133;2013;55697;ESTANCIA_MEDIA;4.660465843386921;A
A;55134;2013;55698;ESTANCIA_MEDIA;3.1024612293246183;A
A;55134;2013;55565;ESTANCIA_MEDIA;2.6767010006816423;A
A;55134;2013;55697;ESTANCIA_MEDIA;5.930039029632907;A
A;55136;2020;55698;ESTANCIA_MEDIA;2.9650658641973218;A
A;55136;2020;55565;ESTANCIA_MEDIA;3.0070848967556705;A
A;55136;2020;55697;ESTANCIA_MEDIA;2.3103086695630357;A
A;55136;2019;55698;ESTANCIA_MEDIA;2.9586455161037266;A
A;55136;2019;55565;ESTANCIA_MEDIA;2.8262535319952686;A
A;55136;2019;55697;ESTANCIA_MEDIA;3.2712687830387783;A
A;55136;2018;55698;ESTANCIA_MEDIA;2.999779832686631;A
A;55136;2018;55565;ESTANCIA_MEDIA;2.963732799716935;A
A;55136;2018;55697;ESTANCIA_MEDIA;3.102328347445756;A
A;55136;2017;55698;ESTANCIA_MEDIA;2.925511950309038;A
A;55136;2017;55565;ESTANCIA_MEDIA;2.5726888054448533;A
A;55136;2017;55697;ESTANCIA_MEDIA;4.8922352957071595;A
A;55136;2016;55698;ESTANCIA_MEDIA;3.2499328785164763;A
A;55136;2016;55565;ESTANCIA_MEDIA;2.3789636161776113;A
A;55136;2016;55697;ESTANCIA_MEDIA;5.487320893676753;A
A;55136;2015;55698;ESTANCIA_MEDIA;2.6415776265943633;A
A;55136;2015;55565;ESTANCIA_MEDIA;2.053902535689951;A
A;55136;2015;55697;ESTANCIA_MEDIA;4.641130798783635;A
A;55136;2014;55698;ESTANCIA_MEDIA;3.2573489393061594;A
A;55136;2014;55565;ESTANCIA_MEDIA;2.548347134774717;A
A;55136;2014;55697;ESTANCIA_MEDIA;6.101555270828487;A
A;55136;2013;55698;ESTANCIA_MEDIA;3.023335448777314;A
A;55136;2013;55565;ESTANCIA_MEDIA;2.5790753876457804;A
A;55136;2013;55697;ESTANCIA_MEDIA;5.341576721944535;A
A;55140;2019;55698;ESTANCIA_MEDIA;3.163881070601147;A
A;55140;2019;55565;ESTANCIA_MEDIA;2.755803872806557;A
A;55140;2019;55697;ESTANCIA_MEDIA;4.063929269805254;A
A;55140;2018;55698;ESTANCIA_MEDIA;3.3277263125079695;A
A;55140;2018;55565;ESTANCIA_MEDIA;2.8356832146526036;A
A;55140;2018;55697;ESTANCIA_MEDIA;4.45359042141789;A
A;55140;2017;55698;ESTANCIA_MEDIA;3.428905899080996;A
A;55140;2017;55565;ESTANCIA_MEDIA;3.226097375518524;A
A;55140;2017;55697;ESTANCIA_MEDIA;3.8398243299045416;A
A;55140;2015;55698;ESTANCIA_MEDIA;4.886654539544259;A
A;55140;2015;55565;ESTANCIA_MEDIA;4.328384452245255;A
A;55140;2015;55697;ESTANCIA_MEDIA;22.432195728032482;A
A;55140;2014;55698;ESTANCIA_MEDIA;3.3313707404014647;A
A;55140;2014;55565;ESTANCIA_MEDIA;2.9584339966040023;A
A;55140;2014;55697;ESTANCIA_MEDIA;6.1494191406801395;A
A;55140;2013;55698;ESTANCIA_MEDIA;5.560466311686081;A
A;55140;2013;55565;ESTANCIA_MEDIA;4.9502001531639195;A
A;55140;2013;55697;ESTANCIA_MEDIA;27.978617303744894;A
A;55142;2020;55698;ESTANCIA_MEDIA;2.6473430366087873;A
A;55142;2020;55565;ESTANCIA_MEDIA;2.615111931808983;A
A;55142;2020;55697;ESTANCIA_MEDIA;3.2026318492510435;A
A;55142;2019;55698;ESTANCIA_MEDIA;2.1537613707681897;A
A;55142;2019;55565;ESTANCIA_MEDIA;2.0017828275447203;A
A;55142;2019;55697;ESTANCIA_MEDIA;3.1976363426315815;A
A;55142;2018;55698;ESTANCIA_MEDIA;2.2364281836446556;A
A;55142;2018;55565;ESTANCIA_MEDIA;2.0975142185866504;A
A;55142;2018;55697;ESTANCIA_MEDIA;3.321276081610531;A
A;55142;2017;55698;ESTANCIA_MEDIA;2.5749154286298657;A
A;55142;2017;55565;ESTANCIA_MEDIA;2.407377069632527;A
A;55142;2017;55697;ESTANCIA_MEDIA;3.3840271769356347;A
A;55142;2016;55698;ESTANCIA_MEDIA;2.4702450901638873;A
A;55142;2016;55565;ESTANCIA_MEDIA;2.238195923162836;A
A;55142;2016;55697;ESTANCIA_MEDIA;3.429188989492368;A
A;55142;2015;55698;ESTANCIA_MEDIA;2.3302855295369618;A
A;55142;2015;55565;ESTANCIA_MEDIA;2.17412604837732;A
A;55142;2015;55697;ESTANCIA_MEDIA;3.128542811069061;A
A;55142;2014;55698;ESTANCIA_MEDIA;2.413058179679347;A
A;55142;2014;55565;ESTANCIA_MEDIA;2.139427937065048;A
A;55142;2014;55697;ESTANCIA_MEDIA;4.117576806288982;A
A;55142;2013;55698;ESTANCIA_MEDIA;2.4880054470857607;A
A;55142;2013;55565;ESTANCIA_MEDIA;2.2280507342247993;A
A;55142;2013;55697;ESTANCIA_MEDIA;5.496542636285145;A
A;55144;2020;55698;ESTANCIA_MEDIA;2.964245502053702;A
A;55144;2020;55565;ESTANCIA_MEDIA;2.8888566740291495;A
A;55144;2020;55697;ESTANCIA_MEDIA;5.680196049114585;A
A;55144;2019;55698;ESTANCIA_MEDIA;2.5647127061143853;A
A;55144;2019;55565;ESTANCIA_MEDIA;2.583435517635651;A
A;55144;2019;55697;ESTANCIA_MEDIA;2.2632880171029153;A
A;55144;2018;55698;ESTANCIA_MEDIA;2.534407565601396;A
