OBS_STATUS;TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
A;ES618;2016;PLAZ_MEDI_ESTI;1081.8857683;A
A;ES618;2015;PLAZ_MEDI_ESTI;1130.7854443;A
A;ES618;2014;PLAZ_MEDI_ESTI;1199.4319282;A
A;ES618;2013;PLAZ_MEDI_ESTI;1060.2103417;A
A;ES61;2020;PLAZ_MEDI_ESTI;15901.098895136;A
A;ES61;2019;PLAZ_MEDI_ESTI;20553.313322506;A
A;ES61;2018;PLAZ_MEDI_ESTI;18585.30226611;A
A;ES61;2017;PLAZ_MEDI_ESTI;16923.93092733;A
A;ES61;2016;PLAZ_MEDI_ESTI;14098.81929;A
A;ES61;2015;PLAZ_MEDI_ESTI;13167.95100121;A
A;ES61;2014;PLAZ_MEDI_ESTI;13167.74299467;A
A;ES61;2013;PLAZ_MEDI_ESTI;12563.31899234;A
P;ES611;2021;PLAZ_MEDI_ESTI;1063.937535663;A
P;ES612;2021;PLAZ_MEDI_ESTI;854.317228555;A
P;ES613;2021;PLAZ_MEDI_ESTI;1940.179691392;A
P;ES614;2021;PLAZ_MEDI_ESTI;1382.314904565;A
P;ES615;2021;PLAZ_MEDI_ESTI;985.948802556;A
P;ES616;2021;PLAZ_MEDI_ESTI;1655.792309962;A
P;ES617;2021;PLAZ_MEDI_ESTI;9039.143580574;A
P;ES618;2021;PLAZ_MEDI_ESTI;1555.300363619;A
P;ES61;2021;PLAZ_MEDI_ESTI;18476.934416886;A
A;ES611;2020;HABI_MEDI_ESTI;358.039478006;A
A;ES611;2019;HABI_MEDI_ESTI;466.580618514;A
A;ES611;2018;HABI_MEDI_ESTI;429.75423184;A
A;ES611;2017;HABI_MEDI_ESTI;403.392663;A
A;ES611;2016;HABI_MEDI_ESTI;361.68305201;A
A;ES611;2015;HABI_MEDI_ESTI;322.03191636;A
A;ES611;2014;HABI_MEDI_ESTI;311.32518768;A
A;ES611;2013;HABI_MEDI_ESTI;333.87915143;A
A;ES612;2020;HABI_MEDI_ESTI;297.891383667;A
A;ES612;2019;HABI_MEDI_ESTI;468.394653589;A
A;ES612;2018;HABI_MEDI_ESTI;454.04670259;A
A;ES612;2017;HABI_MEDI_ESTI;447.5161897;A
A;ES612;2016;HABI_MEDI_ESTI;428.69295106;A
A;ES612;2015;HABI_MEDI_ESTI;468.63273148;A
A;ES612;2014;HABI_MEDI_ESTI;493.07092947;A
A;ES612;2013;HABI_MEDI_ESTI;497.88402954;A
A;ES613;2020;HABI_MEDI_ESTI;981.826713424;A
