TEMPORAL;CNAE09;TERRITORIO;EPD_TAMANOEMPRESA;INDICATOR;OBS_VALUE;FREQ
2015;6949;ES61;38434;PCT_SERV_WEB_PRES_LA_EMPR_B;72.92721757635509;A
2016;6949;ES61;38434;PCT_SERV_WEB_PRES_LA_EMPR_B;77.34255544622182;A
2017;6949;ES61;38434;PCT_SERV_WEB_PRES_LA_EMPR_B;78.2619156813626;A
2018;6949;ES61;38434;PCT_SERV_WEB_PRES_LA_EMPR_B;75.76945858628083;A
2019;6949;ES61;38434;PCT_SERV_WEB_PRES_LA_EMPR_B;76.14716770803118;A
2020;6949;ES61;38434;PCT_SERV_WEB_PRES_LA_EMPR_B;70.79855563747051;A
2021;6949;ES61;38434;PCT_SERV_WEB_PRES_LA_EMPR_B;69.24834132718472;A
2015;6949;ES61;38434;PCT_SERV_WEB_RECE_PEDI_O_RESE_ONLI_B;15.208896602657045;A
2016;6949;ES61;38434;PCT_SERV_WEB_RECE_PEDI_O_RESE_ONLI_B;17.78547613775821;A
2017;6949;ES61;38434;PCT_SERV_WEB_RECE_PEDI_O_RESE_ONLI_B;16.977691029929797;A
2018;6949;ES61;38434;PCT_SERV_WEB_RECE_PEDI_O_RESE_ONLI_B;14.077316661837841;A
2019;6949;ES61;38434;PCT_SERV_WEB_RECE_PEDI_O_RESE_ONLI_B;14.009822131918098;A
2020;6949;ES61;38434;PCT_SERV_WEB_RECE_PEDI_O_RESE_ONLI_B;14.652939016706496;A
2021;6949;ES61;38434;PCT_SERV_WEB_RECE_PEDI_O_RESE_ONLI_B;16.55277517590996;A
2009;6949;ES61;38434;PCT_SERV_WEB_ACCE_CATA_PROD_O_LIST_PREC_B;50.1644883044735;A
2010;6949;ES61;38434;PCT_SERV_WEB_ACCE_CATA_PROD_O_LIST_PREC_B;42.987131430974685;A
2011;6949;ES61;38434;PCT_SERV_WEB_ACCE_CATA_PROD_O_LIST_PREC_B;50.41365536345444;A
2012;6949;ES61;38434;PCT_SERV_WEB_ACCE_CATA_PROD_O_LIST_PREC_B;44.37095694410312;A
2013;6949;ES61;38434;PCT_SERV_WEB_ACCE_CATA_PROD_O_LIST_PREC_B;50.21848738692438;A
2014;6949;ES61;38434;PCT_SERV_WEB_ACCE_CATA_PROD_O_LIST_PREC_B;35.669047298207786;A
2015;6949;ES61;38434;PCT_SERV_WEB_ACCE_CATA_PROD_O_LIST_PREC_B;33.90645380813921;A
2016;6949;ES61;38434;PCT_SERV_WEB_ACCE_CATA_PROD_O_LIST_PREC_B;54.258582527636975;A
2017;6949;ES61;38434;PCT_SERV_WEB_ACCE_CATA_PROD_O_LIST_PREC_B;50.293928701555224;A
2018;6949;ES61;38434;PCT_SERV_WEB_ACCE_CATA_PROD_O_LIST_PREC_B;35.67433028783865;A
2019;6949;ES61;38434;PCT_SERV_WEB_ACCE_CATA_PROD_O_LIST_PREC_B;40.334742796906575;A
2020;6949;ES61;38434;PCT_SERV_WEB_ACCE_CATA_PROD_O_LIST_PREC_B;42.83302532330333;A
2021;6949;ES61;38434;PCT_SERV_WEB_ACCE_CATA_PROD_O_LIST_PREC_B;40.48140091618989;A
2009;6949;ES61;38434;PCT_SERV_WEB_POSI_PERS_O_DISE_LOS_PROD_PART_LOS_CLIE_B;4.224805613899526;A
2010;6949;ES61;38434;PCT_SERV_WEB_POSI_PERS_O_DISE_LOS_PROD_PART_LOS_CLIE_B;7.845497127011774;A
2011;6949;ES61;38434;PCT_SERV_WEB_POSI_PERS_O_DISE_LOS_PROD_PART_LOS_CLIE_B;7.569274296299076;A
2012;6949;ES61;38434;PCT_SERV_WEB_POSI_PERS_O_DISE_LOS_PROD_PART_LOS_CLIE_B;3.691933309708307;A
2013;6949;ES61;38434;PCT_SERV_WEB_POSI_PERS_O_DISE_LOS_PROD_PART_LOS_CLIE_B;12.831305599939402;A
2014;6949;ES61;38434;PCT_SERV_WEB_POSI_PERS_O_DISE_LOS_PROD_PART_LOS_CLIE_B;6.485456330490693;A
2015;6949;ES61;38434;PCT_SERV_WEB_POSI_PERS_O_DISE_LOS_PROD_PART_LOS_CLIE_B;4.868957107000371;A
2016;6949;ES61;38434;PCT_SERV_WEB_POSI_PERS_O_DISE_LOS_PROD_PART_LOS_CLIE_B;5.868792973624659;A
2017;6949;ES61;38434;PCT_SERV_WEB_POSI_PERS_O_DISE_LOS_PROD_PART_LOS_CLIE_B;8.071146624829318;A
2018;6949;ES61;38434;PCT_SERV_WEB_POSI_PERS_O_DISE_LOS_PROD_PART_LOS_CLIE_B;6.977535224171919;A
2019;6949;ES61;38434;PCT_SERV_WEB_POSI_PERS_O_DISE_LOS_PROD_PART_LOS_CLIE_B;6.2902765657711885;A
2020;6949;ES61;38434;PCT_SERV_WEB_POSI_PERS_O_DISE_LOS_PROD_PART_LOS_CLIE_B;2.4251088559132112;A
2021;6949;ES61;38434;PCT_SERV_WEB_POSI_PERS_O_DISE_LOS_PROD_PART_LOS_CLIE_B;2.0923802414025907;A
2009;6949;ES61;38434;PCT_SERV_WEB_SEGU_ONLI_PEDI_B;5.951814269379634;A
2010;6949;ES61;38434;PCT_SERV_WEB_SEGU_ONLI_PEDI_B;12.093361797233799;A
2011;6949;ES61;38434;PCT_SERV_WEB_SEGU_ONLI_PEDI_B;5.272784216969727;A
2012;6949;ES61;38434;PCT_SERV_WEB_SEGU_ONLI_PEDI_B;11.605649594406508;A
2013;6949;ES61;38434;PCT_SERV_WEB_SEGU_ONLI_PEDI_B;7.446433817425575;A
2014;6949;ES61;38434;PCT_SERV_WEB_SEGU_ONLI_PEDI_B;7.688605694265309;A
2015;6949;ES61;38434;PCT_SERV_WEB_SEGU_ONLI_PEDI_B;11.16123431574865;A
2016;6949;ES61;38434;PCT_SERV_WEB_SEGU_ONLI_PEDI_B;9.716699556856122;A
2017;6949;ES61;38434;PCT_SERV_WEB_SEGU_ONLI_PEDI_B;9.30305122884525;A
2018;6949;ES61;38434;PCT_SERV_WEB_SEGU_ONLI_PEDI_B;6.475437107194727;A
2019;6949;ES61;38434;PCT_SERV_WEB_SEGU_ONLI_PEDI_B;11.145859789550883;A
2020;6949;ES61;38434;PCT_SERV_WEB_SEGU_ONLI_PEDI_B;7.3077493105936;A
2021;6949;ES61;38434;PCT_SERV_WEB_SEGU_ONLI_PEDI_B;6.665644972909858;A
2009;6949;ES61;38434;PCT_SERV_WEB_PERS_LA_PAGI_WEB_USUA_HABI_B;1.7047919951877537;A
2010;6949;ES61;38434;PCT_SERV_WEB_PERS_LA_PAGI_WEB_USUA_HABI_B;4.3996319988031125;A
2011;6949;ES61;38434;PCT_SERV_WEB_PERS_LA_PAGI_WEB_USUA_HABI_B;7.057091561215374;A
2012;6949;ES61;38434;PCT_SERV_WEB_PERS_LA_PAGI_WEB_USUA_HABI_B;4.34811723569882;A
2013;6949;ES61;38434;PCT_SERV_WEB_PERS_LA_PAGI_WEB_USUA_HABI_B;11.481064255452177;A
2014;6949;ES61;38434;PCT_SERV_WEB_PERS_LA_PAGI_WEB_USUA_HABI_B;8.741602017440853;A
2015;6949;ES61;38434;PCT_SERV_WEB_PERS_LA_PAGI_WEB_USUA_HABI_B;7.875869614152746;A
2016;6949;ES61;38434;PCT_SERV_WEB_PERS_LA_PAGI_WEB_USUA_HABI_B;7.630954518928784;A
2017;6949;ES61;38434;PCT_SERV_WEB_PERS_LA_PAGI_WEB_USUA_HABI_B;3.944524645477033;A
2018;6949;ES61;38434;PCT_SERV_WEB_PERS_LA_PAGI_WEB_USUA_HABI_B;2.214282300172038;A
2019;6949;ES61;38434;PCT_SERV_WEB_PERS_LA_PAGI_WEB_USUA_HABI_B;8.91813854162901;A
2020;6949;ES61;38434;PCT_SERV_WEB_PERS_LA_PAGI_WEB_USUA_HABI_B;4.179204185126024;A
2021;6949;ES61;38434;PCT_SERV_WEB_PERS_LA_PAGI_WEB_USUA_HABI_B;1.863172900241403;A
2014;6949;ES61;38434;PCT_SERV_WEB_VINC_O_REFE_LOS_PERF_LA_EMPR_MEDI_SOCI_B;34.298419542995745;A
2015;6949;ES61;38434;PCT_SERV_WEB_VINC_O_REFE_LOS_PERF_LA_EMPR_MEDI_SOCI_B;29.08957709967794;A
2016;6949;ES61;38434;PCT_SERV_WEB_VINC_O_REFE_LOS_PERF_LA_EMPR_MEDI_SOCI_B;56.066365409440024;A
2017;6949;ES61;38434;PCT_SERV_WEB_VINC_O_REFE_LOS_PERF_LA_EMPR_MEDI_SOCI_B;49.78274486637695;A
2018;6949;ES61;38434;PCT_SERV_WEB_VINC_O_REFE_LOS_PERF_LA_EMPR_MEDI_SOCI_B;51.474925908462424;A
2019;6949;ES61;38434;PCT_SERV_WEB_VINC_O_REFE_LOS_PERF_LA_EMPR_MEDI_SOCI_B;49.252563954580445;A
2020;6949;ES61;38434;PCT_SERV_WEB_VINC_O_REFE_LOS_PERF_LA_EMPR_MEDI_SOCI_B;48.88473151035025;A
2021;6949;ES61;38434;PCT_SERV_WEB_VINC_O_REFE_LOS_PERF_LA_EMPR_MEDI_SOCI_B;39.62718194219717;A
2009;6949;ES61;38434;PCT_SERV_WEB_DECL_POLI_INTI_O_CERT_RELA_CON_LA_SEGU_DEL_SITI_WEB_B;24.82128220010336;A
2010;6949;ES61;38434;PCT_SERV_WEB_DECL_POLI_INTI_O_CERT_RELA_CON_LA_SEGU_DEL_SITI_WEB_B;31.640555048744528;A
2011;6949;ES61;38434;PCT_SERV_WEB_DECL_POLI_INTI_O_CERT_RELA_CON_LA_SEGU_DEL_SITI_WEB_B;40.02770734975745;A
2012;6949;ES61;38434;PCT_SERV_WEB_DECL_POLI_INTI_O_CERT_RELA_CON_LA_SEGU_DEL_SITI_WEB_B;40.58017890823103;A
2013;6949;ES61;38434;PCT_SERV_WEB_DECL_POLI_INTI_O_CERT_RELA_CON_LA_SEGU_DEL_SITI_WEB_B;56.31653869709358;A
2014;6949;ES61;38434;PCT_SERV_WEB_DECL_POLI_INTI_O_CERT_RELA_CON_LA_SEGU_DEL_SITI_WEB_B;43.798486919360116;A
2015;6949;ES61;38434;PCT_SERV_WEB_DECL_POLI_INTI_O_CERT_RELA_CON_LA_SEGU_DEL_SITI_WEB_B;49.319877634137335;A
2016;6949;ES61;38434;PCT_SERV_WEB_DECL_POLI_INTI_O_CERT_RELA_CON_LA_SEGU_DEL_SITI_WEB_B;63.435053516992255;A
2017;6949;ES61;38434;PCT_SERV_WEB_DECL_POLI_INTI_O_CERT_RELA_CON_LA_SEGU_DEL_SITI_WEB_B;63.23239618027514;A
2018;6949;ES61;38434;PCT_SERV_WEB_DECL_POLI_INTI_O_CERT_RELA_CON_LA_SEGU_DEL_SITI_WEB_B;55.93385786016265;A
2019;6949;ES61;38434;PCT_SERV_WEB_DECL_POLI_INTI_O_CERT_RELA_CON_LA_SEGU_DEL_SITI_WEB_B;69.84505481221618;A
2020;6949;ES61;38434;PCT_SERV_WEB_DECL_POLI_INTI_O_CERT_RELA_CON_LA_SEGU_DEL_SITI_WEB_B;59.40675228953537;A
2021;6949;ES61;38434;PCT_SERV_WEB_DECL_POLI_INTI_O_CERT_RELA_CON_LA_SEGU_DEL_SITI_WEB_B;57.3512739543874;A
2009;6949;ES61;38434;PCT_SERV_WEB_ANUN_OFER_TRAB_O_RECE_SOLI_TRAB_ONLI_B;6.378776504140291;A
2010;6949;ES61;38434;PCT_SERV_WEB_ANUN_OFER_TRAB_O_RECE_SOLI_TRAB_ONLI_B;14.059442414359452;A
2011;6949;ES61;38434;PCT_SERV_WEB_ANUN_OFER_TRAB_O_RECE_SOLI_TRAB_ONLI_B;13.559212307512238;A
2012;6949;ES61;38434;PCT_SERV_WEB_ANUN_OFER_TRAB_O_RECE_SOLI_TRAB_ONLI_B;5.2583701530992135;A
2013;6949;ES61;38434;PCT_SERV_WEB_ANUN_OFER_TRAB_O_RECE_SOLI_TRAB_ONLI_B;11.887184664312867;A
2014;6949;ES61;38434;PCT_SERV_WEB_ANUN_OFER_TRAB_O_RECE_SOLI_TRAB_ONLI_B;6.3045026661789905;A
2015;6949;ES61;38434;PCT_SERV_WEB_ANUN_OFER_TRAB_O_RECE_SOLI_TRAB_ONLI_B;3.6403305285524836;A
2016;6949;ES61;38434;PCT_SERV_WEB_ANUN_OFER_TRAB_O_RECE_SOLI_TRAB_ONLI_B;9.580635027267508;A
2017;6949;ES61;38434;PCT_SERV_WEB_ANUN_OFER_TRAB_O_RECE_SOLI_TRAB_ONLI_B;3.0104580343842664;A
2018;6949;ES61;38434;PCT_SERV_WEB_ANUN_OFER_TRAB_O_RECE_SOLI_TRAB_ONLI_B;8.939167700561404;A
2019;6949;ES61;38434;PCT_SERV_WEB_ANUN_OFER_TRAB_O_RECE_SOLI_TRAB_ONLI_B;5.80493924237546;A
2020;6949;ES61;38434;PCT_SERV_WEB_ANUN_OFER_TRAB_O_RECE_SOLI_TRAB_ONLI_B;0.8234367733252632;A
2021;6949;ES61;38434;PCT_SERV_WEB_ANUN_OFER_TRAB_O_RECE_SOLI_TRAB_ONLI_B;5.994397147806563;A
2014;6949;ES61;38434;PCT_SERV_WEB_POSI_ENVI_ELEC_HOJA_RECL_B;24.505746241361386;A
2015;6949;ES61;38434;PCT_SERV_WEB_POSI_ENVI_ELEC_HOJA_RECL_B;18.175712040800523;A
2016;6949;ES61;38434;PCT_SERV_WEB_POSI_ENVI_ELEC_HOJA_RECL_B;30.923726288971803;A
2017;6949;ES61;38434;PCT_SERV_WEB_POSI_ENVI_ELEC_HOJA_RECL_B;15.785162104225222;A
2018;6949;ES61;38434;PCT_SERV_WEB_POSI_ENVI_ELEC_HOJA_RECL_B;22.920924094591328;A
2019;6949;ES61;38434;PCT_SERV_WEB_POSI_ENVI_ELEC_HOJA_RECL_B;29.876055036488225;A
2020;6949;ES61;38434;PCT_SERV_WEB_POSI_ENVI_ELEC_HOJA_RECL_B;21.213371506159394;A
2021;6949;ES61;38434;PCT_SERV_WEB_POSI_ENVI_ELEC_HOJA_RECL_B;15.378838769617229;A
2009;6949;ES61;38434;PCT_SERV_WEB_REAL_PEDI_O_RESE_ONLI_B;14.622021077123263;A
2010;6949;ES61;38434;PCT_SERV_WEB_REAL_PEDI_O_RESE_ONLI_B;8.884470237833824;A
2011;6949;ES61;38434;PCT_SERV_WEB_REAL_PEDI_O_RESE_ONLI_B;17.922979650465013;A
2012;6949;ES61;38434;PCT_SERV_WEB_REAL_PEDI_O_RESE_ONLI_B;14.131145668650436;A
2013;6949;ES61;38434;PCT_SERV_WEB_REAL_PEDI_O_RESE_ONLI_B;15.58993493594726;A
2014;6949;ES61;38434;PCT_SERV_WEB_REAL_PEDI_O_RESE_ONLI_B;11.519433268523688;A
2009;6949;ES61;38434;PCT_SERV_WEB_PAGO_ONLI_B;3.3307033634417107;A
2010;6949;ES61;38434;PCT_SERV_WEB_PAGO_ONLI_B;4.27794799514474;A
2011;6949;ES61;38434;PCT_SERV_WEB_PAGO_ONLI_B;2.9515289902469934;A
2012;6949;ES61;38434;PCT_SERV_WEB_PAGO_ONLI_B;8.486396911537481;A
2013;6949;ES61;38434;PCT_SERV_WEB_PAGO_ONLI_B;6.643989560514549;A
2019;6949;ES61;38434;PCT_EMPR_QUE_UTIL_INFO_ACER_DEL_COMP_VISI_SU_PAGI_WEB_A;6.501319249957136;A
2010;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_BUSC_INFO_A;93.3913345388207;A
2011;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_BUSC_INFO_A;93.08835274840432;A
2012;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_BUSC_INFO_A;94.56722034798085;A
2013;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_BUSC_INFO_A;98.18682859923878;A
2014;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_BUSC_INFO_A;96.54211100004521;A
2010;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_OBTE_SERV_BANC_Y_FINA_A;65.4197370040788;A
2011;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_OBTE_SERV_BANC_Y_FINA_A;72.58623569628256;A
2012;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_OBTE_SERV_BANC_Y_FINA_A;78.07984851309239;A
2013;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_OBTE_SERV_BANC_Y_FINA_A;70.51908763200184;A
2014;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_OBTE_SERV_BANC_Y_FINA_A;73.9317162361049;A
2010;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_FORM_Y_APRE_A;39.24492831843502;A
2011;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_FORM_Y_APRE_A;38.51470890729472;A
2012;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_FORM_Y_APRE_A;37.576245164029935;A
2013;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_FORM_Y_APRE_A;33.8163458488736;A
2014;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_FORM_Y_APRE_A;39.22272843716879;A
2010;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_OBSE_EL_COMP_DEL_MERC_A;33.601335258759576;A
2011;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_OBSE_EL_COMP_DEL_MERC_A;33.831899298598174;A
2012;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_OBSE_EL_COMP_DEL_MERC_A;39.205829278615745;A
2013;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_OBSE_EL_COMP_DEL_MERC_A;38.35049679952402;A
2014;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_OBSE_EL_COMP_DEL_MERC_A;44.358326510314896;A
2010;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_OBTE_SERV_POSV_A;31.55019196124684;A
2011;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_OBTE_SERV_POSV_A;34.168029917163096;A
2012;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_OBTE_SERV_POSV_A;37.020196141139245;A
2013;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_OBTE_SERV_POSV_A;35.771910813018096;A
2014;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_OBTE_SERV_POSV_A;47.766989315906585;A
2010;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_COMO_PLAT_COMU_EMA_VOIP_A;77.36264274506011;A
2011;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_COMO_PLAT_COMU_EMA_VOIP_A;79.82558282014267;A
2012;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_COMO_PLAT_COMU_EMA_VOIP_A;79.24066473872757;A
2013;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_COMO_PLAT_COMU_EMA_VOIP_A;84.02792121820526;A
2014;6949;ES61;38434;PCT_EMPR_CON_CONE_INTE_QUE_COMO_USUA_SERV_INTE_LO_UTIL_PARA_COMO_PLAT_COMU_EMA_VOIP_A;81.21267222889176;A
2012;6949;ES61;38434;PCT_EMPR_QUE_CONS_QUE_ALGU_LOS_SIGU_OBST_LIMI_O_IMPI_EL_USO_CONE_MOVI_INTE_PROB_CONE;11.589317783901748;A
2012;6949;ES61;38434;PCT_EMPR_QUE_CONS_QUE_ALGU_LOS_SIGU_OBST_LIMI_O_IMPI_EL_USO_CONE_MOVI_INTE_COST_ELEV_LA_CONT_O_EL_USO_INTE_MEDI_TELE_MOVI;18.14411310779204;A
2012;6949;ES61;38434;PCT_EMPR_QUE_CONS_QUE_ALGU_LOS_SIGU_OBST_LIMI_O_IMPI_EL_USO_CONE_MOVI_INTE_PROB_RELA_CON_LA_SEGU_REV_DEST_O_CORR_LA_INFO;5.817755270844348;A
2012;6949;ES61;38434;PCT_EMPR_QUE_CONS_QUE_ALGU_LOS_SIGU_OBST_LIMI_O_IMPI_EL_USO_CONE_MOVI_INTE_PROB_TECN_O_ELEV_COST_LA_INTE_LA_CONE_MOVI_INTE_LOS_PROG_UTIL_LA_EMPR;7.217785250380443;A
2012;6949;ES61;38434;PCT_EMPR_QUE_CONS_QUE_ALGU_LOS_SIGU_OBST_LIMI_O_IMPI_EL_USO_CONE_MOVI_INTE_OTRO_PROB;6.3619852142242515;A
2012;6949;ES61;38434;PCT_EMPR_QUE_CONS_QUE_ALGU_LOS_SIGU_OBST_LIMI_O_IMPI_EL_USO_CONE_MOVI_INTE_LIMI_O_NULA_NECE_UNA_CONE_MOVI_INTE_USO_EMPR;42.57327861399397;A
2020;6949;ES61;38434;PCTDE_EMPR_QUE_TIEN_UN_SERV_CHAT_LOS_CONT_CON_LOS_CLIE_A;6.39305832595942;A
2020;6949;ES61;38434;PCTDE_EMPR_QUE_TIEN_UN_SERV_CHAT_DOND_UNA_PERS_CONT_LOS_CLIE_A;6.351379685575351;A
2020;6949;ES61;38434;PCTDE_EMPR_QUE_TIEN_UN_CHAT_O_AGEN_VIRT_QUE_CONT_LOS_CLIE_A;0.1445895539602492;A
