D_TEMPORAL_0;D_SEXO_0;D_MCVL_TIPRELACIONSS_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
2006;3689;55181;2352;Población;226050.0;A
2006;3689;55181;2402;Población;399550.0;A
2006;3689;55181;2482;Población;277350.0;A
2006;3689;55181;2713;Población;307625.0;A
2006;3689;55181;2797;Población;180750.0;A
2006;3689;55181;2911;Población;237175.0;A
2006;3689;55181;3023;Población;501900.0;A
2006;3689;55181;3142;Población;639825.0;A
2006;3689;55181;3143;Población;2770225.0;A
2006;3689;55182;2352;Población;182650.0;A
2006;3689;55182;2402;Población;303875.0;A
2006;3689;55182;2482;Población;206100.0;A
2006;3689;55182;2713;Población;226450.0;A
2006;3689;55182;2797;Población;136575.0;A
2006;3689;55182;2911;Población;167475.0;A
2006;3689;55182;3023;Población;392000.0;A
2006;3689;55182;3142;Población;488300.0;A
2006;3689;55182;3143;Población;2103425.0;A
2006;3689;55183;2352;Población;39600.0;A
2006;3689;55183;2402;Población;84950.0;A
2006;3689;55183;2482;Población;66250.0;A
2006;3689;55183;2713;Población;74475.0;A
2006;3689;55183;2797;Población;39325.0;A
2006;3689;55183;2911;Población;64050.0;A
2006;3689;55183;3023;Población;100050.0;A
2006;3689;55183;3142;Población;135875.0;A
2006;3689;55183;3143;Población;604575.0;A
2006;3689;55184;2352;Población;3800.0;A
2006;3689;55184;2402;Población;10725.0;A
2006;3689;55184;2482;Población;5000.0;A
2006;3689;55184;2713;Población;6700.0;A
2006;3689;55184;2797;Población;4850.0;A
2006;3689;55184;2911;Población;5650.0;A
2006;3689;55184;3023;Población;9850.0;A
2006;3689;55184;3142;Población;15650.0;A
2006;3689;55184;3143;Población;62225.0;A
2006;3690;55181;2352;Población;164675.0;A
2006;3690;55181;2402;Población;274050.0;A
2006;3690;55181;2482;Población;221950.0;A
2006;3690;55181;2713;Población;248875.0;A
2006;3690;55181;2797;Población;159925.0;A
2006;3690;55181;2911;Población;174275.0;A
2006;3690;55181;3023;Población;390875.0;A
2006;3690;55181;3142;Población;508275.0;A
2006;3690;55181;3143;Población;2142900.0;A
2006;3690;55182;2352;Población;125650.0;A
2006;3690;55182;2402;Población;200900.0;A
2006;3690;55182;2482;Población;149575.0;A
2006;3690;55182;2713;Población;173700.0;A
2006;3690;55182;2797;Población;122175.0;A
2006;3690;55182;2911;Población;120350.0;A
2006;3690;55182;3023;Población;294850.0;A
2006;3690;55182;3142;Población;360675.0;A
2006;3690;55182;3143;Población;1547875.0;A
2006;3690;55183;2352;Población;35550.0;A
2006;3690;55183;2402;Población;67500.0;A
2006;3690;55183;2482;Población;66350.0;A
2006;3690;55183;2713;Población;69800.0;A
2006;3690;55183;2797;Población;34500.0;A
2006;3690;55183;2911;Población;49675.0;A
2006;3690;55183;3023;Población;88800.0;A
2006;3690;55183;3142;Población;135550.0;A
2006;3690;55183;3143;Población;547725.0;A
2006;3690;55184;2352;Población;3475.0;A
2006;3690;55184;2402;Población;5650.0;A
2006;3690;55184;2482;Población;6025.0;A
2006;3690;55184;2713;Población;5375.0;A
2006;3690;55184;2797;Población;3250.0;A
2006;3690;55184;2911;Población;4250.0;A
2006;3690;55184;3023;Población;7225.0;A
2006;3690;55184;3142;Población;12050.0;A
2006;3690;55184;3143;Población;47300.0;A
2006;3691;55181;2352;Población;390725.0;A
2006;3691;55181;2402;Población;673600.0;A
2006;3691;55181;2482;Población;499300.0;A
2006;3691;55181;2713;Población;556500.0;A
2006;3691;55181;2797;Población;340675.0;A
2006;3691;55181;2911;Población;411450.0;A
2006;3691;55181;3023;Población;892775.0;A
2006;3691;55181;3142;Población;1148100.0;A
2006;3691;55181;3143;Población;4913125.0;A
2006;3691;55182;2352;Población;308300.0;A
2006;3691;55182;2402;Población;504775.0;A
2006;3691;55182;2482;Población;355675.0;A
2006;3691;55182;2713;Población;400150.0;A
2006;3691;55182;2797;Población;258750.0;A
2006;3691;55182;2911;Población;287825.0;A
2006;3691;55182;3023;Población;686850.0;A
2006;3691;55182;3142;Población;848975.0;A
2006;3691;55182;3143;Población;3651300.0;A
2006;3691;55183;2352;Población;75150.0;A
2006;3691;55183;2402;Población;152450.0;A
2006;3691;55183;2482;Población;132600.0;A
2006;3691;55183;2713;Población;144275.0;A
2006;3691;55183;2797;Población;73825.0;A
2006;3691;55183;2911;Población;113725.0;A
2006;3691;55183;3023;Población;188850.0;A
2006;3691;55183;3142;Población;271425.0;A
2006;3691;55183;3143;Población;1152300.0;A
2006;3691;55184;2352;Población;7275.0;A
2006;3691;55184;2402;Población;16375.0;A
2006;3691;55184;2482;Población;11025.0;A
2006;3691;55184;2713;Población;12075.0;A
2006;3691;55184;2797;Población;8100.0;A
2006;3691;55184;2911;Población;9900.0;A
2006;3691;55184;3023;Población;17075.0;A
2006;3691;55184;3142;Población;27700.0;A
2006;3691;55184;3143;Población;109525.0;A
2007;3689;55181;2352;Población;230650.0;A
2007;3689;55181;2402;Población;408300.0;A
2007;3689;55181;2482;Población;282150.0;A
2007;3689;55181;2713;Población;313925.0;A
2007;3689;55181;2797;Población;185150.0;A
2007;3689;55181;2911;Población;240475.0;A
2007;3689;55181;3023;Población;511850.0;A
2007;3689;55181;3142;Población;650575.0;A
2007;3689;55181;3143;Población;2823075.0;A
2007;3689;55182;2352;Población;187075.0;A
2007;3689;55182;2402;Población;311050.0;A
2007;3689;55182;2482;Población;210900.0;A
2007;3689;55182;2713;Población;232425.0;A
2007;3689;55182;2797;Población;140525.0;A
2007;3689;55182;2911;Población;170975.0;A
2007;3689;55182;3023;Población;400000.0;A
2007;3689;55182;3142;Población;496575.0;A
2007;3689;55182;3143;Población;2149525.0;A
2007;3689;55183;2352;Población;39450.0;A
2007;3689;55183;2402;Población;86975.0;A
2007;3689;55183;2482;Población;65350.0;A
2007;3689;55183;2713;Población;74650.0;A
2007;3689;55183;2797;Población;39450.0;A
2007;3689;55183;2911;Población;63850.0;A
2007;3689;55183;3023;Población;101125.0;A
2007;3689;55183;3142;Población;136650.0;A
2007;3689;55183;3143;Población;607500.0;A
2007;3689;55184;2352;Población;4125.0;A
2007;3689;55184;2402;Población;10275.0;A
2007;3689;55184;2482;Población;5900.0;A
2007;3689;55184;2713;Población;6850.0;A
2007;3689;55184;2797;Población;5175.0;A
2007;3689;55184;2911;Población;5650.0;A
2007;3689;55184;3023;Población;10725.0;A
2007;3689;55184;3142;Población;17350.0;A
2007;3689;55184;3143;Población;66050.0;A
2007;3690;55181;2352;Población;173475.0;A
2007;3690;55181;2402;Población;292650.0;A
2007;3690;55181;2482;Población;230400.0;A
2007;3690;55181;2713;Población;259125.0;A
2007;3690;55181;2797;Población;163800.0;A
2007;3690;55181;2911;Población;182100.0;A
2007;3690;55181;3023;Población;407325.0;A
2007;3690;55181;3142;Población;535675.0;A
2007;3690;55181;3143;Población;2244550.0;A
2007;3690;55182;2352;Población;133850.0;A
2007;3690;55182;2402;Población;217875.0;A
2007;3690;55182;2482;Población;157325.0;A
2007;3690;55182;2713;Población;183375.0;A
2007;3690;55182;2797;Población;125600.0;A
2007;3690;55182;2911;Población;127625.0;A
2007;3690;55182;3023;Población;309000.0;A
2007;3690;55182;3142;Población;384850.0;A
2007;3690;55182;3143;Población;1639500.0;A
2007;3690;55183;2352;Población;35925.0;A
2007;3690;55183;2402;Población;68125.0;A
2007;3690;55183;2482;Población;67000.0;A
2007;3690;55183;2713;Población;69525.0;A
2007;3690;55183;2797;Población;34625.0;A
2007;3690;55183;2911;Población;49550.0;A
2007;3690;55183;3023;Población;90775.0;A
2007;3690;55183;3142;Población;137625.0;A
2007;3690;55183;3143;Población;553150.0;A
2007;3690;55184;2352;Población;3700.0;A
2007;3690;55184;2402;Población;6650.0;A
2007;3690;55184;2482;Población;6075.0;A
2007;3690;55184;2713;Población;6225.0;A
2007;3690;55184;2797;Población;3575.0;A
2007;3690;55184;2911;Población;4925.0;A
2007;3690;55184;3023;Población;7550.0;A
2007;3690;55184;3142;Población;13200.0;A
2007;3690;55184;3143;Población;51900.0;A
2007;3691;55181;2352;Población;404125.0;A
2007;3691;55181;2402;Población;700950.0;A
2007;3691;55181;2482;Población;512550.0;A
2007;3691;55181;2713;Población;573050.0;A
2007;3691;55181;2797;Población;348950.0;A
2007;3691;55181;2911;Población;422575.0;A
2007;3691;55181;3023;Población;919175.0;A
2007;3691;55181;3142;Población;1186250.0;A
2007;3691;55181;3143;Población;5067625.0;A
2007;3691;55182;2352;Población;320925.0;A
2007;3691;55182;2402;Población;528925.0;A
2007;3691;55182;2482;Población;368225.0;A
2007;3691;55182;2713;Población;415800.0;A
2007;3691;55182;2797;Población;266125.0;A
2007;3691;55182;2911;Población;298600.0;A
2007;3691;55182;3023;Población;709000.0;A
2007;3691;55182;3142;Población;881425.0;A
2007;3691;55182;3143;Población;3789025.0;A
2007;3691;55183;2352;Población;75375.0;A
2007;3691;55183;2402;Población;155100.0;A
2007;3691;55183;2482;Población;132350.0;A
2007;3691;55183;2713;Población;144175.0;A
2007;3691;55183;2797;Población;74075.0;A
2007;3691;55183;2911;Población;113400.0;A
2007;3691;55183;3023;Población;191900.0;A
2007;3691;55183;3142;Población;274275.0;A
2007;3691;55183;3143;Población;1160650.0;A
2007;3691;55184;2352;Población;7825.0;A
2007;3691;55184;2402;Población;16925.0;A
2007;3691;55184;2482;Población;11975.0;A
2007;3691;55184;2713;Población;13075.0;A
2007;3691;55184;2797;Población;8750.0;A
2007;3691;55184;2911;Población;10575.0;A
2007;3691;55184;3023;Población;18275.0;A
2007;3691;55184;3142;Población;30550.0;A
2007;3691;55184;3143;Población;117950.0;A
2008;3689;55181;2352;Población;229700.0;A
2008;3689;55181;2402;Población;404575.0;A
2008;3689;55181;2482;Población;282300.0;A
2008;3689;55181;2713;Población;311175.0;A
2008;3689;55181;2797;Población;184825.0;A
2008;3689;55181;2911;Población;240025.0;A
2008;3689;55181;3023;Población;506975.0;A
2008;3689;55181;3142;Población;651450.0;A
2008;3689;55181;3143;Población;2811025.0;A
2008;3689;55182;2352;Población;185375.0;A
2008;3689;55182;2402;Población;306100.0;A
2008;3689;55182;2482;Población;210475.0;A
2008;3689;55182;2713;Población;229700.0;A
2008;3689;55182;2797;Población;139550.0;A
2008;3689;55182;2911;Población;170700.0;A
2008;3689;55182;3023;Población;393125.0;A
2008;3689;55182;3142;Población;494425.0;A
2008;3689;55182;3143;Población;2129450.0;A
2008;3689;55183;2352;Población;40175.0;A
2008;3689;55183;2402;Población;87125.0;A
2008;3689;55183;2482;Población;65000.0;A
2008;3689;55183;2713;Población;74075.0;A
2008;3689;55183;2797;Población;39575.0;A
2008;3689;55183;2911;Población;63125.0;A
2008;3689;55183;3023;Población;101950.0;A
2008;3689;55183;3142;Población;137400.0;A
2008;3689;55183;3143;Población;608425.0;A
2008;3689;55184;2352;Población;4150.0;A
2008;3689;55184;2402;Población;11350.0;A
2008;3689;55184;2482;Población;6825.0;A
2008;3689;55184;2713;Población;7400.0;A
2008;3689;55184;2797;Población;5700.0;A
2008;3689;55184;2911;Población;6200.0;A
2008;3689;55184;3023;Población;11900.0;A
2008;3689;55184;3142;Población;19625.0;A
2008;3689;55184;3143;Población;73150.0;A
2008;3690;55181;2352;Población;180225.0;A
2008;3690;55181;2402;Población;305625.0;A
2008;3690;55181;2482;Población;235725.0;A
2008;3690;55181;2713;Población;262125.0;A
2008;3690;55181;2797;Población;173400.0;A
2008;3690;55181;2911;Población;186400.0;A
2008;3690;55181;3023;Población;415400.0;A
2008;3690;55181;3142;Población;550625.0;A
2008;3690;55181;3143;Población;2309525.0;A
2008;3690;55182;2352;Población;140400.0;A
2008;3690;55182;2402;Población;229400.0;A
2008;3690;55182;2482;Población;162350.0;A
2008;3690;55182;2713;Población;186050.0;A
2008;3690;55182;2797;Población;134725.0;A
2008;3690;55182;2911;Población;131900.0;A
2008;3690;55182;3023;Población;315300.0;A
2008;3690;55182;3142;Población;396100.0;A
2008;3690;55182;3143;Población;1696225.0;A
2008;3690;55183;2352;Población;35975.0;A
2008;3690;55183;2402;Población;69675.0;A
2008;3690;55183;2482;Población;66675.0;A
2008;3690;55183;2713;Población;69425.0;A
2008;3690;55183;2797;Población;34775.0;A
2008;3690;55183;2911;Población;49700.0;A
2008;3690;55183;3023;Población;92300.0;A
2008;3690;55183;3142;Población;140625.0;A
2008;3690;55183;3143;Población;559150.0;A
2008;3690;55184;2352;Población;3850.0;A
2008;3690;55184;2402;Población;6550.0;A
2008;3690;55184;2482;Población;6700.0;A
2008;3690;55184;2713;Población;6650.0;A
2008;3690;55184;2797;Población;3900.0;A
2008;3690;55184;2911;Población;4800.0;A
2008;3690;55184;3023;Población;7800.0;A
2008;3690;55184;3142;Población;13900.0;A
2008;3690;55184;3143;Población;54150.0;A
2008;3691;55181;2352;Población;409925.0;A
2008;3691;55181;2402;Población;710200.0;A
2008;3691;55181;2482;Población;518025.0;A
2008;3691;55181;2713;Población;573300.0;A
2008;3691;55181;2797;Población;358225.0;A
2008;3691;55181;2911;Población;426425.0;A
2008;3691;55181;3023;Población;922375.0;A
2008;3691;55181;3142;Población;1202075.0;A
2008;3691;55181;3143;Población;5120550.0;A
2008;3691;55182;2352;Población;325775.0;A
2008;3691;55182;2402;Población;535500.0;A
2008;3691;55182;2482;Población;372825.0;A
2008;3691;55182;2713;Población;415750.0;A
2008;3691;55182;2797;Población;274275.0;A
2008;3691;55182;2911;Población;302600.0;A
2008;3691;55182;3023;Población;708425.0;A
2008;3691;55182;3142;Población;890525.0;A
2008;3691;55182;3143;Población;3825675.0;A
2008;3691;55183;2352;Población;76150.0;A
2008;3691;55183;2402;Población;156800.0;A
2008;3691;55183;2482;Población;131675.0;A
2008;3691;55183;2713;Población;143500.0;A
2008;3691;55183;2797;Población;74350.0;A
2008;3691;55183;2911;Población;112825.0;A
2008;3691;55183;3023;Población;194250.0;A
2008;3691;55183;3142;Población;278025.0;A
2008;3691;55183;3143;Población;1167575.0;A
2008;3691;55184;2352;Población;8000.0;A
2008;3691;55184;2402;Población;17900.0;A
2008;3691;55184;2482;Población;13525.0;A
2008;3691;55184;2713;Población;14050.0;A
2008;3691;55184;2797;Población;9600.0;A
2008;3691;55184;2911;Población;11000.0;A
2008;3691;55184;3023;Población;19700.0;A
2008;3691;55184;3142;Población;33525.0;A
2008;3691;55184;3143;Población;127300.0;A
2009;3689;55181;2352;Población;227875.0;A
2009;3689;55181;2402;Población;396500.0;A
2009;3689;55181;2482;Población;276500.0;A
2009;3689;55181;2713;Población;305525.0;A
2009;3689;55181;2797;Población;184200.0;A
2009;3689;55181;2911;Población;237825.0;A
2009;3689;55181;3023;Población;499475.0;A
2009;3689;55181;3142;Población;644375.0;A
2009;3689;55181;3143;Población;2772275.0;A
2009;3689;55182;2352;Población;182750.0;A
2009;3689;55182;2402;Población;295400.0;A
2009;3689;55182;2482;Población;204100.0;A
2009;3689;55182;2713;Población;222200.0;A
2009;3689;55182;2797;Población;138800.0;A
2009;3689;55182;2911;Población;167400.0;A
2009;3689;55182;3023;Población;383125.0;A
2009;3689;55182;3142;Población;484575.0;A
2009;3689;55182;3143;Población;2078350.0;A
2009;3689;55183;2352;Población;40875.0;A
2009;3689;55183;2402;Población;89550.0;A
2009;3689;55183;2482;Población;65175.0;A
2009;3689;55183;2713;Población;75950.0;A
2009;3689;55183;2797;Población;39925.0;A
2009;3689;55183;2911;Población;63650.0;A
2009;3689;55183;3023;Población;105100.0;A
2009;3689;55183;3142;Población;140075.0;A
2009;3689;55183;3143;Población;620300.0;A
2009;3689;55184;2352;Población;4250.0;A
2009;3689;55184;2402;Población;11550.0;A
2009;3689;55184;2482;Población;7225.0;A
2009;3689;55184;2713;Población;7375.0;A
2009;3689;55184;2797;Población;5475.0;A
2009;3689;55184;2911;Población;6775.0;A
2009;3689;55184;3023;Población;11250.0;A
2009;3689;55184;3142;Población;19725.0;A
2009;3689;55184;3143;Población;73625.0;A
2009;3690;55181;2352;Población;183225.0;A
2009;3690;55181;2402;Población;310725.0;A
2009;3690;55181;2482;Población;236175.0;A
2009;3690;55181;2713;Población;263775.0;A
2009;3690;55181;2797;Población;174350.0;A
2009;3690;55181;2911;Población;189675.0;A
2009;3690;55181;3023;Población;419675.0;A
2009;3690;55181;3142;Población;553750.0;A
2009;3690;55181;3143;Población;2331350.0;A
2009;3690;55182;2352;Población;142975.0;A
2009;3690;55182;2402;Población;232800.0;A
2009;3690;55182;2482;Población;162525.0;A
2009;3690;55182;2713;Población;186075.0;A
2009;3690;55182;2797;Población;134650.0;A
2009;3690;55182;2911;Población;134275.0;A
2009;3690;55182;3023;Población;317525.0;A
2009;3690;55182;3142;Población;397575.0;A
2009;3690;55182;3143;Población;1708400.0;A
2009;3690;55183;2352;Población;36500.0;A
2009;3690;55183;2402;Población;70600.0;A
2009;3690;55183;2482;Población;67075.0;A
2009;3690;55183;2713;Población;71100.0;A
2009;3690;55183;2797;Población;35475.0;A
2009;3690;55183;2911;Población;50600.0;A
2009;3690;55183;3023;Población;94450.0;A
2009;3690;55183;3142;Población;142875.0;A
2009;3690;55183;3143;Población;568675.0;A
2009;3690;55184;2352;Población;3750.0;A
2009;3690;55184;2402;Población;7325.0;A
2009;3690;55184;2482;Población;6575.0;A
2009;3690;55184;2713;Población;6600.0;A
2009;3690;55184;2797;Población;4225.0;A
2009;3690;55184;2911;Población;4800.0;A
2009;3690;55184;3023;Población;7700.0;A
2009;3690;55184;3142;Población;13300.0;A
2009;3690;55184;3143;Población;54275.0;A
2009;3691;55181;2352;Población;411100.0;A
2009;3691;55181;2402;Población;707225.0;A
2009;3691;55181;2482;Población;512675.0;A
2009;3691;55181;2713;Población;569300.0;A
2009;3691;55181;2797;Población;358550.0;A
2009;3691;55181;2911;Población;427500.0;A
2009;3691;55181;3023;Población;919150.0;A
2009;3691;55181;3142;Población;1198125.0;A
2009;3691;55181;3143;Población;5103625.0;A
2009;3691;55182;2352;Población;325725.0;A
2009;3691;55182;2402;Población;528200.0;A
2009;3691;55182;2482;Población;366625.0;A
2009;3691;55182;2713;Población;408275.0;A
2009;3691;55182;2797;Población;273450.0;A
2009;3691;55182;2911;Población;301675.0;A
2009;3691;55182;3023;Población;700650.0;A
2009;3691;55182;3142;Población;882150.0;A
2009;3691;55182;3143;Población;3786750.0;A
2009;3691;55183;2352;Población;77375.0;A
2009;3691;55183;2402;Población;160150.0;A
2009;3691;55183;2482;Población;132250.0;A
2009;3691;55183;2713;Población;147050.0;A
2009;3691;55183;2797;Población;75400.0;A
2009;3691;55183;2911;Población;114250.0;A
2009;3691;55183;3023;Población;199550.0;A
2009;3691;55183;3142;Población;282950.0;A
2009;3691;55183;3143;Población;1188975.0;A
2009;3691;55184;2352;Población;8000.0;A
2009;3691;55184;2402;Población;18875.0;A
2009;3691;55184;2482;Población;13800.0;A
2009;3691;55184;2713;Población;13975.0;A
2009;3691;55184;2797;Población;9700.0;A
2009;3691;55184;2911;Población;11575.0;A
2009;3691;55184;3023;Población;18950.0;A
2009;3691;55184;3142;Población;33025.0;A
2009;3691;55184;3143;Población;127900.0;A
2010;3689;55181;2352;Población;227925.0;A
2010;3689;55181;2402;Población;395675.0;A
2010;3689;55181;2482;Población;276250.0;A
2010;3689;55181;2713;Población;304775.0;A
2010;3689;55181;2797;Población;183725.0;A
2010;3689;55181;2911;Población;239050.0;A
2010;3689;55181;3023;Población;497100.0;A
2010;3689;55181;3142;Población;642650.0;A
2010;3689;55181;3143;Población;2767150.0;A
2010;3689;55182;2352;Población;182000.0;A
2010;3689;55182;2402;Población;291450.0;A
2010;3689;55182;2482;Población;203275.0;A
2010;3689;55182;2713;Población;220525.0;A
2010;3689;55182;2797;Población;137525.0;A
2010;3689;55182;2911;Población;167750.0;A
2010;3689;55182;3023;Población;379375.0;A
2010;3689;55182;3142;Población;479175.0;A
2010;3689;55182;3143;Población;2061075.0;A
2010;3689;55183;2352;Población;41550.0;A
2010;3689;55183;2402;Población;91250.0;A
2010;3689;55183;2482;Población;65800.0;A
2010;3689;55183;2713;Población;76550.0;A
2010;3689;55183;2797;Población;40700.0;A
2010;3689;55183;2911;Población;64350.0;A
2010;3689;55183;3023;Población;106000.0;A
2010;3689;55183;3142;Población;143325.0;A
2010;3689;55183;3143;Población;629525.0;A
2010;3689;55184;2352;Población;4375.0;A
2010;3689;55184;2402;Población;12975.0;A
2010;3689;55184;2482;Población;7175.0;A
2010;3689;55184;2713;Población;7700.0;A
2010;3689;55184;2797;Población;5500.0;A
2010;3689;55184;2911;Población;6950.0;A
2010;3689;55184;3023;Población;11725.0;A
2010;3689;55184;3142;Población;20150.0;A
2010;3689;55184;3143;Población;76550.0;A
2010;3690;55181;2352;Población;184525.0;A
2010;3690;55181;2402;Población;315575.0;A
2010;3690;55181;2482;Población;238675.0;A
2010;3690;55181;2713;Población;265400.0;A
2010;3690;55181;2797;Población;173300.0;A
2010;3690;55181;2911;Población;192050.0;A
2010;3690;55181;3023;Población;431500.0;A
2010;3690;55181;3142;Población;559025.0;A
2010;3690;55181;3143;Población;2360050.0;A
2010;3690;55182;2352;Población;143775.0;A
2010;3690;55182;2402;Población;235950.0;A
2010;3690;55182;2482;Población;164325.0;A
2010;3690;55182;2713;Población;186725.0;A
2010;3690;55182;2797;Población;132800.0;A
2010;3690;55182;2911;Población;134650.0;A
2010;3690;55182;3023;Población;326375.0;A
2010;3690;55182;3142;Población;401700.0;A
2010;3690;55182;3143;Población;1726300.0;A
2010;3690;55183;2352;Población;36875.0;A
2010;3690;55183;2402;Población;72550.0;A
2010;3690;55183;2482;Población;67625.0;A
2010;3690;55183;2713;Población;71675.0;A
2010;3690;55183;2797;Población;36650.0;A
2010;3690;55183;2911;Población;51775.0;A
2010;3690;55183;3023;Población;97025.0;A
2010;3690;55183;3142;Población;143475.0;A
2010;3690;55183;3143;Población;577650.0;A
2010;3690;55184;2352;Población;3875.0;A
2010;3690;55184;2402;Población;7075.0;A
2010;3690;55184;2482;Población;6725.0;A
2010;3690;55184;2713;Población;7000.0;A
2010;3690;55184;2797;Población;3850.0;A
2010;3690;55184;2911;Población;5625.0;A
2010;3690;55184;3023;Población;8100.0;A
2010;3690;55184;3142;Población;13850.0;A
2010;3690;55184;3143;Población;56100.0;A
2010;3691;55181;2352;Población;412450.0;A
2010;3691;55181;2402;Población;711250.0;A
2010;3691;55181;2482;Población;514925.0;A
2010;3691;55181;2713;Población;570175.0;A
2010;3691;55181;2797;Población;357025.0;A
2010;3691;55181;2911;Población;431100.0;A
2010;3691;55181;3023;Población;928600.0;A
2010;3691;55181;3142;Población;1201675.0;A
2010;3691;55181;3143;Población;5127200.0;A
2010;3691;55182;2352;Población;325775.0;A
2010;3691;55182;2402;Población;527400.0;A
2010;3691;55182;2482;Población;367600.0;A
2010;3691;55182;2713;Población;407250.0;A
2010;3691;55182;2797;Población;270325.0;A
2010;3691;55182;2911;Población;302400.0;A
2010;3691;55182;3023;Población;705750.0;A
2010;3691;55182;3142;Población;880875.0;A
2010;3691;55182;3143;Población;3787375.0;A
2010;3691;55183;2352;Población;78425.0;A
2010;3691;55183;2402;Población;163800.0;A
2010;3691;55183;2482;Población;133425.0;A
2010;3691;55183;2713;Población;148225.0;A
2010;3691;55183;2797;Población;77350.0;A
2010;3691;55183;2911;Población;116125.0;A
2010;3691;55183;3023;Población;203025.0;A
2010;3691;55183;3142;Población;286800.0;A
2010;3691;55183;3143;Población;1207175.0;A
2010;3691;55184;2352;Población;8250.0;A
2010;3691;55184;2402;Población;20050.0;A
2010;3691;55184;2482;Población;13900.0;A
2010;3691;55184;2713;Población;14700.0;A
2010;3691;55184;2797;Población;9350.0;A
2010;3691;55184;2911;Población;12575.0;A
2010;3691;55184;3023;Población;19825.0;A
2010;3691;55184;3142;Población;34000.0;A
2010;3691;55184;3143;Población;132650.0;A
2011;3689;55181;2352;Población;224925.0;A
2011;3689;55181;2402;Población;390025.0;A
2011;3689;55181;2482;Población;272975.0;A
2011;3689;55181;2713;Población;302225.0;A
2011;3689;55181;2797;Población;182150.0;A
2011;3689;55181;2911;Población;238625.0;A
2011;3689;55181;3023;Población;490225.0;A
2011;3689;55181;3142;Población;636450.0;A
2011;3689;55181;3143;Población;2737600.0;A
2011;3689;55182;2352;Población;178800.0;A
2011;3689;55182;2402;Población;284450.0;A
2011;3689;55182;2482;Población;200225.0;A
2011;3689;55182;2713;Población;217950.0;A
2011;3689;55182;2797;Población;135400.0;A
2011;3689;55182;2911;Población;167600.0;A
2011;3689;55182;3023;Población;371550.0;A
2011;3689;55182;3142;Población;472850.0;A
2011;3689;55182;3143;Población;2028825.0;A
2011;3689;55183;2352;Población;42450.0;A
2011;3689;55183;2402;Población;93400.0;A
2011;3689;55183;2482;Población;65900.0;A
2011;3689;55183;2713;Población;77175.0;A
2011;3689;55183;2797;Población;41850.0;A
2011;3689;55183;2911;Población;64700.0;A
2011;3689;55183;3023;Población;107175.0;A
2011;3689;55183;3142;Población;145200.0;A
2011;3689;55183;3143;Población;637850.0;A
2011;3689;55184;2352;Población;3675.0;A
2011;3689;55184;2402;Población;12175.0;A
2011;3689;55184;2482;Población;6850.0;A
2011;3689;55184;2713;Población;7100.0;A
2011;3689;55184;2797;Población;4900.0;A
2011;3689;55184;2911;Población;6325.0;A
2011;3689;55184;3023;Población;11500.0;A
2011;3689;55184;3142;Población;18400.0;A
2011;3689;55184;3143;Población;70925.0;A
2011;3690;55181;2352;Población;183625.0;A
2011;3690;55181;2402;Población;314650.0;A
2011;3690;55181;2482;Población;240250.0;A
2011;3690;55181;2713;Población;267100.0;A
2011;3690;55181;2797;Población;174625.0;A
2011;3690;55181;2911;Población;191625.0;A
2011;3690;55181;3023;Población;433400.0;A
2011;3690;55181;3142;Población;561175.0;A
2011;3690;55181;3143;Población;2366450.0;A
2011;3690;55182;2352;Población;142675.0;A
2011;3690;55182;2402;Población;233975.0;A
2011;3690;55182;2482;Población;165850.0;A
2011;3690;55182;2713;Población;188550.0;A
2011;3690;55182;2797;Población;133550.0;A
2011;3690;55182;2911;Población;134250.0;A
2011;3690;55182;3023;Población;326775.0;A
2011;3690;55182;3142;Población;402200.0;A
2011;3690;55182;3143;Población;1727825.0;A
2011;3690;55183;2352;Población;36750.0;A
2011;3690;55183;2402;Población;73725.0;A
2011;3690;55183;2482;Población;68275.0;A
2011;3690;55183;2713;Población;71900.0;A
2011;3690;55183;2797;Población;37125.0;A
2011;3690;55183;2911;Población;52150.0;A
2011;3690;55183;3023;Población;97975.0;A
2011;3690;55183;3142;Población;145425.0;A
2011;3690;55183;3143;Población;583325.0;A
2011;3690;55184;2352;Población;4200.0;A
2011;3690;55184;2402;Población;6950.0;A
2011;3690;55184;2482;Población;6125.0;A
2011;3690;55184;2713;Población;6650.0;A
2011;3690;55184;2797;Población;3950.0;A
2011;3690;55184;2911;Población;5225.0;A
2011;3690;55184;3023;Población;8650.0;A
2011;3690;55184;3142;Población;13550.0;A
2011;3690;55184;3143;Población;55300.0;A
2011;3691;55181;2352;Población;408550.0;A
2011;3691;55181;2402;Población;704675.0;A
2011;3691;55181;2482;Población;513225.0;A
2011;3691;55181;2713;Población;569325.0;A
2011;3691;55181;2797;Población;356775.0;A
2011;3691;55181;2911;Población;430250.0;A
2011;3691;55181;3023;Población;923625.0;A
2011;3691;55181;3142;Población;1197625.0;A
2011;3691;55181;3143;Población;5104050.0;A
2011;3691;55182;2352;Población;321475.0;A
2011;3691;55182;2402;Población;518425.0;A
2011;3691;55182;2482;Población;366075.0;A
2011;3691;55182;2713;Población;406500.0;A
2011;3691;55182;2797;Población;268950.0;A
2011;3691;55182;2911;Población;301850.0;A
2011;3691;55182;3023;Población;698325.0;A
2011;3691;55182;3142;Población;875050.0;A
2011;3691;55182;3143;Población;3756650.0;A
