OBS_STATUS;TERRITORIO;CAT_HOTELES;TEMPORAL;RESITUR;INDICATOR;OBS_VALUE;FREQ
A;ES615;264447;2008;55697;PERNOCTACIONES;982011.37;A
A;ES615;264446;2020;55698;PERNOCTACIONES;100742.475388294;A
A;ES615;264446;2020;55565;PERNOCTACIONES;91026.42445459;A
A;ES615;264446;2020;55697;PERNOCTACIONES;9716.050933704;A
A;ES615;264446;2019;55698;PERNOCTACIONES;273837.10158559;A
A;ES615;264446;2019;55565;PERNOCTACIONES;235642.736405198;A
A;ES615;264446;2019;55697;PERNOCTACIONES;38194.365180392;A
A;ES615;264446;2018;55698;PERNOCTACIONES;247071.30873378;A
A;ES615;264446;2018;55565;PERNOCTACIONES;215784.01402547;A
A;ES615;264446;2018;55697;PERNOCTACIONES;31287.29470831;A
A;ES615;264446;2017;55698;PERNOCTACIONES;303337.306209595;A
A;ES615;264446;2017;55565;PERNOCTACIONES;275726.667072113;A
A;ES615;264446;2017;55697;PERNOCTACIONES;27610.639137482;A
A;ES615;264446;2016;55698;PERNOCTACIONES;299161.131530976;A
A;ES615;264446;2016;55565;PERNOCTACIONES;273298.02725337;A
A;ES615;264446;2016;55697;PERNOCTACIONES;25863.104277606;A
A;ES615;264446;2015;55698;PERNOCTACIONES;264126.515642202;A
A;ES615;264446;2015;55565;PERNOCTACIONES;226146.74104756;A
A;ES615;264446;2015;55697;PERNOCTACIONES;37979.774594642;A
A;ES615;264446;2014;55698;PERNOCTACIONES;246690.710677364;A
A;ES615;264446;2014;55565;PERNOCTACIONES;219115.30646195;A
A;ES615;264446;2014;55697;PERNOCTACIONES;27575.404215414;A
A;ES615;264446;2013;55698;PERNOCTACIONES;232384.94;A
A;ES615;264446;2013;55565;PERNOCTACIONES;205698.34;A
A;ES615;264446;2013;55697;PERNOCTACIONES;26686.6;A
A;ES615;264446;2012;55698;PERNOCTACIONES;211287.54;A
A;ES615;264446;2012;55565;PERNOCTACIONES;188082.12;A
A;ES615;264446;2012;55697;PERNOCTACIONES;23205.42;A
A;ES615;264446;2011;55698;PERNOCTACIONES;270616.93;A
A;ES615;264446;2011;55565;PERNOCTACIONES;232474.87;A
A;ES615;264446;2011;55697;PERNOCTACIONES;38142.06;A
A;ES615;264446;2010;55698;PERNOCTACIONES;397789.1;A
A;ES615;264446;2010;55565;PERNOCTACIONES;367192.47;A
A;ES615;264446;2010;55697;PERNOCTACIONES;30596.63;A
A;ES615;264446;2009;55698;PERNOCTACIONES;405611.05;A
A;ES615;264446;2009;55565;PERNOCTACIONES;372151.45;A
A;ES615;264446;2009;55697;PERNOCTACIONES;33459.6;A
A;ES615;264446;2008;55698;PERNOCTACIONES;415120.21;A
A;ES615;264446;2008;55565;PERNOCTACIONES;371592.1;A
A;ES615;264446;2008;55697;PERNOCTACIONES;43528.11;A
A;ES615;62148;2020;55698;PERNOCTACIONES;97718.107103006;A
A;ES615;62148;2020;55565;PERNOCTACIONES;89419.545570614;A
A;ES615;62148;2020;55697;PERNOCTACIONES;8298.561532392;A
A;ES615;62148;2019;55698;PERNOCTACIONES;192131.664881035;A
A;ES615;62148;2019;55565;PERNOCTACIONES;172098.731318567;A
A;ES615;62148;2019;55697;PERNOCTACIONES;20032.933562468;A
A;ES615;62148;2018;55698;PERNOCTACIONES;191362.738796668;A
A;ES615;62148;2018;55565;PERNOCTACIONES;170270.32035605;A
A;ES615;62148;2018;55697;PERNOCTACIONES;21092.418440618;A
A;ES615;62148;2017;55698;PERNOCTACIONES;190981.984091282;A
A;ES615;62148;2017;55565;PERNOCTACIONES;168463.8730354;A
A;ES615;62148;2017;55697;PERNOCTACIONES;22518.111055882;A
A;ES615;62148;2016;55698;PERNOCTACIONES;174251.830735755;A
A;ES615;62148;2016;55565;PERNOCTACIONES;154523.6975867;A
A;ES615;62148;2016;55697;PERNOCTACIONES;19728.133149055;A
A;ES615;62148;2015;55698;PERNOCTACIONES;144366.129635537;A
A;ES615;62148;2015;55565;PERNOCTACIONES;128470.404527433;A
A;ES615;62148;2015;55697;PERNOCTACIONES;15895.725108104;A
A;ES615;62148;2014;55698;PERNOCTACIONES;150193.744607536;A
A;ES615;62148;2014;55565;PERNOCTACIONES;131543.99601648;A
A;ES615;62148;2014;55697;PERNOCTACIONES;18649.748591056;A
A;ES615;62148;2013;55698;PERNOCTACIONES;159407.97;A
A;ES615;62148;2013;55565;PERNOCTACIONES;138979.58;A
A;ES615;62148;2013;55697;PERNOCTACIONES;20428.39;A
A;ES615;62148;2012;55698;PERNOCTACIONES;161213.14;A
A;ES615;62148;2012;55565;PERNOCTACIONES;140024.15;A
A;ES615;62148;2012;55697;PERNOCTACIONES;21188.99;A
A;ES615;62148;2011;55698;PERNOCTACIONES;173610.05;A
A;ES615;62148;2011;55565;PERNOCTACIONES;149189.25;A
A;ES615;62148;2011;55697;PERNOCTACIONES;24420.8;A
A;ES615;62148;2010;55698;PERNOCTACIONES;167720.82;A
A;ES615;62148;2010;55565;PERNOCTACIONES;141166.21;A
A;ES615;62148;2010;55697;PERNOCTACIONES;26554.61;A
A;ES615;62148;2009;55698;PERNOCTACIONES;190624.54;A
A;ES615;62148;2009;55565;PERNOCTACIONES;164498.91;A
A;ES615;62148;2009;55697;PERNOCTACIONES;26125.63;A
A;ES615;62148;2008;55698;PERNOCTACIONES;221070.68;A
A;ES615;62148;2008;55565;PERNOCTACIONES;194317.44;A
A;ES615;62148;2008;55697;PERNOCTACIONES;26753.24;A
A;ES615;62145;2020;55698;PERNOCTACIONES;14582.22571092;A
A;ES615;62145;2020;55565;PERNOCTACIONES;13875.590325123;A
A;ES615;62145;2020;55697;PERNOCTACIONES;706.635385797;A
A;ES615;62145;2019;55698;PERNOCTACIONES;29785.84886872;A
A;ES615;62145;2019;55565;PERNOCTACIONES;26440.962581568;A
A;ES615;62145;2019;55697;PERNOCTACIONES;3344.886287152;A
A;ES615;62145;2018;55698;PERNOCTACIONES;31299.030497721;A
A;ES615;62145;2018;55565;PERNOCTACIONES;28129.51544243;A
A;ES615;62145;2018;55697;PERNOCTACIONES;3169.515055291;A
A;ES615;62145;2017;55698;PERNOCTACIONES;36354.736536034;A
A;ES615;62145;2017;55565;PERNOCTACIONES;33859.854830138;A
A;ES615;62145;2017;55697;PERNOCTACIONES;2494.881705896;A
A;ES615;62145;2016;55698;PERNOCTACIONES;29401.512509072;A
A;ES615;62145;2016;55565;PERNOCTACIONES;27139.533405178;A
A;ES615;62145;2016;55697;PERNOCTACIONES;2261.979103894;A
A;ES615;62145;2015;55698;PERNOCTACIONES;27947.943280092;A
A;ES615;62145;2015;55565;PERNOCTACIONES;26004.209691194;A
A;ES615;62145;2015;55697;PERNOCTACIONES;1943.733588898;A
A;ES615;62145;2014;55698;PERNOCTACIONES;24264.714285732;A
A;ES615;62145;2014;55565;PERNOCTACIONES;22718.428571448;A
A;ES615;62145;2014;55697;PERNOCTACIONES;1546.285714284;A
A;ES615;62145;2013;55698;PERNOCTACIONES;25128.67;A
A;ES615;62145;2013;55565;PERNOCTACIONES;23137.65;A
A;ES615;62145;2013;55697;PERNOCTACIONES;1991.02;A
A;ES615;62145;2012;55698;PERNOCTACIONES;28385.06;A
A;ES615;62145;2012;55565;PERNOCTACIONES;26592.22;A
A;ES615;62145;2012;55697;PERNOCTACIONES;1792.84;A
A;ES615;62145;2011;55698;PERNOCTACIONES;26689.56;A
A;ES615;62145;2011;55565;PERNOCTACIONES;22767.14;A
A;ES615;62145;2011;55697;PERNOCTACIONES;3922.42;A
A;ES615;62145;2010;55698;PERNOCTACIONES;26293.45;A
A;ES615;62145;2010;55565;PERNOCTACIONES;23790.45;A
A;ES615;62145;2010;55697;PERNOCTACIONES;2503.0;A
A;ES615;62145;2009;55698;PERNOCTACIONES;30956.99;A
A;ES615;62145;2009;55565;PERNOCTACIONES;28668.51;A
A;ES615;62145;2009;55697;PERNOCTACIONES;2288.48;A
A;ES615;62145;2008;55698;PERNOCTACIONES;40353.4;A
A;ES615;62145;2008;55565;PERNOCTACIONES;37325.61;A
A;ES615;62145;2008;55697;PERNOCTACIONES;3027.79;A
A;ES615;264450;2020;55698;PERNOCTACIONES;44860.948227423;A
A;ES615;264450;2020;55565;PERNOCTACIONES;41903.987806296;A
A;ES615;264450;2020;55697;PERNOCTACIONES;2956.960421127;A
A;ES615;264450;2019;55698;PERNOCTACIONES;91030.567809525;A
A;ES615;264450;2019;55565;PERNOCTACIONES;78214.596177999;A
A;ES615;264450;2019;55697;PERNOCTACIONES;12815.971631526;A
A;ES615;264450;2018;55698;PERNOCTACIONES;93572.063074746;A
A;ES615;264450;2018;55565;PERNOCTACIONES;83903.706017771;A
A;ES615;264450;2018;55697;PERNOCTACIONES;9668.357056975;A
A;ES615;264450;2017;55698;PERNOCTACIONES;88754.443233508;A
A;ES615;264450;2017;55565;PERNOCTACIONES;78853.745310042;A
A;ES615;264450;2017;55697;PERNOCTACIONES;9900.697923466;A
A;ES615;264450;2016;55698;PERNOCTACIONES;76853.208349855;A
A;ES615;264450;2016;55565;PERNOCTACIONES;70012.874510466;A
A;ES615;264450;2016;55697;PERNOCTACIONES;6840.333839389;A
A;ES615;264450;2015;55698;PERNOCTACIONES;73618.036646407;A
A;ES615;264450;2015;55565;PERNOCTACIONES;67055.763400186;A
A;ES615;264450;2015;55697;PERNOCTACIONES;6562.273246221;A
A;ES615;264450;2014;55698;PERNOCTACIONES;59253.755916998;A
A;ES615;264450;2014;55565;PERNOCTACIONES;52921.462297065;A
A;ES615;264450;2014;55697;PERNOCTACIONES;6332.293619933;A
A;ES615;264450;2013;55698;PERNOCTACIONES;57740.08;A
A;ES615;264450;2013;55565;PERNOCTACIONES;51101.86;A
A;ES615;264450;2013;55697;PERNOCTACIONES;6638.22;A
A;ES615;264450;2012;55698;PERNOCTACIONES;63345.14;A
A;ES615;264450;2012;55565;PERNOCTACIONES;57244.41;A
A;ES615;264450;2012;55697;PERNOCTACIONES;6100.73;A
A;ES615;264450;2011;55698;PERNOCTACIONES;63680.19;A
A;ES615;264450;2011;55565;PERNOCTACIONES;57653.82;A
A;ES615;264450;2011;55697;PERNOCTACIONES;6026.37;A
A;ES615;264450;2010;55698;PERNOCTACIONES;59652.35;A
A;ES615;264450;2010;55565;PERNOCTACIONES;55893.64;A
A;ES615;264450;2010;55697;PERNOCTACIONES;3758.71;A
A;ES615;264450;2009;55698;PERNOCTACIONES;68297.29;A
A;ES615;264450;2009;55565;PERNOCTACIONES;63201.43;A
A;ES615;264450;2009;55697;PERNOCTACIONES;5095.86;A
A;ES615;264450;2008;55698;PERNOCTACIONES;83145.75;A
A;ES615;264450;2008;55565;PERNOCTACIONES;77064.85;A
A;ES615;264450;2008;55697;PERNOCTACIONES;6080.9;A
A;ES615;264449;2020;55698;PERNOCTACIONES;50748.418253759;A
A;ES615;264449;2020;55565;PERNOCTACIONES;47495.022699713;A
A;ES615;264449;2020;55697;PERNOCTACIONES;3253.395554046;A
A;ES615;264449;2019;55698;PERNOCTACIONES;103335.134482193;A
A;ES615;264449;2019;55565;PERNOCTACIONES;86121.545984167;A
A;ES615;264449;2019;55697;PERNOCTACIONES;17213.588498026;A
A;ES615;264449;2018;55698;PERNOCTACIONES;61026.093961453;A
A;ES615;264449;2018;55565;PERNOCTACIONES;50566.282314114;A
A;ES615;264449;2018;55697;PERNOCTACIONES;10459.811647339;A
A;ES615;264449;2017;55698;PERNOCTACIONES;49644.548729954;A
A;ES615;264449;2017;55565;PERNOCTACIONES;39789.771012304;A
A;ES615;264449;2017;55697;PERNOCTACIONES;9854.77771765;A
A;ES615;264449;2016;55698;PERNOCTACIONES;57875.874285214;A
A;ES615;264449;2016;55565;PERNOCTACIONES;41435.271807705;A
A;ES615;264449;2016;55697;PERNOCTACIONES;16440.602477509;A
A;ES615;264449;2015;55698;PERNOCTACIONES;55315.717832374;A
A;ES615;264449;2015;55565;PERNOCTACIONES;45090.592444448;A
A;ES615;264449;2015;55697;PERNOCTACIONES;10225.125387926;A
A;ES615;264449;2014;55698;PERNOCTACIONES;42739.178725449;A
A;ES615;264449;2014;55565;PERNOCTACIONES;38474.235162815;A
A;ES615;264449;2014;55697;PERNOCTACIONES;4264.943562634;A
A;ES615;264449;2013;55698;PERNOCTACIONES;71093.84;A
A;ES615;264449;2013;55565;PERNOCTACIONES;64805.7;A
A;ES615;264449;2013;55697;PERNOCTACIONES;6288.14;A
A;ES615;264449;2012;55698;PERNOCTACIONES;80822.53;A
A;ES615;264449;2012;55565;PERNOCTACIONES;69910.38;A
A;ES615;264449;2012;55697;PERNOCTACIONES;10912.15;A
A;ES615;264449;2011;55698;PERNOCTACIONES;112704.53;A
A;ES615;264449;2011;55565;PERNOCTACIONES;101003.22;A
A;ES615;264449;2011;55697;PERNOCTACIONES;11701.31;A
A;ES615;264449;2010;55698;PERNOCTACIONES;125716.82;A
A;ES615;264449;2010;55565;PERNOCTACIONES;111945.34;A
A;ES615;264449;2010;55697;PERNOCTACIONES;13771.48;A
A;ES615;264449;2009;55698;PERNOCTACIONES;148712.44;A
A;ES615;264449;2009;55565;PERNOCTACIONES;133356.98;A
A;ES615;264449;2009;55697;PERNOCTACIONES;15355.46;A
A;ES615;264449;2008;55698;PERNOCTACIONES;158971.42;A
A;ES615;264449;2008;55565;PERNOCTACIONES;139069.7;A
A;ES615;264449;2008;55697;PERNOCTACIONES;19901.72;A
A;ES615;62150;2020;55698;PERNOCTACIONES;1122.0;A
A;ES615;62150;2020;55565;PERNOCTACIONES;860.0;A
A;ES615;62150;2020;55697;PERNOCTACIONES;262.0;A
A;ES615;62149;2020;55698;PERNOCTACIONES;1501291.799805659;A
A;ES615;62149;2020;55565;PERNOCTACIONES;1336494.792150161;A
A;ES615;62149;2020;55697;PERNOCTACIONES;164797.007655498;A
A;ES615;62149;2019;55698;PERNOCTACIONES;4171649.777271564;A
A;ES615;62149;2019;55565;PERNOCTACIONES;2879915.086237465;A
A;ES615;62149;2019;55697;PERNOCTACIONES;1291734.691034099;A
A;ES615;62149;2018;55698;PERNOCTACIONES;4043744.070598714;A
A;ES615;62149;2018;55565;PERNOCTACIONES;2754202.577499839;A
A;ES615;62149;2018;55697;PERNOCTACIONES;1289541.493098875;A
A;ES615;62149;2017;55698;PERNOCTACIONES;4074753.580959858;A
A;ES615;62149;2017;55565;PERNOCTACIONES;2587791.505620768;A
A;ES615;62149;2017;55697;PERNOCTACIONES;1486962.07533909;A
A;ES615;62149;2016;55698;PERNOCTACIONES;3889387.129394274;A
A;ES615;62149;2016;55565;PERNOCTACIONES;2607423.984499163;A
A;ES615;62149;2016;55697;PERNOCTACIONES;1281963.144895111;A
A;ES615;62149;2015;55698;PERNOCTACIONES;3477528.833299743;A
A;ES615;62149;2015;55565;PERNOCTACIONES;2521792.465666765;A
A;ES615;62149;2015;55697;PERNOCTACIONES;955736.367632978;A
A;ES615;62149;2014;55698;PERNOCTACIONES;3428356.283697265;A
A;ES615;62149;2014;55565;PERNOCTACIONES;2567753.439464158;A
A;ES615;62149;2014;55697;PERNOCTACIONES;860602.844233107;A
A;ES615;62149;2013;55698;PERNOCTACIONES;3439487.53;A
A;ES615;62149;2013;55565;PERNOCTACIONES;2573428.3;A
A;ES615;62149;2013;55697;PERNOCTACIONES;866059.23;A
A;ES615;62149;2012;55698;PERNOCTACIONES;3327307.96;A
A;ES615;62149;2012;55565;PERNOCTACIONES;2378434.32;A
A;ES615;62149;2012;55697;PERNOCTACIONES;948873.64;A
A;ES615;62149;2011;55698;PERNOCTACIONES;3789515.89;A
A;ES615;62149;2011;55565;PERNOCTACIONES;2827618.68;A
A;ES615;62149;2011;55697;PERNOCTACIONES;961897.21;A
A;ES615;62149;2010;55698;PERNOCTACIONES;3801989.66;A
A;ES615;62149;2010;55565;PERNOCTACIONES;2789688.45;A
A;ES615;62149;2010;55697;PERNOCTACIONES;1012301.21;A
A;ES615;62149;2009;55698;PERNOCTACIONES;3646308.52;A
A;ES615;62149;2009;55565;PERNOCTACIONES;2710306.3;A
A;ES615;62149;2009;55697;PERNOCTACIONES;936002.22;A
A;ES615;62149;2008;55698;PERNOCTACIONES;3658861.71;A
A;ES615;62149;2008;55565;PERNOCTACIONES;2577558.58;A
A;ES615;62149;2008;55697;PERNOCTACIONES;1081303.13;A
A;ES616;264447;2020;55698;PERNOCTACIONES;194073.77843666;A
A;ES616;264447;2020;55565;PERNOCTACIONES;177198.124107613;A
A;ES616;264447;2020;55697;PERNOCTACIONES;16875.654329047;A
A;ES616;264447;2019;55698;PERNOCTACIONES;385013.542328047;A
A;ES616;264447;2019;55565;PERNOCTACIONES;318862.594311453;A
A;ES616;264447;2019;55697;PERNOCTACIONES;66150.948016594;A
A;ES616;264447;2018;55698;PERNOCTACIONES;386684.999994341;A
A;ES616;264447;2018;55565;PERNOCTACIONES;322690.978812633;A
A;ES616;264447;2018;55697;PERNOCTACIONES;63994.021181708;A
A;ES616;264447;2017;55698;PERNOCTACIONES;380134.999999211;A
A;ES616;264447;2017;55565;PERNOCTACIONES;311471.15228032;A
A;ES616;264447;2017;55697;PERNOCTACIONES;68663.847718891;A
A;ES616;264447;2016;55698;PERNOCTACIONES;358993.000000475;A
A;ES616;264447;2016;55565;PERNOCTACIONES;296300.57661099;A
A;ES616;264447;2016;55697;PERNOCTACIONES;62692.423389485;A
A;ES616;264447;2015;55698;PERNOCTACIONES;320972.99999635;A
A;ES616;264447;2015;55565;PERNOCTACIONES;267408.818260866;A
A;ES616;264447;2015;55697;PERNOCTACIONES;53564.181735484;A
A;ES616;264447;2014;55698;PERNOCTACIONES;282086.000000107;A
A;ES616;264447;2014;55565;PERNOCTACIONES;237372.47414162;A
A;ES616;264447;2014;55697;PERNOCTACIONES;44713.525858487;A
A;ES616;264447;2013;55698;PERNOCTACIONES;255462.96;A
A;ES616;264447;2013;55565;PERNOCTACIONES;218733.04;A
A;ES616;264447;2013;55697;PERNOCTACIONES;36729.92;A
A;ES616;264447;2012;55698;PERNOCTACIONES;255506.5;A
A;ES616;264447;2012;55565;PERNOCTACIONES;219292.12;A
A;ES616;264447;2012;55697;PERNOCTACIONES;36214.38;A
A;ES616;264447;2011;55698;PERNOCTACIONES;273375.05;A
A;ES616;264447;2011;55565;PERNOCTACIONES;230625.71;A
A;ES616;264447;2011;55697;PERNOCTACIONES;42749.34;A
A;ES616;264447;2010;55698;PERNOCTACIONES;277768.96;A
A;ES616;264447;2010;55565;PERNOCTACIONES;240695.06;A
A;ES616;264447;2010;55697;PERNOCTACIONES;37073.9;A
A;ES616;264447;2009;55698;PERNOCTACIONES;258110.95;A
A;ES616;264447;2009;55565;PERNOCTACIONES;225289.42;A
A;ES616;264447;2009;55697;PERNOCTACIONES;32821.53;A
A;ES616;264447;2008;55698;PERNOCTACIONES;243506.93;A
A;ES616;264447;2008;55565;PERNOCTACIONES;210076.56;A
A;ES616;264447;2008;55697;PERNOCTACIONES;33430.37;A
A;ES616;264446;2020;55698;PERNOCTACIONES;135001.536164187;A
A;ES616;264446;2020;55565;PERNOCTACIONES;130095.344925423;A
A;ES616;264446;2020;55697;PERNOCTACIONES;4906.191238764;A
A;ES616;264446;2019;55698;PERNOCTACIONES;341402.530054644;A
A;ES616;264446;2019;55565;PERNOCTACIONES;314130.69532777;A
A;ES616;264446;2019;55697;PERNOCTACIONES;27271.834726874;A
A;ES616;264446;2018;55698;PERNOCTACIONES;346397.99999541;A
A;ES616;264446;2018;55565;PERNOCTACIONES;316825.83610341;A
A;ES616;264446;2018;55697;PERNOCTACIONES;29572.163892;A
A;ES616;264446;2017;55698;PERNOCTACIONES;351334.000000335;A
A;ES616;264446;2017;55565;PERNOCTACIONES;313797.66066181;A
A;ES616;264446;2017;55697;PERNOCTACIONES;37536.339338525;A
A;ES616;264446;2016;55698;PERNOCTACIONES;346303.403270127;A
A;ES616;264446;2016;55565;PERNOCTACIONES;311987.08557835;A
A;ES616;264446;2016;55697;PERNOCTACIONES;34316.317691777;A
A;ES616;264446;2015;55698;PERNOCTACIONES;320757.434009126;A
A;ES616;264446;2015;55565;PERNOCTACIONES;286065.42964793;A
A;ES616;264446;2015;55697;PERNOCTACIONES;34692.004361196;A
A;ES616;264446;2014;55698;PERNOCTACIONES;318986.206486389;A
A;ES616;264446;2014;55565;PERNOCTACIONES;285293.7976673;A
A;ES616;264446;2014;55697;PERNOCTACIONES;33692.408819089;A
A;ES616;264446;2013;55698;PERNOCTACIONES;340607.88;A
A;ES616;264446;2013;55565;PERNOCTACIONES;296237.32;A
A;ES616;264446;2013;55697;PERNOCTACIONES;44370.56;A
A;ES616;264446;2012;55698;PERNOCTACIONES;329537.08;A
A;ES616;264446;2012;55565;PERNOCTACIONES;288459.73;A
A;ES616;264446;2012;55697;PERNOCTACIONES;41077.35;A
A;ES616;264446;2011;55698;PERNOCTACIONES;355824.11;A
A;ES616;264446;2011;55565;PERNOCTACIONES;315672.43;A
A;ES616;264446;2011;55697;PERNOCTACIONES;40151.68;A
A;ES616;264446;2010;55698;PERNOCTACIONES;328446.01;A
A;ES616;264446;2010;55565;PERNOCTACIONES;292741.95;A
A;ES616;264446;2010;55697;PERNOCTACIONES;35704.06;A
A;ES616;264446;2009;55698;PERNOCTACIONES;352298.5;A
A;ES616;264446;2009;55565;PERNOCTACIONES;313836.93;A
A;ES616;264446;2009;55697;PERNOCTACIONES;38461.57;A
A;ES616;264446;2008;55698;PERNOCTACIONES;422694.19;A
A;ES616;264446;2008;55565;PERNOCTACIONES;379508.89;A
A;ES616;264446;2008;55697;PERNOCTACIONES;43185.3;A
A;ES616;62148;2020;55698;PERNOCTACIONES;38296.256744805;A
A;ES616;62148;2020;55565;PERNOCTACIONES;36529.956214066;A
A;ES616;62148;2020;55697;PERNOCTACIONES;1766.300530739;A
A;ES616;62148;2019;55698;PERNOCTACIONES;81202.428571427;A
A;ES616;62148;2019;55565;PERNOCTACIONES;70905.285714285;A
A;ES616;62148;2019;55697;PERNOCTACIONES;10297.142857142;A
A;ES616;62148;2018;55698;PERNOCTACIONES;81519.142856627;A
A;ES616;62148;2018;55565;PERNOCTACIONES;70877.71428524;A
A;ES616;62148;2018;55697;PERNOCTACIONES;10641.428571387;A
A;ES616;62148;2017;55698;PERNOCTACIONES;77001.724916209;A
A;ES616;62148;2017;55565;PERNOCTACIONES;65514.059942978;A
A;ES616;62148;2017;55697;PERNOCTACIONES;11487.664973231;A
A;ES616;62148;2016;55698;PERNOCTACIONES;67122.714285495;A
A;ES616;62148;2016;55565;PERNOCTACIONES;56436.142856945;A
A;ES616;62148;2016;55697;PERNOCTACIONES;10686.57142855;A
A;ES616;62148;2015;55698;PERNOCTACIONES;53786.311431213;A
A;ES616;62148;2015;55565;PERNOCTACIONES;45089.856553323;A
A;ES616;62148;2015;55697;PERNOCTACIONES;8696.45487789;A
A;ES616;62148;2014;55698;PERNOCTACIONES;58266.285714684;A
A;ES616;62148;2014;55565;PERNOCTACIONES;50975.714286037;A
A;ES616;62148;2014;55697;PERNOCTACIONES;7290.571428647;A
A;ES616;62148;2013;55698;PERNOCTACIONES;52273.26;A
A;ES616;62148;2013;55565;PERNOCTACIONES;46138.64;A
A;ES616;62148;2013;55697;PERNOCTACIONES;6134.62;A
A;ES616;62148;2012;55698;PERNOCTACIONES;50878.24;A
A;ES616;62148;2012;55565;PERNOCTACIONES;44569.16;A
A;ES616;62148;2012;55697;PERNOCTACIONES;6309.08;A
A;ES616;62148;2011;55698;PERNOCTACIONES;62229.34;A
A;ES616;62148;2011;55565;PERNOCTACIONES;54656.62;A
A;ES616;62148;2011;55697;PERNOCTACIONES;7572.72;A
A;ES616;62148;2010;55698;PERNOCTACIONES;72021.14;A
A;ES616;62148;2010;55565;PERNOCTACIONES;63791.7;A
A;ES616;62148;2010;55697;PERNOCTACIONES;8229.44;A
A;ES616;62148;2009;55698;PERNOCTACIONES;76482.6;A
A;ES616;62148;2009;55565;PERNOCTACIONES;67266.97;A
A;ES616;62148;2009;55697;PERNOCTACIONES;9215.63;A
A;ES616;62148;2008;55698;PERNOCTACIONES;81564.41;A
A;ES616;62148;2008;55565;PERNOCTACIONES;72907.86;A
A;ES616;62148;2008;55697;PERNOCTACIONES;8656.55;A
A;ES616;62145;2020;55698;PERNOCTACIONES;11135.136416862;A
A;ES616;62145;2020;55565;PERNOCTACIONES;10366.703747072;A
A;ES616;62145;2020;55697;PERNOCTACIONES;768.43266979;A
A;ES616;62145;2019;55698;PERNOCTACIONES;28736.54556307;A
A;ES616;62145;2019;55565;PERNOCTACIONES;25778.471547949;A
A;ES616;62145;2019;55697;PERNOCTACIONES;2958.074015121;A
A;ES616;62145;2018;55698;PERNOCTACIONES;27529.857142378;A
A;ES616;62145;2018;55565;PERNOCTACIONES;23736.428570965;A
A;ES616;62145;2018;55697;PERNOCTACIONES;3793.428571413;A
A;ES616;62145;2017;55698;PERNOCTACIONES;25080.364755758;A
A;ES616;62145;2017;55565;PERNOCTACIONES;22414.43334152;A
A;ES616;62145;2017;55697;PERNOCTACIONES;2665.931414238;A
A;ES616;62145;2016;55698;PERNOCTACIONES;23124.571428693;A
A;ES616;62145;2016;55565;PERNOCTACIONES;21367.714285834;A
A;ES616;62145;2016;55697;PERNOCTACIONES;1756.857142859;A
A;ES616;62145;2015;55698;PERNOCTACIONES;22351.880153568;A
A;ES616;62145;2015;55565;PERNOCTACIONES;20114.055608973;A
A;ES616;62145;2015;55697;PERNOCTACIONES;2237.824544595;A
A;ES616;62145;2014;55698;PERNOCTACIONES;18874.285714307;A
A;ES616;62145;2014;55565;PERNOCTACIONES;16619.571428602;A
A;ES616;62145;2014;55697;PERNOCTACIONES;2254.714285705;A
A;ES616;62145;2013;55698;PERNOCTACIONES;19907.36;A
A;ES616;62145;2013;55565;PERNOCTACIONES;17772.19;A
A;ES616;62145;2013;55697;PERNOCTACIONES;2135.17;A
A;ES616;62145;2012;55698;PERNOCTACIONES;21568.4;A
A;ES616;62145;2012;55565;PERNOCTACIONES;20206.96;A
A;ES616;62145;2012;55697;PERNOCTACIONES;1361.44;A
A;ES616;62145;2011;55698;PERNOCTACIONES;25610.61;A
A;ES616;62145;2011;55565;PERNOCTACIONES;22951.88;A
A;ES616;62145;2011;55697;PERNOCTACIONES;2658.73;A
A;ES616;62145;2010;55698;PERNOCTACIONES;29554.64;A
A;ES616;62145;2010;55565;PERNOCTACIONES;27909.73;A
A;ES616;62145;2010;55697;PERNOCTACIONES;1644.91;A
A;ES616;62145;2009;55698;PERNOCTACIONES;35988.85;A
A;ES616;62145;2009;55565;PERNOCTACIONES;33801.16;A
A;ES616;62145;2009;55697;PERNOCTACIONES;2187.69;A
A;ES616;62145;2008;55698;PERNOCTACIONES;43442.96;A
A;ES616;62145;2008;55565;PERNOCTACIONES;41080.49;A
A;ES616;62145;2008;55697;PERNOCTACIONES;2362.47;A
A;ES616;264450;2020;55698;PERNOCTACIONES;28867.74591058;A
A;ES616;264450;2020;55565;PERNOCTACIONES;26662.024536533;A
A;ES616;264450;2020;55697;PERNOCTACIONES;2205.721374047;A
A;ES616;264450;2019;55698;PERNOCTACIONES;54750.142857145;A
A;ES616;264450;2019;55565;PERNOCTACIONES;48698.285714287;A
A;ES616;264450;2019;55697;PERNOCTACIONES;6051.857142858;A
A;ES616;264450;2018;55698;PERNOCTACIONES;54941.71428564;A
A;ES616;264450;2018;55565;PERNOCTACIONES;49549.428571376;A
A;ES616;264450;2018;55697;PERNOCTACIONES;5392.285714264;A
A;ES616;264450;2017;55698;PERNOCTACIONES;54943.571429015;A
A;ES616;264450;2017;55565;PERNOCTACIONES;48136.857143369;A
A;ES616;264450;2017;55697;PERNOCTACIONES;6806.714285646;A
A;ES616;264450;2016;55698;PERNOCTACIONES;51563.000000329;A
