TEMPORAL;SEXO;MES;TERRITORIO;TIPOMOVIMIEN;INDICATOR;OBS_VALUE;FREQ
2020;_T;55916;ES617;515926;NUME_MOVI;2175.0;A
2020;_T;55916;ES618;515926;NUME_MOVI;2300.0;A
2020;_T;55916;515892;515926;NUME_MOVI;8950.0;A
2020;_T;55917;ES611;515926;NUME_MOVI;925.0;A
2020;_T;55917;ES612;515926;NUME_MOVI;900.0;A
2020;_T;55917;ES613;515926;NUME_MOVI;775.0;A
2020;_T;55917;ES614;515926;NUME_MOVI;1350.0;A
2020;_T;55917;ES615;515926;NUME_MOVI;650.0;A
2020;_T;55917;ES616;515926;NUME_MOVI;750.0;A
2020;_T;55917;ES617;515926;NUME_MOVI;2375.0;A
2020;_T;55917;ES618;515926;NUME_MOVI;2075.0;A
2020;_T;55917;515892;515926;NUME_MOVI;9850.0;A
2020;_T;55918;ES611;515926;NUME_MOVI;900.0;A
2020;_T;55918;ES612;515926;NUME_MOVI;1275.0;A
2020;_T;55918;ES613;515926;NUME_MOVI;850.0;A
2020;_T;55918;ES614;515926;NUME_MOVI;1100.0;A
2020;_T;55918;ES615;515926;NUME_MOVI;650.0;A
2020;_T;55918;ES616;515926;NUME_MOVI;750.0;A
2020;_T;55918;ES617;515926;NUME_MOVI;1775.0;A
2020;_T;55918;ES618;515926;NUME_MOVI;1925.0;A
2020;_T;55918;515892;515926;NUME_MOVI;9300.0;A
2020;_T;55919;ES611;515926;NUME_MOVI;600.0;A
2020;_T;55919;ES612;515926;NUME_MOVI;1175.0;A
2020;_T;55919;ES613;515926;NUME_MOVI;650.0;A
2020;_T;55919;ES614;515926;NUME_MOVI;750.0;A
2020;_T;55919;ES617;515926;NUME_MOVI;1750.0;A
2020;_T;55919;ES618;515926;NUME_MOVI;1350.0;A
2020;_T;55919;515892;515926;NUME_MOVI;6850.0;A
2020;_T;55920;ES611;515926;NUME_MOVI;9200.0;A
2020;_T;55920;ES612;515926;NUME_MOVI;13625.0;A
2020;_T;55920;ES613;515926;NUME_MOVI;8025.0;A
2020;_T;55920;ES614;515926;NUME_MOVI;12125.0;A
2020;_T;55920;ES615;515926;NUME_MOVI;6225.0;A
2020;_T;55920;ES616;515926;NUME_MOVI;7300.0;A
2020;_T;55920;ES617;515926;NUME_MOVI;24150.0;A
2020;_T;55920;ES618;515926;NUME_MOVI;20175.0;A
2020;_T;55920;515892;515926;NUME_MOVI;101450.0;A
