TEMPORAL;TERRITORIO;DURACEMPREND;ANOCELEBRMATRIM;MULTIVARIABL;INDICATOR;OBS_VALUE;FREQ
2020;ES618;516606;5083;516632;SUPERVIVIENTES;13125.0;A
2020;ES618;516606;5084;516632;SUPERVIVIENTES;13050.0;A
2020;ES618;516606;5085;516632;SUPERVIVIENTES;10475.0;A
2020;ES618;516606;5086;516632;SUPERVIVIENTES;10800.0;A
2020;ES618;516606;5087;516632;SUPERVIVIENTES;10375.0;A
2020;ES618;516606;5088;516632;SUPERVIVIENTES;10800.0;A
2020;ES618;516606;5089;516632;SUPERVIVIENTES;11550.0;A
2020;ES618;516606;5090;516632;SUPERVIVIENTES;12325.0;A
2020;ES618;516606;5091;516632;SUPERVIVIENTES;13600.0;A
2020;ES618;516606;5092;516632;SUPERVIVIENTES;12825.0;A
2020;ES618;516606;5093;516632;SUPERVIVIENTES;13275.0;A
2020;ES618;516606;5094;516632;SUPERVIVIENTES;11675.0;A
2020;ES618;516606;5095;516632;SUPERVIVIENTES;15050.0;A
2020;ES618;516606;5096;516632;SUPERVIVIENTES;15775.0;A
2020;ES618;516607;5083;516632;SUPERVIVIENTES;10200.0;A
2020;ES618;516607;5084;516632;SUPERVIVIENTES;9700.0;A
2020;ES618;516607;5085;516632;SUPERVIVIENTES;7850.0;A
2020;ES618;516607;5086;516632;SUPERVIVIENTES;7825.0;A
2020;ES618;516607;5087;516632;SUPERVIVIENTES;7900.0;A
2020;ES618;516607;5088;516632;SUPERVIVIENTES;8375.0;A
2020;ES618;516607;5089;516632;SUPERVIVIENTES;9050.0;A
2020;ES618;516607;5090;516632;SUPERVIVIENTES;9600.0;A
2020;ES618;516607;5091;516632;SUPERVIVIENTES;9825.0;A
2020;ES618;516607;5092;516632;SUPERVIVIENTES;9475.0;A
2020;ES618;516607;5093;516632;SUPERVIVIENTES;9975.0;A
2020;ES618;516607;5094;516632;SUPERVIVIENTES;8925.0;A
2020;ES618;516607;5095;516632;SUPERVIVIENTES;11525.0;A
2020;ES618;516608;5083;516632;SUPERVIVIENTES;7825.0;A
2020;ES618;516608;5084;516632;SUPERVIVIENTES;8025.0;A
2020;ES618;516608;5085;516632;SUPERVIVIENTES;6325.0;A
2020;ES618;516608;5086;516632;SUPERVIVIENTES;6025.0;A
2020;ES618;516608;5087;516632;SUPERVIVIENTES;6200.0;A
2020;ES618;516608;5088;516632;SUPERVIVIENTES;6600.0;A
2020;ES618;516608;5089;516632;SUPERVIVIENTES;7575.0;A
2020;ES618;516608;5090;516632;SUPERVIVIENTES;7925.0;A
2020;ES618;516608;5091;516632;SUPERVIVIENTES;7900.0;A
2020;ES618;516608;5092;516632;SUPERVIVIENTES;7750.0;A
2020;ES618;516608;5093;516632;SUPERVIVIENTES;8300.0;A
2020;ES618;516608;5094;516632;SUPERVIVIENTES;7200.0;A
2020;ES618;516609;5083;516632;SUPERVIVIENTES;6675.0;A
2020;ES618;516609;5084;516632;SUPERVIVIENTES;6625.0;A
2020;ES618;516609;5085;516632;SUPERVIVIENTES;4950.0;A
2020;ES618;516609;5086;516632;SUPERVIVIENTES;4850.0;A
2020;ES618;516609;5087;516632;SUPERVIVIENTES;5350.0;A
2020;ES618;516609;5088;516632;SUPERVIVIENTES;5700.0;A
2020;ES618;516609;5089;516632;SUPERVIVIENTES;6525.0;A
2020;ES618;516609;5090;516632;SUPERVIVIENTES;6975.0;A
2020;ES618;516609;5091;516632;SUPERVIVIENTES;6625.0;A
2020;ES618;516609;5092;516632;SUPERVIVIENTES;6600.0;A
2020;ES618;516609;5093;516632;SUPERVIVIENTES;7425.0;A
2020;ES618;516610;5083;516632;SUPERVIVIENTES;5875.0;A
2020;ES618;516610;5084;516632;SUPERVIVIENTES;5575.0;A
2020;ES618;516610;5085;516632;SUPERVIVIENTES;4200.0;A
2020;ES618;516610;5086;516632;SUPERVIVIENTES;4225.0;A
2020;ES618;516610;5087;516632;SUPERVIVIENTES;4425.0;A
2020;ES618;516610;5088;516632;SUPERVIVIENTES;4975.0;A
2020;ES618;516610;5089;516632;SUPERVIVIENTES;5600.0;A
2020;ES618;516610;5090;516632;SUPERVIVIENTES;6050.0;A
2020;ES618;516610;5091;516632;SUPERVIVIENTES;5925.0;A
2020;ES618;516610;5092;516632;SUPERVIVIENTES;6000.0;A
2020;ES618;516611;5083;516632;SUPERVIVIENTES;5200.0;A
2020;ES618;516611;5084;516632;SUPERVIVIENTES;4650.0;A
2020;ES618;516611;5085;516632;SUPERVIVIENTES;3475.0;A
2020;ES618;516611;5086;516632;SUPERVIVIENTES;3600.0;A
2020;ES618;516611;5087;516632;SUPERVIVIENTES;3975.0;A
2020;ES618;516611;5088;516632;SUPERVIVIENTES;4475.0;A
2020;ES618;516611;5089;516632;SUPERVIVIENTES;5150.0;A
2020;ES618;516611;5090;516632;SUPERVIVIENTES;5500.0;A
2020;ES618;516611;5091;516632;SUPERVIVIENTES;5425.0;A
2020;ES618;516612;5083;516632;SUPERVIVIENTES;4375.0;A
2020;ES618;516612;5084;516632;SUPERVIVIENTES;4125.0;A
2020;ES618;516612;5085;516632;SUPERVIVIENTES;3250.0;A
2020;ES618;516612;5086;516632;SUPERVIVIENTES;3300.0;A
2020;ES618;516612;5087;516632;SUPERVIVIENTES;3550.0;A
2020;ES618;516612;5088;516632;SUPERVIVIENTES;3975.0;A
2020;ES618;516612;5089;516632;SUPERVIVIENTES;4600.0;A
2020;ES618;516612;5090;516632;SUPERVIVIENTES;4875.0;A
2020;ES618;516613;5083;516632;SUPERVIVIENTES;3975.0;A
2020;ES618;516613;5084;516632;SUPERVIVIENTES;3650.0;A
2020;ES618;516613;5085;516632;SUPERVIVIENTES;3025.0;A
2020;ES618;516613;5086;516632;SUPERVIVIENTES;3150.0;A
2020;ES618;516613;5087;516632;SUPERVIVIENTES;3075.0;A
2020;ES618;516613;5088;516632;SUPERVIVIENTES;3725.0;A
2020;ES618;516613;5089;516632;SUPERVIVIENTES;4200.0;A
2020;ES618;516614;5083;516632;SUPERVIVIENTES;3600.0;A
2020;ES618;516614;5084;516632;SUPERVIVIENTES;3450.0;A
2020;ES618;516614;5085;516632;SUPERVIVIENTES;2775.0;A
2020;ES618;516614;5086;516632;SUPERVIVIENTES;2950.0;A
2020;ES618;516614;5087;516632;SUPERVIVIENTES;2850.0;A
2020;ES618;516614;5088;516632;SUPERVIVIENTES;3625.0;A
2020;ES618;516615;5083;516632;SUPERVIVIENTES;3425.0;A
2020;ES618;516615;5084;516632;SUPERVIVIENTES;3275.0;A
2020;ES618;516615;5085;516632;SUPERVIVIENTES;2525.0;A
2020;ES618;516615;5086;516632;SUPERVIVIENTES;2650.0;A
2020;ES618;516615;5087;516632;SUPERVIVIENTES;2675.0;A
