OBS_STATUS;TERRITORIO;TEMPORAL;CNAE09;INDICATOR;OBS_VALUE;FREQ
A;ES61;2019;7889;SOC_CONST;448.0;A
A;ES61;2019;7958;SOC_CONST;448.0;A
A;ES61;2019;303235;SOC_CONST;496.0;A
A;ES61;2019;8031;SOC_CONST;496.0;A
A;ES61;2019;8032;SOC_CONST;503.0;A
A;ES61;2019;8080;SOC_CONST;503.0;A
A;ES61;2019;8256;SOC_CONST;1981.0;A
A;ES61;2019;8094;SOC_CONST;1981.0;A
A;ES61;2019;303236;SOC_CONST;1180.0;A
A;ES61;2019;8165;SOC_CONST;1180.0;A
A;ES61;2019;8346;SOC_CONST;697.0;A
A;ES61;2019;8255;SOC_CONST;697.0;A
A;ES61;2019;8451;SOC_CONST;1273.0;A
A;ES61;2019;8303;SOC_CONST;239.0;A
A;ES61;2019;8345;SOC_CONST;323.0;A
A;ES61;2019;8385;SOC_CONST;416.0;A
A;ES61;2019;8426;SOC_CONST;246.0;A
A;ES61;2019;8442;SOC_CONST;2.0;A
A;ES61;2019;8452;SOC_CONST;47.0;A
A;ES61;2018;6949;SOC_CONST;16121.0;A
A;ES61;2018;6981;SOC_CONST;820.0;A
A;ES61;2018;7056;SOC_CONST;820.0;A
A;ES61;2018;7058;SOC_CONST;1073.0;A
A;ES61;2018;7109;SOC_CONST;11.0;A
A;ES61;2018;7605;SOC_CONST;851.0;A
A;ES61;2018;7627;SOC_CONST;162.0;A
A;ES61;2018;7661;SOC_CONST;49.0;A
A;ES61;2018;7663;SOC_CONST;1958.0;A
A;ES61;2018;7714;SOC_CONST;1958.0;A
A;ES61;2018;7716;SOC_CONST;3322.0;A
A;ES61;2018;7859;SOC_CONST;3322.0;A
A;ES61;2018;6963;SOC_CONST;1919.0;A
A;ES61;2018;7888;SOC_CONST;1919.0;A
A;ES61;2018;7889;SOC_CONST;532.0;A
A;ES61;2018;7958;SOC_CONST;532.0;A
A;ES61;2018;303235;SOC_CONST;520.0;A
A;ES61;2018;8031;SOC_CONST;520.0;A
A;ES61;2018;8032;SOC_CONST;419.0;A
A;ES61;2018;8080;SOC_CONST;419.0;A
A;ES61;2018;8256;SOC_CONST;2266.0;A
A;ES61;2018;8094;SOC_CONST;2266.0;A
A;ES61;2018;303236;SOC_CONST;1310.0;A
A;ES61;2018;8165;SOC_CONST;1310.0;A
A;ES61;2018;8346;SOC_CONST;726.0;A
A;ES61;2018;8255;SOC_CONST;726.0;A
A;ES61;2018;8451;SOC_CONST;1256.0;A
A;ES61;2018;8303;SOC_CONST;255.0;A
A;ES61;2018;8345;SOC_CONST;326.0;A
A;ES61;2018;8385;SOC_CONST;412.0;A
A;ES61;2018;8426;SOC_CONST;250.0;A
A;ES61;2018;8442;SOC_CONST;3.0;A
A;ES61;2018;8452;SOC_CONST;10.0;A
A;ES61;2017;6949;SOC_CONST;15370.0;A
A;ES61;2017;6981;SOC_CONST;574.0;A
A;ES61;2017;7056;SOC_CONST;574.0;A
A;ES61;2017;7058;SOC_CONST;1049.0;A
A;ES61;2017;7109;SOC_CONST;22.0;A
A;ES61;2017;7605;SOC_CONST;852.0;A
A;ES61;2017;7627;SOC_CONST;118.0;A
A;ES61;2017;7661;SOC_CONST;57.0;A
A;ES61;2017;7663;SOC_CONST;2368.0;A
A;ES61;2017;7714;SOC_CONST;2368.0;A
A;ES61;2017;7716;SOC_CONST;3917.0;A
A;ES61;2017;7859;SOC_CONST;3917.0;A
A;ES61;2017;6963;SOC_CONST;1846.0;A
A;ES61;2017;7888;SOC_CONST;1846.0;A
A;ES61;2017;7889;SOC_CONST;497.0;A
A;ES61;2017;7958;SOC_CONST;497.0;A
A;ES61;2017;303235;SOC_CONST;418.0;A
A;ES61;2017;8031;SOC_CONST;418.0;A
A;ES61;2017;8032;SOC_CONST;369.0;A
A;ES61;2017;8080;SOC_CONST;369.0;A
A;ES61;2017;8256;SOC_CONST;1584.0;A
A;ES61;2017;8094;SOC_CONST;1584.0;A
A;ES61;2017;303236;SOC_CONST;1152.0;A
A;ES61;2017;8165;SOC_CONST;1152.0;A
A;ES61;2017;8346;SOC_CONST;615.0;A
A;ES61;2017;8255;SOC_CONST;615.0;A
A;ES61;2017;8451;SOC_CONST;981.0;A
A;ES61;2017;8275;SOC_CONST;11.0;A
A;ES61;2017;8303;SOC_CONST;209.0;A
A;ES61;2017;8345;SOC_CONST;244.0;A
A;ES61;2017;8385;SOC_CONST;286.0;A
A;ES61;2017;8426;SOC_CONST;229.0;A
A;ES61;2017;8442;SOC_CONST;2.0;A
A;ES61;2016;6949;SOC_CONST;16734.0;A
A;ES61;2016;6981;SOC_CONST;823.0;A
A;ES61;2016;7056;SOC_CONST;823.0;A
A;ES61;2016;7058;SOC_CONST;1129.0;A
A;ES61;2016;7109;SOC_CONST;20.0;A
A;ES61;2016;7605;SOC_CONST;983.0;A
A;ES61;2016;7627;SOC_CONST;69.0;A
A;ES61;2016;7661;SOC_CONST;57.0;A
A;ES61;2016;7663;SOC_CONST;2987.0;A
A;ES61;2016;7714;SOC_CONST;2987.0;A
A;ES61;2016;7716;SOC_CONST;4034.0;A
A;ES61;2016;7859;SOC_CONST;4034.0;A
A;ES61;2016;6963;SOC_CONST;1960.0;A
A;ES61;2016;7888;SOC_CONST;1960.0;A
A;ES61;2016;7889;SOC_CONST;649.0;A
A;ES61;2016;7958;SOC_CONST;649.0;A
A;ES61;2016;303235;SOC_CONST;527.0;A
A;ES61;2016;8031;SOC_CONST;527.0;A
A;ES61;2016;8032;SOC_CONST;325.0;A
A;ES61;2016;8080;SOC_CONST;325.0;A
A;ES61;2016;8256;SOC_CONST;816.0;A
A;ES61;2016;8094;SOC_CONST;816.0;A
A;ES61;2016;303236;SOC_CONST;1434.0;A
A;ES61;2016;8165;SOC_CONST;1434.0;A
A;ES61;2016;8346;SOC_CONST;681.0;A
A;ES61;2016;8255;SOC_CONST;681.0;A
A;ES61;2016;8451;SOC_CONST;1369.0;A
A;ES61;2016;8303;SOC_CONST;319.0;A
A;ES61;2016;8345;SOC_CONST;372.0;A
A;ES61;2016;8385;SOC_CONST;386.0;A
A;ES61;2016;8426;SOC_CONST;292.0;A
A;ES61;2015;6949;SOC_CONST;15913.0;A
A;ES61;2015;6981;SOC_CONST;721.0;A
A;ES61;2015;7056;SOC_CONST;721.0;A
A;ES61;2015;7058;SOC_CONST;833.0;A
A;ES61;2015;7109;SOC_CONST;13.0;A
A;ES61;2015;7605;SOC_CONST;704.0;A
A;ES61;2015;7627;SOC_CONST;58.0;A
A;ES61;2015;7661;SOC_CONST;58.0;A
A;ES61;2015;7663;SOC_CONST;3607.0;A
A;ES61;2015;7714;SOC_CONST;3607.0;A
A;ES61;2015;7716;SOC_CONST;3438.0;A
A;ES61;2015;7859;SOC_CONST;3438.0;A
A;ES61;2015;6963;SOC_CONST;1663.0;A
A;ES61;2015;7888;SOC_CONST;1663.0;A
A;ES61;2015;7889;SOC_CONST;536.0;A
A;ES61;2015;7958;SOC_CONST;536.0;A
A;ES61;2015;303235;SOC_CONST;424.0;A
A;ES61;2015;8031;SOC_CONST;424.0;A
A;ES61;2015;8032;SOC_CONST;304.0;A
A;ES61;2015;8080;SOC_CONST;304.0;A
A;ES61;2015;8256;SOC_CONST;1447.0;A
A;ES61;2015;8094;SOC_CONST;1447.0;A
A;ES61;2015;303236;SOC_CONST;1273.0;A
A;ES61;2015;8165;SOC_CONST;1273.0;A
A;ES61;2015;8346;SOC_CONST;552.0;A
A;ES61;2015;8255;SOC_CONST;552.0;A
A;ES61;2015;8451;SOC_CONST;1115.0;A
A;ES61;2015;8275;SOC_CONST;7.0;A
A;ES61;2015;8303;SOC_CONST;255.0;A
A;ES61;2015;8345;SOC_CONST;333.0;A
A;ES61;2015;8385;SOC_CONST;318.0;A
A;ES61;2015;8426;SOC_CONST;200.0;A
A;ES61;2015;8442;SOC_CONST;2.0;A
A;ES61;2014;6949;SOC_CONST;15579.0;A
A;ES61;2014;6981;SOC_CONST;591.0;A
A;ES61;2014;7056;SOC_CONST;591.0;A
A;ES61;2014;7058;SOC_CONST;870.0;A
A;ES61;2014;7109;SOC_CONST;33.0;A
A;ES61;2014;7605;SOC_CONST;723.0;A
A;ES61;2014;7627;SOC_CONST;56.0;A
A;ES61;2014;7661;SOC_CONST;58.0;A
A;ES61;2014;7663;SOC_CONST;3450.0;A
A;ES61;2014;7714;SOC_CONST;3450.0;A
A;ES61;2014;7716;SOC_CONST;3565.0;A
A;ES61;2014;7859;SOC_CONST;3565.0;A
A;ES61;2014;6963;SOC_CONST;1477.0;A
A;ES61;2014;7888;SOC_CONST;1477.0;A
A;ES61;2014;7889;SOC_CONST;570.0;A
A;ES61;2014;7958;SOC_CONST;570.0;A
A;ES61;2014;303235;SOC_CONST;462.0;A
A;ES61;2014;8031;SOC_CONST;462.0;A
A;ES61;2014;8032;SOC_CONST;283.0;A
A;ES61;2014;8080;SOC_CONST;283.0;A
A;ES61;2014;8256;SOC_CONST;1481.0;A
A;ES61;2014;8094;SOC_CONST;1481.0;A
A;ES61;2014;303236;SOC_CONST;1242.0;A
A;ES61;2014;8165;SOC_CONST;1242.0;A
A;ES61;2014;8346;SOC_CONST;479.0;A
A;ES61;2014;8255;SOC_CONST;479.0;A
A;ES61;2014;8451;SOC_CONST;1109.0;A
A;ES61;2014;8275;SOC_CONST;18.0;A
A;ES61;2014;8303;SOC_CONST;262.0;A
A;ES61;2014;8345;SOC_CONST;327.0;A
A;ES61;2014;8385;SOC_CONST;323.0;A
A;ES61;2014;8426;SOC_CONST;175.0;A
A;ES61;2014;8442;SOC_CONST;2.0;A
A;ES61;2014;8452;SOC_CONST;2.0;A
A;ES61;2013;6949;SOC_CONST;15373.0;A
A;ES61;2013;6981;SOC_CONST;505.0;A
A;ES61;2013;7056;SOC_CONST;505.0;A
A;ES61;2013;7058;SOC_CONST;722.0;A
A;ES61;2013;7109;SOC_CONST;15.0;A
A;ES61;2013;7605;SOC_CONST;600.0;A
A;ES61;2013;7627;SOC_CONST;44.0;A
A;ES61;2013;7661;SOC_CONST;63.0;A
A;ES61;2013;7663;SOC_CONST;1769.0;A
A;ES61;2013;7714;SOC_CONST;1769.0;A
A;ES61;2013;7716;SOC_CONST;4869.0;A
A;ES61;2013;7859;SOC_CONST;4869.0;A
A;ES61;2013;6963;SOC_CONST;1517.0;A
A;ES61;2013;7888;SOC_CONST;1517.0;A
A;ES61;2013;7889;SOC_CONST;482.0;A
A;ES61;2013;7958;SOC_CONST;482.0;A
A;ES61;2013;303235;SOC_CONST;399.0;A
A;ES61;2013;8031;SOC_CONST;399.0;A
A;ES61;2013;8032;SOC_CONST;355.0;A
A;ES61;2013;8080;SOC_CONST;355.0;A
A;ES61;2013;8256;SOC_CONST;1564.0;A
A;ES61;2013;8094;SOC_CONST;1564.0;A
A;ES61;2013;303236;SOC_CONST;1600.0;A
A;ES61;2013;8165;SOC_CONST;1600.0;A
A;ES61;2013;8346;SOC_CONST;394.0;A
A;ES61;2013;8255;SOC_CONST;394.0;A
A;ES61;2013;8451;SOC_CONST;1197.0;A
A;ES61;2013;8275;SOC_CONST;10.0;A
A;ES61;2013;8303;SOC_CONST;301.0;A
A;ES61;2013;8345;SOC_CONST;361.0;A
A;ES61;2013;8385;SOC_CONST;360.0;A
A;ES61;2013;8426;SOC_CONST;150.0;A
A;ES61;2013;8442;SOC_CONST;13.0;A
A;ES61;2013;8452;SOC_CONST;2.0;A
A;ES61;2012;6949;SOC_CONST;14461.0;A
A;ES61;2012;6981;SOC_CONST;395.0;A
A;ES61;2012;7056;SOC_CONST;395.0;A
A;ES61;2012;7058;SOC_CONST;869.0;A
A;ES61;2012;7109;SOC_CONST;22.0;A
A;ES61;2012;7605;SOC_CONST;702.0;A
A;ES61;2012;7627;SOC_CONST;79.0;A
A;ES61;2012;7661;SOC_CONST;66.0;A
A;ES61;2012;7663;SOC_CONST;1861.0;A
A;ES61;2012;7714;SOC_CONST;1861.0;A
A;ES61;2012;7716;SOC_CONST;3605.0;A
A;ES61;2012;7859;SOC_CONST;3605.0;A
A;ES61;2012;6963;SOC_CONST;1383.0;A
A;ES61;2012;7888;SOC_CONST;1383.0;A
A;ES61;2012;7889;SOC_CONST;492.0;A
A;ES61;2012;7958;SOC_CONST;492.0;A
A;ES61;2012;303235;SOC_CONST;489.0;A
A;ES61;2012;8031;SOC_CONST;489.0;A
A;ES61;2012;8032;SOC_CONST;258.0;A
A;ES61;2012;8080;SOC_CONST;258.0;A
A;ES61;2012;8256;SOC_CONST;1703.0;A
A;ES61;2012;8094;SOC_CONST;1703.0;A
A;ES61;2012;303236;SOC_CONST;1730.0;A
A;ES61;2012;8165;SOC_CONST;1730.0;A
A;ES61;2012;8346;SOC_CONST;438.0;A
A;ES61;2012;8255;SOC_CONST;438.0;A
A;ES61;2012;8451;SOC_CONST;1238.0;A
A;ES61;2012;8275;SOC_CONST;2.0;A
A;ES61;2012;8303;SOC_CONST;314.0;A
A;ES61;2012;8345;SOC_CONST;374.0;A
A;ES61;2012;8385;SOC_CONST;384.0;A
A;ES61;2012;8426;SOC_CONST;158.0;A
A;ES61;2012;8442;SOC_CONST;3.0;A
A;ES61;2012;8452;SOC_CONST;3.0;A
A;ES61;2011;6949;SOC_CONST;14003.0;A
A;ES61;2011;6981;SOC_CONST;396.0;A
A;ES61;2011;7056;SOC_CONST;396.0;A
A;ES61;2011;7058;SOC_CONST;902.0;A
A;ES61;2011;7109;SOC_CONST;16.0;A
A;ES61;2011;7605;SOC_CONST;712.0;A
A;ES61;2011;7627;SOC_CONST;122.0;A
A;ES61;2011;7661;SOC_CONST;52.0;A
A;ES61;2011;7663;SOC_CONST;2148.0;A
A;ES61;2011;7714;SOC_CONST;2148.0;A
A;ES61;2011;7716;SOC_CONST;3033.0;A
A;ES61;2011;7859;SOC_CONST;3033.0;A
A;ES61;2011;6963;SOC_CONST;1412.0;A
A;ES61;2011;7888;SOC_CONST;1412.0;A
A;ES61;2011;7889;SOC_CONST;463.0;A
A;ES61;2011;7958;SOC_CONST;463.0;A
A;ES61;2011;303235;SOC_CONST;460.0;A
A;ES61;2011;8031;SOC_CONST;460.0;A
A;ES61;2011;8032;SOC_CONST;190.0;A
A;ES61;2011;8080;SOC_CONST;190.0;A
A;ES61;2011;8256;SOC_CONST;1524.0;A
A;ES61;2011;8094;SOC_CONST;1524.0;A
A;ES61;2011;303236;SOC_CONST;1717.0;A
A;ES61;2011;8165;SOC_CONST;1717.0;A
A;ES61;2011;8346;SOC_CONST;468.0;A
A;ES61;2011;8255;SOC_CONST;468.0;A
A;ES61;2011;8451;SOC_CONST;1290.0;A
A;ES61;2011;8303;SOC_CONST;297.0;A
A;ES61;2011;8345;SOC_CONST;433.0;A
A;ES61;2011;8385;SOC_CONST;374.0;A
A;ES61;2011;8426;SOC_CONST;168.0;A
A;ES61;2011;8442;SOC_CONST;3.0;A
A;ES61;2011;8452;SOC_CONST;15.0;A
A;ES61;2010;6949;SOC_CONST;12537.0;A
A;ES61;2010;6981;SOC_CONST;323.0;A
A;ES61;2010;7056;SOC_CONST;323.0;A
A;ES61;2010;7058;SOC_CONST;1098.0;A
A;ES61;2010;7109;SOC_CONST;23.0;A
A;ES61;2010;7605;SOC_CONST;725.0;A
A;ES61;2010;7627;SOC_CONST;285.0;A
A;ES61;2010;7661;SOC_CONST;65.0;A
A;ES61;2010;7663;SOC_CONST;2012.0;A
A;ES61;2010;7714;SOC_CONST;2012.0;A
A;ES61;2010;7716;SOC_CONST;2758.0;A
A;ES61;2010;7859;SOC_CONST;2758.0;A
A;ES61;2010;6963;SOC_CONST;1287.0;A
A;ES61;2010;7888;SOC_CONST;1287.0;A
A;ES61;2010;7889;SOC_CONST;412.0;A
A;ES61;2010;7958;SOC_CONST;412.0;A
A;ES61;2010;303235;SOC_CONST;432.0;A
A;ES61;2010;8031;SOC_CONST;432.0;A
A;ES61;2010;8032;SOC_CONST;210.0;A
A;ES61;2010;8080;SOC_CONST;210.0;A
A;ES61;2010;8256;SOC_CONST;1050.0;A
A;ES61;2010;8094;SOC_CONST;1050.0;A
A;ES61;2010;303236;SOC_CONST;1290.0;A
A;ES61;2010;8165;SOC_CONST;1290.0;A
A;ES61;2010;8346;SOC_CONST;472.0;A
A;ES61;2010;8255;SOC_CONST;472.0;A
A;ES61;2010;8451;SOC_CONST;1193.0;A
A;ES61;2010;8275;SOC_CONST;2.0;A
A;ES61;2010;8303;SOC_CONST;298.0;A
A;ES61;2010;8345;SOC_CONST;394.0;A
A;ES61;2010;8385;SOC_CONST;300.0;A
A;ES61;2010;8426;SOC_CONST;189.0;A
A;ES61;2010;8452;SOC_CONST;10.0;A
A;ES61;2009;6949;SOC_CONST;12843.0;A
A;ES61;2009;6981;SOC_CONST;357.0;A
A;ES61;2009;7056;SOC_CONST;357.0;A
A;ES61;2009;7058;SOC_CONST;1063.0;A
A;ES61;2009;7109;SOC_CONST;20.0;A
A;ES61;2009;7605;SOC_CONST;699.0;A
A;ES61;2009;7627;SOC_CONST;311.0;A
A;ES61;2009;7661;SOC_CONST;33.0;A
A;ES61;2009;7663;SOC_CONST;2282.0;A
A;ES61;2009;7714;SOC_CONST;2282.0;A
A;ES61;2009;7716;SOC_CONST;2609.0;A
A;ES61;2009;7859;SOC_CONST;2609.0;A
A;ES61;2009;6963;SOC_CONST;1147.0;A
A;ES61;2009;7888;SOC_CONST;1147.0;A
A;ES61;2009;7889;SOC_CONST;383.0;A
A;ES61;2009;7958;SOC_CONST;383.0;A
A;ES61;2009;303235;SOC_CONST;420.0;A
A;ES61;2009;8031;SOC_CONST;420.0;A
A;ES61;2009;8032;SOC_CONST;193.0;A
A;ES61;2009;8080;SOC_CONST;193.0;A
A;ES61;2009;8256;SOC_CONST;1266.0;A
A;ES61;2009;8094;SOC_CONST;1266.0;A
A;ES61;2009;303236;SOC_CONST;1437.0;A
A;ES61;2009;8165;SOC_CONST;1437.0;A
A;ES61;2009;8346;SOC_CONST;489.0;A
A;ES61;2009;8255;SOC_CONST;489.0;A
A;ES61;2009;8451;SOC_CONST;1197.0;A
A;ES61;2009;8275;SOC_CONST;2.0;A
A;ES61;2009;8303;SOC_CONST;290.0;A
A;ES61;2009;8345;SOC_CONST;425.0;A
A;ES61;2009;8385;SOC_CONST;295.0;A
A;ES61;2009;8426;SOC_CONST;161.0;A
A;ES61;2009;8442;SOC_CONST;2.0;A
A;ES61;2009;8452;SOC_CONST;22.0;A
A;ES611;2020;6949;SOC_CONST;1233.0;A
A;ES611;2020;6981;SOC_CONST;163.0;A
A;ES611;2020;7056;SOC_CONST;163.0;A
A;ES611;2020;7058;SOC_CONST;71.0;A
A;ES611;2020;7109;SOC_CONST;2.0;A
A;ES611;2020;7605;SOC_CONST;54.0;A
A;ES611;2020;7627;SOC_CONST;9.0;A
A;ES611;2020;7661;SOC_CONST;6.0;A
A;ES611;2020;7663;SOC_CONST;143.0;A
A;ES611;2020;7714;SOC_CONST;143.0;A
A;ES611;2020;7716;SOC_CONST;314.0;A
A;ES611;2020;7859;SOC_CONST;314.0;A
A;ES611;2020;6963;SOC_CONST;109.0;A
A;ES611;2020;7888;SOC_CONST;109.0;A
A;ES611;2020;7889;SOC_CONST;88.0;A
A;ES611;2020;7958;SOC_CONST;88.0;A
A;ES611;2020;303235;SOC_CONST;30.0;A
A;ES611;2020;8031;SOC_CONST;30.0;A
A;ES611;2020;8032;SOC_CONST;40.0;A
A;ES611;2020;8080;SOC_CONST;40.0;A
A;ES611;2020;8256;SOC_CONST;113.0;A
A;ES611;2020;8094;SOC_CONST;113.0;A
A;ES611;2020;303236;SOC_CONST;69.0;A
A;ES611;2020;8165;SOC_CONST;69.0;A
A;ES611;2020;8346;SOC_CONST;40.0;A
A;ES611;2020;8255;SOC_CONST;40.0;A
A;ES611;2020;8451;SOC_CONST;53.0;A
A;ES611;2020;8303;SOC_CONST;6.0;A
A;ES611;2020;8345;SOC_CONST;16.0;A
A;ES611;2020;8385;SOC_CONST;21.0;A
A;ES611;2020;8426;SOC_CONST;6.0;A
A;ES611;2020;8452;SOC_CONST;4.0;A
A;ES611;2019;6949;SOC_CONST;1333.0;A
A;ES611;2019;6981;SOC_CONST;134.0;A
A;ES611;2019;7056;SOC_CONST;134.0;A
A;ES611;2019;7058;SOC_CONST;90.0;A
A;ES611;2019;7109;SOC_CONST;4.0;A
A;ES611;2019;7605;SOC_CONST;61.0;A
A;ES611;2019;7627;SOC_CONST;22.0;A
A;ES611;2019;7661;SOC_CONST;3.0;A
A;ES611;2019;7663;SOC_CONST;175.0;A
A;ES611;2019;7714;SOC_CONST;175.0;A
A;ES611;2019;7716;SOC_CONST;291.0;A
A;ES611;2019;7859;SOC_CONST;291.0;A
A;ES611;2019;6963;SOC_CONST;135.0;A
A;ES611;2019;7888;SOC_CONST;135.0;A
A;ES611;2019;7889;SOC_CONST;95.0;A
A;ES611;2019;7958;SOC_CONST;95.0;A
A;ES611;2019;303235;SOC_CONST;31.0;A
A;ES611;2019;8031;SOC_CONST;31.0;A
A;ES611;2019;8032;SOC_CONST;32.0;A
A;ES611;2019;8080;SOC_CONST;32.0;A
A;ES611;2019;8256;SOC_CONST;125.0;A
A;ES611;2019;8094;SOC_CONST;125.0;A
A;ES611;2019;303236;SOC_CONST;84.0;A
A;ES611;2019;8165;SOC_CONST;84.0;A
A;ES611;2019;8346;SOC_CONST;37.0;A
A;ES611;2019;8255;SOC_CONST;37.0;A
A;ES611;2019;8451;SOC_CONST;104.0;A
A;ES611;2019;8303;SOC_CONST;15.0;A
A;ES611;2019;8345;SOC_CONST;22.0;A
A;ES611;2019;8385;SOC_CONST;46.0;A
A;ES611;2019;8426;SOC_CONST;19.0;A
A;ES611;2019;8452;SOC_CONST;2.0;A
A;ES611;2018;6949;SOC_CONST;1350.0;A
A;ES611;2018;6981;SOC_CONST;193.0;A
A;ES611;2018;7056;SOC_CONST;193.0;A
A;ES611;2018;7058;SOC_CONST;82.0;A
A;ES611;2018;7109;SOC_CONST;3.0;A
A;ES611;2018;7605;SOC_CONST;63.0;A
A;ES611;2018;7627;SOC_CONST;10.0;A
A;ES611;2018;7661;SOC_CONST;6.0;A
A;ES611;2018;7663;SOC_CONST;144.0;A
A;ES611;2018;7714;SOC_CONST;144.0;A
A;ES611;2018;7716;SOC_CONST;286.0;A
A;ES611;2018;7859;SOC_CONST;286.0;A
A;ES611;2018;6963;SOC_CONST;141.0;A
A;ES611;2018;7888;SOC_CONST;141.0;A
A;ES611;2018;7889;SOC_CONST;92.0;A
A;ES611;2018;7958;SOC_CONST;92.0;A
A;ES611;2018;303235;SOC_CONST;27.0;A
A;ES611;2018;8031;SOC_CONST;27.0;A
A;ES611;2018;8032;SOC_CONST;28.0;A
A;ES611;2018;8080;SOC_CONST;28.0;A
A;ES611;2018;8256;SOC_CONST;142.0;A
A;ES611;2018;8094;SOC_CONST;142.0;A
A;ES611;2018;303236;SOC_CONST;90.0;A
A;ES611;2018;8165;SOC_CONST;90.0;A
A;ES611;2018;8346;SOC_CONST;38.0;A
A;ES611;2018;8255;SOC_CONST;38.0;A
A;ES611;2018;8451;SOC_CONST;87.0;A
A;ES611;2018;8303;SOC_CONST;28.0;A
A;ES611;2018;8345;SOC_CONST;15.0;A
A;ES611;2018;8385;SOC_CONST;27.0;A
A;ES611;2018;8426;SOC_CONST;17.0;A
A;ES611;2017;6949;SOC_CONST;1491.0;A
A;ES611;2017;6981;SOC_CONST;151.0;A
A;ES611;2017;7056;SOC_CONST;151.0;A
A;ES611;2017;7058;SOC_CONST;104.0;A
A;ES611;2017;7109;SOC_CONST;9.0;A
A;ES611;2017;7605;SOC_CONST;80.0;A
A;ES611;2017;7627;SOC_CONST;8.0;A
A;ES611;2017;7661;SOC_CONST;7.0;A
A;ES611;2017;7663;SOC_CONST;221.0;A
A;ES611;2017;7714;SOC_CONST;221.0;A
A;ES611;2017;7716;SOC_CONST;390.0;A
A;ES611;2017;7859;SOC_CONST;390.0;A
A;ES611;2017;6963;SOC_CONST;151.0;A
A;ES611;2017;7888;SOC_CONST;151.0;A
A;ES611;2017;7889;SOC_CONST;95.0;A
A;ES611;2017;7958;SOC_CONST;95.0;A
A;ES611;2017;303235;SOC_CONST;17.0;A
A;ES611;2017;8031;SOC_CONST;17.0;A
A;ES611;2017;8032;SOC_CONST;44.0;A
A;ES611;2017;8080;SOC_CONST;44.0;A
A;ES611;2017;8256;SOC_CONST;113.0;A
A;ES611;2017;8094;SOC_CONST;113.0;A
A;ES611;2017;303236;SOC_CONST;80.0;A
A;ES611;2017;8165;SOC_CONST;80.0;A
A;ES611;2017;8346;SOC_CONST;50.0;A
A;ES611;2017;8255;SOC_CONST;50.0;A
A;ES611;2017;8451;SOC_CONST;75.0;A
A;ES611;2017;8303;SOC_CONST;19.0;A
A;ES611;2017;8345;SOC_CONST;18.0;A
A;ES611;2017;8385;SOC_CONST;24.0;A
A;ES611;2017;8426;SOC_CONST;14.0;A
A;ES611;2016;6949;SOC_CONST;1511.0;A
A;ES611;2016;6981;SOC_CONST;240.0;A
A;ES611;2016;7056;SOC_CONST;240.0;A
A;ES611;2016;7058;SOC_CONST;72.0;A
