TIME_PERIOD,REF_AREA,D_DISTRIBUCION_MNP_0,INDICATOR,OBS_VALUE,FREQ,SEXO,D_MULTIPLICIDAD_SEXO_0,EDAD,D_REL_RESIDENANT_0
1998,ES617,70395,LATE_FETAL_DEATH,130.0,A,_Z,_Z,_Z,_Z
1998,ES617,70391,LATE_FETAL_DEATH,62.0,A,_Z,_Z,_Z,_Z
1998,ES617,70394,LATE_FETAL_DEATH,68.0,A,_Z,_Z,_Z,_Z
1998,ES618,70395,LATE_FETAL_DEATH,187.0,A,_Z,_Z,_Z,_Z
1998,ES618,70391,LATE_FETAL_DEATH,93.0,A,_Z,_Z,_Z,_Z
1998,ES618,70394,LATE_FETAL_DEATH,94.0,A,_Z,_Z,_Z,_Z
1998,ES61,70395,LATE_FETAL_DEATH,689.0,A,_Z,_Z,_Z,_Z
1998,ES61,70391,LATE_FETAL_DEATH,343.0,A,_Z,_Z,_Z,_Z
1998,ES61,70394,LATE_FETAL_DEATH,346.0,A,_Z,_Z,_Z,_Z
1997,ES611,70395,LATE_FETAL_DEATH,60.0,A,_Z,_Z,_Z,_Z
1997,ES611,70391,LATE_FETAL_DEATH,30.0,A,_Z,_Z,_Z,_Z
1997,ES611,70394,LATE_FETAL_DEATH,30.0,A,_Z,_Z,_Z,_Z
1997,ES612,70395,LATE_FETAL_DEATH,104.0,A,_Z,_Z,_Z,_Z
1997,ES612,70391,LATE_FETAL_DEATH,52.0,A,_Z,_Z,_Z,_Z
1997,ES612,70394,LATE_FETAL_DEATH,52.0,A,_Z,_Z,_Z,_Z
1997,ES613,70395,LATE_FETAL_DEATH,88.0,A,_Z,_Z,_Z,_Z
1997,ES613,70391,LATE_FETAL_DEATH,44.0,A,_Z,_Z,_Z,_Z
1997,ES613,70394,LATE_FETAL_DEATH,44.0,A,_Z,_Z,_Z,_Z
1997,ES614,70395,LATE_FETAL_DEATH,90.0,A,_Z,_Z,_Z,_Z
1997,ES614,70391,LATE_FETAL_DEATH,44.0,A,_Z,_Z,_Z,_Z
1997,ES614,70394,LATE_FETAL_DEATH,46.0,A,_Z,_Z,_Z,_Z
1997,ES615,70395,LATE_FETAL_DEATH,25.0,A,_Z,_Z,_Z,_Z
1997,ES615,70391,LATE_FETAL_DEATH,13.0,A,_Z,_Z,_Z,_Z
1997,ES615,70394,LATE_FETAL_DEATH,12.0,A,_Z,_Z,_Z,_Z
1997,ES616,70395,LATE_FETAL_DEATH,69.0,A,_Z,_Z,_Z,_Z
1997,ES616,70391,LATE_FETAL_DEATH,36.0,A,_Z,_Z,_Z,_Z
1997,ES616,70394,LATE_FETAL_DEATH,33.0,A,_Z,_Z,_Z,_Z
1997,ES617,70395,LATE_FETAL_DEATH,121.0,A,_Z,_Z,_Z,_Z
1997,ES617,70391,LATE_FETAL_DEATH,60.0,A,_Z,_Z,_Z,_Z
1997,ES617,70394,LATE_FETAL_DEATH,61.0,A,_Z,_Z,_Z,_Z
1997,ES618,70395,LATE_FETAL_DEATH,209.0,A,_Z,_Z,_Z,_Z
1997,ES618,70391,LATE_FETAL_DEATH,104.0,A,_Z,_Z,_Z,_Z
1997,ES618,70394,LATE_FETAL_DEATH,105.0,A,_Z,_Z,_Z,_Z
1997,ES61,70395,LATE_FETAL_DEATH,766.0,A,_Z,_Z,_Z,_Z
1997,ES61,70391,LATE_FETAL_DEATH,383.0,A,_Z,_Z,_Z,_Z
1997,ES61,70394,LATE_FETAL_DEATH,383.0,A,_Z,_Z,_Z,_Z
1996,ES611,70395,LATE_FETAL_DEATH,67.0,A,_Z,_Z,_Z,_Z
1996,ES611,70391,LATE_FETAL_DEATH,33.0,A,_Z,_Z,_Z,_Z
1996,ES611,70394,LATE_FETAL_DEATH,34.0,A,_Z,_Z,_Z,_Z
1996,ES612,70395,LATE_FETAL_DEATH,121.0,A,_Z,_Z,_Z,_Z
1996,ES612,70391,LATE_FETAL_DEATH,63.0,A,_Z,_Z,_Z,_Z
1996,ES612,70394,LATE_FETAL_DEATH,58.0,A,_Z,_Z,_Z,_Z
1996,ES613,70395,LATE_FETAL_DEATH,82.0,A,_Z,_Z,_Z,_Z
1996,ES613,70391,LATE_FETAL_DEATH,40.0,A,_Z,_Z,_Z,_Z
1996,ES613,70394,LATE_FETAL_DEATH,42.0,A,_Z,_Z,_Z,_Z
1996,ES614,70395,LATE_FETAL_DEATH,98.0,A,_Z,_Z,_Z,_Z
1996,ES614,70391,LATE_FETAL_DEATH,49.0,A,_Z,_Z,_Z,_Z
1996,ES614,70394,LATE_FETAL_DEATH,49.0,A,_Z,_Z,_Z,_Z
1996,ES615,70395,LATE_FETAL_DEATH,58.0,A,_Z,_Z,_Z,_Z
1996,ES615,70391,LATE_FETAL_DEATH,29.0,A,_Z,_Z,_Z,_Z
1996,ES615,70394,LATE_FETAL_DEATH,29.0,A,_Z,_Z,_Z,_Z
1996,ES616,70395,LATE_FETAL_DEATH,63.0,A,_Z,_Z,_Z,_Z
1996,ES616,70391,LATE_FETAL_DEATH,32.0,A,_Z,_Z,_Z,_Z
1996,ES616,70394,LATE_FETAL_DEATH,31.0,A,_Z,_Z,_Z,_Z
1996,ES617,70395,LATE_FETAL_DEATH,113.0,A,_Z,_Z,_Z,_Z
1996,ES617,70391,LATE_FETAL_DEATH,55.0,A,_Z,_Z,_Z,_Z
1996,ES617,70394,LATE_FETAL_DEATH,58.0,A,_Z,_Z,_Z,_Z
1996,ES618,70395,LATE_FETAL_DEATH,178.0,A,_Z,_Z,_Z,_Z
1996,ES618,70391,LATE_FETAL_DEATH,88.0,A,_Z,_Z,_Z,_Z
1996,ES618,70394,LATE_FETAL_DEATH,90.0,A,_Z,_Z,_Z,_Z
1996,ES61,70395,LATE_FETAL_DEATH,780.0,A,_Z,_Z,_Z,_Z
1996,ES61,70391,LATE_FETAL_DEATH,389.0,A,_Z,_Z,_Z,_Z
1996,ES61,70394,LATE_FETAL_DEATH,391.0,A,_Z,_Z,_Z,_Z
