D_ESTADO_DATO_0;D_PARQUES_TURISMO_0;D_TEMPORAL_0;D_RESITUR_0;INDICATOR;OBS_VALUE;FREQ
40123;55147;2019;55697;Estancia media;5.273499889296826;A
40123;55147;2018;55698;Estancia media;5.269219313964407;A
40123;55147;2018;55565;Estancia media;2.5499897395126716;A
40123;55147;2018;55697;Estancia media;6.040484058102967;A
40123;55147;2017;55698;Estancia media;4.5854198005282845;A
40123;55147;2017;55565;Estancia media;2.2933231893638464;A
40123;55147;2017;55697;Estancia media;5.175046563062055;A
40123;55147;2016;55698;Estancia media;4.226889720074441;A
40123;55147;2016;55565;Estancia media;2.6940796336563175;A
40123;55147;2016;55697;Estancia media;4.707271037725961;A
40123;55147;2015;55698;Estancia media;6.317347469991072;A
40123;55147;2015;55565;Estancia media;4.044180951411139;A
40123;55147;2015;55697;Estancia media;6.66861475784356;A
40123;55147;2014;55698;Estancia media;5.981794301702462;A
40123;55147;2014;55565;Estancia media;6.982705290269745;A
40123;55147;2014;55697;Estancia media;5.831263627722928;A
40123;55147;2013;55698;Estancia media;7.975827245457151;A
40123;55147;2013;55565;Estancia media;6.011955884983303;A
40123;55147;2013;55697;Estancia media;8.35100023384427;A
40123;55148;2020;55698;Estancia media;2.2460557701410684;A
40123;55148;2020;55565;Estancia media;2.241781749094291;A
40123;55148;2020;55697;Estancia media;2.291264536083709;A
40123;55148;2019;55698;Estancia media;2.9841952729669576;A
40123;55148;2019;55565;Estancia media;2.544499099605989;A
40123;55148;2019;55697;Estancia media;4.075182863714288;A
40123;55148;2018;55698;Estancia media;2.595936773951624;A
40123;55148;2018;55565;Estancia media;2.39005581424342;A
40123;55148;2018;55697;Estancia media;3.0675872464338436;A
40123;55148;2017;55698;Estancia media;1.963222671519601;A
40123;55148;2017;55565;Estancia media;2.009946102312119;A
40123;55148;2017;55697;Estancia media;1.869508318959045;A
40123;55148;2016;55698;Estancia media;2.260885253081382;A
40123;55148;2016;55565;Estancia media;2.181015499958302;A
40123;55148;2016;55697;Estancia media;2.4718192077635477;A
40123;55148;2015;55698;Estancia media;2.089066874181803;A
40123;55148;2015;55565;Estancia media;1.956082863895436;A
40123;55148;2015;55697;Estancia media;2.4915397727212953;A
40123;55148;2014;55698;Estancia media;2.215822945810931;A
40123;55148;2014;55565;Estancia media;2.0377082278989804;A
40123;55148;2014;55697;Estancia media;2.8132505297948014;A
40123;55148;2013;55698;Estancia media;2.4903431973682726;A
40123;55148;2013;55565;Estancia media;2.254510795720394;A
40123;55148;2013;55697;Estancia media;3.6166013573932396;A
40123;55149;2016;55698;Estancia media;2.6854309368152998;A
40123;55149;2016;55565;Estancia media;2.69712724107835;A
40123;55149;2016;55697;Estancia media;2.5121213200119543;A
40124;55537;2021;55698;Estancia media;3.9526187196292195;A
40124;55537;2021;55565;Estancia media;3.6270958080131455;A
40124;55537;2021;55697;Estancia media;7.027915691552867;A
40124;55541;2021;55698;Estancia media;5.343252377059272;A
40124;55541;2021;55565;Estancia media;4.000861933212023;A
40124;55541;2021;55697;Estancia media;7.17716165580646;A
40124;55125;2021;55698;Estancia media;2.984666707061508;A
40124;55125;2021;55565;Estancia media;2.8806877960292256;A
40124;55125;2021;55697;Estancia media;3.9173288614839525;A
40124;55130;2021;55698;Estancia media;3.1670192888427304;A
40124;55130;2021;55565;Estancia media;3.1157253266483806;A
40124;55130;2021;55697;Estancia media;3.3712548002113727;A
40124;55136;2021;55698;Estancia media;2.850309667334689;A
40124;55136;2021;55565;Estancia media;2.8007044781480754;A
40124;55136;2021;55697;Estancia media;3.441443475557974;A
40124;55142;2021;55698;Estancia media;2.889107530244741;A
40124;55142;2021;55565;Estancia media;2.8169425253049982;A
40124;55142;2021;55697;Estancia media;4.066718726440944;A
40124;55144;2021;55698;Estancia media;3.0900086697357105;A
40124;55144;2021;55565;Estancia media;3.08993680976097;A
40124;55144;2021;55697;Estancia media;3.1100038920621005;A
40124;55145;2021;55698;Estancia media;3.1012086056408226;A
40124;55145;2021;55565;Estancia media;3.073133853545843;A
40124;55145;2021;55697;Estancia media;4.495544644014316;A
40124;55146;2021;55698;Estancia media;3.4002775828118614;A
40124;55146;2021;55565;Estancia media;3.3466541801337297;A
40124;55146;2021;55697;Estancia media;3.919531399145095;A
40124;55147;2021;55698;Estancia media;5.0373703617958165;A
40124;55147;2021;55565;Estancia media;4.019443184206239;A
40124;55147;2021;55697;Estancia media;7.074943717219185;A
40124;55148;2021;55698;Estancia media;2.130643006558214;A
40124;55148;2021;55565;Estancia media;2.0927853759525514;A
40124;55148;2021;55697;Estancia media;2.358111520697519;A
