D_ESTADO_DATO_0;D_TERRITORIO_0;D_TEMPORAL_0;D_RESITUR_0;INDICATOR;OBS_VALUE;FREQ
40123;2402;2020;55698;Viajeros;84085.767440761;A
40123;2402;2020;55565;Viajeros;74957.775195725;A
40123;2402;2020;55697;Viajeros;9127.992245036;A
40123;2402;2019;55698;Viajeros;171287.148413614;A
40123;2402;2019;55565;Viajeros;120739.97646934;A
40123;2402;2019;55697;Viajeros;50547.171944274;A
40123;2402;2018;55698;Viajeros;163842.363886458;A
40123;2402;2018;55565;Viajeros;110468.516318538;A
40123;2402;2018;55697;Viajeros;53373.84756792;A
40123;2402;2017;55698;Viajeros;145682.283767538;A
40123;2402;2017;55565;Viajeros;100845.48170529;A
40123;2402;2017;55697;Viajeros;44836.802062248;A
40123;2402;2016;55698;Viajeros;121780.442851828;A
40123;2402;2016;55565;Viajeros;89890.889628882;A
40123;2402;2016;55697;Viajeros;31889.553222946;A
40123;2402;2015;55698;Viajeros;114421.230568495;A
40123;2402;2015;55565;Viajeros;81110.47038909;A
40123;2402;2015;55697;Viajeros;33310.760179405;A
40123;2402;2014;55698;Viajeros;110307.447948369;A
40123;2402;2014;55565;Viajeros;80942.60879773;A
40123;2402;2014;55697;Viajeros;29364.839150639;A
40123;2482;2020;55698;Viajeros;22343.11349339;A
40123;2482;2020;55565;Viajeros;17550.747628007;A
40123;2482;2020;55697;Viajeros;4792.365865383;A
40123;2482;2019;55698;Viajeros;55354.686709142;A
40123;2482;2019;55565;Viajeros;33240.268119486;A
40123;2482;2019;55697;Viajeros;22114.418589656;A
40123;2482;2018;55698;Viajeros;49681.698238556;A
40123;2482;2018;55565;Viajeros;29282.820489006;A
40123;2482;2018;55697;Viajeros;20398.87774955;A
40123;2482;2017;55698;Viajeros;53219.031901845;A
40123;2482;2017;55565;Viajeros;27799.913100576;A
40123;2482;2017;55697;Viajeros;25419.118801269;A
40123;2482;2016;55698;Viajeros;44798.904618933;A
40123;2482;2016;55565;Viajeros;27482.407577508;A
40123;2482;2016;55697;Viajeros;17316.497041425;A
40123;2482;2015;55698;Viajeros;32507.705757518;A
40123;2482;2015;55565;Viajeros;22070.626083042;A
40123;2482;2015;55697;Viajeros;10437.079674476;A
40123;2482;2014;55698;Viajeros;27758.788236645;A
40123;2482;2014;55565;Viajeros;16870.706884902;A
40123;2482;2014;55697;Viajeros;10888.081351743;A
40123;2713;2020;55698;Viajeros;112380.831758885;A
40123;2713;2020;55565;Viajeros;90194.978762174;A
40123;2713;2020;55697;Viajeros;22185.852996711;A
40123;2713;2019;55698;Viajeros;279449.654807855;A
40123;2713;2019;55565;Viajeros;169480.338341005;A
40123;2713;2019;55697;Viajeros;109969.31646685;A
40123;2713;2018;55698;Viajeros;243951.99143174;A
40123;2713;2018;55565;Viajeros;146908.99338808;A
40123;2713;2018;55697;Viajeros;97042.99804366;A
40123;2713;2017;55698;Viajeros;174337.06708319;A
40123;2713;2017;55565;Viajeros;107187.50372152;A
40123;2713;2017;55697;Viajeros;67149.56336167;A
40123;2713;2016;55698;Viajeros;224278.61949212;A
40123;2713;2016;55565;Viajeros;135709.06546172;A
40123;2713;2016;55697;Viajeros;88569.5540304;A
40123;2713;2015;55698;Viajeros;197616.52281978;A
40123;2713;2015;55565;Viajeros;119503.07008263;A
40123;2713;2015;55697;Viajeros;78113.45273715;A
40123;2713;2014;55698;Viajeros;153523.522498653;A
40123;2713;2014;55565;Viajeros;98429.23962664;A
40123;2713;2014;55697;Viajeros;55094.282872013;A
40123;2797;2020;55698;Viajeros;57604.418781114;A
40123;2797;2020;55565;Viajeros;54408.692005017;A
40123;2797;2020;55697;Viajeros;3195.726776097;A
40123;2797;2019;55698;Viajeros;97008.568110513;A
40123;2797;2019;55565;Viajeros;86289.613521239;A
40123;2797;2019;55697;Viajeros;10718.954589274;A
40123;2797;2018;55698;Viajeros;96417.092824213;A
40123;2797;2018;55565;Viajeros;84801.995461192;A
40123;2797;2018;55697;Viajeros;11615.097363021;A
40123;2797;2017;55698;Viajeros;87182.722961854;A
40123;2797;2017;55565;Viajeros;80273.70540334;A
40123;2797;2017;55697;Viajeros;6909.017558514;A
40123;2797;2016;55698;Viajeros;70219.535138845;A
40123;2797;2016;55565;Viajeros;63268.107813837;A
40123;2797;2016;55697;Viajeros;6951.427325008;A
40123;2797;2015;55698;Viajeros;75676.695509904;A
40123;2797;2015;55565;Viajeros;70383.219629034;A
40123;2797;2015;55697;Viajeros;5293.47588087;A
40123;2797;2014;55698;Viajeros;72602.995665251;A
40123;2797;2014;55565;Viajeros;67301.165056807;A
40123;2797;2014;55697;Viajeros;5301.830608444;A
40123;2911;2020;55698;Viajeros;40267.859685749;A
40123;2911;2020;55565;Viajeros;39398.404885012;A
40123;2911;2020;55697;Viajeros;869.454800737;A
40123;2911;2019;55698;Viajeros;67575.888298483;A
40123;2911;2019;55565;Viajeros;65108.244226304;A
40123;2911;2019;55697;Viajeros;2467.644072179;A
40123;2911;2018;55698;Viajeros;64500.890730637;A
40123;2911;2018;55565;Viajeros;61851.533073647;A
40123;2911;2018;55697;Viajeros;2649.35765699;A
40123;2911;2017;55698;Viajeros;60608.163847603;A
40123;2911;2017;55565;Viajeros;58050.962717271;A
40123;2911;2017;55697;Viajeros;2557.201130332;A
40123;2911;2016;55698;Viajeros;57145.302772535;A
40123;2911;2016;55565;Viajeros;53620.871395516;A
40123;2911;2016;55697;Viajeros;3524.431377019;A
40123;2911;2015;55698;Viajeros;45949.096226142;A
40123;2911;2015;55565;Viajeros;43383.548572233;A
40123;2911;2015;55697;Viajeros;2565.547653909;A
40123;2911;2014;55698;Viajeros;39878.032487904;A
40123;2911;2014;55565;Viajeros;37908.11471695;A
40123;2911;2014;55697;Viajeros;1969.917770954;A
40123;3023;2020;55698;Viajeros;395301.304344756;A
40123;3023;2020;55565;Viajeros;222764.230276987;A
40123;3023;2020;55697;Viajeros;172537.074067769;A
40123;3023;2019;55698;Viajeros;1350138.776944469;A
40123;3023;2019;55565;Viajeros;424351.846558812;A
40123;3023;2019;55697;Viajeros;925786.930385657;A
40123;3023;2018;55698;Viajeros;1223039.64239058;A
40123;3023;2018;55565;Viajeros;335047.1336556;A
40123;3023;2018;55697;Viajeros;887992.50873498;A
40123;3023;2017;55698;Viajeros;1304498.3207938;A
40123;3023;2017;55565;Viajeros;374158.65632434;A
40123;3023;2017;55697;Viajeros;930339.66446946;A
40123;3023;2016;55698;Viajeros;1084574.86476315;A
40123;3023;2016;55565;Viajeros;292297.75511856;A
40123;3023;2016;55697;Viajeros;792277.10964459;A
40123;3023;2015;55698;Viajeros;971952.86568515;A
40123;3023;2015;55565;Viajeros;269900.9937469;A
40123;3023;2015;55697;Viajeros;702051.87193825;A
40123;3023;2014;55698;Viajeros;858621.82862341;A
40123;3023;2014;55565;Viajeros;231424.88355138;A
40123;3023;2014;55697;Viajeros;627196.94507203;A
40123;3142;2020;55698;Viajeros;126890.628260292;A
40123;3142;2020;55565;Viajeros;76030.223332602;A
40123;3142;2020;55697;Viajeros;50860.40492769;A
40123;3142;2019;55698;Viajeros;453585.392384393;A
40123;3142;2019;55565;Viajeros;188619.823647766;A
40123;3142;2019;55697;Viajeros;264965.568736627;A
40123;3142;2018;55698;Viajeros;441963.92863924;A
40123;3142;2018;55565;Viajeros;194604.88016318;A
40123;3142;2018;55697;Viajeros;247359.04847606;A
40123;3142;2017;55698;Viajeros;395047.70798107;A
40123;3142;2017;55565;Viajeros;176838.92979914;A
40123;3142;2017;55697;Viajeros;218208.77818193;A
40123;3142;2016;55698;Viajeros;310524.16505647;A
40123;3142;2016;55565;Viajeros;150422.5608983;A
40123;3142;2016;55697;Viajeros;160101.60415817;A
40123;3142;2015;55698;Viajeros;236773.80864796;A
40123;3142;2015;55565;Viajeros;113598.83250777;A
40123;3142;2015;55697;Viajeros;123174.97614019;A
40123;3142;2014;55698;Viajeros;218707.4373122;A
40123;3142;2014;55565;Viajeros;103641.9396871;A
40123;3142;2014;55697;Viajeros;115065.4976251;A
40124;3143;2021;55698;Viajeros;1586434.617223884;A
40124;3143;2021;55565;Viajeros;1124194.3065443;A
40124;3143;2021;55697;Viajeros;462240.310679584;A
40124;2352;2021;55698;Viajeros;170336.498104514;A
40124;2352;2021;55565;Viajeros;157552.745752578;A
40124;2352;2021;55697;Viajeros;12783.752351936;A
40124;2402;2021;55698;Viajeros;141964.373622323;A
40124;2402;2021;55565;Viajeros;111893.81225676;A
40124;2402;2021;55697;Viajeros;30070.561365563;A
40124;2482;2021;55698;Viajeros;40176.179597247;A
40124;2482;2021;55565;Viajeros;31923.940207696;A
40124;2482;2021;55697;Viajeros;8252.239389551;A
40124;2713;2021;55698;Viajeros;199643.253960212;A
40124;2713;2021;55565;Viajeros;161719.707135723;A
40124;2713;2021;55697;Viajeros;37923.546824489;A
40124;2797;2021;55698;Viajeros;66242.347975365;A
40124;2797;2021;55565;Viajeros;63479.173321929;A
40124;2797;2021;55697;Viajeros;2763.174653436;A
40124;2911;2021;55698;Viajeros;53508.18156897;A
40124;2911;2021;55565;Viajeros;51484.615338002;A
40124;2911;2021;55697;Viajeros;2023.566230968;A
40124;3023;2021;55698;Viajeros;694112.239666103;A
40124;3023;2021;55565;Viajeros;390396.617677534;A
40124;3023;2021;55697;Viajeros;303715.621988569;A
40124;3142;2021;55698;Viajeros;220451.54272915;A
40124;3142;2021;55565;Viajeros;155743.694854078;A
40124;3142;2021;55697;Viajeros;64707.847875072;A
40123;3143;2020;55698;Pernoctaciones;3751693.494411616;A
40123;3143;2020;55565;Pernoctaciones;2297618.552417355;A
40123;3143;2020;55697;Pernoctaciones;1454074.941994261;A
40123;3143;2019;55698;Pernoctaciones;10765780;A
40123;3143;2019;55565;Pernoctaciones;4006280.202531649;A
40123;3143;2019;55697;Pernoctaciones;6759499.422497697;A
40123;3143;2018;55698;Pernoctaciones;10313869;A
40123;3143;2018;55565;Pernoctaciones;3607508.52920128;A
40123;3143;2018;55697;Pernoctaciones;6706360.570808675;A
40123;3143;2017;55698;Pernoctaciones;10444941;A
40123;3143;2017;55565;Pernoctaciones;3664214.997562519;A
40123;3143;2017;55697;Pernoctaciones;6780726.102364878;A
40123;3143;2016;55698;Pernoctaciones;9402245.072918449;A
40123;3143;2016;55565;Pernoctaciones;3202231.176225344;A
40123;3143;2016;55697;Pernoctaciones;6200013.896693105;A
40123;3143;2015;55698;Pernoctaciones;8775337.91979373;A
40123;3143;2015;55565;Pernoctaciones;2980635.069606948;A
40123;3143;2015;55697;Pernoctaciones;5794702.850186782;A
40123;3143;2014;55698;Pernoctaciones;7784473.952413481;A
40123;3143;2014;55565;Pernoctaciones;2701686.646382254;A
40123;3143;2014;55697;Pernoctaciones;5082787.306031227;A
40123;2352;2020;55698;Pernoctaciones;426791.23453687;A
40123;2352;2020;55565;Pernoctaciones;363668.058470392;A
40123;2352;2020;55697;Pernoctaciones;63123.176066478;A
40123;2352;2019;55698;Pernoctaciones;1016673.29615878;A
40123;2352;2019;55565;Pernoctaciones;772025.464031395;A
40123;2352;2019;55697;Pernoctaciones;244647.832127385;A
40123;2352;2018;55698;Pernoctaciones;933223.595417957;A
40123;2352;2018;55565;Pernoctaciones;689762.68530943;A
40123;2352;2018;55697;Pernoctaciones;243460.910108527;A
40123;2352;2017;55698;Pernoctaciones;963677.153884001;A
40123;2352;2017;55565;Pernoctaciones;709478.55246297;A
40123;2352;2017;55697;Pernoctaciones;254198.601421031;A
40123;2352;2016;55698;Pernoctaciones;793483.247180666;A
40123;2352;2016;55565;Pernoctaciones;602400.98965254;A
40123;2352;2016;55697;Pernoctaciones;191082.257528126;A
40123;2352;2015;55698;Pernoctaciones;763038.38392863;A
40123;2352;2015;55565;Pernoctaciones;584065.54008616;A
40123;2352;2015;55697;Pernoctaciones;178972.84384247;A
40123;2352;2014;55698;Pernoctaciones;662855.340717386;A
40123;2352;2014;55565;Pernoctaciones;499866.829612756;A
40123;2352;2014;55697;Pernoctaciones;162988.51110463;A
40123;2402;2020;55698;Pernoctaciones;313459.458292654;A
40123;2402;2020;55565;Pernoctaciones;280021.015938273;A
40123;2402;2020;55697;Pernoctaciones;33438.442354381;A
40123;2402;2019;55698;Pernoctaciones;595375.972923007;A
40123;2402;2019;55565;Pernoctaciones;433999.505603606;A
40123;2402;2019;55697;Pernoctaciones;161376.467319401;A
40123;2402;2018;55698;Pernoctaciones;583607.15269253;A
40123;2402;2018;55565;Pernoctaciones;397800.90385042;A
40123;2402;2018;55697;Pernoctaciones;185806.24884211;A
40123;2402;2017;55698;Pernoctaciones;554369.52305193;A
40123;2402;2017;55565;Pernoctaciones;386987.65127468;A
40123;2402;2017;55697;Pernoctaciones;167381.87177725;A
40123;2402;2016;55698;Pernoctaciones;463286.12502395;A
40123;2402;2016;55565;Pernoctaciones;338204.49147594;A
40123;2402;2016;55697;Pernoctaciones;125081.63354801;A
40123;2402;2015;55698;Pernoctaciones;412676.211807278;A
40123;2402;2015;55565;Pernoctaciones;290975.29546659;A
40123;2402;2015;55697;Pernoctaciones;121700.916340688;A
40123;2402;2014;55698;Pernoctaciones;456662.89949534;A
40123;2402;2014;55565;Pernoctaciones;322988.97064798;A
40123;2402;2014;55697;Pernoctaciones;133673.92884736;A
40123;2482;2020;55698;Pernoctaciones;50863.015805579;A
40123;2482;2020;55565;Pernoctaciones;42398.914272478;A
40123;2482;2020;55697;Pernoctaciones;8464.101533101;A
40123;2482;2019;55698;Pernoctaciones;111202.826036747;A
40123;2482;2019;55565;Pernoctaciones;69489.642680739;A
40123;2482;2019;55697;Pernoctaciones;41713.183356008;A
40123;2482;2018;55698;Pernoctaciones;102532.3425497;A
40123;2482;2018;55565;Pernoctaciones;61328.79176329;A
40123;2482;2018;55697;Pernoctaciones;41203.55078641;A
40123;2482;2017;55698;Pernoctaciones;103174.324770483;A
40123;2482;2017;55565;Pernoctaciones;57421.676881945;A
40123;2482;2017;55697;Pernoctaciones;45752.647888538;A
40123;2482;2016;55698;Pernoctaciones;90739.937384415;A
40123;2482;2016;55565;Pernoctaciones;57961.169836925;A
40123;2482;2016;55697;Pernoctaciones;32778.76754749;A
40123;2482;2015;55698;Pernoctaciones;72634.20225493;A
40123;2482;2015;55565;Pernoctaciones;50036.686421466;A
40123;2482;2015;55697;Pernoctaciones;22597.515833464;A
40123;2482;2014;55698;Pernoctaciones;56307.221887212;A
40123;2482;2014;55565;Pernoctaciones;34955.182506312;A
40123;2482;2014;55697;Pernoctaciones;21352.0393809;A
40123;2713;2020;55698;Pernoctaciones;300978.002055511;A
40123;2713;2020;55565;Pernoctaciones;235357.198848972;A
40123;2713;2020;55697;Pernoctaciones;65620.803206539;A
40123;2713;2019;55698;Pernoctaciones;690976.113786606;A
40123;2713;2019;55565;Pernoctaciones;420330.76339396;A
40123;2713;2019;55697;Pernoctaciones;270645.350392646;A
40123;2713;2018;55698;Pernoctaciones;623928.98348304;A
40123;2713;2018;55565;Pernoctaciones;388301.03112673;A
40123;2713;2018;55697;Pernoctaciones;235627.95235631;A
40123;2713;2017;55698;Pernoctaciones;507900.75902845;A
40123;2713;2017;55565;Pernoctaciones;307808.24686457;A
40123;2713;2017;55697;Pernoctaciones;200092.51216388;A
40123;2713;2016;55698;Pernoctaciones;609615.75467965;A
40123;2713;2016;55565;Pernoctaciones;368013.25976389;A
40123;2713;2016;55697;Pernoctaciones;241602.49491576;A
40123;2713;2015;55698;Pernoctaciones;577079.46069398;A
40123;2713;2015;55565;Pernoctaciones;339015.7744014;A
40123;2713;2015;55697;Pernoctaciones;238063.68629258;A
40123;2713;2014;55698;Pernoctaciones;467864.276749143;A
40123;2713;2014;55565;Pernoctaciones;293362.03208706;A
40123;2713;2014;55697;Pernoctaciones;174502.244662083;A
40123;2797;2020;55698;Pernoctaciones;234237.11057079;A
40123;2797;2020;55565;Pernoctaciones;221036.071265925;A
40123;2797;2020;55697;Pernoctaciones;13201.039304865;A
40123;2797;2019;55698;Pernoctaciones;392303.400956423;A
40123;2797;2019;55565;Pernoctaciones;342225.185686941;A
40123;2797;2019;55697;Pernoctaciones;50078.215269482;A
40123;2797;2018;55698;Pernoctaciones;394612.19348594;A
40123;2797;2018;55565;Pernoctaciones;335868.04165526;A
40123;2797;2018;55697;Pernoctaciones;58744.15183068;A
40123;2797;2017;55698;Pernoctaciones;389308.562705529;A
40123;2797;2017;55565;Pernoctaciones;351612.465564;A
40123;2797;2017;55697;Pernoctaciones;37696.097141529;A
40123;2797;2016;55698;Pernoctaciones;305990.3529848;A
40123;2797;2016;55565;Pernoctaciones;269129.08381963;A
40123;2797;2016;55697;Pernoctaciones;36861.26916517;A
40123;2797;2015;55698;Pernoctaciones;298421.156167447;A
40123;2797;2015;55565;Pernoctaciones;273126.770328695;A
40123;2797;2015;55697;Pernoctaciones;25294.385838752;A
40123;2797;2014;55698;Pernoctaciones;284089.887484956;A
40123;2797;2014;55565;Pernoctaciones;259563.01531549;A
40123;2797;2014;55697;Pernoctaciones;24526.872169466;A
40123;2911;2020;55698;Pernoctaciones;114470.660241981;A
40123;2911;2020;55565;Pernoctaciones;112219.341521174;A
40123;2911;2020;55697;Pernoctaciones;2251.318720807;A
40123;2911;2019;55698;Pernoctaciones;163206.900998364;A
40123;2911;2019;55565;Pernoctaciones;157010.297555599;A
40123;2911;2019;55697;Pernoctaciones;6196.603442765;A
40123;2911;2018;55698;Pernoctaciones;163084.129520798;A
40123;2911;2018;55565;Pernoctaciones;155873.32798726;A
40123;2911;2018;55697;Pernoctaciones;7210.801533538;A
40123;2911;2017;55698;Pernoctaciones;157352.110653644;A
40123;2911;2017;55565;Pernoctaciones;146467.594483554;A
40123;2911;2017;55697;Pernoctaciones;10884.51617009;A
40123;2911;2016;55698;Pernoctaciones;147344.007675438;A
40123;2911;2016;55565;Pernoctaciones;135792.451150419;A
40123;2911;2016;55697;Pernoctaciones;11551.556525019;A
40123;2911;2015;55698;Pernoctaciones;114345.997962115;A
40123;2911;2015;55565;Pernoctaciones;108268.953630047;A
40123;2911;2015;55697;Pernoctaciones;6077.044332068;A
40123;2911;2014;55698;Pernoctaciones;101577.906655964;A
40123;2911;2014;55565;Pernoctaciones;95211.524519056;A
40123;2911;2014;55697;Pernoctaciones;6366.382136908;A
40123;3023;2020;55698;Pernoctaciones;1962103.730333664;A
40123;3023;2020;55565;Pernoctaciones;836432.980019548;A
40123;3023;2020;55697;Pernoctaciones;1125670.750314116;A
40123;3023;2019;55698;Pernoctaciones;6699959.694986533;A
40123;3023;2019;55565;Pernoctaciones;1376847.663336807;A
40123;3023;2019;55697;Pernoctaciones;5323112.031649726;A
40123;3023;2018;55698;Pernoctaciones;6423882.9736743;A
40123;3023;2018;55565;Pernoctaciones;1127943.5125875;A
40123;3023;2018;55697;Pernoctaciones;5295939.4610868;A
40123;3023;2017;55698;Pernoctaciones;6819122.3224187;A
40123;3023;2017;55565;Pernoctaciones;1292108.2333346;A
40123;3023;2017;55697;Pernoctaciones;5527014.0890841;A
40123;3023;2016;55698;Pernoctaciones;6200394.6698205;A
40123;3023;2016;55565;Pernoctaciones;1070429.6051819;A
40123;3023;2016;55697;Pernoctaciones;5129965.0646386;A
40123;3023;2015;55698;Pernoctaciones;5871069.81634;A
40123;3023;2015;55565;Pernoctaciones;1042235.5085066;A
40123;3023;2015;55697;Pernoctaciones;4828834.3078334;A
40123;3023;2014;55698;Pernoctaciones;5118900.3668441;A
40123;3023;2014;55565;Pernoctaciones;902425.0425573;A
40123;3023;2014;55697;Pernoctaciones;4216475.3242868;A
40123;3142;2020;55698;Pernoctaciones;348790.282574567;A
40123;3142;2020;55565;Pernoctaciones;206484.972080593;A
40123;3142;2020;55697;Pernoctaciones;142305.310493974;A
40123;3142;2019;55698;Pernoctaciones;1096081.419182886;A
40123;3142;2019;55565;Pernoctaciones;434351.680242602;A
40123;3142;2019;55697;Pernoctaciones;661729.738940284;A
40123;3142;2018;55698;Pernoctaciones;1088997.72918569;A
40123;3142;2018;55565;Pernoctaciones;450630.23492139;A
40123;3142;2018;55697;Pernoctaciones;638367.4942643;A
40123;3142;2017;55698;Pernoctaciones;950036.34341466;A
40123;3142;2017;55565;Pernoctaciones;412330.5766962;A
40123;3142;2017;55697;Pernoctaciones;537705.76671846;A
40123;3142;2016;55698;Pernoctaciones;791390.97816903;A
40123;3142;2016;55565;Pernoctaciones;360300.1253441;A
40123;3142;2016;55697;Pernoctaciones;431090.85282493;A
40123;3142;2015;55698;Pernoctaciones;666072.69063935;A
40123;3142;2015;55565;Pernoctaciones;292910.54076599;A
40123;3142;2015;55697;Pernoctaciones;373162.14987336;A
40123;3142;2014;55698;Pernoctaciones;636216.05257938;A
40123;3142;2014;55565;Pernoctaciones;293314.0491363;A
40123;3142;2014;55697;Pernoctaciones;342902.00344308;A
40124;3143;2021;55698;Pernoctaciones;6368622.502404931;A
40124;3143;2021;55565;Pernoctaciones;4042291.424310314;A
40124;3143;2021;55697;Pernoctaciones;2326331.078094617;A
40124;2352;2021;55698;Pernoctaciones;826027.732408574;A
40124;2352;2021;55565;Pernoctaciones;751447.257832708;A
40124;2352;2021;55697;Pernoctaciones;74580.474575866;A
40124;2402;2021;55698;Pernoctaciones;546609.824446833;A
40124;2402;2021;55565;Pernoctaciones;438766.792168841;A
40124;2402;2021;55697;Pernoctaciones;107843.032277992;A
40124;2482;2021;55698;Pernoctaciones;92150.552727181;A
40124;2482;2021;55565;Pernoctaciones;75976.180552043;A
40124;2482;2021;55697;Pernoctaciones;16174.372175138;A
40124;2713;2021;55698;Pernoctaciones;508186.1774131;A
40124;2713;2021;55565;Pernoctaciones;405934.645272458;A
40124;2713;2021;55697;Pernoctaciones;102251.532140642;A
40124;2797;2021;55698;Pernoctaciones;308405.854059868;A
40124;2797;2021;55565;Pernoctaciones;293817.419922208;A
40124;2797;2021;55697;Pernoctaciones;14588.43413766;A
40124;2911;2021;55698;Pernoctaciones;135037.629338762;A
40124;2911;2021;55565;Pernoctaciones;131100.96183318;A
40124;2911;2021;55697;Pernoctaciones;3936.667505582;A
40124;3023;2021;55698;Pernoctaciones;3291459.165200337;A
40124;3023;2021;55565;Pernoctaciones;1500738.696548389;A
40124;3023;2021;55697;Pernoctaciones;1790720.468651948;A
40124;3142;2021;55698;Pernoctaciones;660745.566810276;A
40124;3142;2021;55565;Pernoctaciones;444509.470180487;A
40124;3142;2021;55697;Pernoctaciones;216236.096629789;A
40123;3143;2020;55698;Estancia media;4.03378496193026;A
40123;3143;2020;55565;Estancia media;3.491838921711258;A
40123;3143;2020;55697;Estancia media;5.344467147722534;A
40123;3143;2019;55698;Estancia media;4.018919695146679;A
40123;3143;2019;55565;Estancia media;3.1800750297708515;A
40123;3143;2019;55697;Estancia media;4.763673952779457;A
40123;3143;2018;55698;Estancia media;4.1864446305010174;A
40123;3143;2018;55565;Estancia media;3.243313089605842;A
40123;3143;2018;55697;Estancia media;4.9627365849374225;A
40123;3143;2017;55698;Estancia media;4.330222748193943;A
40123;3143;2017;55565;Estancia media;3.381893021075531;A
40123;3143;2017;55697;Estancia media;5.103577921163772;A
40123;3143;2016;55698;Estancia media;4.544071399053295;A
40123;3143;2016;55565;Estancia media;3.395249020137609;A
40123;3143;2016;55697;Estancia media;5.50636143200778;A
40123;3143;2015;55698;Estancia media;4.808068307460809;A
40123;3143;2015;55565;Estancia media;3.5191584332439754;A
40123;3143;2015;55697;Estancia media;5.92412286448713;A
40123;3143;2014;55698;Estancia media;4.837300366602966;A
40123;3143;2014;55565;Estancia media;3.6304307319872424;A
40123;3143;2014;55697;Estancia media;5.875497690098468;A
40123;2352;2020;55698;Estancia media;4.68004283502184;A
40123;2352;2020;55565;Estancia media;4.397880387883565;A
40123;2352;2020;55697;Estancia media;7.424328278852119;A
40123;2352;2019;55698;Estancia media;4.974563053360614;A
40123;2352;2019;55565;Estancia media;4.489128088409307;A
40123;2352;2019;55697;Estancia media;7.55139862534226;A
40123;2352;2018;55698;Estancia media;5.177763478692837;A
40123;2352;2018;55565;Estancia media;4.6191949477053855;A
40123;2352;2018;55697;Estancia media;7.876059721446759;A
40123;2352;2017;55698;Estancia media;5.031542072062049;A
40123;2352;2017;55565;Estancia media;4.481144399814704;A
40123;2352;2017;55697;Estancia media;7.656147806534353;A
40123;2352;2016;55698;Estancia media;5.092904953139142;A
40123;2352;2016;55565;Estancia media;4.617552043058814;A
40123;2352;2016;55697;Estancia media;7.539918074760021;A
40123;2352;2015;55698;Estancia media;5.079147312279916;A
40123;2352;2015;55565;Estancia media;4.598106312326919;A
40123;2352;2015;55697;Estancia media;7.7121656070453986;A
40123;2352;2014;55698;Estancia media;5.1842300359547036;A
40123;2352;2014;55565;Estancia media;4.643042270523566;A
40123;2352;2014;55697;Estancia media;8.068495395569263;A
40123;2402;2020;55698;Estancia media;3.727853926212761;A
40123;2402;2020;55565;Estancia media;3.7357167446218864;A
40123;2402;2020;55697;Estancia media;3.663285578771777;A
40123;2402;2019;55698;Estancia media;3.4758940086113674;A
40123;2402;2019;55565;Estancia media;3.594497185559857;A
40123;2402;2019;55697;Estancia media;3.192591417326203;A
40123;2402;2018;55698;Estancia media;3.5620039826632808;A
40123;2402;2018;55565;Estancia media;3.6010341870017863;A
40123;2402;2018;55697;Estancia media;3.4812226831814095;A
40123;2402;2017;55698;Estancia media;3.805332458519975;A
