D_ESTADO_DATO_0;D_TERRITORIO_0;D_CAT_HOTELES_0;D_TEMPORAL_0;D_RESITUR_0;INDICATOR;OBS_VALUE;FREQ
40123;2797;264446;2013;55565;Pernoctaciones;205698.34;A
40123;2797;264446;2013;55697;Pernoctaciones;26686.6;A
40123;2797;264446;2012;55698;Pernoctaciones;211287.54;A
40123;2797;264446;2012;55565;Pernoctaciones;188082.12;A
40123;2797;264446;2012;55697;Pernoctaciones;23205.42;A
40123;2797;264446;2011;55698;Pernoctaciones;270616.93;A
40123;2797;264446;2011;55565;Pernoctaciones;232474.87;A
40123;2797;264446;2011;55697;Pernoctaciones;38142.06;A
40123;2797;264446;2010;55698;Pernoctaciones;397789.1;A
40123;2797;264446;2010;55565;Pernoctaciones;367192.47;A
40123;2797;264446;2010;55697;Pernoctaciones;30596.63;A
40123;2797;264446;2009;55698;Pernoctaciones;405611.05;A
40123;2797;264446;2009;55565;Pernoctaciones;372151.45;A
40123;2797;264446;2009;55697;Pernoctaciones;33459.6;A
40123;2797;264446;2008;55698;Pernoctaciones;415120.21;A
40123;2797;264446;2008;55565;Pernoctaciones;371592.1;A
40123;2797;264446;2008;55697;Pernoctaciones;43528.11;A
40123;2797;62148;2020;55698;Pernoctaciones;97718.107103006;A
40123;2797;62148;2020;55565;Pernoctaciones;89419.545570614;A
40123;2797;62148;2020;55697;Pernoctaciones;8298.561532392;A
40123;2797;62148;2019;55698;Pernoctaciones;192131.664881035;A
40123;2797;62148;2019;55565;Pernoctaciones;172098.731318567;A
40123;2797;62148;2019;55697;Pernoctaciones;20032.933562468;A
40123;2797;62148;2018;55698;Pernoctaciones;191362.738796668;A
40123;2797;62148;2018;55565;Pernoctaciones;170270.32035605;A
40123;2797;62148;2018;55697;Pernoctaciones;21092.418440618;A
40123;2797;62148;2017;55698;Pernoctaciones;190981.984091282;A
40123;2797;62148;2017;55565;Pernoctaciones;168463.8730354;A
40123;2797;62148;2017;55697;Pernoctaciones;22518.111055882;A
40123;2797;62148;2016;55698;Pernoctaciones;174251.830735755;A
40123;2797;62148;2016;55565;Pernoctaciones;154523.6975867;A
40123;2797;62148;2016;55697;Pernoctaciones;19728.133149055;A
40123;2797;62148;2015;55698;Pernoctaciones;144366.129635537;A
40123;2797;62148;2015;55565;Pernoctaciones;128470.404527433;A
40123;2797;62148;2015;55697;Pernoctaciones;15895.725108104;A
40123;2797;62148;2014;55698;Pernoctaciones;150193.744607536;A
40123;2797;62148;2014;55565;Pernoctaciones;131543.99601648;A
40123;2797;62148;2014;55697;Pernoctaciones;18649.748591056;A
40123;2797;62148;2013;55698;Pernoctaciones;159407.97;A
40123;2797;62148;2013;55565;Pernoctaciones;138979.58;A
40123;2797;62148;2013;55697;Pernoctaciones;20428.39;A
40123;2797;62148;2012;55698;Pernoctaciones;161213.14;A
40123;2797;62148;2012;55565;Pernoctaciones;140024.15;A
40123;2797;62148;2012;55697;Pernoctaciones;21188.99;A
40123;2797;62148;2011;55698;Pernoctaciones;173610.05;A
40123;2797;62148;2011;55565;Pernoctaciones;149189.25;A
40123;2797;62148;2011;55697;Pernoctaciones;24420.8;A
40123;2797;62148;2010;55698;Pernoctaciones;167720.82;A
40123;2797;62148;2010;55565;Pernoctaciones;141166.21;A
40123;2797;62148;2010;55697;Pernoctaciones;26554.61;A
40123;2797;62148;2009;55698;Pernoctaciones;190624.54;A
40123;2797;62148;2009;55565;Pernoctaciones;164498.91;A
40123;2797;62148;2009;55697;Pernoctaciones;26125.63;A
40123;2797;62148;2008;55698;Pernoctaciones;221070.68;A
40123;2797;62148;2008;55565;Pernoctaciones;194317.44;A
40123;2797;62148;2008;55697;Pernoctaciones;26753.24;A
40123;2797;62145;2020;55698;Pernoctaciones;14582.22571092;A
40123;2797;62145;2020;55565;Pernoctaciones;13875.590325123;A
40123;2797;62145;2020;55697;Pernoctaciones;706.635385797;A
40123;2797;62145;2019;55698;Pernoctaciones;29785.84886872;A
40123;2797;62145;2019;55565;Pernoctaciones;26440.962581568;A
40123;2797;62145;2019;55697;Pernoctaciones;3344.886287152;A
40123;2797;62145;2018;55698;Pernoctaciones;31299.030497721;A
40123;2797;62145;2018;55565;Pernoctaciones;28129.51544243;A
40123;2797;62145;2018;55697;Pernoctaciones;3169.515055291;A
40123;2797;62145;2017;55698;Pernoctaciones;36354.736536034;A
40123;2797;62145;2017;55565;Pernoctaciones;33859.854830138;A
40123;2797;62145;2017;55697;Pernoctaciones;2494.881705896;A
40123;2797;62145;2016;55698;Pernoctaciones;29401.512509072;A
40123;2797;62145;2016;55565;Pernoctaciones;27139.533405178;A
40123;2797;62145;2016;55697;Pernoctaciones;2261.979103894;A
40123;2797;62145;2015;55698;Pernoctaciones;27947.943280092;A
40123;2797;62145;2015;55565;Pernoctaciones;26004.209691194;A
40123;2797;62145;2015;55697;Pernoctaciones;1943.733588898;A
40123;2797;62145;2014;55698;Pernoctaciones;24264.714285732;A
40123;2797;62145;2014;55565;Pernoctaciones;22718.428571448;A
40123;2797;62145;2014;55697;Pernoctaciones;1546.285714284;A
40123;2797;62145;2013;55698;Pernoctaciones;25128.67;A
40123;2797;62145;2013;55565;Pernoctaciones;23137.65;A
40123;2797;62145;2013;55697;Pernoctaciones;1991.02;A
40123;2797;62145;2012;55698;Pernoctaciones;28385.06;A
40123;2797;62145;2012;55565;Pernoctaciones;26592.22;A
40123;2797;62145;2012;55697;Pernoctaciones;1792.84;A
40123;2797;62145;2011;55698;Pernoctaciones;26689.56;A
40123;2797;62145;2011;55565;Pernoctaciones;22767.14;A
40123;2797;62145;2011;55697;Pernoctaciones;3922.42;A
40123;2797;62145;2010;55698;Pernoctaciones;26293.45;A
40123;2797;62145;2010;55565;Pernoctaciones;23790.45;A
40123;2797;62145;2010;55697;Pernoctaciones;2503.0;A
40123;2797;62145;2009;55698;Pernoctaciones;30956.99;A
40123;2797;62145;2009;55565;Pernoctaciones;28668.51;A
40123;2797;62145;2009;55697;Pernoctaciones;2288.48;A
40123;2797;62145;2008;55698;Pernoctaciones;40353.4;A
40123;2797;62145;2008;55565;Pernoctaciones;37325.61;A
40123;2797;62145;2008;55697;Pernoctaciones;3027.79;A
40123;2797;264450;2020;55698;Pernoctaciones;44860.948227423;A
40123;2797;264450;2020;55565;Pernoctaciones;41903.987806296;A
40123;2797;264450;2020;55697;Pernoctaciones;2956.960421127;A
40123;2797;264450;2019;55698;Pernoctaciones;91030.567809525;A
40123;2797;264450;2019;55565;Pernoctaciones;78214.596177999;A
40123;2797;264450;2019;55697;Pernoctaciones;12815.971631526;A
40123;2797;264450;2018;55698;Pernoctaciones;93572.063074746;A
40123;2797;264450;2018;55565;Pernoctaciones;83903.706017771;A
40123;2797;264450;2018;55697;Pernoctaciones;9668.357056975;A
40123;2797;264450;2017;55698;Pernoctaciones;88754.443233508;A
40123;2797;264450;2017;55565;Pernoctaciones;78853.745310042;A
40123;2797;264450;2017;55697;Pernoctaciones;9900.697923466;A
40123;2797;264450;2016;55698;Pernoctaciones;76853.208349855;A
40123;2797;264450;2016;55565;Pernoctaciones;70012.874510466;A
40123;2797;264450;2016;55697;Pernoctaciones;6840.333839389;A
40123;2797;264450;2015;55698;Pernoctaciones;73618.036646407;A
40123;2797;264450;2015;55565;Pernoctaciones;67055.763400186;A
40123;2797;264450;2015;55697;Pernoctaciones;6562.273246221;A
40123;2797;264450;2014;55698;Pernoctaciones;59253.755916998;A
40123;2797;264450;2014;55565;Pernoctaciones;52921.462297065;A
40123;2797;264450;2014;55697;Pernoctaciones;6332.293619933;A
40123;2797;264450;2013;55698;Pernoctaciones;57740.08;A
40123;2797;264450;2013;55565;Pernoctaciones;51101.86;A
40123;2797;264450;2013;55697;Pernoctaciones;6638.22;A
40123;2797;264450;2012;55698;Pernoctaciones;63345.14;A
40123;2797;264450;2012;55565;Pernoctaciones;57244.41;A
40123;2797;264450;2012;55697;Pernoctaciones;6100.73;A
40123;2797;264450;2011;55698;Pernoctaciones;63680.19;A
40123;2797;264450;2011;55565;Pernoctaciones;57653.82;A
40123;2797;264450;2011;55697;Pernoctaciones;6026.37;A
40123;2797;264450;2010;55698;Pernoctaciones;59652.35;A
40123;2797;264450;2010;55565;Pernoctaciones;55893.64;A
40123;2797;264450;2010;55697;Pernoctaciones;3758.71;A
40123;2797;264450;2009;55698;Pernoctaciones;68297.29;A
40123;2797;264450;2009;55565;Pernoctaciones;63201.43;A
40123;2797;264450;2009;55697;Pernoctaciones;5095.86;A
40123;2797;264450;2008;55698;Pernoctaciones;83145.75;A
40123;2797;264450;2008;55565;Pernoctaciones;77064.85;A
40123;2797;264450;2008;55697;Pernoctaciones;6080.9;A
40123;2797;264449;2020;55698;Pernoctaciones;50748.418253759;A
40123;2797;264449;2020;55565;Pernoctaciones;47495.022699713;A
40123;2797;264449;2020;55697;Pernoctaciones;3253.395554046;A
40123;2797;264449;2019;55698;Pernoctaciones;103335.134482193;A
40123;2797;264449;2019;55565;Pernoctaciones;86121.545984167;A
40123;2797;264449;2019;55697;Pernoctaciones;17213.588498026;A
40123;2797;264449;2018;55698;Pernoctaciones;61026.093961453;A
40123;2797;264449;2018;55565;Pernoctaciones;50566.282314114;A
40123;2797;264449;2018;55697;Pernoctaciones;10459.811647339;A
40123;2797;264449;2017;55698;Pernoctaciones;49644.548729954;A
40123;2797;264449;2017;55565;Pernoctaciones;39789.771012304;A
40123;2797;264449;2017;55697;Pernoctaciones;9854.77771765;A
40123;2797;264449;2016;55698;Pernoctaciones;57875.874285214;A
40123;2797;264449;2016;55565;Pernoctaciones;41435.271807705;A
40123;2797;264449;2016;55697;Pernoctaciones;16440.602477509;A
40123;2797;264449;2015;55698;Pernoctaciones;55315.717832374;A
40123;2797;264449;2015;55565;Pernoctaciones;45090.592444448;A
40123;2797;264449;2015;55697;Pernoctaciones;10225.125387926;A
40123;2797;264449;2014;55698;Pernoctaciones;42739.178725449;A
40123;2797;264449;2014;55565;Pernoctaciones;38474.235162815;A
40123;2797;264449;2014;55697;Pernoctaciones;4264.943562634;A
40123;2797;264449;2013;55698;Pernoctaciones;71093.84;A
40123;2797;264449;2013;55565;Pernoctaciones;64805.7;A
40123;2797;264449;2013;55697;Pernoctaciones;6288.14;A
40123;2797;264449;2012;55698;Pernoctaciones;80822.53;A
40123;2797;264449;2012;55565;Pernoctaciones;69910.38;A
40123;2797;264449;2012;55697;Pernoctaciones;10912.15;A
40123;2797;264449;2011;55698;Pernoctaciones;112704.53;A
40123;2797;264449;2011;55565;Pernoctaciones;101003.22;A
40123;2797;264449;2011;55697;Pernoctaciones;11701.31;A
40123;2797;264449;2010;55698;Pernoctaciones;125716.82;A
40123;2797;264449;2010;55565;Pernoctaciones;111945.34;A
40123;2797;264449;2010;55697;Pernoctaciones;13771.48;A
40123;2797;264449;2009;55698;Pernoctaciones;148712.44;A
40123;2797;264449;2009;55565;Pernoctaciones;133356.98;A
40123;2797;264449;2009;55697;Pernoctaciones;15355.46;A
40123;2797;264449;2008;55698;Pernoctaciones;158971.42;A
40123;2797;264449;2008;55565;Pernoctaciones;139069.7;A
40123;2797;264449;2008;55697;Pernoctaciones;19901.72;A
40123;2797;62150;2020;55698;Pernoctaciones;1122.0;A
40123;2797;62150;2020;55565;Pernoctaciones;860.0;A
40123;2797;62150;2020;55697;Pernoctaciones;262.0;A
40123;2797;62149;2020;55698;Pernoctaciones;1501291.799805659;A
40123;2797;62149;2020;55565;Pernoctaciones;1336494.792150161;A
40123;2797;62149;2020;55697;Pernoctaciones;164797.007655498;A
40123;2797;62149;2019;55698;Pernoctaciones;4171649.777271564;A
40123;2797;62149;2019;55565;Pernoctaciones;2879915.086237465;A
40123;2797;62149;2019;55697;Pernoctaciones;1291734.691034099;A
40123;2797;62149;2018;55698;Pernoctaciones;4043744.070598714;A
40123;2797;62149;2018;55565;Pernoctaciones;2754202.577499839;A
40123;2797;62149;2018;55697;Pernoctaciones;1289541.493098875;A
40123;2797;62149;2017;55698;Pernoctaciones;4074753.580959858;A
40123;2797;62149;2017;55565;Pernoctaciones;2587791.505620768;A
40123;2797;62149;2017;55697;Pernoctaciones;1486962.07533909;A
40123;2797;62149;2016;55698;Pernoctaciones;3889387.129394274;A
40123;2797;62149;2016;55565;Pernoctaciones;2607423.984499163;A
40123;2797;62149;2016;55697;Pernoctaciones;1281963.144895111;A
40123;2797;62149;2015;55698;Pernoctaciones;3477528.833299743;A
40123;2797;62149;2015;55565;Pernoctaciones;2521792.465666765;A
40123;2797;62149;2015;55697;Pernoctaciones;955736.367632978;A
40123;2797;62149;2014;55698;Pernoctaciones;3428356.283697265;A
40123;2797;62149;2014;55565;Pernoctaciones;2567753.439464158;A
40123;2797;62149;2014;55697;Pernoctaciones;860602.844233107;A
40123;2797;62149;2013;55698;Pernoctaciones;3439487.53;A
40123;2797;62149;2013;55565;Pernoctaciones;2573428.3;A
40123;2797;62149;2013;55697;Pernoctaciones;866059.23;A
40123;2797;62149;2012;55698;Pernoctaciones;3327307.96;A
40123;2797;62149;2012;55565;Pernoctaciones;2378434.32;A
40123;2797;62149;2012;55697;Pernoctaciones;948873.64;A
40123;2797;62149;2011;55698;Pernoctaciones;3789515.89;A
40123;2797;62149;2011;55565;Pernoctaciones;2827618.68;A
40123;2797;62149;2011;55697;Pernoctaciones;961897.21;A
40123;2797;62149;2010;55698;Pernoctaciones;3801989.66;A
40123;2797;62149;2010;55565;Pernoctaciones;2789688.45;A
40123;2797;62149;2010;55697;Pernoctaciones;1012301.21;A
40123;2797;62149;2009;55698;Pernoctaciones;3646308.52;A
40123;2797;62149;2009;55565;Pernoctaciones;2710306.3;A
40123;2797;62149;2009;55697;Pernoctaciones;936002.22;A
40123;2797;62149;2008;55698;Pernoctaciones;3658861.71;A
40123;2797;62149;2008;55565;Pernoctaciones;2577558.58;A
40123;2797;62149;2008;55697;Pernoctaciones;1081303.13;A
40123;2911;264447;2020;55698;Pernoctaciones;194073.77843666;A
40123;2911;264447;2020;55565;Pernoctaciones;177198.124107613;A
40123;2911;264447;2020;55697;Pernoctaciones;16875.654329047;A
40123;2911;264447;2019;55698;Pernoctaciones;385013.542328047;A
40123;2911;264447;2019;55565;Pernoctaciones;318862.594311453;A
40123;2911;264447;2019;55697;Pernoctaciones;66150.948016594;A
40123;2911;264447;2018;55698;Pernoctaciones;386684.999994341;A
40123;2911;264447;2018;55565;Pernoctaciones;322690.978812633;A
40123;2911;264447;2018;55697;Pernoctaciones;63994.021181708;A
40123;2911;264447;2017;55698;Pernoctaciones;380134.999999211;A
40123;2911;264447;2017;55565;Pernoctaciones;311471.15228032;A
40123;2911;264447;2017;55697;Pernoctaciones;68663.847718891;A
40123;2911;264447;2016;55698;Pernoctaciones;358993.000000475;A
40123;2911;264447;2016;55565;Pernoctaciones;296300.57661099;A
40123;2911;264447;2016;55697;Pernoctaciones;62692.423389485;A
40123;2911;264447;2015;55698;Pernoctaciones;320972.99999635;A
40123;2911;264447;2015;55565;Pernoctaciones;267408.818260866;A
40123;2911;264447;2015;55697;Pernoctaciones;53564.181735484;A
40123;2911;264447;2014;55698;Pernoctaciones;282086.000000107;A
40123;2911;264447;2014;55565;Pernoctaciones;237372.47414162;A
40123;2911;264447;2014;55697;Pernoctaciones;44713.525858487;A
40123;2911;264447;2013;55698;Pernoctaciones;255462.96;A
40123;2911;264447;2013;55565;Pernoctaciones;218733.04;A
40123;2911;264447;2013;55697;Pernoctaciones;36729.92;A
40123;2911;264447;2012;55698;Pernoctaciones;255506.5;A
40123;2911;264447;2012;55565;Pernoctaciones;219292.12;A
40123;2911;264447;2012;55697;Pernoctaciones;36214.38;A
40123;2911;264447;2011;55698;Pernoctaciones;273375.05;A
40123;2911;264447;2011;55565;Pernoctaciones;230625.71;A
40123;2911;264447;2011;55697;Pernoctaciones;42749.34;A
40123;2911;264447;2010;55698;Pernoctaciones;277768.96;A
40123;2911;264447;2010;55565;Pernoctaciones;240695.06;A
40123;2911;264447;2010;55697;Pernoctaciones;37073.9;A
40123;2911;264447;2009;55698;Pernoctaciones;258110.95;A
40123;2911;264447;2009;55565;Pernoctaciones;225289.42;A
40123;2911;264447;2009;55697;Pernoctaciones;32821.53;A
40123;2911;264447;2008;55698;Pernoctaciones;243506.93;A
40123;2911;264447;2008;55565;Pernoctaciones;210076.56;A
40123;2911;264447;2008;55697;Pernoctaciones;33430.37;A
40123;2911;264446;2020;55698;Pernoctaciones;135001.536164187;A
40123;2911;264446;2020;55565;Pernoctaciones;130095.344925423;A
40123;2911;264446;2020;55697;Pernoctaciones;4906.191238764;A
40123;2911;264446;2019;55698;Pernoctaciones;341402.530054644;A
40123;2911;264446;2019;55565;Pernoctaciones;314130.69532777;A
40123;2911;264446;2019;55697;Pernoctaciones;27271.834726874;A
40123;2911;264446;2018;55698;Pernoctaciones;346397.99999541;A
40123;2911;264446;2018;55565;Pernoctaciones;316825.83610341;A
40123;2911;264446;2018;55697;Pernoctaciones;29572.163892;A
40123;2911;264446;2017;55698;Pernoctaciones;351334.000000335;A
40123;2911;264446;2017;55565;Pernoctaciones;313797.66066181;A
40123;2911;264446;2017;55697;Pernoctaciones;37536.339338525;A
40123;2911;264446;2016;55698;Pernoctaciones;346303.403270127;A
40123;2911;264446;2016;55565;Pernoctaciones;311987.08557835;A
40123;2911;264446;2016;55697;Pernoctaciones;34316.317691777;A
40123;2911;264446;2015;55698;Pernoctaciones;320757.434009126;A
40123;2911;264446;2015;55565;Pernoctaciones;286065.42964793;A
40123;2911;264446;2015;55697;Pernoctaciones;34692.004361196;A
40123;2911;264446;2014;55698;Pernoctaciones;318986.206486389;A
40123;2911;264446;2014;55565;Pernoctaciones;285293.7976673;A
40123;2911;264446;2014;55697;Pernoctaciones;33692.408819089;A
40123;2911;264446;2013;55698;Pernoctaciones;340607.88;A
40123;2911;264446;2013;55565;Pernoctaciones;296237.32;A
40123;2911;264446;2013;55697;Pernoctaciones;44370.56;A
40123;2911;264446;2012;55698;Pernoctaciones;329537.08;A
40123;2911;264446;2012;55565;Pernoctaciones;288459.73;A
40123;2911;264446;2012;55697;Pernoctaciones;41077.35;A
40123;2911;264446;2011;55698;Pernoctaciones;355824.11;A
40123;2911;264446;2011;55565;Pernoctaciones;315672.43;A
40123;2911;264446;2011;55697;Pernoctaciones;40151.68;A
40123;2911;264446;2010;55698;Pernoctaciones;328446.01;A
40123;2911;264446;2010;55565;Pernoctaciones;292741.95;A
40123;2911;264446;2010;55697;Pernoctaciones;35704.06;A
40123;2911;264446;2009;55698;Pernoctaciones;352298.5;A
40123;2911;264446;2009;55565;Pernoctaciones;313836.93;A
40123;2911;264446;2009;55697;Pernoctaciones;38461.57;A
40123;2911;264446;2008;55698;Pernoctaciones;422694.19;A
40123;2911;264446;2008;55565;Pernoctaciones;379508.89;A
40123;2911;264446;2008;55697;Pernoctaciones;43185.3;A
40123;2911;62148;2020;55698;Pernoctaciones;38296.256744805;A
40123;2911;62148;2020;55565;Pernoctaciones;36529.956214066;A
40123;2911;62148;2020;55697;Pernoctaciones;1766.300530739;A
40123;2911;62148;2019;55698;Pernoctaciones;81202.428571427;A
40123;2911;62148;2019;55565;Pernoctaciones;70905.285714285;A
40123;2911;62148;2019;55697;Pernoctaciones;10297.142857142;A
40123;2911;62148;2018;55698;Pernoctaciones;81519.142856627;A
40123;2911;62148;2018;55565;Pernoctaciones;70877.71428524;A
40123;2911;62148;2018;55697;Pernoctaciones;10641.428571387;A
40123;2911;62148;2017;55698;Pernoctaciones;77001.724916209;A
40123;2911;62148;2017;55565;Pernoctaciones;65514.059942978;A
40123;2911;62148;2017;55697;Pernoctaciones;11487.664973231;A
40123;2911;62148;2016;55698;Pernoctaciones;67122.714285495;A
40123;2911;62148;2016;55565;Pernoctaciones;56436.142856945;A
40123;2911;62148;2016;55697;Pernoctaciones;10686.57142855;A
40123;2911;62148;2015;55698;Pernoctaciones;53786.311431213;A
40123;2911;62148;2015;55565;Pernoctaciones;45089.856553323;A
40123;2911;62148;2015;55697;Pernoctaciones;8696.45487789;A
40123;2911;62148;2014;55698;Pernoctaciones;58266.285714684;A
40123;2911;62148;2014;55565;Pernoctaciones;50975.714286037;A
40123;2911;62148;2014;55697;Pernoctaciones;7290.571428647;A
40123;2911;62148;2013;55698;Pernoctaciones;52273.26;A
40123;2911;62148;2013;55565;Pernoctaciones;46138.64;A
40123;2911;62148;2013;55697;Pernoctaciones;6134.62;A
40123;2911;62148;2012;55698;Pernoctaciones;50878.24;A
40123;2911;62148;2012;55565;Pernoctaciones;44569.16;A
40123;2911;62148;2012;55697;Pernoctaciones;6309.08;A
40123;2911;62148;2011;55698;Pernoctaciones;62229.34;A
40123;2911;62148;2011;55565;Pernoctaciones;54656.62;A
40123;2911;62148;2011;55697;Pernoctaciones;7572.72;A
40123;2911;62148;2010;55698;Pernoctaciones;72021.14;A
40123;2911;62148;2010;55565;Pernoctaciones;63791.7;A
40123;2911;62148;2010;55697;Pernoctaciones;8229.44;A
40123;2911;62148;2009;55698;Pernoctaciones;76482.6;A
40123;2911;62148;2009;55565;Pernoctaciones;67266.97;A
40123;2911;62148;2009;55697;Pernoctaciones;9215.63;A
40123;2911;62148;2008;55698;Pernoctaciones;81564.41;A
40123;2911;62148;2008;55565;Pernoctaciones;72907.86;A
40123;2911;62148;2008;55697;Pernoctaciones;8656.55;A
40123;2911;62145;2020;55698;Pernoctaciones;11135.136416862;A
40123;2911;62145;2020;55565;Pernoctaciones;10366.703747072;A
40123;2911;62145;2020;55697;Pernoctaciones;768.43266979;A
40123;2911;62145;2019;55698;Pernoctaciones;28736.54556307;A
40123;2911;62145;2019;55565;Pernoctaciones;25778.471547949;A
40123;2911;62145;2019;55697;Pernoctaciones;2958.074015121;A
40123;2911;62145;2018;55698;Pernoctaciones;27529.857142378;A
40123;2911;62145;2018;55565;Pernoctaciones;23736.428570965;A
40123;2911;62145;2018;55697;Pernoctaciones;3793.428571413;A
40123;2911;62145;2017;55698;Pernoctaciones;25080.364755758;A
40123;2911;62145;2017;55565;Pernoctaciones;22414.43334152;A
40123;2911;62145;2017;55697;Pernoctaciones;2665.931414238;A
40123;2911;62145;2016;55698;Pernoctaciones;23124.571428693;A
40123;2911;62145;2016;55565;Pernoctaciones;21367.714285834;A
40123;2911;62145;2016;55697;Pernoctaciones;1756.857142859;A
40123;2911;62145;2015;55698;Pernoctaciones;22351.880153568;A
40123;2911;62145;2015;55565;Pernoctaciones;20114.055608973;A
40123;2911;62145;2015;55697;Pernoctaciones;2237.824544595;A
40123;2911;62145;2014;55698;Pernoctaciones;18874.285714307;A
40123;2911;62145;2014;55565;Pernoctaciones;16619.571428602;A
40123;2911;62145;2014;55697;Pernoctaciones;2254.714285705;A
40123;2911;62145;2013;55698;Pernoctaciones;19907.36;A
40123;2911;62145;2013;55565;Pernoctaciones;17772.19;A
40123;2911;62145;2013;55697;Pernoctaciones;2135.17;A
40123;2911;62145;2012;55698;Pernoctaciones;21568.4;A
40123;2911;62145;2012;55565;Pernoctaciones;20206.96;A
40123;2911;62145;2012;55697;Pernoctaciones;1361.44;A
40123;2911;62145;2011;55698;Pernoctaciones;25610.61;A
40123;2911;62145;2011;55565;Pernoctaciones;22951.88;A
40123;2911;62145;2011;55697;Pernoctaciones;2658.73;A
40123;2911;62145;2010;55698;Pernoctaciones;29554.64;A
40123;2911;62145;2010;55565;Pernoctaciones;27909.73;A
40123;2911;62145;2010;55697;Pernoctaciones;1644.91;A
40123;2911;62145;2009;55698;Pernoctaciones;35988.85;A
40123;2911;62145;2009;55565;Pernoctaciones;33801.16;A
40123;2911;62145;2009;55697;Pernoctaciones;2187.69;A
40123;2911;62145;2008;55698;Pernoctaciones;43442.96;A
40123;2911;62145;2008;55565;Pernoctaciones;41080.49;A
40123;2911;62145;2008;55697;Pernoctaciones;2362.47;A
40123;2911;264450;2020;55698;Pernoctaciones;28867.74591058;A
40123;2911;264450;2020;55565;Pernoctaciones;26662.024536533;A
40123;2911;264450;2020;55697;Pernoctaciones;2205.721374047;A
40123;2911;264450;2019;55698;Pernoctaciones;54750.142857145;A
40123;2911;264450;2019;55565;Pernoctaciones;48698.285714287;A
40123;2911;264450;2019;55697;Pernoctaciones;6051.857142858;A
40123;2911;264450;2018;55698;Pernoctaciones;54941.71428564;A
40123;2911;264450;2018;55565;Pernoctaciones;49549.428571376;A
40123;2911;264450;2018;55697;Pernoctaciones;5392.285714264;A
40123;2911;264450;2017;55698;Pernoctaciones;54943.571429015;A
40123;2911;264450;2017;55565;Pernoctaciones;48136.857143369;A
40123;2911;264450;2017;55697;Pernoctaciones;6806.714285646;A
40123;2911;264450;2016;55698;Pernoctaciones;51563.000000329;A
40123;2911;264450;2016;55565;Pernoctaciones;45234.571428916;A
40123;2911;264450;2016;55697;Pernoctaciones;6328.428571413;A
40123;2911;264450;2015;55698;Pernoctaciones;48181.539242316;A
40123;2911;264450;2015;55565;Pernoctaciones;42511.283238355;A
40123;2911;264450;2015;55697;Pernoctaciones;5670.256003961;A
40123;2911;264450;2014;55698;Pernoctaciones;44203.142857586;A
40123;2911;264450;2014;55565;Pernoctaciones;38414.142857578;A
40123;2911;264450;2014;55697;Pernoctaciones;5789.000000008;A
40123;2911;264450;2013;55698;Pernoctaciones;39258.51;A
40123;2911;264450;2013;55565;Pernoctaciones;34848.45;A
40123;2911;264450;2013;55697;Pernoctaciones;4410.06;A
40123;2911;264450;2012;55698;Pernoctaciones;39808.31;A
40123;2911;264450;2012;55565;Pernoctaciones;35284.41;A
40123;2911;264450;2012;55697;Pernoctaciones;4523.9;A
40123;2911;264450;2011;55698;Pernoctaciones;45441.59;A
40123;2911;264450;2011;55565;Pernoctaciones;41505.57;A
40123;2911;264450;2011;55697;Pernoctaciones;3936.02;A
40123;2911;264450;2010;55698;Pernoctaciones;49265.78;A
40123;2911;264450;2010;55565;Pernoctaciones;45335.31;A
40123;2911;264450;2010;55697;Pernoctaciones;3930.47;A
40123;2911;264450;2009;55698;Pernoctaciones;49734.85;A
40123;2911;264450;2009;55565;Pernoctaciones;47308.06;A
40123;2911;264450;2009;55697;Pernoctaciones;2426.79;A
40123;2911;264450;2008;55698;Pernoctaciones;54116.4;A
40123;2911;264450;2008;55565;Pernoctaciones;49657.93;A
40123;2911;264450;2008;55697;Pernoctaciones;4458.47;A
40123;2911;264449;2020;55698;Pernoctaciones;19310.569047491;A
40123;2911;264449;2020;55565;Pernoctaciones;18570.55727914;A
40123;2911;264449;2020;55697;Pernoctaciones;740.011768351;A
40123;2911;264449;2019;55698;Pernoctaciones;48949.685862282;A
40123;2911;264449;2019;55565;Pernoctaciones;46600.968283429;A
40123;2911;264449;2019;55697;Pernoctaciones;2348.717578853;A
40123;2911;264449;2018;55698;Pernoctaciones;71171.708105784;A
40123;2911;264449;2018;55565;Pernoctaciones;64469.47897642;A
40123;2911;264449;2018;55697;Pernoctaciones;6702.229129364;A
40123;2911;264449;2017;55698;Pernoctaciones;68933.403951425;A
40123;2911;264449;2017;55565;Pernoctaciones;64942.03903908;A
40123;2911;264449;2017;55697;Pernoctaciones;3991.364912345;A
40123;2911;264449;2016;55698;Pernoctaciones;60309.087962667;A
40123;2911;264449;2016;55565;Pernoctaciones;54469.514742143;A
40123;2911;264449;2016;55697;Pernoctaciones;5839.573220524;A
40123;2911;264449;2015;55698;Pernoctaciones;89330.552228133;A
40123;2911;264449;2015;55565;Pernoctaciones;83636.636823598;A
40123;2911;264449;2015;55697;Pernoctaciones;5693.915404535;A
40123;2911;264449;2014;55698;Pernoctaciones;61659.022455279;A
40123;2911;264449;2014;55565;Pernoctaciones;56168.691829401;A
40123;2911;264449;2014;55697;Pernoctaciones;5490.330625878;A
40123;2911;264449;2013;55698;Pernoctaciones;62166.32;A
40123;2911;264449;2013;55565;Pernoctaciones;58068.3;A
