D_ESTADO_DATO_0;D_TERRITORIO_0;D_TEMPORAL_0;D_FORMA_JUR_SOCMER_0;INDICATOR;FREQ;D_CNAE09_0;D_SEXO_SOCIOS_0;OBS_VALUE
A;2841;2019;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2841;2019;46366;SOC_CONST;A;_Z;_Z;0.0
A;2841;2019;46367;CAP_SUSCRITO;A;_Z;_Z;6010.0
A;2841;2019;46367;SOC_CONST;A;_Z;_Z;2.0
A;2842;2004;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2842;2004;46361;SOC_CONST;A;_Z;_Z;0.0
A;2842;2004;46364;CAP_SUSCRITO;A;_Z;_Z;3600.0
A;2842;2004;46364;SOC_CONST;A;_Z;_Z;1.0
A;2842;2004;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2842;2004;46366;SOC_CONST;A;_Z;_Z;0.0
A;2842;2004;46367;CAP_SUSCRITO;A;_Z;_Z;3600.0
A;2842;2004;46367;SOC_CONST;A;_Z;_Z;1.0
A;2842;2005;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2842;2005;46361;SOC_CONST;A;_Z;_Z;0.0
A;2842;2005;46364;CAP_SUSCRITO;A;_Z;_Z;3010.12
A;2842;2005;46364;SOC_CONST;A;_Z;_Z;1.0
A;2842;2005;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2842;2005;46366;SOC_CONST;A;_Z;_Z;0.0
A;2842;2005;46367;CAP_SUSCRITO;A;_Z;_Z;3010.12
A;2842;2005;46367;SOC_CONST;A;_Z;_Z;1.0
A;2842;2012;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2842;2012;46361;SOC_CONST;A;_Z;_Z;0.0
A;2842;2012;46364;CAP_SUSCRITO;A;_Z;_Z;1369933.0
A;2842;2012;46364;SOC_CONST;A;_Z;_Z;1.0
A;2842;2012;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2842;2012;46366;SOC_CONST;A;_Z;_Z;0.0
A;2842;2012;46367;CAP_SUSCRITO;A;_Z;_Z;1369933.0
A;2842;2012;46367;SOC_CONST;A;_Z;_Z;1.0
A;2842;2014;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2842;2014;46361;SOC_CONST;A;_Z;_Z;0.0
A;2842;2014;46364;CAP_SUSCRITO;A;_Z;_Z;806500.0
A;2842;2014;46364;SOC_CONST;A;_Z;_Z;1.0
A;2842;2014;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2842;2014;46366;SOC_CONST;A;_Z;_Z;0.0
A;2842;2014;46367;CAP_SUSCRITO;A;_Z;_Z;806500.0
A;2842;2014;46367;SOC_CONST;A;_Z;_Z;1.0
A;2842;2020;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2842;2020;46361;SOC_CONST;A;_Z;_Z;0.0
A;2842;2020;46364;CAP_SUSCRITO;A;_Z;_Z;3000.0
A;2842;2020;46364;SOC_CONST;A;_Z;_Z;1.0
A;2842;2020;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2842;2020;46366;SOC_CONST;A;_Z;_Z;0.0
A;2842;2020;46367;CAP_SUSCRITO;A;_Z;_Z;3000.0
A;2842;2020;46367;SOC_CONST;A;_Z;_Z;1.0
A;2843;2004;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2843;2004;46361;SOC_CONST;A;_Z;_Z;0.0
A;2843;2004;46364;CAP_SUSCRITO;A;_Z;_Z;3006.0
A;2843;2004;46364;SOC_CONST;A;_Z;_Z;1.0
A;2843;2004;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2843;2004;46366;SOC_CONST;A;_Z;_Z;0.0
A;2843;2004;46367;CAP_SUSCRITO;A;_Z;_Z;3006.0
A;2843;2004;46367;SOC_CONST;A;_Z;_Z;1.0
A;2843;2007;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2843;2007;46361;SOC_CONST;A;_Z;_Z;0.0
A;2843;2007;46364;CAP_SUSCRITO;A;_Z;_Z;3100.0
A;2843;2007;46364;SOC_CONST;A;_Z;_Z;1.0
A;2843;2007;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2843;2007;46366;SOC_CONST;A;_Z;_Z;0.0
A;2843;2007;46367;CAP_SUSCRITO;A;_Z;_Z;3100.0
A;2843;2007;46367;SOC_CONST;A;_Z;_Z;1.0
A;2843;2009;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2843;2009;46361;SOC_CONST;A;_Z;_Z;0.0
A;2843;2009;46364;CAP_SUSCRITO;A;_Z;_Z;819305.0
A;2843;2009;46364;SOC_CONST;A;_Z;_Z;1.0
A;2843;2009;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2843;2009;46366;SOC_CONST;A;_Z;_Z;0.0
A;2843;2009;46367;CAP_SUSCRITO;A;_Z;_Z;819305.0
A;2843;2009;46367;SOC_CONST;A;_Z;_Z;1.0
A;2844;2003;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2003;46361;SOC_CONST;A;_Z;_Z;0.0
A;2844;2003;46364;CAP_SUSCRITO;A;_Z;_Z;530614.11
A;2844;2003;46364;SOC_CONST;A;_Z;_Z;3.0
A;2844;2003;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2003;46366;SOC_CONST;A;_Z;_Z;0.0
A;2844;2003;46367;CAP_SUSCRITO;A;_Z;_Z;530614.11
A;2844;2003;46367;SOC_CONST;A;_Z;_Z;3.0
A;2844;2004;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2004;46361;SOC_CONST;A;_Z;_Z;0.0
A;2844;2004;46364;CAP_SUSCRITO;A;_Z;_Z;12000.0
A;2844;2004;46364;SOC_CONST;A;_Z;_Z;1.0
A;2844;2004;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2004;46366;SOC_CONST;A;_Z;_Z;0.0
A;2844;2004;46367;CAP_SUSCRITO;A;_Z;_Z;12000.0
A;2844;2004;46367;SOC_CONST;A;_Z;_Z;1.0
A;2844;2005;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2005;46361;SOC_CONST;A;_Z;_Z;0.0
A;2844;2005;46364;CAP_SUSCRITO;A;_Z;_Z;22006.0
A;2844;2005;46364;SOC_CONST;A;_Z;_Z;2.0
A;2844;2005;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2005;46366;SOC_CONST;A;_Z;_Z;0.0
A;2844;2005;46367;CAP_SUSCRITO;A;_Z;_Z;22006.0
A;2844;2005;46367;SOC_CONST;A;_Z;_Z;2.0
A;2844;2006;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2006;46361;SOC_CONST;A;_Z;_Z;0.0
A;2844;2006;46364;CAP_SUSCRITO;A;_Z;_Z;44144.0
A;2844;2006;46364;SOC_CONST;A;_Z;_Z;14.0
A;2844;2006;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2006;46366;SOC_CONST;A;_Z;_Z;0.0
A;2844;2006;46367;CAP_SUSCRITO;A;_Z;_Z;44144.0
A;2844;2006;46367;SOC_CONST;A;_Z;_Z;14.0
A;2844;2007;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2007;46361;SOC_CONST;A;_Z;_Z;0.0
A;2844;2007;46364;CAP_SUSCRITO;A;_Z;_Z;11031.0
A;2844;2007;46364;SOC_CONST;A;_Z;_Z;3.0
A;2844;2007;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2007;46366;SOC_CONST;A;_Z;_Z;0.0
A;2844;2007;46367;CAP_SUSCRITO;A;_Z;_Z;11031.0
A;2844;2007;46367;SOC_CONST;A;_Z;_Z;3.0
A;2844;2008;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2008;46361;SOC_CONST;A;_Z;_Z;0.0
A;2844;2008;46364;CAP_SUSCRITO;A;_Z;_Z;285000.0
A;2844;2008;46364;SOC_CONST;A;_Z;_Z;1.0
A;2844;2008;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2008;46366;SOC_CONST;A;_Z;_Z;0.0
A;2844;2008;46367;CAP_SUSCRITO;A;_Z;_Z;285000.0
A;2844;2008;46367;SOC_CONST;A;_Z;_Z;1.0
A;2844;2009;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2009;46361;SOC_CONST;A;_Z;_Z;0.0
A;2844;2009;46364;CAP_SUSCRITO;A;_Z;_Z;43010.0
A;2844;2009;46364;SOC_CONST;A;_Z;_Z;2.0
A;2844;2009;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2009;46366;SOC_CONST;A;_Z;_Z;0.0
A;2844;2009;46367;CAP_SUSCRITO;A;_Z;_Z;43010.0
A;2844;2009;46367;SOC_CONST;A;_Z;_Z;2.0
A;2844;2010;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2010;46361;SOC_CONST;A;_Z;_Z;0.0
A;2844;2010;46364;CAP_SUSCRITO;A;_Z;_Z;495241.94
A;2844;2010;46364;SOC_CONST;A;_Z;_Z;7.0
A;2844;2010;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2010;46366;SOC_CONST;A;_Z;_Z;0.0
A;2844;2010;46367;CAP_SUSCRITO;A;_Z;_Z;495241.94
A;2844;2010;46367;SOC_CONST;A;_Z;_Z;7.0
A;2844;2011;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2011;46361;SOC_CONST;A;_Z;_Z;0.0
A;2844;2011;46364;CAP_SUSCRITO;A;_Z;_Z;3000.0
A;2844;2011;46364;SOC_CONST;A;_Z;_Z;1.0
A;2844;2011;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2011;46366;SOC_CONST;A;_Z;_Z;0.0
A;2844;2011;46367;CAP_SUSCRITO;A;_Z;_Z;3000.0
A;2844;2011;46367;SOC_CONST;A;_Z;_Z;1.0
A;2844;2012;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2012;46361;SOC_CONST;A;_Z;_Z;0.0
A;2844;2012;46364;CAP_SUSCRITO;A;_Z;_Z;19000.0
A;2844;2012;46364;SOC_CONST;A;_Z;_Z;1.0
A;2844;2012;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2012;46366;SOC_CONST;A;_Z;_Z;0.0
A;2844;2012;46367;CAP_SUSCRITO;A;_Z;_Z;19000.0
A;2844;2012;46367;SOC_CONST;A;_Z;_Z;1.0
A;2844;2013;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2013;46361;SOC_CONST;A;_Z;_Z;0.0
A;2844;2013;46364;CAP_SUSCRITO;A;_Z;_Z;10000.0
A;2844;2013;46364;SOC_CONST;A;_Z;_Z;2.0
A;2844;2013;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2013;46366;SOC_CONST;A;_Z;_Z;0.0
A;2844;2013;46367;CAP_SUSCRITO;A;_Z;_Z;10000.0
A;2844;2013;46367;SOC_CONST;A;_Z;_Z;2.0
A;2844;2014;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2014;46361;SOC_CONST;A;_Z;_Z;0.0
A;2844;2014;46364;CAP_SUSCRITO;A;_Z;_Z;53000.0
A;2844;2014;46364;SOC_CONST;A;_Z;_Z;2.0
A;2844;2014;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2014;46366;SOC_CONST;A;_Z;_Z;0.0
A;2844;2014;46367;CAP_SUSCRITO;A;_Z;_Z;53000.0
A;2844;2014;46367;SOC_CONST;A;_Z;_Z;2.0
A;2844;2015;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2015;46361;SOC_CONST;A;_Z;_Z;0.0
A;2844;2015;46364;CAP_SUSCRITO;A;_Z;_Z;3000.0
A;2844;2015;46364;SOC_CONST;A;_Z;_Z;1.0
A;2844;2015;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2015;46366;SOC_CONST;A;_Z;_Z;0.0
A;2844;2015;46367;CAP_SUSCRITO;A;_Z;_Z;3000.0
A;2844;2015;46367;SOC_CONST;A;_Z;_Z;1.0
A;2844;2016;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2016;46361;SOC_CONST;A;_Z;_Z;0.0
A;2844;2016;46364;CAP_SUSCRITO;A;_Z;_Z;6000.0
A;2844;2016;46364;SOC_CONST;A;_Z;_Z;2.0
A;2844;2016;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2016;46366;SOC_CONST;A;_Z;_Z;0.0
A;2844;2016;46367;CAP_SUSCRITO;A;_Z;_Z;6000.0
A;2844;2016;46367;SOC_CONST;A;_Z;_Z;2.0
A;2844;2017;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2017;46361;SOC_CONST;A;_Z;_Z;0.0
A;2844;2017;46364;CAP_SUSCRITO;A;_Z;_Z;6000.0
A;2844;2017;46364;SOC_CONST;A;_Z;_Z;2.0
A;2844;2017;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2017;46366;SOC_CONST;A;_Z;_Z;0.0
A;2844;2017;46367;CAP_SUSCRITO;A;_Z;_Z;6000.0
A;2844;2017;46367;SOC_CONST;A;_Z;_Z;2.0
A;2844;2018;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2018;46361;SOC_CONST;A;_Z;_Z;0.0
A;2844;2018;46364;CAP_SUSCRITO;A;_Z;_Z;17100.0
A;2844;2018;46364;SOC_CONST;A;_Z;_Z;3.0
A;2844;2018;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2018;46366;SOC_CONST;A;_Z;_Z;0.0
A;2844;2018;46367;CAP_SUSCRITO;A;_Z;_Z;17100.0
A;2844;2018;46367;SOC_CONST;A;_Z;_Z;3.0
A;2844;2019;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2019;46361;SOC_CONST;A;_Z;_Z;0.0
A;2844;2019;46364;CAP_SUSCRITO;A;_Z;_Z;3300.0
A;2844;2019;46364;SOC_CONST;A;_Z;_Z;1.0
A;2844;2019;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2019;46366;SOC_CONST;A;_Z;_Z;0.0
A;2844;2019;46367;CAP_SUSCRITO;A;_Z;_Z;3300.0
A;2844;2019;46367;SOC_CONST;A;_Z;_Z;1.0
A;2844;2020;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2020;46361;SOC_CONST;A;_Z;_Z;0.0
A;2844;2020;46364;CAP_SUSCRITO;A;_Z;_Z;3000.0
A;2844;2020;46364;SOC_CONST;A;_Z;_Z;1.0
A;2844;2020;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2844;2020;46366;SOC_CONST;A;_Z;_Z;0.0
A;2844;2020;46367;CAP_SUSCRITO;A;_Z;_Z;3000.0
A;2844;2020;46367;SOC_CONST;A;_Z;_Z;1.0
A;2845;2005;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2845;2005;46361;SOC_CONST;A;_Z;_Z;0.0
A;2845;2005;46364;CAP_SUSCRITO;A;_Z;_Z;65500.0
A;2845;2005;46364;SOC_CONST;A;_Z;_Z;1.0
A;2845;2005;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2845;2005;46366;SOC_CONST;A;_Z;_Z;0.0
A;2845;2005;46367;CAP_SUSCRITO;A;_Z;_Z;65500.0
A;2845;2005;46367;SOC_CONST;A;_Z;_Z;1.0
A;2845;2006;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2845;2006;46361;SOC_CONST;A;_Z;_Z;0.0
A;2845;2006;46364;CAP_SUSCRITO;A;_Z;_Z;3205.0
A;2845;2006;46364;SOC_CONST;A;_Z;_Z;1.0
A;2845;2006;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2845;2006;46366;SOC_CONST;A;_Z;_Z;0.0
A;2845;2006;46367;CAP_SUSCRITO;A;_Z;_Z;3205.0
A;2845;2006;46367;SOC_CONST;A;_Z;_Z;1.0
A;2845;2007;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2845;2007;46361;SOC_CONST;A;_Z;_Z;0.0
A;2845;2007;46364;CAP_SUSCRITO;A;_Z;_Z;9700.0
A;2845;2007;46364;SOC_CONST;A;_Z;_Z;2.0
A;2845;2007;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2845;2007;46366;SOC_CONST;A;_Z;_Z;0.0
A;2845;2007;46367;CAP_SUSCRITO;A;_Z;_Z;9700.0
A;2845;2007;46367;SOC_CONST;A;_Z;_Z;2.0
A;2845;2009;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2845;2009;46361;SOC_CONST;A;_Z;_Z;0.0
A;2845;2009;46364;CAP_SUSCRITO;A;_Z;_Z;10109.0
A;2845;2009;46364;SOC_CONST;A;_Z;_Z;3.0
A;2845;2009;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2845;2009;46366;SOC_CONST;A;_Z;_Z;0.0
A;2845;2009;46367;CAP_SUSCRITO;A;_Z;_Z;10109.0
A;2845;2009;46367;SOC_CONST;A;_Z;_Z;3.0
A;2845;2010;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2845;2010;46361;SOC_CONST;A;_Z;_Z;0.0
A;2845;2010;46364;CAP_SUSCRITO;A;_Z;_Z;41000.0
A;2845;2010;46364;SOC_CONST;A;_Z;_Z;1.0
A;2845;2010;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2845;2010;46366;SOC_CONST;A;_Z;_Z;0.0
A;2845;2010;46367;CAP_SUSCRITO;A;_Z;_Z;41000.0
A;2845;2010;46367;SOC_CONST;A;_Z;_Z;1.0
A;2845;2013;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2845;2013;46361;SOC_CONST;A;_Z;_Z;0.0
A;2845;2013;46364;CAP_SUSCRITO;A;_Z;_Z;15000.0
A;2845;2013;46364;SOC_CONST;A;_Z;_Z;2.0
A;2845;2013;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2845;2013;46366;SOC_CONST;A;_Z;_Z;0.0
A;2845;2013;46367;CAP_SUSCRITO;A;_Z;_Z;15000.0
A;2845;2013;46367;SOC_CONST;A;_Z;_Z;2.0
A;2845;2014;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2845;2014;46361;SOC_CONST;A;_Z;_Z;0.0
A;2845;2014;46364;CAP_SUSCRITO;A;_Z;_Z;6100.0
A;2845;2014;46364;SOC_CONST;A;_Z;_Z;2.0
A;2845;2014;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2845;2014;46366;SOC_CONST;A;_Z;_Z;0.0
A;2845;2014;46367;CAP_SUSCRITO;A;_Z;_Z;6100.0
A;2845;2014;46367;SOC_CONST;A;_Z;_Z;2.0
A;2845;2020;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2845;2020;46361;SOC_CONST;A;_Z;_Z;0.0
A;2845;2020;46364;CAP_SUSCRITO;A;_Z;_Z;3000.0
A;2845;2020;46364;SOC_CONST;A;_Z;_Z;1.0
A;2845;2020;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2845;2020;46366;SOC_CONST;A;_Z;_Z;0.0
A;2845;2020;46367;CAP_SUSCRITO;A;_Z;_Z;3000.0
A;2845;2020;46367;SOC_CONST;A;_Z;_Z;1.0
A;2846;2003;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2003;46361;SOC_CONST;A;_Z;_Z;0.0
A;2846;2003;46364;CAP_SUSCRITO;A;_Z;_Z;46660.0
A;2846;2003;46364;SOC_CONST;A;_Z;_Z;2.0
A;2846;2003;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2003;46366;SOC_CONST;A;_Z;_Z;0.0
A;2846;2003;46367;CAP_SUSCRITO;A;_Z;_Z;46660.0
A;2846;2003;46367;SOC_CONST;A;_Z;_Z;2.0
A;2846;2004;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2004;46361;SOC_CONST;A;_Z;_Z;0.0
A;2846;2004;46364;CAP_SUSCRITO;A;_Z;_Z;12000.0
A;2846;2004;46364;SOC_CONST;A;_Z;_Z;1.0
A;2846;2004;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2004;46366;SOC_CONST;A;_Z;_Z;0.0
A;2846;2004;46367;CAP_SUSCRITO;A;_Z;_Z;12000.0
A;2846;2004;46367;SOC_CONST;A;_Z;_Z;1.0
A;2846;2005;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2005;46361;SOC_CONST;A;_Z;_Z;0.0
A;2846;2005;46364;CAP_SUSCRITO;A;_Z;_Z;86006.0
A;2846;2005;46364;SOC_CONST;A;_Z;_Z;2.0
A;2846;2005;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2005;46366;SOC_CONST;A;_Z;_Z;0.0
A;2846;2005;46367;CAP_SUSCRITO;A;_Z;_Z;86006.0
A;2846;2005;46367;SOC_CONST;A;_Z;_Z;2.0
A;2846;2006;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2006;46361;SOC_CONST;A;_Z;_Z;0.0
A;2846;2006;46364;CAP_SUSCRITO;A;_Z;_Z;108326.0
A;2846;2006;46364;SOC_CONST;A;_Z;_Z;4.0
A;2846;2006;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2006;46366;SOC_CONST;A;_Z;_Z;0.0
A;2846;2006;46367;CAP_SUSCRITO;A;_Z;_Z;108326.0
A;2846;2006;46367;SOC_CONST;A;_Z;_Z;4.0
A;2846;2010;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2010;46361;SOC_CONST;A;_Z;_Z;0.0
A;2846;2010;46364;CAP_SUSCRITO;A;_Z;_Z;3050.0
A;2846;2010;46364;SOC_CONST;A;_Z;_Z;1.0
A;2846;2010;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2010;46366;SOC_CONST;A;_Z;_Z;0.0
A;2846;2010;46367;CAP_SUSCRITO;A;_Z;_Z;3050.0
A;2846;2010;46367;SOC_CONST;A;_Z;_Z;1.0
A;2846;2012;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2012;46361;SOC_CONST;A;_Z;_Z;0.0
A;2846;2012;46364;CAP_SUSCRITO;A;_Z;_Z;6016.0
A;2846;2012;46364;SOC_CONST;A;_Z;_Z;2.0
A;2846;2012;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2012;46366;SOC_CONST;A;_Z;_Z;0.0
A;2846;2012;46367;CAP_SUSCRITO;A;_Z;_Z;6016.0
A;2846;2012;46367;SOC_CONST;A;_Z;_Z;2.0
A;2846;2013;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2013;46361;SOC_CONST;A;_Z;_Z;0.0
A;2846;2013;46364;CAP_SUSCRITO;A;_Z;_Z;110000.0
A;2846;2013;46364;SOC_CONST;A;_Z;_Z;1.0
A;2846;2013;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2013;46366;SOC_CONST;A;_Z;_Z;0.0
A;2846;2013;46367;CAP_SUSCRITO;A;_Z;_Z;110000.0
A;2846;2013;46367;SOC_CONST;A;_Z;_Z;1.0
A;2846;2014;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2014;46361;SOC_CONST;A;_Z;_Z;0.0
A;2846;2014;46364;CAP_SUSCRITO;A;_Z;_Z;250008.0
A;2846;2014;46364;SOC_CONST;A;_Z;_Z;3.0
A;2846;2014;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2014;46366;SOC_CONST;A;_Z;_Z;0.0
A;2846;2014;46367;CAP_SUSCRITO;A;_Z;_Z;250008.0
A;2846;2014;46367;SOC_CONST;A;_Z;_Z;3.0
A;2846;2015;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2015;46361;SOC_CONST;A;_Z;_Z;0.0
A;2846;2015;46364;CAP_SUSCRITO;A;_Z;_Z;181021.0
A;2846;2015;46364;SOC_CONST;A;_Z;_Z;3.0
A;2846;2015;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2015;46366;SOC_CONST;A;_Z;_Z;0.0
A;2846;2015;46367;CAP_SUSCRITO;A;_Z;_Z;181021.0
A;2846;2015;46367;SOC_CONST;A;_Z;_Z;3.0
A;2846;2016;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2016;46361;SOC_CONST;A;_Z;_Z;0.0
A;2846;2016;46364;CAP_SUSCRITO;A;_Z;_Z;12000.0
A;2846;2016;46364;SOC_CONST;A;_Z;_Z;1.0
A;2846;2016;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2016;46366;SOC_CONST;A;_Z;_Z;0.0
A;2846;2016;46367;CAP_SUSCRITO;A;_Z;_Z;12000.0
A;2846;2016;46367;SOC_CONST;A;_Z;_Z;1.0
A;2846;2018;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2018;46361;SOC_CONST;A;_Z;_Z;0.0
A;2846;2018;46364;CAP_SUSCRITO;A;_Z;_Z;9100.0
A;2846;2018;46364;SOC_CONST;A;_Z;_Z;2.0
A;2846;2018;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2018;46366;SOC_CONST;A;_Z;_Z;0.0
A;2846;2018;46367;CAP_SUSCRITO;A;_Z;_Z;9100.0
A;2846;2018;46367;SOC_CONST;A;_Z;_Z;2.0
A;2846;2019;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2019;46361;SOC_CONST;A;_Z;_Z;0.0
A;2846;2019;46364;CAP_SUSCRITO;A;_Z;_Z;6200.0
A;2846;2019;46364;SOC_CONST;A;_Z;_Z;2.0
A;2846;2019;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2846;2019;46366;SOC_CONST;A;_Z;_Z;0.0
A;2846;2019;46367;CAP_SUSCRITO;A;_Z;_Z;6200.0
A;2846;2019;46367;SOC_CONST;A;_Z;_Z;2.0
A;2847;2004;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2847;2004;46361;SOC_CONST;A;_Z;_Z;0.0
A;2847;2004;46364;CAP_SUSCRITO;A;_Z;_Z;3006.0
A;2847;2004;46364;SOC_CONST;A;_Z;_Z;1.0
A;2847;2004;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2847;2004;46366;SOC_CONST;A;_Z;_Z;0.0
A;2847;2004;46367;CAP_SUSCRITO;A;_Z;_Z;3006.0
A;2847;2004;46367;SOC_CONST;A;_Z;_Z;1.0
A;2847;2006;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2847;2006;46361;SOC_CONST;A;_Z;_Z;0.0
A;2847;2006;46364;CAP_SUSCRITO;A;_Z;_Z;7006.0
A;2847;2006;46364;SOC_CONST;A;_Z;_Z;2.0
A;2847;2006;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2847;2006;46366;SOC_CONST;A;_Z;_Z;0.0
A;2847;2006;46367;CAP_SUSCRITO;A;_Z;_Z;7006.0
A;2847;2006;46367;SOC_CONST;A;_Z;_Z;2.0
A;2847;2007;46361;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2847;2007;46361;SOC_CONST;A;_Z;_Z;0.0
A;2847;2007;46364;CAP_SUSCRITO;A;_Z;_Z;137106.0
A;2847;2007;46364;SOC_CONST;A;_Z;_Z;5.0
A;2847;2007;46366;CAP_SUSCRITO;A;_Z;_Z;0.0
A;2847;2007;46366;SOC_CONST;A;_Z;_Z;0.0
