TERRITORIO;SECC_CNAE09;OBS_STATUS;TEMPORAL;MACROMAG_CPA;INDICATOR;OBS_VALUE;FREQ
ES616;273799;A;2017;273771;NR;6861.0;A
ES616;273799;A;2017;273772;NR;4376.0;A
ES616;273799;A;2017;273773;NR;2485.0;A
ES616;273799;A;2018;273760;NR;396894.0;A
ES616;273799;A;2018;273761;NR;182883.0;A
ES616;273799;A;2018;273762;NR;211275.0;A
ES616;273799;A;2018;273765;NR;84.591684297;A
ES616;273799;A;2018;273768;NR;115628.0;A
ES616;273799;A;2018;273769;NR;-128.0;A
ES616;273799;A;2018;273770;NR;95775.0;A
ES616;273799;A;2018;273771;NR;6601.0;A
ES616;273799;A;2018;273772;NR;4165.0;A
ES616;273799;A;2018;273773;NR;2436.0;A
ES616;273799;P;2019;273760;NR;575017.0;A
ES616;273799;P;2019;273761;NR;333463.0;A
ES616;273799;P;2019;273762;NR;241554.0;A
ES616;273799;P;2019;273765;NR;96.564840219;A
ES616;273799;P;2019;273768;NR;141292.0;A
ES616;273799;P;2019;273769;NR;-92.0;A
ES616;273799;P;2019;273770;NR;100354.0;A
ES616;273799;P;2019;273771;NR;7351.0;A
ES616;273799;P;2019;273772;NR;4800.0;A
ES616;273799;P;2019;273773;NR;2551.0;A
ES616;273800;A;2008;273760;NR;267119.0;A
ES616;273800;A;2008;273761;NR;101793.0;A
ES616;273800;A;2008;273762;NR;165326.0;A
ES616;273800;A;2008;273765;NR;101.098638636;A
ES616;273800;A;2008;273768;NR;130402.0;A
ES616;273800;A;2008;273769;NR;-1625.0;A
ES616;273800;A;2008;273770;NR;36549.0;A
ES616;273800;A;2008;273771;NR;8904.0;A
ES616;273800;A;2008;273772;NR;8228.0;A
ES616;273800;A;2008;273773;NR;676.0;A
ES616;273800;A;2009;273760;NR;285175.0;A
ES616;273800;A;2009;273761;NR;102219.0;A
ES616;273800;A;2009;273762;NR;182956.0;A
ES616;273800;A;2009;273765;NR;110.086133234;A
ES616;273800;A;2009;273768;NR;147173.0;A
ES616;273800;A;2009;273769;NR;-413.0;A
ES616;273800;A;2009;273770;NR;36196.0;A
ES616;273800;A;2009;273771;NR;9237.0;A
ES616;273800;A;2009;273772;NR;8629.0;A
ES616;273800;A;2009;273773;NR;608.0;A
ES616;273800;A;2010;273760;NR;261500.0;A
ES616;273800;A;2010;273761;NR;77848.0;A
ES616;273800;A;2010;273762;NR;183652.0;A
ES616;273800;A;2010;273765;NR;111.965532513;A
ES616;273800;A;2010;273768;NR;156884.0;A
ES616;273800;A;2010;273769;NR;-1155.0;A
ES616;273800;A;2010;273770;NR;27923.0;A
ES616;273800;A;2010;273771;NR;10209.0;A
ES616;273800;A;2010;273772;NR;9675.0;A
ES616;273800;A;2010;273773;NR;534.0;A
ES616;273800;A;2011;273760;NR;269645.0;A
ES616;273800;A;2011;273761;NR;93980.0;A
ES616;273800;A;2011;273762;NR;175665.0;A
ES616;273800;A;2011;273765;NR;106.6019708;A
ES616;273800;A;2011;273768;NR;138391.0;A
ES616;273800;A;2011;273769;NR;-1911.0;A
ES616;273800;A;2011;273770;NR;39185.0;A
ES616;273800;A;2011;273771;NR;8836.0;A
ES616;273800;A;2011;273772;NR;8387.0;A
ES616;273800;A;2011;273773;NR;449.0;A
ES616;273800;A;2012;273760;NR;263549.0;A
ES616;273800;A;2012;273761;NR;97986.0;A
ES616;273800;A;2012;273762;NR;165563.0;A
ES616;273800;A;2012;273765;NR;100.202608372;A
ES616;273800;A;2012;273768;NR;128123.0;A
ES616;273800;A;2012;273769;NR;-232.0;A
ES616;273800;A;2012;273770;NR;37672.0;A
ES616;273800;A;2012;273771;NR;8732.0;A
ES616;273800;A;2012;273772;NR;8231.0;A
ES616;273800;A;2012;273773;NR;501.0;A
ES616;273800;A;2013;273760;NR;224116.0;A
ES616;273800;A;2013;273761;NR;74201.0;A
ES616;273800;A;2013;273762;NR;149915.0;A
ES616;273800;A;2013;273765;NR;90.974152808;A
ES616;273800;A;2013;273768;NR;116532.0;A
ES616;273800;A;2013;273769;NR;542.0;A
ES616;273800;A;2013;273770;NR;32841.0;A
ES616;273800;A;2013;273771;NR;7415.0;A
ES616;273800;A;2013;273772;NR;6831.0;A
ES616;273800;A;2013;273773;NR;584.0;A
ES616;273800;A;2014;273760;NR;243074.0;A
ES616;273800;A;2014;273761;NR;82662.0;A
ES616;273800;A;2014;273762;NR;160412.0;A
ES616;273800;A;2014;273765;NR;97.969818845;A
ES616;273800;A;2014;273768;NR;131858.0;A
ES616;273800;A;2014;273769;NR;1430.0;A
ES616;273800;A;2014;273770;NR;27124.0;A
ES616;273800;A;2014;273771;NR;8126.0;A
ES616;273800;A;2014;273772;NR;7526.0;A
ES616;273800;A;2014;273773;NR;600.0;A
ES616;273800;A;2015;273760;NR;251480.0;A
ES616;273800;A;2015;273761;NR;87603.0;A
ES616;273800;A;2015;273762;NR;163877.0;A
ES616;273800;A;2015;273765;NR;100.0;A
ES616;273800;A;2015;273768;NR;145279.0;A
ES616;273800;A;2015;273769;NR;1141.0;A
ES616;273800;A;2015;273770;NR;17457.0;A
ES616;273800;A;2015;273771;NR;8966.0;A
ES616;273800;A;2015;273772;NR;8364.0;A
ES616;273800;A;2015;273773;NR;602.0;A
ES616;273800;A;2016;273760;NR;309525.0;A
ES616;273800;A;2016;273761;NR;108269.0;A
ES616;273800;A;2016;273762;NR;201256.0;A
ES616;273800;A;2016;273765;NR;123.096367347;A
ES616;273800;A;2016;273768;NR;156340.0;A
ES616;273800;A;2016;273769;NR;795.0;A
ES616;273800;A;2016;273770;NR;44121.0;A
ES616;273800;A;2016;273771;NR;9679.0;A
ES616;273800;A;2016;273772;NR;9078.0;A
ES616;273800;A;2016;273773;NR;601.0;A
ES616;273800;A;2017;273760;NR;343429.0;A
ES616;273800;A;2017;273761;NR;123659.0;A
ES616;273800;A;2017;273762;NR;219770.0;A
ES616;273800;A;2017;273765;NR;132.696763011;A
ES616;273800;A;2017;273768;NR;161816.0;A
ES616;273800;A;2017;273769;NR;639.0;A
ES616;273800;A;2017;273770;NR;57315.0;A
ES616;273800;A;2017;273771;NR;10110.0;A
ES616;273800;A;2017;273772;NR;9388.0;A
ES616;273800;A;2017;273773;NR;722.0;A
ES616;273800;A;2018;273760;NR;365235.0;A
ES616;273800;A;2018;273761;NR;107788.0;A
ES616;273800;A;2018;273762;NR;257447.0;A
ES616;273800;A;2018;273765;NR;154.462639761;A
ES616;273800;A;2018;273768;NR;200981.0;A
ES616;273800;A;2018;273769;NR;453.0;A
ES616;273800;A;2018;273770;NR;56013.0;A
ES616;273800;A;2018;273771;NR;12027.0;A
ES616;273800;A;2018;273772;NR;11377.0;A
ES616;273800;A;2018;273773;NR;650.0;A
ES616;273800;P;2019;273760;NR;455479.0;A
ES616;273800;P;2019;273761;NR;183013.0;A
ES616;273800;P;2019;273762;NR;272466.0;A
ES616;273800;P;2019;273765;NR;161.980127057;A
ES616;273800;P;2019;273768;NR;219660.0;A
ES616;273800;P;2019;273769;NR;-428.0;A
ES616;273800;P;2019;273770;NR;53234.0;A
ES616;273800;P;2019;273771;NR;12134.0;A
ES616;273800;P;2019;273772;NR;11470.0;A
ES616;273800;P;2019;273773;NR;664.0;A
ES616;273801;A;2008;273760;NR;2961438.0;A
ES616;273801;A;2008;273761;NR;806750.0;A
ES616;273801;A;2008;273762;NR;2154688.0;A
ES616;273801;A;2008;273765;NR;98.067807133;A
ES616;273801;A;2008;273768;NR;1768063.0;A
ES616;273801;A;2008;273769;NR;39.0;A
ES616;273801;A;2008;273770;NR;386586.0;A
ES616;273801;A;2008;273771;NR;54806.0;A
ES616;273801;A;2008;273772;NR;53325.0;A
ES616;273801;A;2008;273773;NR;1481.0;A
ES616;273801;A;2009;273760;NR;3083541.0;A
ES616;273801;A;2009;273761;NR;808241.0;A
ES616;273801;A;2009;273762;NR;2275300.0;A
ES616;273801;A;2009;273765;NR;100.457964227;A
ES616;273801;A;2009;273768;NR;1891220.0;A
ES616;273801;A;2009;273769;NR;-675.0;A
ES616;273801;A;2009;273770;NR;384755.0;A
ES616;273801;A;2009;273771;NR;58059.0;A
ES616;273801;A;2009;273772;NR;56488.0;A
ES616;273801;A;2009;273773;NR;1571.0;A
ES616;273801;A;2010;273760;NR;3071702.0;A
ES616;273801;A;2010;273761;NR;772675.0;A
ES616;273801;A;2010;273762;NR;2299027.0;A
ES616;273801;A;2010;273765;NR;102.857562066;A
ES616;273801;A;2010;273768;NR;1907890.0;A
ES616;273801;A;2010;273769;NR;7534.0;A
ES616;273801;A;2010;273770;NR;383603.0;A
ES616;273801;A;2010;273771;NR;58077.0;A
ES616;273801;A;2010;273772;NR;56667.0;A
ES616;273801;A;2010;273773;NR;1410.0;A
ES616;273801;A;2011;273760;NR;3102167.0;A
ES616;273801;A;2011;273761;NR;809674.0;A
ES616;273801;A;2011;273762;NR;2292493.0;A
ES616;273801;A;2011;273765;NR;103.740609191;A
ES616;273801;A;2011;273768;NR;1868173.0;A
ES616;273801;A;2011;273769;NR;7705.0;A
ES616;273801;A;2011;273770;NR;416615.0;A
ES616;273801;A;2011;273771;NR;58839.0;A
ES616;273801;A;2011;273772;NR;57463.0;A
ES616;273801;A;2011;273773;NR;1376.0;A
ES616;273801;A;2012;273760;NR;2885940.0;A
ES616;273801;A;2012;273761;NR;756056.0;A
ES616;273801;A;2012;273762;NR;2129884.0;A
ES616;273801;A;2012;273765;NR;99.046950318;A
ES616;273801;A;2012;273768;NR;1711369.0;A
ES616;273801;A;2012;273769;NR;7259.0;A
ES616;273801;A;2012;273770;NR;411256.0;A
ES616;273801;A;2012;273771;NR;55711.0;A
ES616;273801;A;2012;273772;NR;54307.0;A
ES616;273801;A;2012;273773;NR;1404.0;A
ES616;273801;A;2013;273760;NR;2815382.0;A
ES616;273801;A;2013;273761;NR;698757.0;A
ES616;273801;A;2013;273762;NR;2116625.0;A
ES616;273801;A;2013;273765;NR;98.348732663;A
ES616;273801;A;2013;273768;NR;1655038.0;A
ES616;273801;A;2013;273769;NR;9704.0;A
ES616;273801;A;2013;273770;NR;451883.0;A
ES616;273801;A;2013;273771;NR;55038.0;A
ES616;273801;A;2013;273772;NR;53604.0;A
ES616;273801;A;2013;273773;NR;1434.0;A
ES616;273801;A;2014;273760;NR;2754353.0;A
ES616;273801;A;2014;273761;NR;649943.0;A
ES616;273801;A;2014;273762;NR;2104410.0;A
ES616;273801;A;2014;273765;NR;97.315105514;A
ES616;273801;A;2014;273768;NR;1675916.0;A
ES616;273801;A;2014;273769;NR;8712.0;A
ES616;273801;A;2014;273770;NR;419782.0;A
ES616;273801;A;2014;273771;NR;56340.0;A
ES616;273801;A;2014;273772;NR;54761.0;A
ES616;273801;A;2014;273773;NR;1579.0;A
ES616;273801;A;2015;273760;NR;2897061.0;A
ES616;273801;A;2015;273761;NR;690918.0;A
ES616;273801;A;2015;273762;NR;2206143.0;A
ES616;273801;A;2015;273765;NR;100.0;A
ES616;273801;A;2015;273768;NR;1777277.0;A
ES616;273801;A;2015;273769;NR;3889.0;A
ES616;273801;A;2015;273770;NR;424977.0;A
ES616;273801;A;2015;273771;NR;56659.0;A
ES616;273801;A;2015;273772;NR;55115.0;A
ES616;273801;A;2015;273773;NR;1544.0;A
ES616;273801;A;2016;273760;NR;2966793.0;A
ES616;273801;A;2016;273761;NR;701852.0;A
ES616;273801;A;2016;273762;NR;2264941.0;A
ES616;273801;A;2016;273765;NR;101.552996115;A
ES616;273801;A;2016;273768;NR;1802883.0;A
ES616;273801;A;2016;273769;NR;7322.0;A
ES616;273801;A;2016;273770;NR;454736.0;A
ES616;273801;A;2016;273771;NR;57742.0;A
ES616;273801;A;2016;273772;NR;55921.0;A
ES616;273801;A;2016;273773;NR;1821.0;A
ES616;273801;A;2017;273760;NR;2913780.0;A
ES616;273801;A;2017;273761;NR;674426.0;A
ES616;273801;A;2017;273762;NR;2239354.0;A
ES616;273801;A;2017;273765;NR;99.937485884;A
ES616;273801;A;2017;273768;NR;1761803.0;A
ES616;273801;A;2017;273769;NR;10137.0;A
ES616;273801;A;2017;273770;NR;467414.0;A
ES616;273801;A;2017;273771;NR;56898.0;A
ES616;273801;A;2017;273772;NR;55087.0;A
ES616;273801;A;2017;273773;NR;1811.0;A
ES616;273801;A;2018;273760;NR;3041193.0;A
ES616;273801;A;2018;273761;NR;722012.0;A
ES616;273801;A;2018;273762;NR;2319181.0;A
ES616;273801;A;2018;273765;NR;101.78140566;A
ES616;273801;A;2018;273768;NR;1837338.0;A
ES616;273801;A;2018;273769;NR;12440.0;A
ES616;273801;A;2018;273770;NR;469403.0;A
ES616;273801;A;2018;273771;NR;59202.0;A
ES616;273801;A;2018;273772;NR;57341.0;A
ES616;273801;A;2018;273773;NR;1861.0;A
ES616;273801;P;2019;273760;NR;3295376.0;A
ES616;273801;P;2019;273761;NR;822862.0;A
ES616;273801;P;2019;273762;NR;2472514.0;A
ES616;273801;P;2019;273765;NR;105.797628879;A
ES616;273801;P;2019;273768;NR;1973435.0;A
ES616;273801;P;2019;273769;NR;12407.0;A
ES616;273801;P;2019;273770;NR;486672.0;A
ES616;273801;P;2019;273771;NR;60073.0;A
ES616;273801;P;2019;273772;NR;58068.0;A
ES616;273801;P;2019;273773;NR;2005.0;A
ES616;273802;A;2008;273760;NR;968546.0;A
ES616;273802;A;2008;273761;NR;306018.0;A
ES616;273802;A;2008;273762;NR;662528.0;A
ES616;273802;A;2008;273765;NR;90.472683802;A
ES616;273802;A;2008;273768;NR;515551.0;A
ES616;273802;A;2008;273769;NR;-412.0;A
ES616;273802;A;2008;273770;NR;147389.0;A
ES616;273802;A;2008;273771;NR;21136.0;A
ES616;273802;A;2008;273772;NR;21136.0;A
ES616;273802;A;2008;273773;NR;0.0;A
ES616;273802;A;2009;273760;NR;1045220.0;A
ES616;273802;A;2009;273761;NR;348772.0;A
ES616;273802;A;2009;273762;NR;696448.0;A
ES616;273802;A;2009;273765;NR;92.902188796;A
ES616;273802;A;2009;273768;NR;551790.0;A
ES616;273802;A;2009;273769;NR;915.0;A
ES616;273802;A;2009;273770;NR;143743.0;A
ES616;273802;A;2009;273771;NR;22595.0;A
ES616;273802;A;2009;273772;NR;22595.0;A
ES616;273802;A;2009;273773;NR;0.0;A
ES616;273802;A;2010;273760;NR;1061356.0;A
ES616;273802;A;2010;273761;NR;340380.0;A
ES616;273802;A;2010;273762;NR;720976.0;A
ES616;273802;A;2010;273765;NR;97.707947631;A
ES616;273802;A;2010;273768;NR;572280.0;A
ES616;273802;A;2010;273769;NR;2519.0;A
ES616;273802;A;2010;273770;NR;146177.0;A
ES616;273802;A;2010;273771;NR;22475.0;A
ES616;273802;A;2010;273772;NR;22475.0;A
ES616;273802;A;2010;273773;NR;0.0;A
ES616;273802;A;2011;273760;NR;1088370.0;A
ES616;273802;A;2011;273761;NR;364596.0;A
ES616;273802;A;2011;273762;NR;723774.0;A
ES616;273802;A;2011;273765;NR;99.832936419;A
ES616;273802;A;2011;273768;NR;570087.0;A
ES616;273802;A;2011;273769;NR;2573.0;A
ES616;273802;A;2011;273770;NR;151114.0;A
ES616;273802;A;2011;273771;NR;23757.0;A
ES616;273802;A;2011;273772;NR;23757.0;A
ES616;273802;A;2011;273773;NR;0.0;A
ES616;273802;A;2012;273760;NR;961739.0;A
ES616;273802;A;2012;273761;NR;276957.0;A
ES616;273802;A;2012;273762;NR;684782.0;A
ES616;273802;A;2012;273765;NR;97.737758864;A
ES616;273802;A;2012;273768;NR;521463.0;A
ES616;273802;A;2012;273769;NR;1659.0;A
ES616;273802;A;2012;273770;NR;161660.0;A
ES616;273802;A;2012;273771;NR;21029.0;A
ES616;273802;A;2012;273772;NR;21029.0;A
ES616;273802;A;2012;273773;NR;0.0;A
ES616;273802;A;2013;273760;NR;919081.0;A
ES616;273802;A;2013;273761;NR;247105.0;A
ES616;273802;A;2013;273762;NR;671976.0;A
ES616;273802;A;2013;273765;NR;96.216371963;A
ES616;273802;A;2013;273768;NR;486863.0;A
ES616;273802;A;2013;273769;NR;1954.0;A
ES616;273802;A;2013;273770;NR;183159.0;A
ES616;273802;A;2013;273771;NR;20719.0;A
ES616;273802;A;2013;273772;NR;20719.0;A
ES616;273802;A;2013;273773;NR;0.0;A
ES616;273802;A;2014;273760;NR;944382.0;A
ES616;273802;A;2014;273761;NR;269762.0;A
ES616;273802;A;2014;273762;NR;674620.0;A
ES616;273802;A;2014;273765;NR;96.735648782;A
ES616;273802;A;2014;273768;NR;493795.0;A
ES616;273802;A;2014;273769;NR;2671.0;A
ES616;273802;A;2014;273770;NR;178154.0;A
ES616;273802;A;2014;273771;NR;22064.0;A
ES616;273802;A;2014;273772;NR;22064.0;A
ES616;273802;A;2014;273773;NR;0.0;A
ES616;273802;A;2015;273760;NR;951106.0;A
ES616;273802;A;2015;273761;NR;242504.0;A
ES616;273802;A;2015;273762;NR;708602.0;A
ES616;273802;A;2015;273765;NR;100.0;A
ES616;273802;A;2015;273768;NR;518533.0;A
ES616;273802;A;2015;273769;NR;2304.0;A
ES616;273802;A;2015;273770;NR;187765.0;A
ES616;273802;A;2015;273771;NR;21628.0;A
ES616;273802;A;2015;273772;NR;21628.0;A
ES616;273802;A;2015;273773;NR;0.0;A
ES616;273802;A;2016;273760;NR;932192.0;A
ES616;273802;A;2016;273761;NR;226506.0;A
ES616;273802;A;2016;273762;NR;705686.0;A
ES616;273802;A;2016;273765;NR;98.842882705;A
ES616;273802;A;2016;273768;NR;507044.0;A
ES616;273802;A;2016;273769;NR;2719.0;A
ES616;273802;A;2016;273770;NR;195923.0;A
ES616;273802;A;2016;273771;NR;21240.0;A
ES616;273802;A;2016;273772;NR;21240.0;A
ES616;273802;A;2016;273773;NR;0.0;A
ES616;273802;A;2017;273760;NR;869624.0;A
ES616;273802;A;2017;273761;NR;194288.0;A
ES616;273802;A;2017;273762;NR;675336.0;A
ES616;273802;A;2017;273765;NR;94.27994277;A
ES616;273802;A;2017;273768;NR;479442.0;A
ES616;273802;A;2017;273769;NR;2928.0;A
ES616;273802;A;2017;273770;NR;192966.0;A
ES616;273802;A;2017;273771;NR;22193.0;A
ES616;273802;A;2017;273772;NR;22193.0;A
ES616;273802;A;2017;273773;NR;0.0;A
ES616;273802;A;2018;273760;NR;896242.0;A
ES616;273802;A;2018;273761;NR;204587.0;A
ES616;273802;A;2018;273762;NR;691655.0;A
ES616;273802;A;2018;273765;NR;95.749467555;A
ES616;273802;A;2018;273768;NR;490372.0;A
ES616;273802;A;2018;273769;NR;3014.0;A
ES616;273802;A;2018;273770;NR;198269.0;A
ES616;273802;A;2018;273771;NR;22467.0;A
ES616;273802;A;2018;273772;NR;22467.0;A
ES616;273802;A;2018;273773;NR;0.0;A
ES616;273802;P;2019;273760;NR;1005625.0;A
ES616;273802;P;2019;273761;NR;236911.0;A
ES616;273802;P;2019;273762;NR;768714.0;A
ES616;273802;P;2019;273765;NR;103.65785816;A
ES616;273802;P;2019;273768;NR;555771.0;A
ES616;273802;P;2019;273769;NR;3009.0;A
ES616;273802;P;2019;273770;NR;209934.0;A
ES616;273802;P;2019;273771;NR;22843.0;A
ES616;273802;P;2019;273772;NR;22843.0;A
ES616;273802;P;2019;273773;NR;0.0;A
ES616;273803;A;2008;273760;NR;790427.0;A
ES616;273803;A;2008;273761;NR;105729.0;A
ES616;273803;A;2008;273762;NR;684698.0;A
ES616;273803;A;2008;273765;NR;109.787474062;A
ES616;273803;A;2008;273768;NR;600032.0;A
ES616;273803;A;2008;273769;NR;-332.0;A
ES616;273803;A;2008;273770;NR;84998.0;A
ES616;273803;A;2008;273771;NR;16837.0;A
ES616;273803;A;2008;273772;NR;16134.0;A
ES616;273803;A;2008;273773;NR;703.0;A
ES616;273803;A;2009;273760;NR;831687.0;A
ES616;273803;A;2009;273761;NR;114426.0;A
ES616;273803;A;2009;273762;NR;717261.0;A
ES616;273803;A;2009;273765;NR;110.957208213;A
ES616;273803;A;2009;273768;NR;616910.0;A
ES616;273803;A;2009;273769;NR;1673.0;A
ES616;273803;A;2009;273770;NR;98678.0;A
ES616;273803;A;2009;273771;NR;17707.0;A
ES616;273803;A;2009;273772;NR;16997.0;A
ES616;273803;A;2009;273773;NR;710.0;A
ES616;273803;A;2010;273760;NR;833531.0;A
ES616;273803;A;2010;273761;NR;123693.0;A
ES616;273803;A;2010;273762;NR;709838.0;A
ES616;273803;A;2010;273765;NR;111.330808333;A
ES616;273803;A;2010;273768;NR;608905.0;A
ES616;273803;A;2010;273769;NR;1976.0;A
ES616;273803;A;2010;273770;NR;98957.0;A
ES616;273803;A;2010;273771;NR;17119.0;A
ES616;273803;A;2010;273772;NR;16463.0;A
ES616;273803;A;2010;273773;NR;656.0;A
ES616;273803;A;2011;273760;NR;861559.0;A
ES616;273803;A;2011;273761;NR;140960.0;A
ES616;273803;A;2011;273762;NR;720599.0;A
ES616;273803;A;2011;273765;NR;115.041753455;A
ES616;273803;A;2011;273768;NR;593745.0;A
ES616;273803;A;2011;273769;NR;2072.0;A
ES616;273803;A;2011;273770;NR;124782.0;A
ES616;273803;A;2011;273771;NR;16654.0;A
ES616;273803;A;2011;273772;NR;16086.0;A
ES616;273803;A;2011;273773;NR;568.0;A
ES616;273803;A;2012;273760;NR;759371.0;A
ES616;273803;A;2012;273761;NR;110890.0;A
ES616;273803;A;2012;273762;NR;648481.0;A
ES616;273803;A;2012;273765;NR;105.7165946;A
ES616;273803;A;2012;273768;NR;524958.0;A
ES616;273803;A;2012;273769;NR;2311.0;A
ES616;273803;A;2012;273770;NR;121212.0;A
ES616;273803;A;2012;273771;NR;16018.0;A
ES616;273803;A;2012;273772;NR;15322.0;A
ES616;273803;A;2012;273773;NR;696.0;A
ES616;273803;A;2013;273760;NR;718787.0;A
ES616;273803;A;2013;273761;NR;107935.0;A
ES616;273803;A;2013;273762;NR;610852.0;A
ES616;273803;A;2013;273765;NR;99.187158288;A
ES616;273803;A;2013;273768;NR;508472.0;A
ES616;273803;A;2013;273769;NR;2757.0;A
ES616;273803;A;2013;273770;NR;99623.0;A
ES616;273803;A;2013;273771;NR;15184.0;A
ES616;273803;A;2013;273772;NR;14460.0;A
ES616;273803;A;2013;273773;NR;724.0;A
ES616;273803;A;2014;273760;NR;706069.0;A
ES616;273803;A;2014;273761;NR;85700.0;A
ES616;273803;A;2014;273762;NR;620369.0;A
ES616;273803;A;2014;273765;NR;99.96618219;A
ES616;273803;A;2014;273768;NR;518321.0;A
ES616;273803;A;2014;273769;NR;3366.0;A
ES616;273803;A;2014;273770;NR;98682.0;A
ES616;273803;A;2014;273771;NR;15457.0;A
ES616;273803;A;2014;273772;NR;14702.0;A
ES616;273803;A;2014;273773;NR;755.0;A
ES616;273803;A;2015;273760;NR;720963.0;A
ES616;273803;A;2015;273761;NR;85060.0;A
ES616;273803;A;2015;273762;NR;635903.0;A
ES616;273803;A;2015;273765;NR;100.0;A
ES616;273803;A;2015;273768;NR;554438.0;A
ES616;273803;A;2015;273769;NR;1876.0;A
ES616;273803;A;2015;273770;NR;79589.0;A
ES616;273803;A;2015;273771;NR;15789.0;A
ES616;273803;A;2015;273772;NR;15070.0;A
ES616;273803;A;2015;273773;NR;719.0;A
ES616;273803;A;2016;273760;NR;769561.0;A
ES616;273803;A;2016;273761;NR;107395.0;A
ES616;273803;A;2016;273762;NR;662166.0;A
ES616;273803;A;2016;273765;NR;102.869863716;A
ES616;273803;A;2016;273768;NR;563569.0;A
ES616;273803;A;2016;273769;NR;2845.0;A
ES616;273803;A;2016;273770;NR;95752.0;A
ES616;273803;A;2016;273771;NR;16042.0;A
ES616;273803;A;2016;273772;NR;15144.0;A
ES616;273803;A;2016;273773;NR;898.0;A
ES616;273803;A;2017;273760;NR;753383.0;A
ES616;273803;A;2017;273761;NR;86840.0;A
ES616;273803;A;2017;273762;NR;666543.0;A
ES616;273803;A;2017;273765;NR;103.328485182;A
ES616;273803;A;2017;273768;NR;562133.0;A
ES616;273803;A;2017;273769;NR;3502.0;A
ES616;273803;A;2017;273770;NR;100908.0;A
ES616;273803;A;2017;273771;NR;15811.0;A
ES616;273803;A;2017;273772;NR;14842.0;A
ES616;273803;A;2017;273773;NR;969.0;A
ES616;273803;A;2018;273760;NR;805938.0;A
ES616;273803;A;2018;273761;NR;101489.0;A
ES616;273803;A;2018;273762;NR;704449.0;A
ES616;273803;A;2018;273765;NR;107.724582299;A
ES616;273803;A;2018;273768;NR;590876.0;A
ES616;273803;A;2018;273769;NR;3921.0;A
ES616;273803;A;2018;273770;NR;109652.0;A
ES616;273803;A;2018;273771;NR;16682.0;A
ES616;273803;A;2018;273772;NR;15706.0;A
ES616;273803;A;2018;273773;NR;976.0;A
ES616;273803;P;2019;273760;NR;836158.0;A
ES616;273803;P;2019;273761;NR;102397.0;A
ES616;273803;P;2019;273762;NR;733761.0;A
ES616;273803;P;2019;273765;NR;108.809325942;A
ES616;273803;P;2019;273768;NR;608544.0;A
ES616;273803;P;2019;273769;NR;3801.0;A
ES616;273803;P;2019;273770;NR;121416.0;A
ES616;273803;P;2019;273771;NR;16164.0;A
ES616;273803;P;2019;273772;NR;15065.0;A
ES616;273803;P;2019;273773;NR;1099.0;A
ES616;273804;A;2008;273760;NR;1202465.0;A
ES616;273804;A;2008;273761;NR;395003.0;A
ES616;273804;A;2008;273762;NR;807462.0;A
ES616;273804;A;2008;273765;NR;95.935651027;A
ES616;273804;A;2008;273768;NR;652480.0;A
ES616;273804;A;2008;273769;NR;783.0;A
ES616;273804;A;2008;273770;NR;154199.0;A
ES616;273804;A;2008;273771;NR;16833.0;A
ES616;273804;A;2008;273772;NR;16055.0;A
ES616;273804;A;2008;273773;NR;778.0;A
ES616;273804;A;2009;273760;NR;1206634.0;A
ES616;273804;A;2009;273761;NR;345043.0;A
ES616;273804;A;2009;273762;NR;861591.0;A
ES616;273804;A;2009;273765;NR;99.194505321;A
ES616;273804;A;2009;273768;NR;722520.0;A
ES616;273804;A;2009;273769;NR;-3263.0;A
ES616;273804;A;2009;273770;NR;142334.0;A
ES616;273804;A;2009;273771;NR;17757.0;A
ES616;273804;A;2009;273772;NR;16896.0;A
ES616;273804;A;2009;273773;NR;861.0;A
ES616;273804;A;2010;273760;NR;1176815.0;A
ES616;273804;A;2010;273761;NR;308602.0;A
ES616;273804;A;2010;273762;NR;868213.0;A
ES616;273804;A;2010;273765;NR;101.025911732;A
ES616;273804;A;2010;273768;NR;726705.0;A
ES616;273804;A;2010;273769;NR;3039.0;A
ES616;273804;A;2010;273770;NR;138469.0;A
ES616;273804;A;2010;273771;NR;18483.0;A
ES616;273804;A;2010;273772;NR;17729.0;A
ES616;273804;A;2010;273773;NR;754.0;A
ES616;273804;A;2011;273760;NR;1152238.0;A
ES616;273804;A;2011;273761;NR;304118.0;A
ES616;273804;A;2011;273762;NR;848120.0;A
ES616;273804;A;2011;273765;NR;98.744855023;A
ES616;273804;A;2011;273768;NR;704341.0;A
ES616;273804;A;2011;273769;NR;3060.0;A
ES616;273804;A;2011;273770;NR;140719.0;A
ES616;273804;A;2011;273771;NR;18428.0;A
ES616;273804;A;2011;273772;NR;17620.0;A
ES616;273804;A;2011;273773;NR;808.0;A
ES616;273804;A;2012;273760;NR;1164830.0;A
ES616;273804;A;2012;273761;NR;368209.0;A
ES616;273804;A;2012;273762;NR;796621.0;A
ES616;273804;A;2012;273765;NR;95.23789759;A
ES616;273804;A;2012;273768;NR;664948.0;A
ES616;273804;A;2012;273769;NR;3289.0;A
ES616;273804;A;2012;273770;NR;128384.0;A
ES616;273804;A;2012;273771;NR;18664.0;A
ES616;273804;A;2012;273772;NR;17956.0;A
ES616;273804;A;2012;273773;NR;708.0;A
ES616;273804;A;2013;273760;NR;1177514.0;A
ES616;273804;A;2013;273761;NR;343717.0;A
