D_TEMPORAL_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
2009;2911;Estancia media;3.278087412;A
2009;3023;Estancia media;12.027595851;A
2009;3142;Estancia media;3.721812493;A
2010;P1_C01;Estancia media;9.011505791;A
2010;2352;Estancia media;8.025346048;A
2010;2402;Estancia media;7.749888327;A
2010;2482;Estancia media;3.208538953;A
2010;2713;Estancia media;5.298074532;A
2010;2797;Estancia media;7.262250492;A
2010;2911;Estancia media;3.650327152;A
2010;3023;Estancia media;11.90420292;A
2010;3142;Estancia media;3.361217333;A
2011;P1_C01;Estancia media;9.053612601;A
2011;2352;Estancia media;8.319546708;A
2011;2402;Estancia media;7.6357846;A
2011;2482;Estancia media;3.691044479;A
2011;2713;Estancia media;5.920274028;A
2011;2797;Estancia media;8.062124346;A
2011;2911;Estancia media;2.780300707;A
2011;3023;Estancia media;11.368585633;A
2011;3142;Estancia media;3.32764201;A
2012;P1_C01;Estancia media;9.145334408;A
2012;2352;Estancia media;9.647107459;A
2012;2402;Estancia media;7.991140931;A
2012;2482;Estancia media;3.781889873;A
2012;2713;Estancia media;5.546486251;A
2012;2797;Estancia media;8.294437536;A
2012;2911;Estancia media;2.734403479;A
2012;3023;Estancia media;12.018032507;A
2012;3142;Estancia media;3.633726414;A
2013;P1_C01;Estancia media;9.022718259;A
2013;2352;Estancia media;9.154141654;A
2013;2402;Estancia media;9.075329183;A
2013;2482;Estancia media;3.921808522;A
2013;2713;Estancia media;5.011026543;A
2013;2797;Estancia media;7.937052022;A
2013;2911;Estancia media;2.404525249;A
2013;3023;Estancia media;10.714893541;A
2013;3142;Estancia media;3.490249072;A
2014;P1_C01;Estancia media;8.867510014;A
2014;2352;Estancia media;8.780959993;A
2014;2402;Estancia media;8.597480476;A
2014;2482;Estancia media;3.895527525;A
2014;2713;Estancia media;5.062656132;A
2014;2797;Estancia media;7.028027454;A
2014;2911;Estancia media;2.363347541;A
2014;3023;Estancia media;9.438279327;A
2014;3142;Estancia media;3.389037711;A
2015;P1_C01;Estancia media;8.694870927;A
2015;2352;Estancia media;7.106480784;A
2015;2402;Estancia media;8.353653976;A
2015;2482;Estancia media;3.846892199;A
2015;2713;Estancia media;5.302499968;A
2015;2797;Estancia media;7.51906636;A
2015;2911;Estancia media;2.951950466;A
2015;3023;Estancia media;9.735809075;A
2015;3142;Estancia media;3.534030117;A
2016;P1_C01;Estancia media;8.579452834;A
2016;2352;Estancia media;6.992583689;A
2016;2402;Estancia media;6.853439269;A
2016;2482;Estancia media;3.736471681;A
2016;2713;Estancia media;5.400591539;A
2016;2797;Estancia media;7.211072673;A
2016;2911;Estancia media;2.74697781;A
2016;3023;Estancia media;10.037081858;A
2016;3142;Estancia media;3.335339214;A
2017;P1_C01;Estancia media;8.517037301;A
2017;2352;Estancia media;7.727249312;A
2017;2402;Estancia media;6.710435602;A
2017;2482;Estancia media;3.513520491;A
2017;2713;Estancia media;5.277157965;A
2017;2797;Estancia media;7.922150312;A
2017;2911;Estancia media;2.893068814;A
2017;3023;Estancia media;9.346365672;A
2017;3142;Estancia media;3.396748613;A
2018;P1_C01;Estancia media;8.287717311;A
2018;2352;Estancia media;7.748381503;A
2018;2402;Estancia media;6.419398763;A
2018;2482;Estancia media;3.285272929;A
2018;2713;Estancia media;5.14958622;A
2018;2797;Estancia media;8.099847631;A
2018;2911;Estancia media;2.617284229;A
2018;3023;Estancia media;9.423299042;A
2018;3142;Estancia media;3.366455537;A
2019;P1_C01;Estancia media;8.199248489;A
2019;2352;Estancia media;7.880081035;A
2019;2402;Estancia media;6.313648648;A
2019;2482;Estancia media;3.193263974;A
2019;2713;Estancia media;5.102416195;A
2019;2797;Estancia media;7.885910264;A
2019;2911;Estancia media;2.553770834;A
2019;3023;Estancia media;9.172520795;A
2019;3142;Estancia media;3.347058817;A
2020;P1_C01;Estancia media;7.877292242;A
2020;2352;Estancia media;7.637934931;A
2020;2402;Estancia media;7.700182133;A
2020;2482;Estancia media;3.07691389;A
2020;2713;Estancia media;5.314756321;A
2020;2797;Estancia media;8.921770479;A
2020;2911;Estancia media;2.527505882;A
2020;3023;Estancia media;10.365794561;A
2020;3142;Estancia media;3.08683828;A
2021;P1_C01;Estancia media;6.948186352;A
2021;2352;Estancia media;7.495866901;A
2021;2402;Estancia media;7.116561237;A
2021;2482;Estancia media;2.996690272;A
2021;2713;Estancia media;4.788631946;A
2021;2797;Estancia media;7.486889155;A
2021;2911;Estancia media;2.722747838;A
2021;3023;Estancia media;8.253430997;A
2021;3142;Estancia media;3.781085625;A
1998;P1_C01;Tasa de variación interanual;-5.227710564667834;A
1998;2352;Tasa de variación interanual;-23.28140988142885;A
1998;2402;Tasa de variación interanual;-31.059569244228392;A
1998;2482;Tasa de variación interanual;-29.096907655939496;A
1998;2713;Tasa de variación interanual;-20.93219436649384;A
1998;2797;Tasa de variación interanual;-24.35033850896275;A
1998;2911;Tasa de variación interanual;-12.821421183544974;A
1998;3023;Tasa de variación interanual;-5.90415727880436;A
1998;3142;Tasa de variación interanual;-28.56883279689052;A
1999;P1_C01;Tasa de variación interanual;-13.022084241454104;A
1999;2352;Tasa de variación interanual;-3.826891921670319;A
1999;2402;Tasa de variación interanual;-14.108892599585502;A
1999;2482;Tasa de variación interanual;-45.995645206806756;A
1999;2713;Tasa de variación interanual;-35.69836830216769;A
1999;2797;Tasa de variación interanual;7.877366004508142;A
1999;2911;Tasa de variación interanual;-22.635410613074473;A
1999;3023;Tasa de variación interanual;-19.270666478733254;A
1999;3142;Tasa de variación interanual;-40.34057572875935;A
2000;P1_C01;Tasa de variación interanual;3.779367890964839;A
2000;2352;Tasa de variación interanual;-13.461199883912176;A
2000;2402;Tasa de variación interanual;6.772826081200926;A
2000;2482;Tasa de variación interanual;-9.450836577314723;A
2000;2713;Tasa de variación interanual;8.656501873500385;A
2000;2797;Tasa de variación interanual;-14.48710798872975;A
2000;2911;Tasa de variación interanual;-12.493947331617786;A
2000;3023;Tasa de variación interanual;8.890116464271891;A
2000;3142;Tasa de variación interanual;19.37653929548966;A
2001;P1_C01;Tasa de variación interanual;5.093504926133665;A
2001;2352;Tasa de variación interanual;40.31536978636662;A
2001;2402;Tasa de variación interanual;-6.602366863214873;A
2001;2482;Tasa de variación interanual;13.234783497839873;A
2001;2713;Tasa de variación interanual;-9.931823458074938;A
2001;2797;Tasa de variación interanual;32.238199613374306;A
2001;2911;Tasa de variación interanual;4.57848243628415;A
2001;3023;Tasa de variación interanual;18.804248395741528;A
2001;3142;Tasa de variación interanual;31.6940487777427;A
2002;P1_C01;Tasa de variación interanual;1.2267562478373397;A
2002;2352;Tasa de variación interanual;9.328876636340505;A
2002;2402;Tasa de variación interanual;0.3050243093484936;A
2002;2482;Tasa de variación interanual;1.508702864890945;A
2002;2713;Tasa de variación interanual;1.2927896606605447;A
2002;2797;Tasa de variación interanual;-17.690477425398612;A
2002;2911;Tasa de variación interanual;10.438294627957454;A
2002;3023;Tasa de variación interanual;-4.509951841859708;A
2002;3142;Tasa de variación interanual;-23.13419178608122;A
2003;P1_C01;Tasa de variación interanual;-9.183091854847952;A
2003;2352;Tasa de variación interanual;-11.804160691357186;A
2003;2402;Tasa de variación interanual;3.981902867509547;A
2003;2482;Tasa de variación interanual;46.61560707566101;A
2003;2713;Tasa de variación interanual;2.2106477190963965;A
2003;2797;Tasa de variación interanual;-2.608976268372242;A
2003;2911;Tasa de variación interanual;16.27087658523126;A
2003;3023;Tasa de variación interanual;-12.650566178333325;A
2003;3142;Tasa de variación interanual;7.101175090661776;A
2004;P1_C01;Tasa de variación interanual;-5.160524484148588;A
2004;2352;Tasa de variación interanual;-24.697650635318258;A
2004;2402;Tasa de variación interanual;-19.461400101703944;A
2004;2482;Tasa de variación interanual;22.461898529492654;A
2004;2713;Tasa de variación interanual;-1.479111933945537;A
2004;2797;Tasa de variación interanual;-3.97491235749647;A
2004;2911;Tasa de variación interanual;23.535041410879053;A
2004;3023;Tasa de variación interanual;10.101807663950616;A
2004;3142;Tasa de variación interanual;5.107363382646092;A
2005;P1_C01;Tasa de variación interanual;-24.47979564525535;A
2005;2352;Tasa de variación interanual;-28.23320361224468;A
2005;2402;Tasa de variación interanual;11.263040047400356;A
2005;2482;Tasa de variación interanual;-28.377078243743153;A
2005;2713;Tasa de variación interanual;-0.014916481647772914;A
2005;2797;Tasa de variación interanual;-1.5405664500349667;A
2005;2911;Tasa de variación interanual;-3.813134004935744;A
2005;3023;Tasa de variación interanual;-5.72763625108318;A
2005;3142;Tasa de variación interanual;1.2970478963867347;A
2006;P1_C01;Tasa de variación interanual;18.980465791234042;A
2006;2352;Tasa de variación interanual;20.64953594281926;A
2006;2402;Tasa de variación interanual;-7.102867116204579;A
2006;2482;Tasa de variación interanual;7.1300566142199555;A
2006;2713;Tasa de variación interanual;-18.26929838372784;A
2006;2797;Tasa de variación interanual;20.18166801406976;A
2006;2911;Tasa de variación interanual;4.2898759682634715;A
2006;3023;Tasa de variación interanual;-15.633285796204929;A
2006;3142;Tasa de variación interanual;-9.212781597924156;A
2007;P1_C01;Tasa de variación interanual;-8.380591813933744;A
2007;2352;Tasa de variación interanual;-8.181362253144098;A
2007;2402;Tasa de variación interanual;-7.223600441777639;A
2007;2482;Tasa de variación interanual;-15.060026062099896;A
2007;2713;Tasa de variación interanual;14.676148150214333;A
2007;2797;Tasa de variación interanual;-9.02997872529942;A
2007;2911;Tasa de variación interanual;-4.107208109270402;A
2007;3023;Tasa de variación interanual;-8.332081154148893;A
2007;3142;Tasa de variación interanual;-0.08435648906280073;A
2008;P1_C01;Tasa de variación interanual;3.9859491984728055;A
2008;2352;Tasa de variación interanual;-0.504089316934141;A
2008;2402;Tasa de variación interanual;9.9933692066297;A
2008;2482;Tasa de variación interanual;-5.183566173458813;A
2008;2713;Tasa de variación interanual;-1.7785004791823864;A
2008;2797;Tasa de variación interanual;-10.055489424427853;A
2008;2911;Tasa de variación interanual;-0.6303427618169105;A
2008;3023;Tasa de variación interanual;7.860904898487975;A
2008;3142;Tasa de variación interanual;0.7387660426999412;A
2009;P1_C01;Tasa de variación interanual;2.777118795979438;A
2009;2352;Tasa de variación interanual;4.345561952188566;A
2009;2402;Tasa de variación interanual;7.490567098224628;A
2009;2482;Tasa de variación interanual;-1.1925367463286893;A
2009;2713;Tasa de variación interanual;5.225844631843249;A
2009;2797;Tasa de variación interanual;0.22212413754777896;A
2009;2911;Tasa de variación interanual;-24.2228904480621;A
2009;3023;Tasa de variación interanual;7.489851713738445;A
2009;3142;Tasa de variación interanual;-8.562792449768517;A
2010;P1_C01;Tasa de variación interanual;2.5368562618864243;A
2010;2352;Tasa de variación interanual;2.5938749822755103;A
2010;2402;Tasa de variación interanual;-0.7759267129017671;A
2010;2482;Tasa de variación interanual;10.550880235407643;A
2010;2713;Tasa de variación interanual;-0.09085620658095522;A
2010;2797;Tasa de variación interanual;-8.30567700922197;A
2010;2911;Tasa de variación interanual;11.355393960434142;A
2010;3023;Tasa de variación interanual;-1.0259151748081108;A
2010;3142;Tasa de variación interanual;-9.688697662179617;A
2011;P1_C01;Tasa de variación interanual;0.4672560943372304;A
2011;2352;Tasa de variación interanual;3.6658937600992205;A
2011;2402;Tasa de variación interanual;-1.4723273702212125;A
2011;2482;Tasa de variación interanual;15.038169492966718;A
2011;2713;Tasa de variación interanual;11.743879634798605;A
2011;2797;Tasa de variación interanual;11.014131981279494;A
2011;2911;Tasa de variación interanual;-23.834204682813596;A
2011;3023;Tasa de variación interanual;-4.4993964787018195;A
2011;3142;Tasa de variación interanual;-0.9989036611932761;A
2012;P1_C01;Tasa de variación interanual;1.0130962196225384;A
2012;2352;Tasa de variación interanual;15.957128406087673;A
2012;2402;Tasa de variación interanual;4.653828645192536;A
2012;2482;Tasa de variación interanual;2.46123812695458;A
2012;2713;Tasa de variación interanual;-6.313690468248027;A
2012;2797;Tasa de variación interanual;2.8815381657473766;A
2012;2911;Tasa de variación interanual;-1.6508008606566833;A
2012;3023;Tasa de variación interanual;5.712644430586212;A
2012;3142;Tasa de variación interanual;9.198237162536602;A
2013;P1_C01;Tasa de variación interanual;-1.340750852070981;A
2013;2352;Tasa de variación interanual;-5.109985631393605;A
2013;2402;Tasa de variación interanual;13.56737744161302;A
2013;2482;Tasa de variación interanual;3.6997018342316017;A
2013;2713;Tasa de variación interanual;-9.654034712579698;A
2013;2797;Tasa de variación interanual;-4.308737180174728;A
2013;2911;Tasa de variación interanual;-12.063992477095582;A
2013;3023;Tasa de variación interanual;-10.84319721419438;A
2013;3142;Tasa de variación interanual;-3.9484904930434794;A
2014;P1_C01;Tasa de variación interanual;-1.7201938544981334;A
2014;2352;Tasa de variación interanual;-4.076642847633175;A
2014;2402;Tasa de variación interanual;-5.2653594967674655;A
2014;2482;Tasa de variación interanual;-0.6701244299045407;A
2014;2713;Tasa de variación interanual;1.0303196073092529;A
2014;2797;Tasa de variación interanual;-11.452924404178733;A
2014;2911;Tasa de variación interanual;-1.7125088629086047;A
2014;3023;Tasa de variación interanual;-11.914390088105872;A
2014;3142;Tasa de variación interanual;-2.899832043849055;A
2015;P1_C01;Tasa de variación interanual;-1.9468721966757092;A
2015;2352;Tasa de variación interanual;-19.06943216157299;A
2015;2402;Tasa de variación interanual;-2.8360227241067255;A
2015;2482;Tasa de variación interanual;-1.2484913965535354;A
2015;2713;Tasa de variación interanual;4.7375099107363265;A
2015;2797;Tasa de variación interanual;6.986866645213877;A
2015;2911;Tasa de variación interanual;24.9054747466784;A
2015;3023;Tasa de variación interanual;3.152372775711987;A
2015;3142;Tasa de variación interanual;4.278276560021438;A
2016;P1_C01;Tasa de variación interanual;-1.3274273300779569;A
2016;2352;Tasa de variación interanual;-1.6027214941105008;A
2016;2402;Tasa de variación interanual;-17.95878439913969;A
2016;2482;Tasa de variación interanual;-2.87038243568936;A
2016;2713;Tasa de variación interanual;1.8499117697684335;A
2016;2797;Tasa de variación interanual;-4.096169288230617;A
2016;2911;Tasa de variación interanual;-6.943634670054108;A
2016;3023;Tasa de variación interanual;3.094481215471041;A
2016;3142;Tasa de variación interanual;-5.622218725421227;A
2017;P1_C01;Tasa de variación interanual;-0.7275001588988205;A
2017;2352;Tasa de variación interanual;10.506354384513104;A
2017;2402;Tasa de variación interanual;-2.086597128639405;A
2017;2482;Tasa de variación interanual;-5.966890934399668;A
2017;2713;Tasa de variación interanual;-2.285556556325966;A
2017;2797;Tasa de variación interanual;9.8609135040678;A
2017;2911;Tasa de variación interanual;5.318244780433798;A
2017;3023;Tasa de variación interanual;-6.881643447487376;A
2017;3142;Tasa de variación interanual;1.8411740173903635;A
2018;P1_C01;Tasa de variación interanual;-2.6924854488200447;A
2018;2352;Tasa de variación interanual;0.27347624163210654;A
2018;2402;Tasa de variación interanual;-4.33707819076989;A
2018;2482;Tasa de variación interanual;-6.496263863684977;A
2018;2713;Tasa de variación interanual;-2.417432751607996;A
2018;2797;Tasa de variación interanual;2.2430440221619348;A
2018;2911;Tasa de variación interanual;-9.532596793599803;A
2018;3023;Tasa de variación interanual;0.823136743199328;A
2018;3142;Tasa de variación interanual;-0.8918256677595344;A
2019;P1_C01;Tasa de variación interanual;-1.0674691073569533;A
2019;2352;Tasa de variación interanual;1.699703763282806;A
2019;2402;Tasa de variación interanual;-1.647352328531459;A
2019;2482;Tasa de variación interanual;-2.800648743299581;A
2019;2713;Tasa de variación interanual;-0.9159964118437419;A
2019;2797;Tasa de variación interanual;-2.641251746282384;A
2019;2911;Tasa de variación interanual;-2.426690777266751;A
2019;3023;Tasa de variación interanual;-2.6612574416058683;A
2019;3142;Tasa de variación interanual;-0.5761763310643729;A
2020;P1_C01;Tasa de variación interanual;-3.9266555640060457;A
2020;2352;Tasa de variación interanual;-3.0728885010761786;A
2020;2402;Tasa de variación interanual;21.96089079868608;A
2020;2482;Tasa de variación interanual;-3.643609953556568;A
2020;2713;Tasa de variación interanual;4.16156028604797;A
2020;2797;Tasa de variación interanual;13.135582073876865;A
2020;2911;Tasa de variación interanual;-1.0284772482447424;A
2020;3023;Tasa de variación interanual;13.009223883694657;A
2020;3142;Tasa de variación interanual;-7.774603053830958;A
2021;P1_C01;Tasa de variación interanual;-11.794736839217556;A
2021;2352;Tasa de variación interanual;-1.860031949518056;A
2021;2402;Tasa de variación interanual;-7.579312877533467;A
2021;2482;Tasa de variación interanual;-2.607275369672442;A
2021;2713;Tasa de variación interanual;-9.899313218202394;A
2021;2797;Tasa de variación interanual;-16.082921292106906;A
2021;2911;Tasa de variación interanual;7.72468849194157;A
2021;3023;Tasa de variación interanual;-20.378211738321554;A
2021;3142;Tasa de variación interanual;22.490564196320644;A
