TEMPORAL;EDAD;TERRITORIO;SEXO;RELAC_RESID_NAC;INDICATOR;OBS_VALUE;FREQ
2001;TOTAL;ES612;_T;53586;HAB;62432.0372945;A
2001;TOTAL;ES612;_T;53587;HAB;24348.010471;A
2001;TOTAL;ES612;M;53588;HAB;561329.9982323;A
2001;TOTAL;ES612;M;53583;HAB;361719.7535541;A
2001;TOTAL;ES612;M;53584;HAB;124135.251011;A
2001;TOTAL;ES612;M;53585;HAB;31999.5793115;A
2001;TOTAL;ES612;M;53586;HAB;31094.2635456;A
2001;TOTAL;ES612;M;53587;HAB;12381.1508101;A
2001;TOTAL;ES612;F;53588;HAB;570015.9980142;A
2001;TOTAL;ES612;F;53583;HAB;359619.2012997;A
2001;TOTAL;ES612;F;53584;HAB;130972.686551;A
2001;TOTAL;ES612;F;53585;HAB;36119.4767537;A
2001;TOTAL;ES612;F;53586;HAB;31337.7737489;A
2001;TOTAL;ES612;F;53587;HAB;11966.8596609;A
2001;TOTAL;ES613;_T;53588;HAB;769624.998769;A
2001;TOTAL;ES613;_T;53583;HAB;544584.8147733;A
2001;TOTAL;ES613;_T;53584;HAB;136406.1642259;A
2001;TOTAL;ES613;_T;53585;HAB;43277.0729282;A
2001;TOTAL;ES613;_T;53586;HAB;37732.048821;A
2001;TOTAL;ES613;_T;53587;HAB;7624.8980206;A
2001;TOTAL;ES613;M;53588;HAB;376510.9993169;A
2001;TOTAL;ES613;M;53583;HAB;271970.9209777;A
2001;TOTAL;ES613;M;53584;HAB;63440.7835626;A
2001;TOTAL;ES613;M;53585;HAB;19757.7261705;A
2001;TOTAL;ES613;M;53586;HAB;17681.7023218;A
2001;TOTAL;ES613;M;53587;HAB;3659.8662843;A
2001;TOTAL;ES613;F;53588;HAB;393113.9994521;A
2001;TOTAL;ES613;F;53583;HAB;272613.8937956;A
2001;TOTAL;ES613;F;53584;HAB;72965.3806633;A
2001;TOTAL;ES613;F;53585;HAB;23519.3467577;A
2001;TOTAL;ES613;F;53586;HAB;20050.3464992;A
2001;TOTAL;ES613;F;53587;HAB;3965.0317363;A
2001;TOTAL;ES614;_T;53588;HAB;812636.9968934;A
2001;TOTAL;ES614;_T;53583;HAB;472277.8122059;A
2001;TOTAL;ES614;_T;53584;HAB;215559.25127;A
2001;TOTAL;ES614;_T;53585;HAB;51131.9297543;A
2001;TOTAL;ES614;_T;53586;HAB;48954.9948277;A
2001;TOTAL;ES614;_T;53587;HAB;21740.0088355;A
2001;TOTAL;ES614;_T;53589;HAB;2973.0;A
2001;TOTAL;ES614;M;53588;HAB;398271.9982793;A
2001;TOTAL;ES614;M;53583;HAB;237709.6152363;A
2001;TOTAL;ES614;M;53584;HAB;101983.8768641;A
2001;TOTAL;ES614;M;53585;HAB;23044.7199646;A
2001;TOTAL;ES614;M;53586;HAB;23020.7953339;A
2001;TOTAL;ES614;M;53587;HAB;11013.9908804;A
2001;TOTAL;ES614;M;53589;HAB;1499.0;A
2001;TOTAL;ES614;F;53588;HAB;414364.9986141;A
2001;TOTAL;ES614;F;53583;HAB;234568.1969696;A
2001;TOTAL;ES614;F;53584;HAB;113575.3744059;A
2001;TOTAL;ES614;F;53585;HAB;28087.2097897;A
2001;TOTAL;ES614;F;53586;HAB;25934.1994938;A
2001;TOTAL;ES614;F;53587;HAB;10726.0179551;A
2001;TOTAL;ES614;F;53589;HAB;1474.0;A
2001;TOTAL;ES615;_T;53588;HAB;461729.9974519;A
2001;TOTAL;ES615;_T;53583;HAB;271499.8976952;A
2001;TOTAL;ES615;_T;53584;HAB;122270.8136144;A
2001;TOTAL;ES615;_T;53585;HAB;31757.9581367;A
2001;TOTAL;ES615;_T;53586;HAB;25110.0338386;A
2001;TOTAL;ES615;_T;53587;HAB;11091.294167;A
2001;TOTAL;ES615;M;53588;HAB;228770.9987131;A
2001;TOTAL;ES615;M;53583;HAB;135131.6019681;A
2001;TOTAL;ES615;M;53584;HAB;59509.0946498;A
2001;TOTAL;ES615;M;53585;HAB;15604.5442704;A
2001;TOTAL;ES615;M;53586;HAB;12206.1740098;A
2001;TOTAL;ES615;M;53587;HAB;6319.583815;A
2001;TOTAL;ES615;F;53588;HAB;232958.9987388;A
2001;TOTAL;ES615;F;53583;HAB;136368.2957271;A
2001;TOTAL;ES615;F;53584;HAB;62761.7189646;A
2001;TOTAL;ES615;F;53585;HAB;16153.4138663;A
2001;TOTAL;ES615;F;53586;HAB;12903.8598288;A
2001;TOTAL;ES615;F;53587;HAB;4771.710352;A
2001;TOTAL;ES616;_T;53588;HAB;645780.9982476;A
2001;TOTAL;ES616;_T;53583;HAB;458156.8178086;A
2001;TOTAL;ES616;_T;53584;HAB;123664.059765;A
2001;TOTAL;ES616;_T;53585;HAB;26668.9776044;A
2001;TOTAL;ES616;_T;53586;HAB;30718.0092312;A
2001;TOTAL;ES616;_T;53587;HAB;5553.1338384;A
2001;TOTAL;ES616;_T;53589;HAB;1020.0;A
2001;TOTAL;ES616;M;53588;HAB;319612.9990434;A
2001;TOTAL;ES616;M;53583;HAB;230578.3983362;A
2001;TOTAL;ES616;M;53584;HAB;58258.0405881;A
2001;TOTAL;ES616;M;53585;HAB;12477.6633216;A
2001;TOTAL;ES616;M;53586;HAB;14457.853442;A
2001;TOTAL;ES616;M;53587;HAB;3332.0433555;A
2001;TOTAL;ES616;M;53589;HAB;509.0;A
2001;TOTAL;ES616;F;53588;HAB;326167.9992042;A
2001;TOTAL;ES616;F;53583;HAB;227578.4194724;A
2001;TOTAL;ES616;F;53584;HAB;65406.0191769;A
2001;TOTAL;ES616;F;53585;HAB;14191.3142828;A
2001;TOTAL;ES616;F;53586;HAB;16260.1557892;A
2001;TOTAL;ES616;F;53587;HAB;2221.0904829;A
2001;TOTAL;ES616;F;53589;HAB;511.0;A
2001;TOTAL;ES617;_T;53588;HAB;1302239.9918666;A
2001;TOTAL;ES617;_T;53583;HAB;682449.2846739;A
2001;TOTAL;ES617;_T;53584;HAB;282549.468607;A
2001;TOTAL;ES617;_T;53585;HAB;118264.3483386;A
2001;TOTAL;ES617;_T;53586;HAB;102310.0586984;A
2001;TOTAL;ES617;_T;53587;HAB;116666.8315487;A
2001;TOTAL;ES617;M;53588;HAB;636273.9959884;A
2001;TOTAL;ES617;M;53583;HAB;338426.0211214;A
2001;TOTAL;ES617;M;53584;HAB;136942.5265888;A
2001;TOTAL;ES617;M;53585;HAB;56136.8431725;A
2001;TOTAL;ES617;M;53586;HAB;48524.1652014;A
2001;TOTAL;ES617;M;53587;HAB;56244.4399043;A
2001;TOTAL;ES617;F;53588;HAB;665965.9958782;A
2001;TOTAL;ES617;F;53583;HAB;344023.2635525;A
2001;TOTAL;ES617;F;53584;HAB;145606.9420182;A
2001;TOTAL;ES617;F;53585;HAB;62127.5051661;A
2001;TOTAL;ES617;F;53586;HAB;53785.893497;A
2001;TOTAL;ES617;F;53587;HAB;60422.3916444;A
2001;TOTAL;ES618;_T;53588;HAB;1747440.9964261;A
2001;TOTAL;ES618;_T;53583;HAB;977590.4242159;A
2001;TOTAL;ES618;_T;53584;HAB;478700.2073535;A
2001;TOTAL;ES618;_T;53585;HAB;145622.2361094;A
2001;TOTAL;ES618;_T;53586;HAB;117196.1200995;A
2001;TOTAL;ES618;_T;53587;HAB;28332.0086478;A
2001;TOTAL;ES618;M;53588;HAB;856877.998193;A
2001;TOTAL;ES618;M;53583;HAB;486592.9636748;A
2001;TOTAL;ES618;M;53584;HAB;236165.4960476;A
2001;TOTAL;ES618;M;53585;HAB;65720.7712807;A
2001;TOTAL;ES618;M;53586;HAB;54393.2375313;A
2001;TOTAL;ES618;M;53587;HAB;14005.5296586;A
2001;TOTAL;ES618;F;53588;HAB;890562.9982331;A
2001;TOTAL;ES618;F;53583;HAB;490997.4605411;A
2001;TOTAL;ES618;F;53584;HAB;242534.7113059;A
2001;TOTAL;ES618;F;53585;HAB;79901.4648287;A
2001;TOTAL;ES618;F;53586;HAB;62802.8825682;A
2001;TOTAL;ES618;F;53587;HAB;14326.4789892;A
2001;Y_LT15;ES61;_T;53588;HAB;1253962.2237349;A
2001;Y_LT15;ES61;_T;53583;HAB;866225.7985026;A
2001;Y_LT15;ES61;_T;53584;HAB;300577.1891044;A
2001;Y_LT15;ES61;_T;53585;HAB;33584.0930976;A
2001;Y_LT15;ES61;_T;53586;HAB;33145.0799257;A
2001;Y_LT15;ES61;_T;53587;HAB;20430.0631046;A
2001;Y_LT15;ES61;M;53588;HAB;642891.3292062;A
2001;Y_LT15;ES61;M;53583;HAB;443885.1877239;A
2001;Y_LT15;ES61;M;53584;HAB;154434.9287063;A
2001;Y_LT15;ES61;M;53585;HAB;17177.9964644;A
2001;Y_LT15;ES61;M;53586;HAB;16909.0965151;A
2001;Y_LT15;ES61;M;53587;HAB;10484.1197965;A
2001;Y_LT15;ES61;F;53588;HAB;611070.8945287;A
2001;Y_LT15;ES61;F;53583;HAB;422340.6107787;A
2001;Y_LT15;ES61;F;53584;HAB;146142.2603981;A
2001;Y_LT15;ES61;F;53585;HAB;16406.0966332;A
2001;Y_LT15;ES61;F;53586;HAB;16235.9834106;A
2001;Y_LT15;ES61;F;53587;HAB;9945.9433081;A
2001;Y_LT15;ES611;_T;53588;HAB;94788.7691042;A
2001;Y_LT15;ES611;_T;53583;HAB;57014.6569935;A
2001;Y_LT15;ES611;_T;53584;HAB;27096.0554861;A
2001;Y_LT15;ES611;_T;53585;HAB;3893.0332154;A
2001;Y_LT15;ES611;_T;53586;HAB;3376.9692241;A
2001;Y_LT15;ES611;_T;53587;HAB;3408.0541851;A
2001;Y_LT15;ES611;M;53588;HAB;48916.8403614;A
2001;Y_LT15;ES611;M;53583;HAB;29248.5484788;A
2001;Y_LT15;ES611;M;53584;HAB;14054.8794839;A
2001;Y_LT15;ES611;M;53585;HAB;2042.1086153;A
2001;Y_LT15;ES611;M;53586;HAB;1748.0452854;A
2001;Y_LT15;ES611;M;53587;HAB;1823.258498;A
2001;Y_LT15;ES611;F;53588;HAB;45871.9287428;A
2001;Y_LT15;ES611;F;53583;HAB;27766.1085147;A
2001;Y_LT15;ES611;F;53584;HAB;13041.1760022;A
2001;Y_LT15;ES611;F;53585;HAB;1850.9246001;A
2001;Y_LT15;ES611;F;53586;HAB;1628.9239387;A
2001;Y_LT15;ES611;F;53587;HAB;1584.7956871;A
2001;Y_LT15;ES612;_T;53588;HAB;199993.7857699;A
2001;Y_LT15;ES612;_T;53583;HAB;137676.8148464;A
2001;Y_LT15;ES612;_T;53584;HAB;50540.9719806;A
2001;Y_LT15;ES612;_T;53585;HAB;4663.0263262;A
2001;Y_LT15;ES612;_T;53586;HAB;4808.9758806;A
2001;Y_LT15;ES612;_T;53587;HAB;2303.9967361;A
2001;Y_LT15;ES612;M;53588;HAB;103294.0476436;A
2001;Y_LT15;ES612;M;53583;HAB;71177.8626069;A
2001;Y_LT15;ES612;M;53584;HAB;26062.0920548;A
2001;Y_LT15;ES612;M;53585;HAB;2432.9974773;A
2001;Y_LT15;ES612;M;53586;HAB;2432.0795506;A
2001;Y_LT15;ES612;M;53587;HAB;1189.015954;A
2001;Y_LT15;ES612;F;53588;HAB;96699.7381263;A
2001;Y_LT15;ES612;F;53583;HAB;66498.9522395;A
2001;Y_LT15;ES612;F;53584;HAB;24478.8799258;A
2001;Y_LT15;ES612;F;53585;HAB;2230.0288489;A
2001;Y_LT15;ES612;F;53586;HAB;2376.89633;A
2001;Y_LT15;ES612;F;53587;HAB;1114.9807821;A
2001;Y_LT15;ES613;_T;53588;HAB;130822.7148085;A
2001;Y_LT15;ES613;_T;53583;HAB;107843.744311;A
2001;Y_LT15;ES613;_T;53584;HAB;17018.9656742;A
2001;Y_LT15;ES613;_T;53585;HAB;2296.001485;A
2001;Y_LT15;ES613;_T;53586;HAB;2976.0050901;A
2001;Y_LT15;ES613;_T;53587;HAB;687.9982482;A
2001;Y_LT15;ES613;M;53588;HAB;67536.9291075;A
2001;Y_LT15;ES613;M;53583;HAB;55741.1820156;A
2001;Y_LT15;ES613;M;53584;HAB;8780.7860688;A
2001;Y_LT15;ES613;M;53585;HAB;1146.9701278;A
2001;Y_LT15;ES613;M;53586;HAB;1527.9880085;A
2001;Y_LT15;ES613;M;53587;HAB;340.0028868;A
2001;Y_LT15;ES613;F;53588;HAB;63285.785701;A
2001;Y_LT15;ES613;F;53583;HAB;52102.5622954;A
2001;Y_LT15;ES613;F;53584;HAB;8238.1796054;A
2001;Y_LT15;ES613;F;53585;HAB;1149.0313572;A
2001;Y_LT15;ES613;F;53586;HAB;1448.0170816;A
2001;Y_LT15;ES613;F;53587;HAB;347.9953614;A
2001;Y_LT15;ES614;_T;53588;HAB;128184.888202;A
2001;Y_LT15;ES614;_T;53583;HAB;89764.9224327;A
2001;Y_LT15;ES614;_T;53584;HAB;29243.9926065;A
2001;Y_LT15;ES614;_T;53585;HAB;2956.0055027;A
2001;Y_LT15;ES614;_T;53586;HAB;4422.9891812;A
2001;Y_LT15;ES614;_T;53587;HAB;1796.9784789;A
2001;Y_LT15;ES614;M;53588;HAB;65879.2939898;A
2001;Y_LT15;ES614;M;53583;HAB;45978.4387466;A
2001;Y_LT15;ES614;M;53584;HAB;15159.8957871;A
2001;Y_LT15;ES614;M;53585;HAB;1489.006077;A
2001;Y_LT15;ES614;M;53586;HAB;2304.9690366;A
2001;Y_LT15;ES614;M;53587;HAB;946.9843425;A
2001;Y_LT15;ES614;F;53588;HAB;62305.5942122;A
2001;Y_LT15;ES614;F;53583;HAB;43786.4836861;A
2001;Y_LT15;ES614;F;53584;HAB;14084.0968194;A
2001;Y_LT15;ES614;F;53585;HAB;1466.9994257;A
2001;Y_LT15;ES614;F;53586;HAB;2118.0201446;A
2001;Y_LT15;ES614;F;53587;HAB;849.9941364;A
2001;Y_LT15;ES615;_T;53588;HAB;75358.263726;A
2001;Y_LT15;ES615;_T;53583;HAB;48650.1614533;A
2001;Y_LT15;ES615;_T;53584;HAB;21037.0454143;A
2001;Y_LT15;ES615;_T;53585;HAB;3476.0195436;A
2001;Y_LT15;ES615;_T;53586;HAB;1431.0224169;A
2001;Y_LT15;ES615;_T;53587;HAB;764.0148979;A
2001;Y_LT15;ES615;M;53588;HAB;38735.2204879;A
2001;Y_LT15;ES615;M;53583;HAB;24973.365429;A
2001;Y_LT15;ES615;M;53584;HAB;10841.7388044;A
2001;Y_LT15;ES615;M;53585;HAB;1789.0643553;A
2001;Y_LT15;ES615;M;53586;HAB;736.0145915;A
2001;Y_LT15;ES615;M;53587;HAB;395.0373077;A
2001;Y_LT15;ES615;F;53588;HAB;36623.0432381;A
2001;Y_LT15;ES615;F;53583;HAB;23676.7960243;A
2001;Y_LT15;ES615;F;53584;HAB;10195.3066099;A
2001;Y_LT15;ES615;F;53585;HAB;1686.9551883;A
2001;Y_LT15;ES615;F;53586;HAB;695.0078254;A
2001;Y_LT15;ES615;F;53587;HAB;368.9775902;A
2001;Y_LT15;ES616;_T;53588;HAB;113333.0117218;A
2001;Y_LT15;ES616;_T;53583;HAB;86420.9619744;A
2001;Y_LT15;ES616;_T;53584;HAB;19355.0434038;A
2001;Y_LT15;ES616;_T;53585;HAB;3261.9843559;A
2001;Y_LT15;ES616;_T;53586;HAB;3687.0194094;A
2001;Y_LT15;ES616;_T;53587;HAB;608.0025783;A
2001;Y_LT15;ES616;M;53588;HAB;58280.2837096;A
2001;Y_LT15;ES616;M;53583;HAB;44398.1843906;A
2001;Y_LT15;ES616;M;53584;HAB;9986.1320639;A
2001;Y_LT15;ES616;M;53585;HAB;1655.9726449;A
2001;Y_LT15;ES616;M;53586;HAB;1895.0183053;A
2001;Y_LT15;ES616;M;53587;HAB;344.9763049;A
2001;Y_LT15;ES616;F;53588;HAB;55052.7280122;A
2001;Y_LT15;ES616;F;53583;HAB;42022.7775838;A
2001;Y_LT15;ES616;F;53584;HAB;9368.9113399;A
2001;Y_LT15;ES616;F;53585;HAB;1606.011711;A
2001;Y_LT15;ES616;F;53586;HAB;1792.0011041;A
2001;Y_LT15;ES616;F;53587;HAB;263.0262734;A
2001;Y_LT15;ES617;_T;53588;HAB;212179.1338834;A
2001;Y_LT15;ES617;_T;53583;HAB;144722.8308449;A
2001;Y_LT15;ES617;_T;53584;HAB;45874.103771;A
2001;Y_LT15;ES617;_T;53585;HAB;7134.0383356;A
2001;Y_LT15;ES617;_T;53586;HAB;6168.1062184;A
2001;Y_LT15;ES617;_T;53587;HAB;8280.0547135;A
2001;Y_LT15;ES617;M;53588;HAB;106103.7353599;A
2001;Y_LT15;ES617;M;53583;HAB;72302.0651048;A
2001;Y_LT15;ES617;M;53584;HAB;22944.7539935;A
2001;Y_LT15;ES617;M;53585;HAB;3633.9718424;A
2001;Y_LT15;ES617;M;53586;HAB;3090.0450747;A
2001;Y_LT15;ES617;M;53587;HAB;4132.8993445;A
2001;Y_LT15;ES617;F;53588;HAB;106075.3985235;A
2001;Y_LT15;ES617;F;53583;HAB;72420.7657401;A
2001;Y_LT15;ES617;F;53584;HAB;22929.3497775;A
2001;Y_LT15;ES617;F;53585;HAB;3500.0664932;A
2001;Y_LT15;ES617;F;53586;HAB;3078.0611437;A
2001;Y_LT15;ES617;F;53587;HAB;4147.155369;A
2001;Y_LT15;ES618;_T;53588;HAB;299301.6565191;A
2001;Y_LT15;ES618;_T;53583;HAB;194131.7056464;A
2001;Y_LT15;ES618;_T;53584;HAB;90411.0107679;A
2001;Y_LT15;ES618;_T;53585;HAB;5903.9843332;A
2001;Y_LT15;ES618;_T;53586;HAB;6273.992505;A
2001;Y_LT15;ES618;_T;53587;HAB;2580.9632666;A
2001;Y_LT15;ES618;M;53588;HAB;154144.9785465;A
2001;Y_LT15;ES618;M;53583;HAB;100065.5409516;A
2001;Y_LT15;ES618;M;53584;HAB;46604.6504499;A
2001;Y_LT15;ES618;M;53585;HAB;2987.9053244;A
2001;Y_LT15;ES618;M;53586;HAB;3174.9366625;A
2001;Y_LT15;ES618;M;53587;HAB;1311.9451581;A
2001;Y_LT15;ES618;F;53588;HAB;145156.6779726;A
2001;Y_LT15;ES618;F;53583;HAB;94066.1646948;A
2001;Y_LT15;ES618;F;53584;HAB;43806.360318;A
2001;Y_LT15;ES618;F;53585;HAB;2916.0790088;A
2001;Y_LT15;ES618;F;53586;HAB;3099.0558425;A
2001;Y_LT15;ES618;F;53587;HAB;1269.0181085;A
2001;Y1-4;ES61;_T;53588;HAB;348476.7730713;A
2001;Y1-4;ES61;_T;53583;HAB;283085.5509718;A
2001;Y1-4;ES61;_T;53584;HAB;52225.1681079;A
2001;Y1-4;ES61;_T;53585;HAB;5186.0571823;A
2001;Y1-4;ES61;_T;53586;HAB;4822.9554297;A
2001;Y1-4;ES61;_T;53587;HAB;3157.0413796;A
2001;Y1-4;ES61;M;53588;HAB;177773.472178;A
2001;Y1-4;ES61;M;53583;HAB;144239.3254506;A
2001;Y1-4;ES61;M;53584;HAB;26723.0675671;A
2001;Y1-4;ES61;M;53585;HAB;2668.0364976;A
2001;Y1-4;ES61;M;53586;HAB;2526.9900545;A
2001;Y1-4;ES61;M;53587;HAB;1616.0526082;A
2001;Y1-4;ES61;F;53588;HAB;170703.3008933;A
2001;Y1-4;ES61;F;53583;HAB;138846.2255212;A
2001;Y1-4;ES61;F;53584;HAB;25502.1005408;A
2001;Y1-4;ES61;F;53585;HAB;2518.0206847;A
2001;Y1-4;ES61;F;53586;HAB;2295.9653752;A
2001;Y1-4;ES61;F;53587;HAB;1540.9887714;A
2001;Y1-4;ES611;_T;53588;HAB;27477.7505101;A
2001;Y1-4;ES611;_T;53583;HAB;21488.7562017;A
2001;Y1-4;ES611;_T;53584;HAB;4355.9864454;A
2001;Y1-4;ES611;_T;53585;HAB;622.006734;A
2001;Y1-4;ES611;_T;53586;HAB;410.9744404;A
2001;Y1-4;ES611;_T;53587;HAB;600.0266886;A
2001;Y1-4;ES611;M;53588;HAB;13964.6214179;A
2001;Y1-4;ES611;M;53583;HAB;10873.4254281;A
2001;Y1-4;ES611;M;53584;HAB;2261.116971;A
2001;Y1-4;ES611;M;53585;HAB;313.0130963;A
2001;Y1-4;ES611;M;53586;HAB;201.9959657;A
2001;Y1-4;ES611;M;53587;HAB;315.0699568;A
2001;Y1-4;ES611;F;53588;HAB;13513.1290922;A
2001;Y1-4;ES611;F;53583;HAB;10615.3307736;A
2001;Y1-4;ES611;F;53584;HAB;2094.8694744;A
2001;Y1-4;ES611;F;53585;HAB;308.9936377;A
2001;Y1-4;ES611;F;53586;HAB;208.9784747;A
2001;Y1-4;ES611;F;53587;HAB;284.9567318;A
2001;Y1-4;ES612;_T;53588;HAB;57003.9837267;A
2001;Y1-4;ES612;_T;53583;HAB;50213.9055016;A
2001;Y1-4;ES612;_T;53584;HAB;4667.0501537;A
2001;Y1-4;ES612;_T;53585;HAB;833.0135981;A
2001;Y1-4;ES612;_T;53586;HAB;909.992286;A
2001;Y1-4;ES612;_T;53587;HAB;380.0221873;A
2001;Y1-4;ES612;M;53588;HAB;29778.0582208;A
2001;Y1-4;ES612;M;53583;HAB;26212.9273526;A
2001;Y1-4;ES612;M;53584;HAB;2454.1047366;A
2001;Y1-4;ES612;M;53585;HAB;442.0074609;A
2001;Y1-4;ES612;M;53586;HAB;482.0122937;A
2001;Y1-4;ES612;M;53587;HAB;187.006377;A
2001;Y1-4;ES612;F;53588;HAB;27225.9255059;A
2001;Y1-4;ES612;F;53583;HAB;24000.978149;A
2001;Y1-4;ES612;F;53584;HAB;2212.9454171;A
2001;Y1-4;ES612;F;53585;HAB;391.0061372;A
2001;Y1-4;ES612;F;53586;HAB;427.9799923;A
2001;Y1-4;ES612;F;53587;HAB;193.0158103;A
2001;Y1-4;ES613;_T;53588;HAB;36996.8631611;A
2001;Y1-4;ES613;_T;53583;HAB;34448.8800877;A
2001;Y1-4;ES613;_T;53584;HAB;1555.9853269;A
2001;Y1-4;ES613;_T;53585;HAB;478.9956071;A
2001;Y1-4;ES613;_T;53586;HAB;397.0055171;A
2001;Y1-4;ES613;_T;53587;HAB;115.9966223;A
2001;Y1-4;ES613;M;53588;HAB;19191.6605348;A
2001;Y1-4;ES613;M;53583;HAB;17874.6911546;A
2001;Y1-4;ES613;M;53584;HAB;800.9744472;A
2001;Y1-4;ES613;M;53585;HAB;246.9930982;A
2001;Y1-4;ES613;M;53586;HAB;209.0041498;A
2001;Y1-4;ES613;M;53587;HAB;59.997685;A
2001;Y1-4;ES613;F;53588;HAB;17805.2026263;A
2001;Y1-4;ES613;F;53583;HAB;16574.1889331;A
2001;Y1-4;ES613;F;53584;HAB;755.0108797;A
2001;Y1-4;ES613;F;53585;HAB;232.0025089;A
2001;Y1-4;ES613;F;53586;HAB;188.0013673;A
2001;Y1-4;ES613;F;53587;HAB;55.9989373;A
2001;Y1-4;ES614;_T;53588;HAB;29361.9874006;A
2001;Y1-4;ES614;_T;53583;HAB;21925.0225559;A
2001;Y1-4;ES614;_T;53584;HAB;6203.9917419;A
2001;Y1-4;ES614;_T;53585;HAB;403.9888717;A
2001;Y1-4;ES614;_T;53586;HAB;583.9900357;A
2001;Y1-4;ES614;_T;53587;HAB;244.9941954;A
2001;Y1-4;ES614;M;53588;HAB;15312.7376372;A
2001;Y1-4;ES614;M;53583;HAB;11352.763419;A
2001;Y1-4;ES614;M;53584;HAB;3292.9962479;A
2001;Y1-4;ES614;M;53585;HAB;204.9969766;A
2001;Y1-4;ES614;M;53586;HAB;322.9854993;A
2001;Y1-4;ES614;M;53587;HAB;138.9954944;A
2001;Y1-4;ES614;F;53588;HAB;14049.2497634;A
2001;Y1-4;ES614;F;53583;HAB;10572.2591369;A
2001;Y1-4;ES614;F;53584;HAB;2910.995494;A
2001;Y1-4;ES614;F;53585;HAB;198.9918951;A
2001;Y1-4;ES614;F;53586;HAB;261.0045364;A
2001;Y1-4;ES614;F;53587;HAB;105.998701;A
2001;Y1-4;ES615;_T;53588;HAB;19494.0769134;A
2001;Y1-4;ES615;_T;53583;HAB;15635.0630461;A
2001;Y1-4;ES615;_T;53584;HAB;2987.0077061;A
2001;Y1-4;ES615;_T;53585;HAB;523.9947297;A
2001;Y1-4;ES615;_T;53586;HAB;215.0174293;A
2001;Y1-4;ES615;_T;53587;HAB;132.9940022;A
2001;Y1-4;ES615;M;53588;HAB;10008.2885176;A
2001;Y1-4;ES615;M;53583;HAB;7974.2947261;A
2001;Y1-4;ES615;M;53584;HAB;1594.9704902;A
2001;Y1-4;ES615;M;53585;HAB;270.0086866;A
2001;Y1-4;ES615;M;53586;HAB;111.007042;A
2001;Y1-4;ES615;M;53587;HAB;58.0075727;A
2001;Y1-4;ES615;F;53588;HAB;9485.7883958;A
2001;Y1-4;ES615;F;53583;HAB;7660.76832;A
2001;Y1-4;ES615;F;53584;HAB;1392.0372159;A
2001;Y1-4;ES615;F;53585;HAB;253.9860431;A
2001;Y1-4;ES615;F;53586;HAB;104.0103873;A
2001;Y1-4;ES615;F;53587;HAB;74.9864295;A
