TEMPORAL;TIPACTIVIDADHOGAR;RELACTIVIDAD;SEXO;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2015;49021;48946;M;ES61;POP;17.3512275;M
2015;49021;48946;F;ES61;POP;25.7932775;M
2015;49021;48946;_T;ES61;POP;43.144505;M
2015;49023;48952;M;ES61;POP;4123.8115375;M
2015;49023;48952;F;ES61;POP;4220.079355;M
2015;49023;48952;_T;ES61;POP;8343.8908925;M
2015;49023;48940;M;ES61;POP;2207.4170175;M
2015;49023;48940;F;ES61;POP;1834.9539275;M
2015;49023;48940;_T;ES61;POP;4042.370945;M
2015;49023;48936;M;ES61;POP;1565.3931775;M
2015;49023;48936;F;ES61;POP;1202.0195025;M
2015;49023;48936;_T;ES61;POP;2767.41268;M
2015;49023;48939;M;ES61;POP;642.02384;M
2015;49023;48939;F;ES61;POP;632.934425;M
2015;49023;48939;_T;ES61;POP;1274.958265;M
2015;49023;48946;M;ES61;POP;1162.443725;M
2015;49023;48946;F;ES61;POP;1674.42806;M
2015;49023;48946;_T;ES61;POP;2836.871785;M
2016;49014;48952;M;ES61;POP;607.57448;M
2016;49014;48952;F;ES61;POP;759.36647;M
2016;49014;48952;_T;ES61;POP;1366.94095;M
2016;49014;48946;M;ES61;POP;588.444475;M
2016;49014;48946;F;ES61;POP;746.6204425;M
2016;49014;48946;_T;ES61;POP;1335.0649175;M
2016;49010;48952;M;ES61;POP;30.4215725;M
2016;49010;48952;F;ES61;POP;34.85995;M
2016;49010;48952;_T;ES61;POP;65.2815225;M
2016;49010;48946;M;ES61;POP;23.46383;M
2016;49010;48946;F;ES61;POP;29.85556;M
2016;49010;48946;_T;ES61;POP;53.31939;M
2016;49011;48952;M;ES61;POP;15.9888275;M
2016;49011;48952;F;ES61;POP;13.7618575;M
2016;49011;48952;_T;ES61;POP;29.750685;M
2016;49011;48946;M;ES61;POP;14.2557175;M
2016;49011;48946;F;ES61;POP;12.3463525;M
2016;49011;48946;_T;ES61;POP;26.60207;M
2016;49012;48952;M;ES61;POP;23.592395;M
2016;49012;48952;F;ES61;POP;26.343095;M
2016;49012;48952;_T;ES61;POP;49.93549;M
2016;49012;48946;M;ES61;POP;22.71063;M
2016;49012;48946;F;ES61;POP;25.4039825;M
2016;49012;48946;_T;ES61;POP;48.1146125;M
2016;49013;48952;M;ES61;POP;537.571685;M
2016;49013;48952;F;ES61;POP;684.4015675;M
2016;49013;48952;_T;ES61;POP;1221.9732525;M
2016;49013;48946;M;ES61;POP;528.0142975;M
2016;49013;48946;F;ES61;POP;679.0145475;M
2016;49013;48946;_T;ES61;POP;1207.028845;M
2016;49017;48952;M;ES61;POP;2966.685185;M
2016;49017;48952;F;ES61;POP;2945.955205;M
2016;49017;48952;_T;ES61;POP;5912.64039;M
2016;49017;48940;M;ES61;POP;1864.574715;M
2016;49017;48940;F;ES61;POP;1549.702135;M
2016;49017;48940;_T;ES61;POP;3414.27685;M
2016;49017;48936;M;ES61;POP;1610.14498;M
2016;49017;48936;F;ES61;POP;1223.218715;M
2016;49017;48936;_T;ES61;POP;2833.363695;M
2016;49017;48939;M;ES61;POP;254.429735;M
2016;49017;48939;F;ES61;POP;326.48342;M
2016;49017;48939;_T;ES61;POP;580.913155;M
2016;49017;48946;M;ES61;POP;471.339445;M
2016;49017;48946;F;ES61;POP;785.583245;M
2016;49017;48946;_T;ES61;POP;1256.92269;M
2016;49015;48952;M;ES61;POP;2075.4750275;M
2016;49015;48952;F;ES61;POP;2046.2980725;M
2016;49015;48952;_T;ES61;POP;4121.7731;M
2016;49015;48940;M;ES61;POP;1245.3378975;M
2016;49015;48940;F;ES61;POP;979.2052025;M
2016;49015;48940;_T;ES61;POP;2224.5431;M
2016;49015;48936;M;ES61;POP;1245.3378975;M
2016;49015;48936;F;ES61;POP;979.2052025;M
2016;49015;48936;_T;ES61;POP;2224.5431;M
2016;49015;48946;M;ES61;POP;370.298315;M
2016;49015;48946;F;ES61;POP;629.6173375;M
2016;49015;48946;_T;ES61;POP;999.9156525;M
2016;49016;48952;M;ES61;POP;891.2101575;M
2016;49016;48952;F;ES61;POP;899.6571325;M
2016;49016;48952;_T;ES61;POP;1790.86729;M
2016;49016;48940;M;ES61;POP;619.2368175;M
2016;49016;48940;F;ES61;POP;570.4969325;M
2016;49016;48940;_T;ES61;POP;1189.73375;M
2016;49016;48936;M;ES61;POP;364.8070825;M
2016;49016;48936;F;ES61;POP;244.0135125;M
2016;49016;48936;_T;ES61;POP;608.820595;M
2016;49016;48939;M;ES61;POP;254.429735;M
2016;49016;48939;F;ES61;POP;326.48342;M
2016;49016;48939;_T;ES61;POP;580.913155;M
2016;49016;48946;M;ES61;POP;101.04113;M
2016;49016;48946;F;ES61;POP;155.9659075;M
2016;49016;48946;_T;ES61;POP;257.0070375;M
2016;49022;48952;M;ES61;POP;549.242565;M
2016;49022;48952;F;ES61;POP;516.468775;M
2016;49022;48952;_T;ES61;POP;1065.71134;M
2016;49022;48940;M;ES61;POP;317.2305575;M
2016;49022;48940;F;ES61;POP;252.93616;M
2016;49022;48940;_T;ES61;POP;570.1667175;M
2016;49022;48939;M;ES61;POP;317.2305575;M
2016;49022;48939;F;ES61;POP;252.93616;M
2016;49022;48939;_T;ES61;POP;570.1667175;M
2016;49022;48946;M;ES61;POP;133.76933;M
2016;49022;48946;F;ES61;POP;180.8204625;M
2016;49022;48946;_T;ES61;POP;314.5897925;M
2016;49018;48952;M;ES61;POP;194.4506775;M
2016;49018;48952;F;ES61;POP;172.943395;M
2016;49018;48952;_T;ES61;POP;367.3940725;M
2016;49018;48940;M;ES61;POP;127.01508;M
2016;49018;48940;F;ES61;POP;96.40412;M
2016;49018;48940;_T;ES61;POP;223.4192;M
2016;49018;48939;M;ES61;POP;127.01508;M
2016;49018;48939;F;ES61;POP;96.40412;M
2016;49018;48939;_T;ES61;POP;223.4192;M
2016;49018;48946;M;ES61;POP;22.653445;M
2016;49018;48946;F;ES61;POP;38.337585;M
2016;49018;48946;_T;ES61;POP;60.99103;M
2016;49019;48952;M;ES61;POP;73.7600275;M
2016;49019;48952;F;ES61;POP;69.46653;M
2016;49019;48952;_T;ES61;POP;143.2265575;M
2016;49019;48940;M;ES61;POP;35.571435;M
2016;49019;48940;F;ES61;POP;28.0605825;M
2016;49019;48940;_T;ES61;POP;63.6320175;M
2016;49019;48939;M;ES61;POP;35.571435;M
2016;49019;48939;F;ES61;POP;28.0605825;M
2016;49019;48939;_T;ES61;POP;63.6320175;M
2016;49019;48946;M;ES61;POP;30.27718;M
2016;49019;48946;F;ES61;POP;36.8353875;M
2016;49019;48946;_T;ES61;POP;67.1125675;M
2016;49020;48952;M;ES61;POP;150.92247;M
2016;49020;48952;F;ES61;POP;149.0238025;M
2016;49020;48952;_T;ES61;POP;299.9462725;M
2016;49020;48940;M;ES61;POP;67.9071525;M
2016;49020;48940;F;ES61;POP;56.65655;M
2016;49020;48940;_T;ES61;POP;124.5637025;M
2016;49020;48939;M;ES61;POP;67.9071525;M
2016;49020;48939;F;ES61;POP;56.65655;M
2016;49020;48939;_T;ES61;POP;124.5637025;M
2016;49020;48946;M;ES61;POP;69.2112425;M
2016;49020;48946;F;ES61;POP;80.2139525;M
2016;49020;48946;_T;ES61;POP;149.425195;M
2016;49021;48952;M;ES61;POP;130.10939;M
2016;49021;48952;F;ES61;POP;125.0350475;M
2016;49021;48952;_T;ES61;POP;255.1444375;M
2016;49021;48940;M;ES61;POP;86.73689;M
2016;49021;48940;F;ES61;POP;71.8149075;M
2016;49021;48940;_T;ES61;POP;158.5517975;M
2016;49021;48939;M;ES61;POP;86.73689;M
2016;49021;48939;F;ES61;POP;71.8149075;M
2016;49021;48939;_T;ES61;POP;158.5517975;M
2016;49021;48946;M;ES61;POP;11.6274625;M
2016;49021;48946;F;ES61;POP;25.4335375;M
2016;49021;48946;_T;ES61;POP;37.061;M
2016;49023;48952;M;ES61;POP;4123.50223;M
2016;49023;48952;F;ES61;POP;4221.79045;M
2016;49023;48952;_T;ES61;POP;8345.29268;M
2016;49023;48940;M;ES61;POP;2181.8052725;M
2016;49023;48940;F;ES61;POP;1802.638295;M
2016;49023;48940;_T;ES61;POP;3984.4435675;M
2016;49023;48936;M;ES61;POP;1610.14498;M
2016;49023;48936;F;ES61;POP;1223.218715;M
2016;49023;48936;_T;ES61;POP;2833.363695;M
2016;49023;48939;M;ES61;POP;571.6602925;M
2016;49023;48939;F;ES61;POP;579.41958;M
2016;49023;48939;_T;ES61;POP;1151.0798725;M
2016;49023;48946;M;ES61;POP;1193.55325;M
2016;49023;48946;F;ES61;POP;1713.02415;M
2016;49023;48946;_T;ES61;POP;2906.5774;M
2017;49014;48952;M;ES61;POP;626.0633525;M
2017;49014;48952;F;ES61;POP;792.1823875;M
2017;49014;48952;_T;ES61;POP;1418.24574;M
2017;49014;48946;M;ES61;POP;608.603365;M
2017;49014;48946;F;ES61;POP;774.6294725;M
2017;49014;48946;_T;ES61;POP;1383.2328375;M
2017;49010;48952;M;ES61;POP;27.109095;M
2017;49010;48952;F;ES61;POP;39.52588;M
2017;49010;48952;_T;ES61;POP;66.634975;M
2017;49010;48946;M;ES61;POP;22.73882;M
2017;49010;48946;F;ES61;POP;34.4840325;M
2017;49010;48946;_T;ES61;POP;57.2228525;M
2017;49011;48952;M;ES61;POP;21.7551725;M
2017;49011;48952;F;ES61;POP;20.938795;M
2017;49011;48952;_T;ES61;POP;42.6939675;M
2017;49011;48946;M;ES61;POP;18.670785;M
2017;49011;48946;F;ES61;POP;17.61315;M
2017;49011;48946;_T;ES61;POP;36.283935;M
2017;49012;48952;M;ES61;POP;25.848785;M
2017;49012;48952;F;ES61;POP;29.1095875;M
2017;49012;48952;_T;ES61;POP;54.9583725;M
2017;49012;48946;M;ES61;POP;25.21724;M
2017;49012;48946;F;ES61;POP;28.0482125;M
2017;49012;48946;_T;ES61;POP;53.2654525;M
2017;49013;48952;M;ES61;POP;551.3503;M
2017;49013;48952;F;ES61;POP;702.608125;M
2017;49013;48952;_T;ES61;POP;1253.958425;M
2017;49013;48946;M;ES61;POP;541.97652;M
2017;49013;48946;F;ES61;POP;694.4840775;M
2017;49013;48946;_T;ES61;POP;1236.4605975;M
2017;49017;48952;M;ES61;POP;3049.590145;M
2017;49017;48952;F;ES61;POP;2995.8968475;M
2017;49017;48952;_T;ES61;POP;6045.4869925;M
2017;49017;48940;M;ES61;POP;1915.7898625;M
2017;49017;48940;F;ES61;POP;1573.6463375;M
2017;49017;48940;_T;ES61;POP;3489.4362;M
2017;49017;48936;M;ES61;POP;1676.804445;M
2017;49017;48936;F;ES61;POP;1271.7580825;M
2017;49017;48936;_T;ES61;POP;2948.5625275;M
2017;49017;48939;M;ES61;POP;238.9854175;M
2017;49017;48939;F;ES61;POP;301.888255;M
2017;49017;48939;_T;ES61;POP;540.8736725;M
2017;49017;48946;M;ES61;POP;481.5949625;M
2017;49017;48946;F;ES61;POP;809.3520225;M
2017;49017;48946;_T;ES61;POP;1290.946985;M
2017;49015;48952;M;ES61;POP;2205.9007425;M
2017;49015;48952;F;ES61;POP;2176.5659925;M
2017;49015;48952;_T;ES61;POP;4382.466735;M
2017;49015;48940;M;ES61;POP;1327.7803;M
2017;49015;48940;F;ES61;POP;1043.33639;M
2017;49015;48940;_T;ES61;POP;2371.11669;M
2017;49015;48936;M;ES61;POP;1327.7803;M
2017;49015;48936;F;ES61;POP;1043.33639;M
2017;49015;48936;_T;ES61;POP;2371.11669;M
2017;49015;48946;M;ES61;POP;381.6915675;M
2017;49015;48946;F;ES61;POP;665.397595;M
2017;49015;48946;_T;ES61;POP;1047.0891625;M
2017;49016;48952;M;ES61;POP;843.6894025;M
2017;49016;48952;F;ES61;POP;819.330855;M
2017;49016;48952;_T;ES61;POP;1663.0202575;M
2017;49016;48940;M;ES61;POP;588.0095625;M
2017;49016;48940;F;ES61;POP;530.3099475;M
2017;49016;48940;_T;ES61;POP;1118.31951;M
2017;49016;48936;M;ES61;POP;349.024145;M
2017;49016;48936;F;ES61;POP;228.4216925;M
2017;49016;48936;_T;ES61;POP;577.4458375;M
2017;49016;48939;M;ES61;POP;238.9854175;M
2017;49016;48939;F;ES61;POP;301.888255;M
2017;49016;48939;_T;ES61;POP;540.8736725;M
2017;49016;48946;M;ES61;POP;99.903395;M
2017;49016;48946;F;ES61;POP;143.9544275;M
2017;49016;48946;_T;ES61;POP;243.8578225;M
2017;49022;48952;M;ES61;POP;447.8228525;M
2017;49022;48952;F;ES61;POP;435.9696375;M
2017;49022;48952;_T;ES61;POP;883.79249;M
2017;49022;48940;M;ES61;POP;260.18732;M
2017;49022;48940;F;ES61;POP;208.624835;M
2017;49022;48940;_T;ES61;POP;468.812155;M
2017;49022;48939;M;ES61;POP;260.18732;M
2017;49022;48939;F;ES61;POP;208.624835;M
2017;49022;48939;_T;ES61;POP;468.812155;M
2017;49022;48946;M;ES61;POP;113.7484125;M
2017;49022;48946;F;ES61;POP;155.9722425;M
2017;49022;48946;_T;ES61;POP;269.720655;M
2017;49018;48952;M;ES61;POP;149.655795;M
2017;49018;48952;F;ES61;POP;144.9634375;M
2017;49018;48952;_T;ES61;POP;294.6192325;M
2017;49018;48940;M;ES61;POP;97.814315;M
2017;49018;48940;F;ES61;POP;79.649785;M
2017;49018;48940;_T;ES61;POP;177.4641;M
2017;49018;48939;M;ES61;POP;97.814315;M
2017;49018;48939;F;ES61;POP;79.649785;M
2017;49018;48939;_T;ES61;POP;177.4641;M
2017;49018;48946;M;ES61;POP;17.8884725;M
2017;49018;48946;F;ES61;POP;31.7751475;M
2017;49018;48946;_T;ES61;POP;49.66362;M
2017;49019;48952;M;ES61;POP;62.897505;M
2017;49019;48952;F;ES61;POP;60.770595;M
2017;49019;48952;_T;ES61;POP;123.6681;M
2017;49019;48940;M;ES61;POP;31.55043;M
2017;49019;48940;F;ES61;POP;24.910725;M
2017;49019;48940;_T;ES61;POP;56.461155;M
2017;49019;48939;M;ES61;POP;31.55043;M
2017;49019;48939;F;ES61;POP;24.910725;M
2017;49019;48939;_T;ES61;POP;56.461155;M
2017;49019;48946;M;ES61;POP;26.8849175;M
2017;49019;48946;F;ES61;POP;29.07573;M
2017;49019;48946;_T;ES61;POP;55.9606475;M
2017;49020;48952;M;ES61;POP;130.951865;M
2017;49020;48952;F;ES61;POP;131.12093;M
2017;49020;48952;_T;ES61;POP;262.072795;M
2017;49020;48940;M;ES61;POP;59.5735575;M
2017;49020;48940;F;ES61;POP;46.567105;M
2017;49020;48940;_T;ES61;POP;106.1406625;M
2017;49020;48939;M;ES61;POP;59.5735575;M
2017;49020;48939;F;ES61;POP;46.567105;M
2017;49020;48939;_T;ES61;POP;106.1406625;M
2017;49020;48946;M;ES61;POP;59.2819675;M
2017;49020;48946;F;ES61;POP;74.16652;M
2017;49020;48946;_T;ES61;POP;133.4484875;M
2017;49021;48952;M;ES61;POP;104.3176875;M
2017;49021;48952;F;ES61;POP;99.114675;M
2017;49021;48952;_T;ES61;POP;203.4323625;M
2017;49021;48940;M;ES61;POP;71.2490175;M
2017;49021;48940;F;ES61;POP;57.49722;M
2017;49021;48940;_T;ES61;POP;128.7462375;M
2017;49021;48939;M;ES61;POP;71.2490175;M
2017;49021;48939;F;ES61;POP;57.49722;M
2017;49021;48939;_T;ES61;POP;128.7462375;M
2017;49021;48946;M;ES61;POP;9.693055;M
2017;49021;48946;F;ES61;POP;20.954845;M
2017;49021;48946;_T;ES61;POP;30.6479;M
2017;49023;48952;M;ES61;POP;4123.47635;M
2017;49023;48952;F;ES61;POP;4224.0488725;M
2017;49023;48952;_T;ES61;POP;8347.5252225;M
2017;49023;48940;M;ES61;POP;2175.9771825;M
2017;49023;48940;F;ES61;POP;1782.2711725;M
2017;49023;48940;_T;ES61;POP;3958.248355;M
2017;49023;48936;M;ES61;POP;1676.804445;M
2017;49023;48936;F;ES61;POP;1271.7580825;M
2017;49023;48936;_T;ES61;POP;2948.5625275;M
2017;49023;48939;M;ES61;POP;499.1727375;M
2017;49023;48939;F;ES61;POP;510.51309;M
2017;49023;48939;_T;ES61;POP;1009.6858275;M
2017;49023;48946;M;ES61;POP;1203.94674;M
2017;49023;48946;F;ES61;POP;1739.9537375;M
2017;49023;48946;_T;ES61;POP;2943.9004775;M
2018;49014;48952;M;ES61;POP;638.39979;M
2018;49014;48952;F;ES61;POP;811.3490825;M
2018;49014;48952;_T;ES61;POP;1449.7488725;M
2018;49014;48946;M;ES61;POP;620.3389275;M
2018;49014;48946;F;ES61;POP;789.422865;M
2018;49014;48946;_T;ES61;POP;1409.7617925;M
2018;49010;48952;M;ES61;POP;29.328275;M
2018;49010;48952;F;ES61;POP;41.799415;M
2018;49010;48952;_T;ES61;POP;71.12769;M
2018;49010;48946;M;ES61;POP;24.346095;M
2018;49010;48946;F;ES61;POP;35.9914725;M
2018;49010;48946;_T;ES61;POP;60.3375675;M
2018;49011;48952;M;ES61;POP;22.2401625;M
2018;49011;48952;F;ES61;POP;26.0890625;M
2018;49011;48952;_T;ES61;POP;48.329225;M
2018;49011;48946;M;ES61;POP;17.66091;M
2018;49011;48946;F;ES61;POP;22.6442475;M
2018;49011;48946;_T;ES61;POP;40.3051575;M
2018;49012;48952;M;ES61;POP;29.324945;M
2018;49012;48952;F;ES61;POP;32.6917725;M
2018;49012;48952;_T;ES61;POP;62.0167175;M
2018;49012;48946;M;ES61;POP;27.905695;M
2018;49012;48946;F;ES61;POP;30.905955;M
2018;49012;48946;_T;ES61;POP;58.81165;M
2018;49013;48952;M;ES61;POP;557.5064075;M
2018;49013;48952;F;ES61;POP;710.7688325;M
2018;49013;48952;_T;ES61;POP;1268.27524;M
2018;49013;48946;M;ES61;POP;550.4262275;M
2018;49013;48946;F;ES61;POP;699.88119;M
2018;49013;48946;_T;ES61;POP;1250.3074175;M
2018;49017;48952;M;ES61;POP;3073.875315;M
2018;49017;48952;F;ES61;POP;3008.2367225;M
2018;49017;48952;_T;ES61;POP;6082.1120375;M
2018;49017;48940;M;ES61;POP;1940.333585;M
2018;49017;48940;F;ES61;POP;1585.56488;M
2018;49017;48940;_T;ES61;POP;3525.898465;M
2018;49017;48936;M;ES61;POP;1737.709665;M
2018;49017;48936;F;ES61;POP;1293.0688025;M
2018;49017;48936;_T;ES61;POP;3030.7784675;M
2018;49017;48939;M;ES61;POP;202.62392;M
2018;49017;48939;F;ES61;POP;292.4960775;M
2018;49017;48939;_T;ES61;POP;495.1199975;M
2018;49017;48946;M;ES61;POP;489.236045;M
2018;49017;48946;F;ES61;POP;818.78558;M
2018;49017;48946;_T;ES61;POP;1308.021625;M
2018;49015;48952;M;ES61;POP;2294.13483;M
2018;49015;48952;F;ES61;POP;2247.222155;M
2018;49015;48952;_T;ES61;POP;4541.356985;M
2018;49015;48940;M;ES61;POP;1403.72995;M
2018;49015;48940;F;ES61;POP;1087.868435;M
2018;49015;48940;_T;ES61;POP;2491.598385;M
2018;49015;48936;M;ES61;POP;1403.72995;M
2018;49015;48936;F;ES61;POP;1087.868435;M
2018;49015;48936;_T;ES61;POP;2491.598385;M
2018;49015;48946;M;ES61;POP;390.31562;M
2018;49015;48946;F;ES61;POP;685.897645;M
2018;49015;48946;_T;ES61;POP;1076.213265;M
2018;49016;48952;M;ES61;POP;779.740485;M
2018;49016;48952;F;ES61;POP;761.0145675;M
2018;49016;48952;_T;ES61;POP;1540.7550525;M
2018;49016;48940;M;ES61;POP;536.603635;M
2018;49016;48940;F;ES61;POP;497.696445;M
2018;49016;48940;_T;ES61;POP;1034.30008;M
2018;49016;48936;M;ES61;POP;333.979715;M
2018;49016;48936;F;ES61;POP;205.2003675;M
2018;49016;48936;_T;ES61;POP;539.1800825;M
2018;49016;48939;M;ES61;POP;202.62392;M
2018;49016;48939;F;ES61;POP;292.4960775;M
2018;49016;48939;_T;ES61;POP;495.1199975;M
2018;49016;48946;M;ES61;POP;98.920425;M
2018;49016;48946;F;ES61;POP;132.887935;M
2018;49016;48946;_T;ES61;POP;231.80836;M
2018;49022;48952;M;ES61;POP;411.1466625;M
2018;49022;48952;F;ES61;POP;409.3805225;M
2018;49022;48952;_T;ES61;POP;820.527185;M
2018;49022;48940;M;ES61;POP;225.206555;M
2018;49022;48940;F;ES61;POP;184.3108525;M
2018;49022;48940;_T;ES61;POP;409.5174075;M
2018;49022;48939;M;ES61;POP;225.206555;M
2018;49022;48939;F;ES61;POP;184.3108525;M
2018;49022;48939;_T;ES61;POP;409.5174075;M
2018;49022;48946;M;ES61;POP;110.60531;M
2018;49022;48946;F;ES61;POP;154.70762;M
2018;49022;48946;_T;ES61;POP;265.31293;M
2018;49018;48952;M;ES61;POP;134.6966975;M
2018;49018;48952;F;ES61;POP;131.54314;M
2018;49018;48952;_T;ES61;POP;266.2398375;M
2018;49018;48940;M;ES61;POP;82.38709;M
2018;49018;48940;F;ES61;POP;65.261115;M
2018;49018;48940;_T;ES61;POP;147.648205;M
2018;49018;48939;M;ES61;POP;82.38709;M
2018;49018;48939;F;ES61;POP;65.261115;M
2018;49018;48939;_T;ES61;POP;147.648205;M
2018;49018;48946;M;ES61;POP;17.4204075;M
2018;49018;48946;F;ES61;POP;36.50425;M
2018;49018;48946;_T;ES61;POP;53.9246575;M
2018;49019;48952;M;ES61;POP;58.9152675;M
2018;49019;48952;F;ES61;POP;58.6286125;M
2018;49019;48952;_T;ES61;POP;117.54388;M
2018;49019;48940;M;ES61;POP;27.3266;M
2018;49019;48940;F;ES61;POP;23.09244;M
2018;49019;48940;_T;ES61;POP;50.41904;M
2018;49019;48939;M;ES61;POP;27.3266;M
2018;49019;48939;F;ES61;POP;23.09244;M
2018;49019;48939;_T;ES61;POP;50.41904;M
2018;49019;48946;M;ES61;POP;25.191175;M
2018;49019;48946;F;ES61;POP;27.8101825;M
2018;49019;48946;_T;ES61;POP;53.0013575;M
2018;49020;48952;M;ES61;POP;120.88029;M
2018;49020;48952;F;ES61;POP;122.2971125;M
2018;49020;48952;_T;ES61;POP;243.1774025;M
2018;49020;48940;M;ES61;POP;52.0449225;M
2018;49020;48940;F;ES61;POP;43.4995875;M
2018;49020;48940;_T;ES61;POP;95.54451;M
2018;49020;48939;M;ES61;POP;52.0449225;M
2018;49020;48939;F;ES61;POP;43.4995875;M
2018;49020;48939;_T;ES61;POP;95.54451;M
2018;49020;48946;M;ES61;POP;59.0169175;M
2018;49020;48946;F;ES61;POP;68.2846225;M
2018;49020;48946;_T;ES61;POP;127.30154;M
2018;49021;48952;M;ES61;POP;96.6544075;M
2018;49021;48952;F;ES61;POP;96.9116575;M
2018;49021;48952;_T;ES61;POP;193.566065;M
2018;49021;48940;M;ES61;POP;63.4479425;M
2018;49021;48940;F;ES61;POP;52.45771;M
2018;49021;48940;_T;ES61;POP;115.9056525;M
2018;49021;48939;M;ES61;POP;63.4479425;M
2018;49021;48939;F;ES61;POP;52.45771;M
2018;49021;48939;_T;ES61;POP;115.9056525;M
2018;49021;48946;M;ES61;POP;8.97681;M
2018;49021;48946;F;ES61;POP;22.108565;M
2018;49021;48946;_T;ES61;POP;31.085375;M
2018;49023;48952;M;ES61;POP;4123.4217675;M
2018;49023;48952;F;ES61;POP;4228.9663275;M
2018;49023;48952;_T;ES61;POP;8352.388095;M
2018;49023;48940;M;ES61;POP;2165.54014;M
2018;49023;48940;F;ES61;POP;1769.8757325;M
2018;49023;48940;_T;ES61;POP;3935.4158725;M
2018;49023;48936;M;ES61;POP;1737.709665;M
2018;49023;48936;F;ES61;POP;1293.0688025;M
2018;49023;48936;_T;ES61;POP;3030.7784675;M
2018;49023;48939;M;ES61;POP;427.830475;M
2018;49023;48939;F;ES61;POP;476.80693;M
2018;49023;48939;_T;ES61;POP;904.637405;M
2018;49023;48946;M;ES61;POP;1220.1802825;M
2018;49023;48946;F;ES61;POP;1762.916065;M
2018;49023;48946;_T;ES61;POP;2983.0963475;M
2019;49014;48952;M;ES61;POP;651.553885;M
2019;49014;48952;F;ES61;POP;808.924675;M
2019;49014;48952;_T;ES61;POP;1460.47856;M
2019;49014;48946;M;ES61;POP;630.2517225;M
2019;49014;48946;F;ES61;POP;791.241545;M
2019;49014;48946;_T;ES61;POP;1421.4932675;M
2019;49010;48952;M;ES61;POP;37.06766;M
2019;49010;48952;F;ES61;POP;39.65081;M
2019;49010;48952;_T;ES61;POP;76.71847;M
2019;49010;48946;M;ES61;POP;30.0852175;M
2019;49010;48946;F;ES61;POP;34.143955;M
2019;49010;48946;_T;ES61;POP;64.2291725;M
2019;49011;48952;M;ES61;POP;23.853335;M
2019;49011;48952;F;ES61;POP;22.0172125;M
2019;49011;48952;_T;ES61;POP;45.8705475;M
2019;49011;48946;M;ES61;POP;19.457625;M
2019;49011;48946;F;ES61;POP;18.9038;M
2019;49011;48946;_T;ES61;POP;38.361425;M
2019;49012;48952;M;ES61;POP;29.8731425;M
2019;49012;48952;F;ES61;POP;33.4529525;M
2019;49012;48952;_T;ES61;POP;63.326095;M
2019;49012;48946;M;ES61;POP;28.7757925;M
2019;49012;48946;F;ES61;POP;32.3230025;M
2019;49012;48946;_T;ES61;POP;61.098795;M
2019;49013;48952;M;ES61;POP;560.7597475;M
2019;49013;48952;F;ES61;POP;713.8037;M
2019;49013;48952;_T;ES61;POP;1274.5634475;M
2019;49013;48946;M;ES61;POP;551.9330875;M
2019;49013;48946;F;ES61;POP;705.8707875;M
2019;49013;48946;_T;ES61;POP;1257.803875;M
2019;49017;48952;M;ES61;POP;3117.9398475;M
2019;49017;48952;F;ES61;POP;3071.35422;M
2019;49017;48952;_T;ES61;POP;6189.2940675;M
2019;49017;48940;M;ES61;POP;1959.7699;M
2019;49017;48940;F;ES61;POP;1621.211535;M
2019;49017;48940;_T;ES61;POP;3580.981435;M
2019;49017;48936;M;ES61;POP;1777.033105;M
2019;49017;48936;F;ES61;POP;1342.703695;M
2019;49017;48936;_T;ES61;POP;3119.7368;M
2019;49017;48939;M;ES61;POP;182.736795;M
2019;49017;48939;F;ES61;POP;278.50784;M
2019;49017;48939;_T;ES61;POP;461.244635;M
2019;49017;48946;M;ES61;POP;510.45284;M
2019;49017;48946;F;ES61;POP;840.8563;M
2019;49017;48946;_T;ES61;POP;1351.30914;M
2019;49015;48952;M;ES61;POP;2387.61642;M
2019;49015;48952;F;ES61;POP;2358.560415;M
2019;49015;48952;_T;ES61;POP;4746.176835;M
2019;49015;48940;M;ES61;POP;1450.058715;M
2019;49015;48940;F;ES61;POP;1155.64379;M
2019;49015;48940;_T;ES61;POP;2605.702505;M
2019;49015;48936;M;ES61;POP;1450.058715;M
2019;49015;48936;F;ES61;POP;1155.64379;M
2019;49015;48936;_T;ES61;POP;2605.702505;M
2019;49015;48946;M;ES61;POP;417.1529425;M
2019;49015;48946;F;ES61;POP;715.883365;M
2019;49015;48946;_T;ES61;POP;1133.0363075;M
2019;49016;48952;M;ES61;POP;730.3234275;M
2019;49016;48952;F;ES61;POP;712.793805;M
2019;49016;48952;_T;ES61;POP;1443.1172325;M
2019;49016;48940;M;ES61;POP;509.711185;M
2019;49016;48940;F;ES61;POP;465.567745;M
2019;49016;48940;_T;ES61;POP;975.27893;M
2019;49016;48936;M;ES61;POP;326.97439;M
2019;49016;48936;F;ES61;POP;187.059905;M
2019;49016;48936;_T;ES61;POP;514.034295;M
2019;49016;48939;M;ES61;POP;182.736795;M
2019;49016;48939;F;ES61;POP;278.50784;M
2019;49016;48939;_T;ES61;POP;461.244635;M
2019;49016;48946;M;ES61;POP;93.2998975;M
2019;49016;48946;F;ES61;POP;124.972935;M
2019;49016;48946;_T;ES61;POP;218.2728325;M
2019;49022;48952;M;ES61;POP;371.832065;M
2019;49022;48952;F;ES61;POP;370.48323;M
2019;49022;48952;_T;ES61;POP;742.315295;M
