,id,label,des,parentId
115,2325,(04084) Sierro,Sierro,2352
116,2326,(04085) Somontín,Somontín,2352
117,2327,(04086) Sorbas,Sorbas,2352
118,2328,(04087) Suflí,Suflí,2352
119,2329,(04088) Tabernas,Tabernas,2352
120,2330,(04089) Taberno,Taberno,2352
121,2331,(04090) Tahal,Tahal,2352
122,2332,(04091) Terque,Terque,2352
123,2333,(04092) Tíjola,Tíjola,2352
124,2334,(04093) Turre,Turre,2352
125,2335,(04094) Turrillas,Turrillas,2352
126,2336,(04095) Uleila del Campo,Uleila del Campo,2352
127,2337,(04096) Urrácal,Urrácal,2352
128,2338,(04097) Velefique,Velefique,2352
129,2339,(04098) Vélez-Blanco,Vélez-Blanco,2352
130,2340,(04099) Vélez-Rubio,Vélez-Rubio,2352
131,2341,(04100) Vera,Vera,2352
132,2342,(04101) Viator,Viator,2352
133,2343,(04102) Vícar,Vícar,2352
134,2344,(04103) Zurgena,Zurgena,2352
135,2345,(04504) Ocaña,Ocaña,2352
136,2346,(04901) Tres Villas (Las),Tres Villas (Las),2352
137,2347,(04902) Ejido (El),Ejido (El),2352
138,2348,(04903) Mojonera (La),Mojonera (La),2352
139,2349,(04NC) Municipio de Almería sin especificar,Municipio de Almería sin especificar,2352
140,2353,(11001) Alcalá de los Gazules,Alcalá de los Gazules,2402
141,2354,(11002) Alcalá del Valle,Alcalá del Valle,2402
142,2355,(11003) Algar,Algar,2402
143,2356,(11004) Algeciras,Algeciras,2402
144,2357,(11005) Algodonales,Algodonales,2402
145,2358,(11006) Arcos de la Frontera,Arcos de la Frontera,2402
146,2359,(11007) Barbate de Franco,Barbate de Franco,2402
147,2360,(11007) Barbate,Barbate,2402
148,2361,(11008) Barrios (Los),Barrios (Los),2402
149,2362,(11009) Benaocaz,Benaocaz,2402
150,2363,(11010) Bornos,Bornos,2402
151,2364,(11011) Bosque (El),Bosque (El),2402
152,2365,(11012) Cádiz (capital),Cádiz (capital),2402
153,2366,(11013) Castellar de la Frontera,Castellar de la Frontera,2402
154,2367,(11014) Conil de la Frontera,Conil de la Frontera,2402
155,2368,(11015) Chiclana de la Frontera,Chiclana de la Frontera,2402
156,2369,(11016) Chipiona,Chipiona,2402
157,2370,(11017) Espera,Espera,2402
158,2371,(11018) Gastor (El),Gastor (El),2402
159,2372,(11019) Grazalema,Grazalema,2402
160,2373,(11020) Jerez de la Frontera,Jerez de la Frontera,2402
161,2374,(11021) Jimena de la Frontera,Jimena de la Frontera,2402
162,2375,(11022) Línea de la Concepción (La),Línea de la Concepción (La),2402
163,2376,(11023) Medina Sidonia,Medina Sidonia,2402
164,2397,(11901) Benalup,Benalup,2402
165,2396,(11901) Benalup-Casas Viejas,Benalup-Casas Viejas,2402
166,2377,(11024) Olvera,Olvera,2402
167,2378,(11025) Paterna de Rivera,Paterna de Rivera,2402
168,2379,(11026) Prado del Rey,Prado del Rey,2402
169,2380,(11027) Puerto de Santa María (El),Puerto de Santa María (El),2402
170,2381,(11028) Puerto Real,Puerto Real,2402
171,2382,(11029) Puerto Serrano,Puerto Serrano,2402
172,2383,(11030) Rota,Rota,2402
173,2384,(11031) San Fernando,San Fernando,2402
174,280346,(11903) San Martín del Tesorillo,San Martín del Tesorillo,2402
175,2386,(11033) San Roque,San Roque,2402
176,2385,(11032) Sanlúcar de Barrameda,Sanlúcar de Barrameda,2402
177,2387,(11034) Setenil de las Bodegas,Setenil de las Bodegas,2402
178,2388,(11035) Tarifa,Tarifa,2402
179,2389,(11036) Torre Alháquime,Torre Alháquime,2402
180,2390,(11037) Trebujena,Trebujena,2402
181,2391,(11038) Ubrique,Ubrique,2402
182,2392,(11039) Vejer de la Frontera,Vejer de la Frontera,2402
183,2393,(11040) Villaluenga del Rosario,Villaluenga del Rosario,2402
184,2394,(11041) Villamartín,Villamartín,2402
185,2395,(11042) Zahara,Zahara,2402
186,2398,(11902) San José del Valle,San José del Valle,2402
187,2399,(11NC) Municipio de Cádiz sin especificar,Municipio de Cádiz sin especificar,2402
188,2403,(14001) Adamuz,Adamuz,2482
189,2404,(14002) Aguilar de la Frontera,Aguilar de la Frontera,2482
190,2405,(14003) Alcaracejos,Alcaracejos,2482
191,2406,(14004) Almedinilla,Almedinilla,2482
192,2407,(14005) Almodóvar del Río,Almodóvar del Río,2482
193,2408,(14006) Añora,Añora,2482
194,2409,(14007) Baena,Baena,2482
195,2410,(14008) Belalcázar,Belalcázar,2482
196,2411,(14009) Belmez,Belmez,2482
197,2412,(14010) Benamejí,Benamejí,2482
198,2413,(14011) Blázquez (Los),Blázquez (Los),2482
199,2414,(14012) Bujalance,Bujalance,2482
200,2415,(14013) Cabra,Cabra,2482
201,2416,(14014) Cañete de las Torres,Cañete de las Torres,2482
202,2417,(14015) Carcabuey,Carcabuey,2482
203,2419,(14017) Carlota (La),Carlota (La),2482
204,2420,(14018) Carpio (El),Carpio (El),2482
205,2421,(14019) Castro del Río,Castro del Río,2482
206,2422,(14020) Conquista,Conquista,2482
207,2423,(14021) Córdoba (capital),Córdoba (capital),2482
208,2424,(14022) Doña Mencía,Doña Mencía,2482
209,2425,(14023) Dos Torres,Dos Torres,2482
210,2426,(14024) Encinas Reales,Encinas Reales,2482
211,2427,(14025) Espejo,Espejo,2482
212,2428,(14026) Espiel,Espiel,2482
213,2429,(14027) Fernán-Núñez,Fernán-Núñez,2482
214,280347,(14901) Fuente Carreteros,Fuente Carreteros,2482
215,2430,(14028) Fuente la Lancha,Fuente la Lancha,2482
216,2431,(14029) Fuente Obejuna,Fuente Obejuna,2482
217,2432,(14030) Fuente Palmera,Fuente Palmera,2482
218,2433,(14031) Fuente-Tójar,Fuente-Tójar,2482
219,2434,(14032) Granjuela (La),Granjuela (La),2482
220,2435,(14033) Guadalcázar,Guadalcázar,2482
221,280348,(14902) Guijarrosa (La),Guijarrosa (La),2482
222,2436,(14034) Guijo (El),Guijo (El),2482
223,2437,(14035) Hinojosa del Duque,Hinojosa del Duque,2482
224,2438,(14036) Hornachuelos,Hornachuelos,2482
225,2439,(14037) Iznájar,Iznájar,2482
226,2440,(14038) Lucena,Lucena,2482
227,2441,(14039) Luque,Luque,2482
228,2442,(14040) Montalbán de Córdoba,Montalbán de Córdoba,2482
229,2443,(14041) Montemayor,Montemayor,2482
230,2444,(14042) Montilla,Montilla,2482
231,2445,(14043) Montoro,Montoro,2482
232,2446,(14044) Monturque,Monturque,2482
233,2447,(14045) Moriles,Moriles,2482
234,2448,(14046) Nueva Carteya,Nueva Carteya,2482
235,2449,(14047) Obejo,Obejo,2482
236,2450,(14048) Palenciana,Palenciana,2482
237,2451,(14049) Palma del Río,Palma del Río,2482
238,2452,(14050) Pedro Abad,Pedro Abad,2482
239,2453,(14051) Pedroche,Pedroche,2482
240,2454,(14052) Peñarroya-Pueblonuevo,Peñarroya-Pueblonuevo,2482
241,2455,(14053) Posadas,Posadas,2482
242,2456,(14054) Pozoblanco,Pozoblanco,2482
243,2457,(14055) Priego de Córdoba,Priego de Córdoba,2482
244,2458,(14056) Puente Genil,Puente Genil,2482
245,2459,(14057) Rambla (La),Rambla (La),2482
246,2460,(14058) Rute,Rute,2482
247,2461,(14059) San Sebastián de los Ballesteros,San Sebastián de los Ballesteros,2482
248,2462,(14060) Santaella,Santaella,2482
249,2463,(14061) Santa Eufemia,Santa Eufemia,2482
250,2464,(14062) Torrecampo,Torrecampo,2482
251,2465,(14063) Valenzuela,Valenzuela,2482
252,2466,(14064) Valsequillo,Valsequillo,2482
253,2467,(14065) Victoria (La),Victoria (La),2482
254,2468,(14066) Villa del Río,Villa del Río,2482
255,2469,(14067) Villafranca de Córdoba,Villafranca de Córdoba,2482
256,2470,(14068) Villaharta,Villaharta,2482
257,2471,(14069) Villanueva de Córdoba,Villanueva de Córdoba,2482
258,2472,(14070) Villanueva del Duque,Villanueva del Duque,2482
259,2473,(14071) Villanueva del Rey,Villanueva del Rey,2482
260,2474,(14072) Villaralto,Villaralto,2482
261,2475,(14073) Villaviciosa de Córdoba,Villaviciosa de Córdoba,2482
262,2476,(14074) Viso (El),Viso (El),2482
263,2477,(14075) Zuheros,Zuheros,2482
264,2478,(14502) Pueblonuevo del Torrible,Pueblonuevo del Torrible,2482
265,2418,(14016) Cardeña,Cardeña,2482
266,2479,(14NC) Municipio de Córdoba sin especificar,Municipio de Córdoba sin especificar,2482
267,2483,(18001) Agrón,Agrón,2713
268,2484,(18002) Alamedilla,Alamedilla,2713
269,2485,(18003) Albolote,Albolote,2713
270,2486,(18004) Albondón,Albondón,2713
271,2487,(18005) Albuñán,Albuñán,2713
272,2488,(18006) Albuñol,Albuñol,2713
273,2489,(18007) Albuñuelas,Albuñuelas,2713
274,2491,(18008) Alcázar y Bargis,Alcázar y Bargis,2713
275,2490,(18008) Alcázar y Fregenite,Alcázar y Fregenite,2713
276,2492,(18009) Alcudia de Guadix,Alcudia de Guadix,2713
277,2493,(18010) Aldeire,Aldeire,2713
278,2494,(18011) Alfacar,Alfacar,2713
279,2495,(18012) Algarinejo,Algarinejo,2713
280,2496,(18013) Alhama de Granada,Alhama de Granada,2713
281,2497,(18014) Alhendín,Alhendín,2713
282,2498,(18015) Alicún de Ortega,Alicún de Ortega,2713
283,2499,(18016) Almegíjar,Almegíjar,2713
284,2500,(18017) Almuñécar,Almuñécar,2713
285,2501,(18018) Alquife,Alquife,2713
286,2502,(18019) Ambroz,Ambroz,2713
287,2503,(18020) Arenas del Rey,Arenas del Rey,2713
288,2504,(18021) Armilla,Armilla,2713
289,2505,(18022) Atarfe,Atarfe,2713
290,2507,(18024) Beas de Granada,Beas de Granada,2713
291,2508,(18025) Beas de Guadix,Beas de Guadix,2713
292,2509,(18026) Belicena,Belicena,2713
293,2510,(18027) Benalúa de Guadix,Benalúa de Guadix,2713
294,2511,(18027) Benalúa,Benalúa,2713
295,2506,(18023) Baza,Baza,2713
296,2512,(18028) Benalúa de las Villas,Benalúa de las Villas,2713
297,2513,(18029) Benamaurel,Benamaurel,2713
298,2514,(18030) Bérchules,Bérchules,2713
299,2515,(18031) Béznar,Béznar,2713
300,2516,(18032) Bubión,Bubión,2713
301,2517,(18033) Busquístar,Busquístar,2713
302,2518,(18034) Cacín,Cacín,2713
303,2519,(18035) Cádiar,Cádiar,2713
304,2520,(18036) Cájar,Cájar,2713
305,2521,(18037) Calicasas,Calicasas,2713
306,2522,(18038) Campotéjar,Campotéjar,2713
307,2523,(18039) Caniles,Caniles,2713
308,2524,(18040) Cáñar,Cáñar,2713
309,2525,(18041) Caparacena,Caparacena,2713
310,2526,(18042) Capileira,Capileira,2713
311,2527,(18043) Carataunas,Carataunas,2713
312,2528,(18044) Cástaras,Cástaras,2713
313,2529,(18045) Castilléjar,Castilléjar,2713
314,2530,(18046) Castril,Castril,2713
315,2531,(18047) Cenes de la Vega,Cenes de la Vega,2713
316,2532,(18048) Cijuela,Cijuela,2713
317,2533,(18049) Cogollos de Guadix,Cogollos de Guadix,2713
318,2534,(18050) Cogollos de la Vega,Cogollos de la Vega,2713
319,2535,(18051) Colomera,Colomera,2713
320,2536,(18052) Cónchar,Cónchar,2713
321,2537,(18053) Cortes de Baza,Cortes de Baza,2713
322,2538,(18054) Cortes y Graena,Cortes y Graena,2713
323,2539,(18055) Cozvíjar,Cozvíjar,2713
324,2540,(18056) Cúllar-Baza,Cúllar-Baza,2713
325,2541,(18056) Cúllar,Cúllar,2713
326,2542,(18057) Cúllar Vega,Cúllar Vega,2713
327,2543,(18058) Charches,Charches,2713
328,2544,(18059) Chauchina,Chauchina,2713
329,2545,(18060) Cherín,Cherín,2713
330,2546,(18061) Chimeneas,Chimeneas,2713
331,2548,(18062) Churriana,Churriana,2713
332,2547,(18062) Churriana de la Vega,Churriana de la Vega,2713
333,2549,(18063) Darro,Darro,2713
334,2550,(18064) Dehesas de Guadix,Dehesas de Guadix,2713
335,2553,(18066) Deifontes,Deifontes,2713
336,2554,(18067) Diezma,Diezma,2713
337,2555,(18068) Dílar,Dílar,2713
338,2556,(18069) Dólar,Dólar,2713
339,9565,(18915) Domingo Pérez de Granada,Domingo Pérez de Granada,2713
340,2557,(18070) Dúdar,Dúdar,2713
341,2558,(18071) Dúrcal,Dúrcal,2713
342,2559,(18072) Escúzar,Escúzar,2713
343,2560,(18073) Esfiliana,Esfiliana,2713
344,2561,(18074) Ferreira,Ferreira,2713
345,2562,(18075) Ferreirola,Ferreirola,2713
346,2563,(18076) Fonelas,Fonelas,2713
347,2564,(18077) Fornes,Fornes,2713
348,280349,(18077) Fornes,Fornes,2713
349,2565,(18078) Freila,Freila,2713
350,2566,(18079) Fuente Vaqueros,Fuente Vaqueros,2713
351,2567,(18080) Gabia la Chica,Gabia la Chica,2713
352,2568,(18081) Gabia la Grande,Gabia la Grande,2713
353,2569,(18082) Galera,Galera,2713
354,2570,(18083) Gobernador,Gobernador,2713
355,2571,(18084) Gójar,Gójar,2713
356,2572,(18085) Gor,Gor,2713
357,2573,(18086) Gorafe,Gorafe,2713
358,2574,(18087) Granada (capital),Granada (capital),2713
359,2575,(18088) Guadahortuna,Guadahortuna,2713
360,2576,(18089) Guadix,Guadix,2713
361,2580,(18093) Gualchos,Gualchos,2713
362,2581,(18094) Güéjar Sierra,Güéjar Sierra,2713
363,2582,(18095) Güevéjar,Güevéjar,2713
364,2577,(18090) Guájar Alto,Guájar Alto,2713
365,2578,(18091) Guájar Faragüit,Guájar Faragüit,2713
366,2579,(18092) Guájar Fondón,Guájar Fondón,2713
367,2583,(18096) Huélago,Huélago,2713
368,2584,(18097) Huéneja,Huéneja,2713
369,2585,(18098) Huéscar,Huéscar,2713
370,2586,(18099) Huétor de Santillán,Huétor de Santillán,2713
371,2587,(18100) Huétor Tájar,Huétor Tájar,2713
372,2588,(18101) Huétor Vega,Huétor Vega,2713
373,2589,(18102) Íllora,Íllora,2713
374,2590,(18103) Ítrabo,Ítrabo,2713
375,2591,(18104) Izbor,Izbor,2713
376,2592,(18105) Iznalloz,Iznalloz,2713
377,2593,(18106) Játar,Játar,2713
378,2594,(18107) Jayena,Jayena,2713
379,2595,(18108) Jérez del Marquesado,Jérez del Marquesado,2713
380,2614,(18126) Malá (La),Malá (La),2713
381,2615,(18126) Malahá (La),Malahá (La),2713
382,9564,(18106) Játar,Játar,2713
383,2596,(18109) Jete,Jete,2713
384,2597,(18110) Jorairátar,Jorairátar,2713
385,2598,(18111) Jun,Jun,2713
386,2599,(18112) Juviles,Juviles,2713
387,2600,(18113) Laborcillas,Laborcillas,2713
388,2602,(18114) Calahora (La),Calahora (La),2713
389,2601,(18114) Calahorra (La),Calahorra (La),2713
390,2603,(18115) Láchar,Láchar,2713
391,2604,(18116) Lanjarón,Lanjarón,2713
392,2605,(18117) Lanteira,Lanteira,2713
393,2606,(18118) Laroles,Laroles,2713
394,2607,(18119) Lecrín,Lecrín,2713
395,2608,(18120) Lentegí,Lentegí,2713
396,2609,(18121) Lobras,Lobras,2713
397,2610,(18122) Loja,Loja,2713
398,2611,(18123) Lugros,Lugros,2713
399,2612,(18124) Lújar,Lújar,2713
400,2613,(18125) Mairena,Mairena,2713
401,2616,(18127) Maracena,Maracena,2713
402,2617,(18128) Marchal,Marchal,2713
403,2618,(18129) Mecina-Bombarón,Mecina-Bombarón,2713
404,2619,(18130) Mecina-Fondales,Mecina-Fondales,2713
405,2620,(18131) Melegís,Melegís,2713
406,2621,(18132) Moclín,Moclín,2713
407,2622,(18133) Molvízar,Molvízar,2713
408,2623,(18134) Monachil,Monachil,2713
409,2624,(18135) Montefrío,Montefrío,2713
410,2625,(18136) Montejícar,Montejícar,2713
411,2626,(18137) Montillana,Montillana,2713
412,2627,(18138) Moraleda de Zafayona,Moraleda de Zafayona,2713
413,2628,(18139) Moreda,Moreda,2713
414,2629,(18140) Motril,Motril,2713
415,2630,(18141) Murtas,Murtas,2713
416,2631,(18142) Narila,Narila,2713
417,2632,(18143) Nigüelas,Nigüelas,2713
418,2633,(18144) Nívar,Nívar,2713
419,2634,(18145) Ogíjares,Ogíjares,2713
420,2635,(18146) Orce,Orce,2713
421,2636,(18147) Órgiva,Órgiva,2713
422,2637,(18148) Otívar,Otívar,2713
423,2638,(18149) Villa de Otura,Villa de Otura,2713
424,2639,(18150) Padul,Padul,2713
425,2640,(18151) Pampaneira,Pampaneira,2713
426,2641,(18152) Pedro Martínez,Pedro Martínez,2713
427,2642,(18153) Peligros,Peligros,2713
428,2643,(18154) Peza (La),Peza (La),2713
429,2644,(18155) Picena,Picena,2713
430,2645,(18156) Pinos del Valle,Pinos del Valle,2713
431,2646,(18157) Pinos Genil,Pinos Genil,2713
432,2648,(18159) Píñar,Píñar,2713
433,2649,(18160) Pitres,Pitres,2713
434,2650,(18161) Polícar,Polícar,2713
435,2651,(18162) Polopos,Polopos,2713
436,2652,(18163) Pórtugos,Pórtugos,2713
437,2653,(18164) Puebla de Don Fadrique,Puebla de Don Fadrique,2713
438,2654,(18165) Pulianas,Pulianas,2713
439,2655,(18166) Purchil,Purchil,2713
440,2656,(18167) Purullena,Purullena,2713
441,2657,(18168) Quéntar,Quéntar,2713
442,2658,(18169) Restábal,Restábal,2713
443,2659,(18170) Rubite,Rubite,2713
444,2660,(18171) Salar,Salar,2713
445,2661,(18172) Saleres,Saleres,2713
446,2662,(18173) Salobreña,Salobreña,2713
447,2663,(18174) Santa Cruz del Comercio,Santa Cruz del Comercio,2713
448,2664,(18175) Santa Fe,Santa Fe,2713
449,2665,(18176) Soportújar,Soportújar,2713
450,2666,(18177) Sorvilán,Sorvilán,2713
451,2667,(18178) Torre-Cardela,Torre-Cardela,2713
452,280350,(18916) Torrenueva Costa,Torrenueva Costa,2713
453,2668,(18179) Torvizcón,Torvizcón,2713
454,2669,(18180) Trevélez,Trevélez,2713
455,2670,(18181) Turón,Turón,2713
456,2671,(18182) Ugíjar,Ugíjar,2713
457,2672,(18183) Válor,Válor,2713
458,2673,(18184) Vélez de Benaudalla,Vélez de Benaudalla,2713
459,2674,(18185) Ventas de Huelma,Ventas de Huelma,2713
460,2675,(18186) Ventas de Zafarraya,Ventas de Zafarraya,2713
461,2676,(18187) Villanueva de las Torres,Villanueva de las Torres,2713
462,2677,(18188) Villanueva Mesía,Villanueva Mesía,2713
463,2678,(18189) Víznar,Víznar,2713
464,2679,(18190) Yátor,Yátor,2713
465,2680,(18191) Yegen,Yegen,2713
466,2681,(18192) Zafarraya,Zafarraya,2713
467,2682,(18193) Zubia (La),Zubia (La),2713
468,2683,(18194) Zújar,Zújar,2713
469,2684,(18500) Acequias,Acequias,2713
470,2685,(18502) Bayacas,Bayacas,2713
471,2686,(18504) Cojáyar,Cojáyar,2713
472,2687,(18505) Chite y Talará,Chite y Talará,2713
473,2688,(18506) Fregenite,Fregenite,2713
474,2690,(18508) Mecina-Tedel,Mecina-Tedel,2713
475,2689,(18507) Mecina-Alfahar,Mecina-Alfahar,2713
476,2691,(18509) Mondújar,Mondújar,2713
477,2692,(18510) Murchas,Murchas,2713
478,2693,(18511) Nechite,Nechite,2713
479,2694,(18512) Pulianillas,Pulianillas,2713
480,2695,(18513) Trujillos,Trujillos,2713
481,2696,(18901) Taha (La),Taha (La),2713
482,2697,(18902) Valle (El),Valle (El),2713
483,2698,(18903) Nevada,Nevada,2713
484,2699,(18904) Alpujarra de la Sierra,Alpujarra de la Sierra,2713
485,2700,(18905) Gabias (Las),Gabias (Las),2713
486,2701,(18906) Guájares (Los),Guájares (Los),2713
487,2702,(18907) Valle del Zalabí,Valle del Zalabí,2713
488,2703,(18908) Villamena,Villamena,2713
489,2704,(18909) Morelábor,Morelábor,2713
490,2705,(18910) Pinar (El),Pinar (El),2713
491,2706,(18911) Vegas del Genil,Vegas del Genil,2713
492,2707,(18912) Cuevas del Campo,Cuevas del Campo,2713
493,2708,(18913) Zagra,Zagra,2713
494,2709,(18914) Valderrubio,Valderrubio,2713
495,2647,(18158) Pinos Puente,Pinos Puente,2713
496,2551,(18065) Dehesas Viejas,Dehesas Viejas,2713
497,2552,(18065) Dehesas Viejas,Dehesas Viejas,2713
498,2710,(18NC) Municipio de Granada sin especificar,Municipio de Granada sin especificar,2713
499,2714,(21001) Alájar,Alájar,2797
500,2715,(21002) Aljaraque,Aljaraque,2797
501,2716,(21003) Almendro (El),Almendro (El),2797
502,2717,(21004) Almonaster la Real,Almonaster la Real,2797
503,2718,(21005) Almonte,Almonte,2797
504,2719,(21006) Alosno,Alosno,2797
505,2720,(21007) Aracena,Aracena,2797
506,2721,(21008) Aroche,Aroche,2797
507,2722,(21009) Arroyomolinos de León,Arroyomolinos de León,2797
508,2723,(21010) Ayamonte,Ayamonte,2797
509,2724,(21011) Beas,Beas,2797
510,2725,(21012) Berrocal,Berrocal,2797
511,2726,(21013) Bollullos Par del Condado,Bollullos Par del Condado,2797
512,2727,(21014) Bonares,Bonares,2797
513,2728,(21015) Cabezas Rubias,Cabezas Rubias,2797
514,2729,(21016) Cala,Cala,2797
515,2730,(21017) Calañas,Calañas,2797
516,2731,(21018) Campillo (El),Campillo (El),2797
517,2732,(21019) Campofrío,Campofrío,2797
518,2733,(21020) Cañaveral de León,Cañaveral de León,2797
519,2734,(21021) Cartaya,Cartaya,2797
520,2736,(21023) Cerro de Andévalo (El),Cerro de Andévalo (El),2797
521,2737,(21024) Corteconcepción,Corteconcepción,2797
522,2738,(21025) Cortegana,Cortegana,2797
523,2739,(21026) Cortelazor,Cortelazor,2797
524,2740,(21027) Cumbres de Enmedio,Cumbres de Enmedio,2797
525,2741,(21028) Cumbres de San Bartolomé,Cumbres de San Bartolomé,2797
526,2742,(21029) Cumbres Mayores,Cumbres Mayores,2797
527,2743,(21030) Chucena,Chucena,2797
528,2744,(21031) Encinasola,Encinasola,2797
529,2745,(21032) Escacena del Campo,Escacena del Campo,2797
530,2746,(21033) Fuenteheridos,Fuenteheridos,2797
